ll,T_NH,T_OOA,T_OOAStu,N_Anc,N_Vin,N_AMH,N_Yor,N_OOA,N_Los,N_Stu,m_LosYor,m_StuYor,m_LosStu
-662.918856440482,718857.8666856543,53072.353514407834,49113.628843560204,16919.67533109478,2213.6309069343492,27514.323519118498,10497.802989760841,335.72114484812585,757.4978201210412,4992.432403761765,9.859637658883248e-05,1.0000000024469263e-08,0.00033291483539058496
-632.5903460962713,776881.1059657853,62465.20090864248,53962.08016726808,16038.434001886762,2237.8294442039114,28943.292879808763,12051.045413044954,747.4403019895317,736.8662350645153,5241.903453694643,0.00010367561104358002,1.0000000047312253e-08,0.00035099049028672867
-641.9859294174944,765375.0544050667,56380.310362330034,50957.005848249624,16212.482230220148,2234.621488376276,28880.261363300422,11003.110001919815,474.10495815594305,738.1982197021148,5018.26641679722,0.00010255216556063179,1.0000000112904833e-08,0.00034937326811591195
-673.5278617848392,831964.1060305784,51865.97769085906,48655.090547076295,15174.75854766193,2254.3740040328194,30782.16406022102,10705.551145211128,276.98305340136636,757.2936860355984,5133.776066442418,9.838330189607548e-05,1.000000000000222e-08,0.0003422165344180418
-648.9173805916436,806676.7231441957,54759.481240845605,50119.600827951384,15572.181944775262,2246.7620899972435,30082.793911200475,10976.750228388704,404.3531106439741,743.7853176249839,5085.927876103796,0.00010099741872858854,1.0000000018781971e-08,0.0003482328212431135
-632.0034912140154,802467.4520392071,67169.3718475773,56204.17926972837,15646.051170180957,2244.5100597299015,29430.580877020187,13002.6539092679,964.4971849410371,740.0668525178717,5482.595468433371,0.00010364650152908248,1.0000000187302318e-08,0.0003509740154831558
