ll,T_NH,T_OOA,T_LosStu,N_Anc,N_Vin,N_AMH,N_Yor,N_OOA,N_Los,N_Stu,m_LosYor,m_StuYor,m_LosStu
-1147.217716533491,877877.7998794032,51747.83684604697,44999.99999997081,14482.518800610293,2255.6531187725313,36213.58220521442,7480.2352056834225,275.9029326229404,861.6670394272342,5002.322011197756,4.9647399615007156e-05,0.00017373389741024922,0.0003840403533841626
-1150.3077490596252,863955.0059898881,51434.180804682284,44999.999999999985,14718.73523920715,2251.742600859513,34409.13454820211,8329.539481069347,279.3845571531736,895.1190059758758,5381.728949774744,4.6703045499472195e-05,0.00014679763239356899,0.00035806881195026046
