ll,T_NH,T_Basal,T_OOA,T_Stu,N_Anc,N_Vin,N_AMH,N_Yor,N_OOA,N_Los,N_Stu,p_Bas_Stu,m_LosYor,m_StuYor,m_LosStu
-547.0563718267945,798526.9214834728,692967.3527909605,66637.99915532568,33190.99526941833,15763.484396771368,2244.4775485885903,27163.69023938535,12164.518439871365,1016.5675133429218,1108.5262943413475,9150.395525201138,0.0931646920503872,0.00010166088518219755,3.7094725944148565e-05,5.8976676071543135e-05
-559.0000090845441,771227.1751778764,404469.3179775256,66414.30419468449,33065.182491230706,16162.6111817079,2234.349306662932,27496.3024538343,14108.628740680635,939.3398302518092,1047.2033712713235,9648.052556402688,0.14523677579379957,0.00011282272933782429,1.3925870548807796e-05,8.263305441898284e-05
-556.378053000944,704616.7381692544,587981.6191012595,62276.10602284769,33301.41176851139,17180.22250123555,2207.3525903195723,25062.603331385937,11139.228279563225,778.7708693907888,1073.94230762868,8290.659111777362,0.09843547975055614,0.00010378632750035721,3.769046778644463e-05,6.791354835318194e-05
-551.3571310156888,819795.4726127968,608142.9709794981,66746.37542604617,32904.62150792707,15406.955579860216,2249.6671637290724,28207.629497156464,12289.62184943231,978.6995307279815,1075.337227844931,8919.571397189238,0.11188318424670315,0.00010882293641597533,3.363567939910676e-05,6.739524061547298e-05
-546.8737517667715,798299.4964569564,679461.9481031242,65057.876764942666,33117.667216969894,15766.451283246844,2244.6877004709886,27318.67199094133,11938.216006403449,935.7589261953101,1114.6410144355518,9019.686309488989,0.0947524831371377,0.0001012874334764536,3.780999187411846e-05,5.787850845886497e-05
