ll,T_NH,T_Basal,T_OOA,T_Stu,N_Anc,N_Vin,N_AMH,N_Yor,N_OOA,N_Los,N_Stu,p_Bas_Stu,m_LosYor,m_StuYor,m_LosStu
-556.1511350567913,808484.783383766,808484.7761124519,54630.41307431348,33464.234707193755,15614.549241479923,2245.9779047919046,27964.175034493976,10059.307997505304,433.17936378424696,1139.5695034760768,8718.257540902314,0.07838428631035439,9.374842038525335e-05,4.943651609277056e-05,4.901646951903402e-05
-546.6307167023718,807201.9152115595,723612.4700760477,62630.86634976468,33252.80319841745,15629.802093615146,2246.504563278062,27605.604939860772,11511.322486153325,820.5905880633359,1110.2183766182138,9154.898633506884,0.08935068771992945,0.00010063312897521912,4.0125691515680465e-05,5.7140449831283576e-05
-547.7970701577989,822839.6141979615,703601.8696434454,60164.542744024344,33221.34074221664,15386.405018484747,2251.0327166049974,28360.13242257044,11396.377663771158,692.3158629487407,1107.277633408969,9331.56738165359,0.0925008602348156,0.00010188665161863819,3.9434090084494825e-05,5.7778828775515645e-05
