ll,T_NH,T_Basal,T_OOA,T_Stu,N_Anc,N_Vin,N_AMH,N_Yor,N_OOA,N_Los,N_Stu,p_Bas_Stu,m_LosYor,m_StuYor,m_LosStu
-555.5518691840633,790047.7216727027,493709.681610797,73683.93642700458,33315.03579630048,15861.936471832945,2237.686622798881,27168.946527929176,14607.77805935303,1304.7779916756053,1050.033663617659,9545.74103671582,0.12728491225984956,0.00010712484767667149,2.2832723203746073e-05,8.223148031001029e-05
-552.9250470903714,805447.311479353,765742.3645325771,55628.81064983587,33334.14830107609,15651.366602540891,2244.4421447380396,28043.04356926178,10237.12817223506,475.4836788851895,1119.6299345053735,8817.665537490213,0.08326332406685662,9.943244472727953e-05,4.6061788210927705e-05,5.1735758312097406e-05
