ll,T_NDH,T_ND,T_AltWN,T_ChaVin,N_Anc,N_Yor,N_ND,N_Den,N_N,N_Alt,N_Cha,N_Vin,m_AD,T_pHN,p_HN
-227.33642146692122,627742.3957640481,593508.9206769221,132895.09073715965,92180.11736040928,18408.216086079494,23355.27898725889,1372.931615662521,3396.625729537532,2905.153710668614,800.8847077267621,581.578440189011,1822.2507279070076,1.1601812323065987e-05,349999.99999900843,0.14302796960976288
-172.23966688115974,794669.3337023399,611021.9579598098,128512.09772521429,92998.43178972228,15849.859944635968,28344.977758771987,7689.810379654939,3400.174641906811,2587.8952620337755,628.682557507506,618.9946629100293,1867.449546895325,1.4540203634848224e-05,231519.02363164708,0.0832866162462365
-176.16656150586033,768963.8501168763,671445.1575055997,150761.38727273434,118500.21930524537,16239.501810227153,27544.99996253271,3914.77353793322,3639.645486309918,2169.706849664993,1497.5252948673185,1983.5614233352458,3159.18988601313,6.274038343083666e-06,228492.8018111222,0.0866058395017125
-173.98743116389028,775371.7927699892,635598.0597723138,142658.60910992627,109412.21900398469,16144.920448729154,27760.670349539625,5760.434687457643,3509.5371880044418,2305.172889667248,1174.797673448267,1487.1542337574153,2702.0537982176766,7.970365714164371e-06,227488.02749584307,0.0849379130536527
-175.78118905940312,793595.2330937674,587785.6235309216,137719.34074710796,104013.18159583949,15870.387700510964,28302.10766889172,8721.143046826392,3320.3320895996285,2382.436038846251,981.3301731949291,1196.3797415787678,2430.5676821563884,9.494653588426594e-06,231580.91926576282,0.08387382327866964
