ll,T_NDH,T_ND,T_pHN,N_Anc,N_Yor,N_ND,N_Den,N_Cha,p_HN
-56.36590607660381,739107.8956212242,658143.4420234108,196700.11092667232,16766.41570645683,26895.555757764625,3247.857185500135,3871.109085806175,1936.412090850569,0.07919188833484883
-56.80955290950692,746905.3143282466,641209.9621137304,204126.80412537346,16651.262583682186,27116.377843303286,4270.870527080496,3804.0432282439947,1989.8209263113395,0.08065638551179677
-56.3195220039246,723815.8379777024,696792.1851239457,207810.75096200427,16999.18682901025,26431.103918084762,1051.4367050604676,4020.515248763034,2030.6405474916921,0.08205012319629089
