ll,T_NDH,T_ND,T_pHN,N_Anc,N_Kho0,N_KhoBot,N_ND,N_Den,N_Alt,p_HN
-49.97910313761737,754251.2949826049,678141.6816635166,264239.3917771585,16392.175384035338,28656.179765724497,52.39435936298884,2846.6210740592874,3947.5708047442104,2317.8168841463907,0.10597542426647483
-50.30867896275434,742626.9497991239,704667.1379147398,263911.4231558214,16567.12069302043,28528.07381267526,50.35249272991122,1394.8744377386488,4040.278817581876,2325.382077904404,0.10650963955916662
-50.08590961622856,755594.9530119584,675200.7492626039,272902.40627425193,16373.135348123533,29094.078985383545,48.64343841538496,2998.1265253517754,3937.7439631901416,2362.512678420041,0.10926618285112288
