ll,T_NDH,T_ND,T_pHN,N_Anc,N_Kho0,N_KhoBot,N_ND,N_Den,N_Vin,p_HN
-94.99617647128555,943498.8962191845,877547.1783735696,179212.9225989226,13441.844665248105,28708.400844802927,999988.1708896994,2177.519980636641,4453.68886870707,2350.6501951637647,0.06686827837634764
-47.80912779193619,749002.1532792359,663911.2190979607,240992.73320409903,16489.002900611475,31627.883952079035,33.44909443111185,3340.614168162541,3894.881744274016,2406.9549964325815,0.10311096326986438
-45.03494479585031,760287.3718796925,663213.2187197122,193828.11185842278,16313.354730512881,30149.824049193612,41.72900042955583,3894.9077834826503,3883.22939111262,2161.05156123926,0.08715480875401913
-45.65902214122499,768699.9589807775,630087.0598490156,195689.2414658982,16184.523184300995,30311.1982418918,42.24316196670505,5671.707593547525,3751.1690033152463,2161.8380032465725,0.08724917441171012
-45.027876894733836,752992.9081815984,683171.9324931671,192142.7450520765,16421.50597948728,30061.340678648477,40.95367144960458,2769.0292315467073,3957.1734527513527,2154.168187200245,0.08690464029247573
