ll,T_NDH,T_ND,T_pHN,N_Anc,N_Yor,N_ND,N_Den,N_Vin,p_HN
-43.794200889153004,729852.9817157168,669441.1323618208,212101.45188247427,17010.380124557243,26076.459413611807,2340.7754421356954,3870.9090272138355,2326.4685335979693,0.0864803072315371
-42.503476986382005,749824.9319240602,668008.6337061479,214171.64152015376,16703.32256416357,26650.02817273311,3160.1596079469214,3864.4494239156566,2345.84245576556,0.08619248175980758
-40.97250707986224,768948.529290455,713646.6616104502,210669.76558023258,16404.332061232442,27183.5886877092,2065.245870246266,4025.414757891996,2367.878031604452,0.08362123920417751
-42.489517305252875,757641.2800500949,661210.3919824872,216388.24730278717,16582.185119877056,26880.570973761656,3740.5529794415424,3836.934553673523,2368.864315342477,0.08544886662317921
