ll,T_NDH,T_ND,T_pHN,N_Anc,N_Mbu,N_ND,N_Den,N_Vin,p_HN
-42.51764896696696,805774.354417194,686555.2092674045,211863.251912975,15870.732340730307,27878.653906407028,4461.362512666449,3923.5134740902317,2357.6557878599383,0.08439862192741099
-45.227058705663694,781177.4368775729,771447.7171520869,216535.85261144768,16246.2092586245,27244.676740132934,342.1782620926685,4195.461196971785,2416.193207812753,0.0852297242578689
-81.3811878044414,675695.2736783084,609743.4452079273,349999.9999999261,17864.684657057816,24232.43794140102,2529.439724796738,3643.9753548034705,2831.1063647054634,0.12842312988211646
-43.831054058514496,788889.7348881636,753481.3150739161,204541.38834871422,16130.825881968374,27454.9495224986,1269.384055214728,4144.677315550537,2337.7127945573343,0.08267955617477832
-44.80308559743688,773417.4239026845,759233.9227828924,208833.65759606304,16368.797836534251,27038.43945507482,505.67873518009344,4162.082612068367,2358.2548932065924,0.08428512671371777
-42.56003361205998,804371.4550939256,702586.8281564827,211914.32660715902,15891.267692795935,27845.362613511363,3768.0608784069946,3980.075789297876,2366.133340353892,0.08434396588020898
