ll,T_NDH,T_ND,T_pHN,N_Anc,N_Yor,N_ND,N_Den,N_Alt,p_HN
-60.889234693097926,721488.9850801184,625205.4495488867,255178.03962066965,17036.034094805706,26349.096263108673,3694.581865431053,3749.169560341699,2229.155170764964,0.10179101466257169
-58.220638736401256,736792.5782250911,681525.9609305721,271401.2707149758,16795.91170822443,26777.480339351576,2023.4917574938188,3968.6193603307893,2391.833832418572,0.10495181257183368
-60.45354532425501,703256.7326561754,648481.0327011857,270108.3093956934,17312.785139201966,25797.77948957601,2057.904473040394,3849.7328629357444,2326.3893982869135,0.10782969656591117
-116.7653686143707,582936.7951395107,515805.7194526298,349999.9999999995,19142.874177859772,22025.122416063692,2589.972511864193,3267.0104773881053,2377.8151188063766,0.16388170625544168
-59.63755297158306,714433.7975013368,649392.9267065501,266192.71821802086,17142.062032893806,26133.593735248258,2445.7535217238014,3850.8649228805543,2315.0740817310575,0.10544099571626664
-58.87710056364456,747024.8760779403,658170.0058328839,273585.4292341686,16642.65121004964,27073.967758710256,3298.735225101144,3879.4559123018703,2389.0833147222443,0.10515347505002882
-58.21892609627373,733079.0571994295,694420.191164213,268256.60794578673,16851.596843333322,26667.808807308404,1402.8705497188403,4015.043285386253,2377.7066944906237,0.1043926829685431
