ll,T_0,T_1,N_Anc,N_AMH,N_Yor,N_Stu,N_Kho,N_KhoBot,m_StuYor,m_KhoYor,m_KhoStu
-24.491555236041236,92402.76418846515,92400.82298477032,15129.861835504516,46247.160034392255,5766.084596599021,2114.02207039765,10341.494763257153,33.13900363496208,0.00020283806765373312,0.00010457949898485864,7.558095894611977e-06
-24.663230268168153,85600.47999305229,85600.47921855956,15173.542932532975,45103.52476909301,5728.9940544892925,2034.5133980254925,10001.263761462802,34.60494914889455,0.0002082092486141672,9.741501314702266e-05,3.3145024589100624e-06
-24.42948154001474,93940.22911915928,93940.22911885424,15145.481717361365,45449.95623153611,5996.411767798819,2188.8354251080946,10841.793840864411,33.18884454947506,0.00019586305365226064,9.89293414174009e-05,5.852358670188167e-06
