ll,T_NDH,T_ND,T_LY,N_A,N_ND,N_Afr,N_Yor,N_Los,N_Nea,N_Den,p_N_Los
-363.0687309503535,772136.3829076948,541345.6022578492,80586.01405428628,16425.12446237295,15214.02045277978,28186.76282784707,46577.7603901477,2826.4752906659387,2739.507215916917,2641.655066339219,0.0204639132833704
-411.39217513837366,841133.4724792322,685407.4062318873,50000.143725045535,15326.574988818593,8407.806794677505,31849.254283934788,46645.22428085645,1507.559541925455,2955.173030921281,2978.0175632594496,0.0296981723360483
-354.44246348473143,771504.7583321299,683687.3213151019,63495.41569200732,16445.620983709046,4930.0802956023845,29186.47810480245,22998.59041201013,2056.336167898675,3204.8323564691023,2943.201997774958,0.0245651179364879
-276.1893488819501,774623.4471679007,642452.4039445326,88244.16542125639,16521.516201551636,8019.814567951579,27908.60312676665,38884.43628558704,3099.426590471974,3036.1532867719266,2844.1422820997805,0.0373208564087028
-256.5461526085281,805884.8127605831,691503.4137979568,84752.73484297554,15867.905115346664,6488.763107153897,28398.430278561424,38045.418561163104,2995.054896804404,3064.565906403496,2901.129519886803,0.0255374651414951
-488.8594934683896,778687.1654828723,556947.3569416958,66194.1885486446,16499.347805574955,13562.924445739947,28830.159679967208,34024.39762978218,2226.294855174446,2699.034501860506,2666.28541169736,0.0243724463560433
-219.40096158107525,785055.0368242164,631661.8276307954,72174.54612076514,16333.667125166226,9551.39570769958,27990.9009820553,42578.71532706962,2648.062396807285,2911.1572100025896,2758.686305318275,0.0206942595498079
-578.8924486567821,833066.8762928812,602693.0709247708,120533.10001437322,15431.073994093478,13682.846451566344,27048.32641980659,104924.67390175514,4429.489315965342,2921.3246992060776,2714.36534532592,0.0329070190955627
-353.5461117677726,821484.6250214679,647379.0425187325,66355.33146869365,15741.229294373425,9980.510294728136,29521.19265971751,33695.621327679764,2286.0417828131085,2854.8024962141635,2861.697180788796,0.0296207903971355
-424.89698754841504,797663.4611432893,651649.9552116386,80814.20013827279,16040.26557212318,8801.071603539307,27795.710107500283,41612.786834835766,2789.7494213458813,2882.576027761859,2911.378581757021,0.0198846595827166
-300.3791936273742,775486.966736001,632161.5807107928,73866.27498464189,16339.263050796017,8727.061401706807,28018.712995064478,46582.48808724247,2632.3465712393318,2948.155514811928,2773.128091348073,0.0294985981852917
-302.4713722236688,813736.826623275,651843.6246491639,76984.09671242253,15876.942238809468,9422.73480352818,28978.681335500307,43307.76250248278,2543.8047937722995,3083.875568924132,2839.2393459530726,0.0244570404761136
-393.2177862644861,813257.8921716191,705735.6231813759,62621.94976433936,15787.38053510289,6247.513852413774,29765.685807639635,54144.35548658947,2091.085227091487,3022.1019812054337,2922.2621239665045,0.0215531945763711
-494.9604742939746,807590.1648215818,702221.4951472913,67972.89028905495,15805.688064214912,5665.489246690877,29763.936535053017,49031.56390153548,2318.624417257095,3082.651013832165,2950.437445198424,0.0200247715209244
-314.4219101792353,766068.8219570968,584490.7433096,76511.43979178644,16524.308139057393,11772.657669086766,29124.492509357624,30953.514632468607,2606.0126722401787,2849.9237363727925,2647.164032163426,0.0281641694116021
-241.50465074852465,766413.5253775736,621467.652433066,67495.42229231265,16540.912688236836,9225.55635739768,28462.17193279371,34281.72041430501,2272.644517493037,2916.9759613580013,2765.042778181963,0.0170914966725699
-363.45337360046,768915.1951680775,628699.7397997483,50000.000000056585,16449.106042883723,8782.681846609115,29994.91576645977,31082.75558302512,1533.6079310661514,2889.3379816446904,2873.9312830758754,0.0288464456760765
-266.2305232326559,779926.0153214127,628551.6909933712,50000.01880270969,16348.707856180015,9428.290392780238,30059.53683592921,34960.84984725615,1605.1384506640063,2873.7755024126363,2892.7189862003343,0.0188586036450252
-284.17688977372984,801422.6588476438,639845.0332990894,54361.99756374165,16076.126837236035,9978.784866203034,28758.149896900883,34288.49430623617,1689.8688054968843,3008.8956059044726,2869.2019713596446,0.0256159977766747
-234.4554511380173,788950.0399794364,619622.8708748658,66123.65616040234,16352.491063016483,10219.167165093417,29253.025800105,25506.02451973388,2182.779109696016,2926.8574294954465,2769.2588310389524,0.0324157430724353
-323.9960439723624,817324.0531518763,616317.087980844,72171.9307181115,15681.477350843148,12172.665583551056,29775.89659765941,38676.90889769976,2463.38066285972,2980.169232908324,2805.2359730636563,0.0361291600804165
-350.8932361589105,766165.6656919302,605351.9463618937,61384.94340433928,16577.414359541723,10488.170527207916,28786.977224192004,33047.277949911426,2057.602992027058,2868.3774365277004,2805.6810556311702,0.0270808588174574
-523.2019661368408,805265.3156583135,586684.2850167203,76454.34159567724,15889.334838685074,12846.52220358466,28330.02073267171,68265.11405070168,2552.205766027012,2769.051827418797,2770.492692664353,0.0258407570419178
-548.1537543037726,773900.3504826861,673925.6081045353,68450.48161916848,16476.840496622503,5832.241665903938,29432.34637810151,33725.72916512047,2418.130655862833,3085.0906631807134,2873.314257432408,0.0214764326529113
-460.9775574531944,792849.986988342,697456.0576411302,66168.81576088682,16086.768066970537,5482.361602469473,28466.490109416965,31200.839267241503,2191.1198300665887,3081.0251783966733,2965.343604310206,0.0251983384254226
-290.1622377991112,797015.9319088443,706327.2872502902,58695.72856185241,15976.181093153284,5108.268351215314,29768.905089888485,41005.95791815456,2018.0284891034928,3087.660959469219,2902.248906148824,0.0313831544169062
-391.7890356088335,807741.5980939086,621297.5090252414,75074.50549429434,15904.105308336231,10952.523694599518,29363.53516481236,45446.26210960609,2698.73181566366,2819.078192008599,2809.019593148206,0.0220950986721186
-358.09510626282406,785630.8689830984,708679.9896111864,105207.30038795322,16124.480520245388,4467.624082319721,27066.95917938445,41842.97525708727,3885.700706351896,2952.416033911079,2973.6826176918835,0.0305024647580167
-338.4245507033522,757177.9870981106,616975.4593751053,50000.05158209341,16587.283835336668,8898.725529847965,28965.15384871948,51870.12109996346,1614.8771172063907,2941.9663105507448,2794.984026643924,0.0268285421387095
-377.4544997087542,793847.9739356951,699348.8615128689,64733.77431765537,16047.14283087865,5171.627065503615,29930.091927328893,37960.411144933205,2040.8450402043627,3056.4726338457576,2999.212845157375,0.0218516197171993
-486.3105145388136,798268.3274770123,621400.1856348165,72401.40202645819,15962.633286885792,11002.112435115616,29097.21428087578,50600.06244963991,2232.8038342318127,2964.0045873288627,2844.984557560131,0.029307482844254
-169.98623735267108,798848.1456626173,633136.1048263661,58867.8017284897,16104.752404271168,10394.587420459717,29307.908730716037,35289.39565042288,1938.2587917037797,2843.029017067147,2854.755373152917,0.0213734134379225
-343.26396297063764,784237.1406957043,652851.0194180674,117612.27086037995,16319.196929943677,8224.122389248587,26174.85804228857,66851.51279136425,4265.3027617961525,2908.3666168342133,2784.471016858262,0.0257844777171748
-371.4302804243098,714028.1152549093,634273.5615871231,58419.64521323411,17378.595344986807,4978.66755479521,27513.707167087003,33131.282779132074,1944.7031278093336,2943.232577474365,2745.241712744627,0.0171940741564926
-301.6460409093696,758064.345966853,654849.0572212217,90017.56728113348,16688.548408155777,6603.165115400009,27017.664660209342,40153.23508036897,3113.0914743372578,2981.837858143094,2908.373430533815,0.0274872876737452
-381.4121047345993,806059.0000010141,615354.5800732342,77857.96305464169,16023.248366366057,11284.220796883905,29252.812066260125,34046.66005463804,2707.470629174408,2879.3523578893964,2846.2469143729336,0.0253449033735499
-477.89326959456827,789850.9575162207,666189.8512960251,94692.20526308334,16229.540898539364,6947.566840631747,27850.38476971552,60717.5693846457,3524.4680363826774,3216.9829314399726,2975.629357683448,0.0239491950461891
-354.0338853548222,772465.374659747,614498.2406105241,51171.549485431766,16453.79520561212,9970.648161945644,29618.289043769702,26597.258787415427,1599.533623252279,3034.018696408968,2744.6021961180973,0.0270337715154427
-324.498522533325,805734.0197152062,659001.1546092953,88049.57574827012,15768.896976273463,9260.121748003035,28742.76117182208,49073.29560867919,2901.1477957578027,3075.0152709175213,2919.649956949862,0.0320456139797431
-524.3469602325374,822548.6324545027,605757.2680276306,51543.1221079727,15500.45714430428,13657.966953497624,29967.00350254781,40729.34088625997,1834.255528937636,2804.2817504250197,2783.69529893233,0.0210120500603448
-306.3912037743961,804158.6170490572,624066.7172935032,56706.51058830039,15816.751820779877,11142.988304784463,30216.47596598699,30595.96340580825,1888.7482910357944,2977.979720005592,2788.364116269345,0.0214891163297999
-573.5096526904767,745231.2448392018,678197.5364270586,50000.00000011351,16887.90470437532,3962.2996699449272,28766.546235016096,28779.373492259478,1608.4046947496404,3031.267439064204,2938.126767679509,0.0221407679520886
-441.0724659540573,837536.0476973351,627877.108229249,71185.72404620274,15118.345103828991,12486.10815091562,30432.174371537923,43568.53779547093,2523.5590530034838,2996.2926676096045,2811.97324352674,0.0192978396860842
-286.24353641906407,771299.0224708915,587629.627086826,72600.81406169251,16510.599620460525,11381.22137586663,28881.893522931005,40111.83178309844,2432.9168556280747,2729.6356518685216,2780.08559979988,0.0244319613207017
-410.6648710099712,799058.9231695439,697770.5887119485,68643.92513995073,16051.899349179264,5727.856998239323,29344.77981594797,28487.09554971781,2076.2624842093333,2905.477709103286,3086.7162162586037,0.025937580470313
-241.74994743625516,781161.3296983452,627026.3212566662,63947.420166346565,16304.55352076106,9108.714150376729,27973.8821861244,64277.90866945143,2292.1874877821565,2905.383544503468,2855.107343817285,0.0240216375828285
-249.35079652834088,804248.8965897663,599891.2870120131,58889.9219286249,15982.66597669019,11996.020694318537,29458.70947711092,51121.23424160224,1871.1387979265771,2764.0965344503725,2722.8789516486218,0.0202860277109043
-314.0713982744445,801093.3978286943,612135.7846102605,68065.13166781423,16154.896594122469,11769.090232322036,28250.8019766902,116084.3299939332,2237.766223176264,2758.588143897184,2814.524431142131,0.0263100243275143
-308.12982847440696,791787.7914243947,600333.4524515272,63369.78453432296,16092.26711078838,12620.242563888907,29435.484821100254,36577.08732778185,2184.169399323043,2859.1666501884497,2797.4593476216896,0.0252301387531187
-269.0259301028577,754959.9897278099,655605.1468277989,51220.6631330896,16873.383647204733,5843.100563876859,28742.71971399565,38582.2289706278,1656.5467099833647,2910.729932704361,2858.754221581145,0.032130475047537
-629.5179835742263,837077.4028488745,658679.4930406073,107505.96074457292,15439.06349544382,9932.540542468449,28040.2351322766,41363.63746787305,3638.880712099877,2985.62196915944,2930.889929839921,0.022687523228437
-418.3144964997501,810909.3826596976,647517.3998562458,65567.96361156256,15891.540788485574,9984.442790928631,29289.828537187444,49243.01999300205,2243.649829714132,3008.0587974715354,2829.015110051133,0.0303918302693021
-368.1305483447144,793341.8598571917,632789.8652227421,71558.78407838965,16087.9994118111,9410.042601638646,28421.12766826963,31630.01640076957,2497.1326080045365,2887.9582128582,2811.3131770641544,0.0233773768807542
-340.41702162491106,770338.2941783281,699846.406435262,58242.76926583049,16615.986035878348,4385.852102969817,28607.402567922258,22937.388975965267,1923.5816424293205,3101.2203842962986,2985.8984845126533,0.0300103841695042
-381.37488813655375,796995.0401230993,633334.2367018887,70505.94982789311,15969.820492427954,10209.690990548312,29023.92709208742,42504.70519161037,2382.900218483742,2992.192696793448,2831.089165931984,0.0295620810086259
-317.97989907199326,775832.4481759062,615643.7962115566,82139.57872626127,16444.074220406877,11214.119074924356,27189.94362277601,75929.88269141309,3032.3992819266336,2850.473409645449,2885.271780509719,0.0247772262005393
-459.4893059378143,773935.7858448413,565013.7957755467,67239.99176621152,16511.39555179389,12894.399113399084,28242.172201160927,31169.927146568996,2179.0587936080724,2735.018386568741,2784.744446523034,0.0254739727417323
-229.7468887896981,816434.7647031915,643961.9938672332,51611.2599930439,15932.090564744913,10574.694996565762,29831.90362817873,22440.721714252417,1565.8117825909476,2915.354057703375,2886.6628343534603,0.0334146172055359
-563.9415927365186,744361.3179370028,657018.6460074158,59541.44290343895,17071.975390284373,5223.143876494267,28377.332875421187,33718.961759823185,2157.586650707179,3065.300712205013,2959.4254720652525,0.025114612695249
-279.6727618269,747799.7813091435,629020.8820356635,79926.40276082938,16828.79157010117,7657.202736328441,27312.2437187684,60825.31543834483,2766.043216908997,2905.909249951581,2815.5505770666746,0.0241763028400176
-423.78435737834127,794427.6579035838,695140.3392631086,62131.710258746345,15986.538990366991,5813.029331490299,29526.94700684488,38257.41363977891,2185.504038133588,3236.700286017804,2973.0880671454183,0.0292240799854834
-352.67597121543884,750918.6320765197,669824.7750419741,61014.25543278857,16853.518963454208,4913.893483909608,28651.29725164776,26706.34470412016,1981.0557352053315,3048.897393116915,2910.8129139376,0.0302937667094334
-422.2074219365911,782369.9507165963,634085.6561875622,68863.50405204664,16240.477920816054,9091.829483777596,27918.558385565884,76726.67458015677,2402.864745031447,2934.8432089862217,2876.201675476255,0.0313655549845517
-279.2390750375017,767822.0298710583,673731.1819709209,50081.15710232153,16492.034514211453,5839.124042301838,29193.5812087205,30777.27410144828,1622.2253882549394,2993.4277961365333,2980.178665289416,0.023409672361154
-328.24118115714055,777970.328354566,605106.4363494625,58635.516382047485,16358.1595795179,9849.715165305335,29856.31058886413,44051.35418663432,1932.2853017669704,2883.972767881594,2745.3221437108677,0.0255245530410141
-435.6547325659002,754473.9933665338,668308.239275281,59802.41050531332,16847.50849941173,5156.4012841551,28737.806704690945,31771.32599796852,1998.9492711767696,2948.434643662495,2845.1948731154416,0.0287691880645173
-348.7561476531754,801690.4073314177,590791.3221148562,59770.60550763311,15860.501426538936,13510.370712316904,30227.98125882245,34458.84653738878,1911.4030239858075,2740.042590133092,2634.185537406324,0.0270762507031818
-293.78610184943784,747082.1192660509,657924.3399096454,66765.40780289304,17034.88939459563,5474.39512847329,27473.7477974544,64840.240178077045,2038.7915997829875,2888.6620264831054,2909.559147783549,0.0198699683950143
-220.0792450746336,780911.2436287029,607289.5364198944,53672.01664006732,16461.383365349666,10902.80917933482,28996.496444307,23863.160563554404,1693.1463595421724,2881.152345370529,2781.689847995436,0.0245066987961697
-306.8111879803985,815936.7082052752,613486.8151801836,81033.23331730957,15645.155947919868,13660.283241512516,28998.403513087465,30324.938675943184,2862.027785689876,2959.4277130583664,2832.3447170720315,0.0167913193491825
-251.9943468529058,771004.3132561824,692844.501269546,50697.26640612094,16651.321703038197,4372.857183688223,29325.03096401034,22391.90958019923,1538.3662492422443,3134.573726253412,2882.478504115587,0.0197449280497681
-303.874781733196,774447.9166099803,600897.500113964,73896.81298479984,16244.135903208457,11517.227788385682,27950.699205628654,44766.82261257778,2413.744834403692,2897.044305437568,2669.7063677561496,0.0311617998696625
-413.66083433703454,758177.524840396,708254.7635816976,93646.00514454531,16686.48935577503,2843.1415439987504,26831.660994506416,57034.24100478607,3416.869757803136,3066.8627367407084,2968.946500082685,0.0208239540828378
-292.7783283507515,760634.2371649082,674961.6221555788,54723.29060168393,16968.218732867543,5485.4416979117805,28180.806314548645,52073.756069463314,1830.1455261383187,3041.779749809608,2934.816396838774,0.0339589903215727
-173.72305930265293,806716.1320516078,667852.7298726502,70462.99310932096,15799.240137167324,8163.031890740046,28816.7591655585,52738.08190240874,2597.5673182391,3064.0716039574204,2945.077273107094,0.0249836109915538
-340.68707877040214,792035.0526377944,553827.5823942664,61985.07610679215,16079.51396799946,14841.513587661224,29140.361185820955,73027.18713349832,1864.1767217633428,2649.5773789795157,2658.056883839987,0.0262067766823157
-297.5671107936173,807160.9181137249,599753.3692753165,57065.15819534349,15995.747053276316,13162.396644699134,29354.0983711135,34637.44348226545,1829.8978821240523,2805.743484263479,2751.833998170178,0.0247760766611356
-270.51113042882463,782630.7944915157,695521.7752194157,70311.5973052776,16468.62500533067,4924.343221620043,27934.17268690625,50090.19402572142,2417.062383635656,3046.469164932935,2966.9695226356785,0.0259461462919114
-315.00463850522885,789394.1943690109,620294.7385860673,61383.06869398448,16110.745928336124,10173.644109632614,29667.646054345056,40293.02502976837,2006.7356646271337,2961.308798427473,2806.3173784353603,0.020042716644887
-350.28198701125274,746425.2109941358,684707.4229214295,56301.90587311061,16814.670497209343,3712.41795484317,27358.558426718035,999999.9999962016,1819.248297104871,3034.683268671258,2967.269282083256,0.024535073982544
-310.2884668458834,791929.6410852288,730093.2889822624,66732.68158137807,16159.35229505113,3554.803493752372,29844.45859724282,44894.730297963935,2272.080971331181,3216.224388256908,3070.2140694366626,0.0178831921016165
-534.5362716903729,812855.7581153533,609899.1343846392,66647.98650301553,15863.34261743319,12910.717061881322,28618.59016116264,42946.76701000877,2129.393219744188,2994.373825718428,2731.744103937594,0.0125894532505784
-345.1949635255528,781816.382044295,653690.0200305046,50000.00000002043,16356.934140431376,7504.730672778405,29804.494922950063,30785.715685330186,1482.176567015605,2983.183518211798,2922.6067850313457,0.0210978287381212
-267.44359879984347,825869.69260531,609461.6369757702,66881.57610944191,15679.158813573613,12651.163122158912,30284.32014782456,41192.79567457452,2167.109993158119,2890.670876775905,2759.205459837101,0.027690041039443
-470.35245932319424,805669.4543497424,591159.5794411781,64500.47395997564,15835.82929393348,12769.066786432524,29610.69605125673,36923.51985878493,2038.8724347515908,2842.7121918201706,2784.4044710245007,0.0237984395446214
-411.5024695199702,827827.8817502682,673238.9027193736,50000.147956178575,15357.910873155844,8513.62162196668,31303.591234122745,24885.29502594028,1556.177266787504,3111.379879505002,2876.8616205293733,0.0250115676626919
-351.35032463166,792489.1443806156,667356.826634332,65358.260964368135,16325.363074670924,7899.321134788281,28453.44333909005,80342.07054405197,2147.4468243201613,3058.839241020901,2864.3303487994226,0.0325436819289454
-405.5193193531599,799934.0756083305,685231.6239997514,79287.02307866757,16056.528866751143,6343.634894986521,28616.09079541765,63824.31880773743,2800.460110761429,3034.979309150365,2955.7975896697603,0.0270859190943399
-308.5756049821444,774172.4928196468,612341.3751709805,77046.2024550726,16512.33497502978,10027.527333631166,28083.480751911848,33206.10404378921,2843.529172467787,2825.2646618805616,2807.983325671743,0.0248272204226399
-220.96047392386737,745679.3118126806,633455.3356811784,123802.0400290038,16982.320779107413,7517.689770713723,24925.73528937526,44232.40484981144,4612.542477278443,2989.509953065869,2822.05533431219,0.0252330069247162
-313.7937436089966,792356.8648024797,622927.8601210908,112137.48603156132,16138.851055831608,10650.925927026095,26835.60558117257,62078.13915262152,3844.1868832112336,2965.34174259168,2855.31895497672,0.0278563957387354
-434.9931572894186,784695.0621792368,612419.9186690253,57209.55414136378,16276.386644704984,10713.568196720827,29457.91179828337,34391.89524751045,1915.25448535031,2841.560484666893,2802.4420214400047,0.0345855917790117
-328.3454652018889,783320.776591683,684982.1566750449,69749.81187114521,16353.73042770141,5908.036083586617,28578.518787420344,46101.8130062982,2236.292247637549,3030.8645979850176,2880.2053540316124,0.0276926945483738
-238.9462099904017,764824.14288602,667583.4591982443,76469.56691039976,16595.533808793843,5435.797562624852,27839.334220163088,30018.32248713945,2695.5528793310577,3010.206950156066,2908.499044881874,0.0307922640779874
-324.6766699312449,739640.1574762323,656539.0859226043,62931.60664734658,17107.41752599914,5215.888995776348,26870.449721226865,30530.953674641965,1997.0928241924264,2964.803445585331,2925.4702102888004,0.0194178319298243
-398.88334797003046,742083.7885770511,657566.8585492978,60278.5597980696,16924.053202299023,5078.802121063804,27785.57473213321,29542.62778809409,2009.738620571558,2894.227589839004,2919.8509945923943,0.0225663365138179
-559.5255077692459,801395.7232046456,605729.0225755398,68339.55828043421,16036.152309765865,11016.856191713889,29620.38266157353,27891.487883611117,2124.9025860011407,3028.8450491024,2850.500989749581,0.0317665007521538
-309.61031181181846,787859.1265220052,588437.0113383328,73674.6350426776,16232.86908437399,11646.175262874702,28652.615217191185,42858.57033524499,2613.621007540155,2852.418117693585,2784.3881744827536,0.0187859403340661
-528.874685778454,790997.2205841013,588221.9624755571,66390.04557899818,16050.474399052762,12029.123722596049,28218.09945276548,47460.95373172813,2316.5010565542816,2754.857374884451,2722.0837313779625,0.0259444571365656
-383.54305427449407,795964.8243215297,630687.9930026919,51699.21172089975,16067.512060419593,9618.28855733071,30251.22083999923,21611.541009800512,1776.610844564668,2874.3462805362838,2761.844973363591,0.0252288713293206
-402.4520102848061,773412.8330616979,579954.333416718,59358.912263256185,16193.223367251358,11788.285642399236,29215.16161354937,27887.126093010957,1879.809376719308,2745.788310358785,2760.3044835602977,0.0221449405769766
-414.4805239843839,770490.1490525245,639325.1649375509,50000.00000002683,16364.708663807533,8251.639296879996,30127.93694439836,21505.358722533176,1318.151726411805,2916.969280653538,2919.913863052468,0.0251598146776262
-311.2725385107294,801165.5306526783,648031.7864113513,71142.39530445516,15914.373551159531,8930.834450971937,29200.66502474539,30508.087265176804,2258.5122678692,2973.697176540971,2848.7184634051446,0.0237928812718995
-282.0141172575864,771198.2094933409,687094.483357947,63326.288258202505,16406.478694423826,5143.626705297219,29091.39739200797,36936.973474187726,2102.623895312453,3094.3647500026805,2949.752528822837,0.0172667024685032
-437.16642079514514,764075.1577024303,644504.1612145345,50000.514441296655,16485.170760250236,7017.302583288575,29504.33525126552,20985.54701550235,1640.6332283002562,3053.889022247885,2842.041134820121,0.0271036720762461
-598.2731511501021,737013.3722017447,649213.9843527402,57000.204959351686,16958.51081740422,5290.722106536558,28089.81305272248,51208.07998318104,1884.339452836885,2998.094030890517,2881.59123093808,0.0237817698664065
-463.176935536246,780263.8817867303,629211.6891638538,82740.25121635986,16238.265535365232,8755.925138183036,27450.3004764636,58267.859934585744,3001.2869662400003,2950.194222517965,2833.9578748490108,0.0251994571858314
-409.990453833654,782053.5942916853,641060.6037891874,55300.300607105615,16104.87633220282,8333.840853197155,30163.63520830914,37845.123302460735,1759.8210803988495,2869.157524440723,2860.856432298778,0.0244854583934176
-255.3295719425635,823704.0131641002,551933.6935681356,81165.93659034748,15550.510599017696,16880.827181185785,29238.882711759637,48415.62675830986,2781.1818290722263,2696.166431934151,2590.705284811694,0.0228415005958493
-265.9975108708056,782003.6178569235,654276.9485595567,51990.30975059614,16594.2993944151,7698.66623712256,28874.236966084536,42108.45433689173,1635.1209162804485,2971.4717743523856,2828.0542010865142,0.0186879433378557
-377.8137034676564,757848.5430437757,679193.7713203013,77269.86636568666,16618.31653723539,4955.458873578511,28045.116561802533,43662.04471881049,2387.8796375282373,3111.121644222114,2885.439721825556,0.0379141782332648
-448.3576534656399,741595.664024649,655440.1469905226,62108.499175211946,16953.26957608318,5192.97232690404,28672.59296491345,42859.82103171623,1909.5031672252733,2943.8582725422134,2925.2784493038084,0.0265579535103806
-337.8552573091757,780632.5899838341,675004.5167751332,50000.00000004184,16539.503055050354,6380.231488193966,28869.75541700229,35547.03244604998,1588.60258779142,2958.927702751464,2844.792950911121,0.0285299992444408
-379.1266392030449,783828.4161172113,631232.7192951839,68320.64828378738,16172.402324917084,9304.000879906964,28783.78502087857,49103.95934906737,2388.43428595784,2767.9890546347333,2861.223721255757,0.0229412722608222
-268.71373761607265,769626.772277846,619470.830712263,76746.09159634689,16714.305150936972,9618.619396942093,28204.329424351377,49756.35928408733,2706.595526143963,2837.2463589329022,2848.5956469860525,0.0193811895853954
-392.2260821492618,802947.766445871,592437.855264907,128098.8053790842,15832.291382688643,12764.930196292977,26633.804972234204,73821.68920286927,4046.114199921627,2756.9299675361253,2743.87580968177,0.0253148925086522
-265.35668036235126,791611.9249913146,641597.333554806,72309.35717952393,16197.30154696455,9175.502194812578,28491.913898906914,34474.55094362352,2384.896186561567,2890.80154485644,2923.617716510114,0.0267719954025122
-479.37037513500456,775370.5691496718,609580.378828801,70897.27138547169,16621.69531520068,9585.668126801447,27667.783427404305,75205.49318324735,2495.559251680918,2791.0194110233847,2768.9351768380725,0.0252881091114475
-289.6911398368884,804836.5591558075,662724.95903718,50000.01435821127,16086.455341099923,8178.171865558169,30338.061582384977,23081.548844237423,1720.760163432789,3051.563004360094,2837.688054268914,0.0210356126784943
-366.3513649354045,763562.0642225974,665507.4020822467,78504.43333602701,16568.397876406176,6201.93093181685,27805.80506558005,54010.29857698076,2593.8331005539817,3066.5915861092262,2903.688255997556,0.014772880933177
-185.3526702464754,775821.4995019116,646335.1502066791,85431.6142855221,16555.752660266116,7226.814383558405,27781.78363500408,58396.32422348533,2834.8868199417698,2792.1008805283063,2840.1729057429798,0.0211338681452795
-352.8606113389929,773236.7967493099,684059.2714205784,59980.97254128168,16270.292672681526,5492.690897376168,29441.73136302143,24885.731702357232,1981.08862967989,2987.053360549809,2932.8062244209045,0.0155791197572553
-427.3927770868609,789059.1871558997,604448.1817187543,50867.01686095402,16154.66502319214,11025.262828008945,29546.434815360477,38457.681095775006,1586.1435450676695,2895.056727515799,2599.544842339717,0.0226800618754999
-409.906879214934,808088.4633912967,684956.2389390551,56288.774574832845,15859.689678866496,6849.5123247713045,29646.55999225981,39442.9371764026,1986.12641876174,3138.8486605160924,2853.5063274980284,0.0278838179343229
-265.1339455758836,790391.4416686437,632500.5768285365,54646.504565720425,16419.018724239686,9399.302608498165,28670.594157523657,26753.93902727678,1818.787075349288,2923.443930626767,2775.01455815432,0.0291704148514809
-369.2229415365391,762305.6131409879,603271.8599954932,50000.0000000112,16693.120662424808,10425.345924453924,28964.182013083908,39276.69864125791,1655.528173168011,2858.5960310881783,2781.748163435725,0.0259627671986039
-388.05286785962096,807769.7325372796,629881.4391406638,50000.000000048414,15822.134422678631,10297.692157884054,30184.0318246249,33922.46430373416,1537.3692068052555,2924.305833563132,2802.7934197399472,0.0284016657187515
-227.1229900220355,823427.9413363053,675257.6553739503,73715.68476399947,15754.60112691528,8426.802756212232,29065.131585109106,47599.62313666376,2368.013225032056,3032.9711066123577,2903.4059395918234,0.0408291276322854
-399.1584054851292,796096.6646031298,594989.0449273562,82777.90268781019,16034.90244955949,12939.140783144065,29200.58593724733,32061.85108170265,3039.6799976352627,2921.8275736584487,2715.6477809764638,0.0165186340394808
-280.17015319103507,773389.1284525996,627783.3696192937,72300.62697665994,16300.165366140449,8492.071868861105,28437.143294008725,29281.19521315804,2563.5294621287003,2866.0244842043926,2898.1085276826666,0.0236340940981319
-418.4746865810535,823781.3457211616,618934.8801894266,77123.21763720583,15395.668540859751,11859.48617582051,29575.88315404709,26854.42050689757,2704.1723928242022,2874.764034695424,2759.1954811536416,0.0218445355154526
-416.33849063204855,813893.6836022459,587586.9686173613,74334.10691753375,15784.237208087496,13365.66306729674,30056.30823099852,48437.92216132677,2331.326477375632,2839.074563399937,2741.3312394191903,0.0238449611677736
-225.72289305662383,761743.0788637314,677185.8624641757,81443.05321757396,16529.024859600053,5457.844886292536,27684.99442622259,31477.079298735986,2688.011937509429,3151.268377921703,2958.1471508094564,0.0317566647436258
-325.58328000620224,772808.1977347427,685842.9910854673,61595.39910355601,16458.966770751016,5033.7304214633405,28743.73495848912,44675.76898494407,1991.136522796922,3076.746698777057,2961.757898143217,0.0213736320688985
-405.1312024928757,782659.9595574372,680276.3303578933,58146.687275036464,16256.135931801722,5788.691557600862,28760.088282805,39043.78201636815,1933.7042262443535,2961.849201975295,2901.0844852989458,0.0256582815111748
-339.93041454804745,746427.0746174924,671857.442075802,70397.30299608517,16951.32284620477,4325.953352358568,27737.790423448165,58190.08013737626,2321.791808429238,3050.036573971815,2913.157313098044,0.0264523752331478
-320.72982755899795,793374.0601509212,645308.36779303,70307.95787508931,15975.40496143924,8835.513587785026,28978.16216792821,77235.78250194267,2468.240198160176,3000.645422916542,2787.841384932792,0.0183558612472559
-323.9700936317878,767063.1184563208,608361.7304809943,91743.4238975726,16508.17917081786,9187.781276579455,27117.495959418608,41842.49941454964,3050.8700982704627,2802.788423803177,2736.528925508124,0.0295925447194952
-357.99289113633347,811551.9055431208,642646.244769655,50000.00000110854,15658.92922165266,9631.571812856244,30355.22788568175,50335.71865167221,1627.5375886290117,2929.687913723589,2911.723443744222,0.0242467260732812
-277.7738256510697,804933.7712019655,652391.9121983813,66065.90721985695,15954.97003731848,8829.057306652187,29046.9716350484,27212.200420923557,2092.601321212312,2908.9424126227896,2841.8113542120136,0.0290242786794444
