ll,T_NDH,T_ND,T_LY,N_A,N_ND,N_Afr,N_Yor,N_Los,N_Nea,N_Den,p_S_D,p_H_N
-120.4677732211738,796917.001523914,737603.0056985628,89696.82543183661,16113.769480423687,2770.2758056788957,28667.53775753478,30757.492139833277,3559.298118553182,2326.308403527813,2966.3099173334435,0.0295649820630398,0.0588418372193885
-250.8905755198623,797145.8272855834,702372.4021298873,68023.80598422964,16157.329764175243,4706.005349958727,29668.766339663136,33951.05656508285,2410.6918131387038,2594.880670525603,3002.221834925434,0.0215910375287417,0.0368991221250871
-66.30502786831627,781846.0018924639,718023.9948265624,53394.72023183091,16221.466250693778,3324.4018851218,30410.96867515798,27578.679164465462,1835.5499556265424,2593.463484500704,3039.902144799505,0.0242814884402552,0.0407589559352095
-183.6031417873444,818884.8754897844,707496.9185009919,57943.87479273426,15410.64242461633,5725.889430731328,31121.267373162293,26893.38511777133,1786.6414979103815,2511.6938763300222,3060.786833123376,0.0229552075530638,0.0444531426390946
-129.79588872753828,785826.4628084122,670658.5832051277,50185.467752787656,16112.197848560736,5726.169568930354,30799.372254052443,45994.36403314395,1678.334272593696,2483.642275106956,2954.754716215023,0.0292031923959604,0.0330108322640091
-137.59487883688757,816924.9447968797,736385.4205843862,63282.41826513581,15425.587160771363,3626.8756871724895,32111.35923113633,24400.66115085128,2346.40889726508,2494.105587954194,3009.9893704205133,0.0279924313459306,0.0502063249075144
-178.30260016117384,798979.0763939243,708808.95050183,74435.22388898069,15878.124396050518,4540.370928959962,29848.59770309273,37891.88321783261,2553.008644827286,2604.864052544436,2975.204497910822,0.0184163342591079,0.0418369874418878
-104.20918946053084,796343.5156763252,702841.511525301,50317.13052992851,15907.135172434711,4189.874573977532,31638.866736622356,20696.81494471302,1727.6710420458678,2555.307313374339,3035.2133292365834,0.0339319069833609,0.0562639736850593
-183.34196056742,761661.3710916571,661077.7256379765,57619.7500548808,16301.477144713432,5206.1815776390295,30121.26678116804,27169.517957160384,1986.8066310029656,2603.190739588122,3027.680997888253,0.0238025327359021,0.038218097764398
-59.03812431622664,813545.2703325371,700484.0228299246,52591.58516112573,15774.562316595677,5343.581674606184,31663.97012817012,26900.76663014384,1732.0505295537023,2291.677441787529,2955.864428246401,0.0134545109290255,0.0739292322210431
-93.79669369089154,827291.3177781313,740722.2097757679,54218.805536391,15457.446188082313,3848.947483711278,31590.094844071315,22580.206974647663,1788.8995180753327,2484.3268885444263,3003.6406301344773,0.0283531247968746,0.0549874272224176
-199.5548131814655,808763.2356130085,720306.9429278175,57325.30388120959,15700.274705796975,4234.065737211734,31484.77620200253,28983.76602623181,1847.072195353844,2444.7048270037626,3029.250668921236,0.0214790724618801,0.0535976852626565
-102.71191826564322,819756.2830585317,685415.2209007767,53514.13822077887,15494.39673144145,6834.702504388492,32519.88934592271,20913.51025011728,1725.5794827495895,2546.1275370708013,2972.9132689905605,0.0254397475394393,0.0478222223547372
-241.45051842943943,837608.3288911512,724666.6735990419,50943.16513979533,15133.83197331089,5168.94719697295,33072.12984704052,24076.203199790118,1578.437710496765,2482.28520627444,3067.252940906288,0.0314169674278881,0.044486286037959
-161.19598627871935,806813.2315252788,713713.6375521345,58733.55156922717,15722.09789680583,4401.480109839434,31792.96110424121,19389.4903459912,1909.8479042730544,2584.504247348341,3003.104609155706,0.0259070988811902,0.0512960420486168
-302.9969998547273,810711.6739158941,691012.7639623114,52627.532015853656,15836.445325870554,5545.859399026887,31752.12555419153,20882.11808096023,1799.6323450073692,2403.540865806231,3001.59811082346,0.0236520817080542,0.0755685890292279
-220.57549844144424,815486.3120051955,738292.9445954796,56696.0900885808,15776.5275598215,3574.5026048035115,30900.51522626287,19428.162212363382,2007.9623234727585,2326.990277839537,3032.6630304113824,0.0093211216051331,0.0884238701613775
-138.99008523098576,794376.1860551472,640009.4614711195,58500.18798389679,15952.093933337928,7535.22122291225,31533.41719656366,22538.826975923028,2117.5229983827758,2450.5618541189306,2925.7818191783376,0.0306925132590069,0.0453748042739332
-150.21565237370237,807437.9777235645,691255.0823209793,64330.15141048168,15847.501914489934,5971.07755209028,30185.85416161676,30891.92268342673,2417.077472841101,2475.353531825081,2913.330985182662,0.0162854565740358,0.0497064467019445
-203.40519833210712,865183.751768354,718413.5032521442,57238.52154366901,14801.283051236354,6510.110205145767,32502.78428389683,22128.674901249076,1984.9536405984527,2341.2736487681063,3014.978823094917,0.0290023135692723,0.0815375502151656
-231.01947623072743,834692.6073572967,729387.28493264,57161.77909692278,15132.708196475738,4818.382422764561,32007.55510882709,26305.72061745456,2024.0056738565663,2287.075704622792,2981.0949885668792,0.0273739111096294,0.0575383998036269
-157.1470573270099,808291.1535290285,708922.2336795843,72082.8643930377,15621.34485208488,4990.046853088648,30032.41716648244,32106.596942123724,2480.1942516035288,2511.196249208941,3028.401556019351,0.0282514079747174,0.0387023558390809
-173.9225382600326,801634.4859769314,707437.102456561,70323.02954371113,15644.404000123368,4755.971050532642,30376.612157762716,30581.633100974,2484.322283997912,2562.7138837679104,2921.5150752608592,0.0401932978304142,0.0420277149309401
-197.0781772876884,830755.0874329315,736064.6222953238,57165.08745900325,15266.872751610115,4440.752271740839,31712.60546122608,25634.51456935088,1961.3009293697064,2584.9764332894265,3006.147317898384,0.0258573924930301,0.0534514601515469
-190.96196888570256,809875.4964578528,698655.9851409768,50000.064577123965,15819.07278595496,5747.401491307229,31269.80619998581,33548.51311819088,1613.7661502617025,2413.414066932627,2982.5483394919397,0.0248694901489639,0.0524076617309605
-191.5950049721188,822452.5090573512,737842.09790146,65233.81863634881,15316.979400998922,3854.8055765876265,31767.25431696562,28717.59669526084,2187.7341919974765,2512.1540687061265,3080.948810009987,0.0324796967401587,0.0473699701455727
-216.9757712686709,770991.8376302815,679416.7811844151,67894.63058740491,16376.648117570308,4874.488727770329,30650.198961634644,22420.87887468593,2315.702149399417,2425.583960487781,2910.7458859299163,0.0261869205014406,0.0600174383834101
-124.8016932701392,785230.0966441727,687668.7411789325,63058.92609735526,16161.491790363256,5162.155930716296,30111.69197902979,24007.75156570204,2221.149712261456,2513.9313334629715,2934.077076896701,0.0140429630100613,0.0533017876540943
-218.0154147272621,780565.9243132361,671924.5949211421,51337.7234203049,15912.542594090224,5597.027991330405,31718.5376354685,17346.835737578647,1677.328430149205,2464.968253009461,2957.724235557286,0.0296970376726304,0.0484195547027224
-148.85025752258142,780154.6535834776,697611.7865479075,53278.90863608576,16072.008519959929,4176.032822115063,31407.46176930033,30155.42821493033,1743.3809662444685,2586.028508013733,3043.970143099285,0.0224029309506563,0.0353550294263395
-159.06300379164833,807768.2255226428,714365.5814451766,62965.86743053772,15770.94663228981,4786.659150871335,30003.90798315004,25719.27201831565,2129.567369613663,2527.8317897626816,3034.5347445531493,0.0196562422417868,0.0511495113879811
-300.150812141314,831092.9877352226,697143.0569428825,66968.27468608876,15493.89950873338,6582.532736163642,31665.155428384423,20855.714797044755,2313.082152672948,2430.301278901438,2955.914409633709,0.021544516042761,0.0557898753608294
-336.04122256691744,812979.4146023905,685216.0190053075,55232.98735145392,15555.111308296213,6401.250431727575,31070.98428655529,23801.763347039705,2023.0698299931207,2535.499634087512,2962.054588968047,0.0231329665368513,0.057472552837053
-235.67367070769347,781673.3660034,687656.0835672827,59278.501990785415,16118.629881712275,5040.681669373245,30370.80112169721,27122.01738354149,2028.084110322269,2402.4927500401973,2957.9394882643373,0.0230970244438626,0.0605733317690081
-112.61732337102094,812204.9912177538,695005.4553424042,64608.22026096235,15526.032932075845,5654.210645836396,30397.040813000734,37956.17520634379,2292.9615785642804,2591.652559802626,2997.163605015898,0.0329155537333683,0.034345634185698
-81.21280309018816,823528.1824013517,755871.0828920667,57225.08417865967,15495.069639550513,2983.295391038588,32104.10280484484,21906.03888470565,1920.4187492065585,2534.1725463169373,3050.882765098008,0.0412977585587972,0.0541838044267476
-182.79658278952687,812115.4167337273,732559.0555268433,63378.65099641521,15564.392869227691,3894.969065312933,30179.88874746386,27564.01568581124,2234.2721250844293,2519.9756757108958,3069.6428753432774,0.0284041497283934,0.0507442744442256
-253.34921954832487,814985.3109093035,782151.4647737433,53717.1845483936,15565.67427983564,1515.6437443446273,32069.80164577141,22780.279123936,1914.0062282430529,2579.529375106188,3081.622414307594,0.0153537618348909,0.0440277125924768
-123.29120335603368,803678.7169167743,696489.7817835769,55686.19324295822,15778.508892295044,5360.589505869422,31437.80000127413,28809.54862715163,1945.1023508885548,2437.5118510259726,2932.8667854316773,0.0250475993636264,0.0458749179086614
-200.00067946056893,837877.1085737189,758167.8991636807,71339.72082066095,14961.862774557763,3670.038433932072,31785.399521198036,23151.990241722644,2658.4027318757358,2392.7421694793443,3043.3146307751317,0.0277344938037237,0.0468746380609534
-116.3140146360342,812688.0423966342,703810.2906013116,51737.5084447779,15619.94206367215,5750.711406125528,31376.03370797329,26118.04449227402,1712.3461421841566,2367.956682087474,3065.1805082472824,0.0229118783341339,0.0654649361758081
-137.08777070637117,806397.866126017,736218.7202973359,59373.709881119656,15818.306412655616,3085.926961863129,30911.538694370432,25272.58347833508,1897.0838280163728,2351.0248913873734,3031.810345252516,0.0267447678360445,0.0727411640239631
-216.65629128863392,804609.9230659306,696390.316267089,51747.27297761231,15747.465770385692,5465.836309597703,31319.022664602373,21700.00810507468,1558.2954603905955,2275.046834117424,3048.3862463830696,0.0242117101193691,0.0771081661614555
-174.0755941677785,797032.0305642051,687260.0971429371,61350.04560798546,15967.006242981864,5941.198046880244,30262.09940118644,24568.381702100975,2254.5810678195744,2531.8919646636823,2962.179535873416,0.0157291286769061,0.0368956712760016
-139.76408887611694,791495.5897172595,732095.9655698693,68489.44686897368,15994.999420314622,2943.216022472869,29892.305593252127,31007.730293524462,2506.5312877102974,2405.5230004271607,2947.886055363297,0.0243946006662698,0.0651226478313322
-86.59705834713303,772949.3892329308,679309.4908539038,50000.00000000001,16537.691890503593,4971.522573806021,30424.32501663143,22260.44335426669,1665.590370539344,2263.2449428940863,2931.0005729956915,0.0195441684786939,0.0861666899034056
-235.2882357571017,780666.5880804082,680513.026167841,60137.6702532604,16058.284167149088,5136.528209749243,30497.97393914049,21894.801032613395,2035.804305508184,2569.0816076757083,2950.400512454553,0.0299858048735851,0.0378551197979555
-205.12502511952076,810420.8221244636,716419.9218600941,68678.52126051416,15697.19990744881,4447.455229420166,31673.177157828115,24367.7132077628,2494.6129382056206,2632.6204645453454,3153.8269269210864,0.0278923809008533,0.0370193012245461
-127.3910799618771,823187.9829399709,675358.6082815389,62263.88496185907,15500.895285383676,7005.447903012084,31839.557148704265,24750.49566987527,2436.8075959141115,2433.107696949683,2991.8088787158804,0.0269263283108066,0.0764024647628745
-225.55860668511428,801480.5326941662,688830.6692899312,54495.6735632335,15916.650543893253,5668.099212959469,31655.90353256222,16997.018547665728,1711.4217863703957,2596.355104331565,2908.0521994893384,0.0231440974036431,0.0521725937041897
-263.2133427053395,836172.6998615226,701867.1045162044,62991.69278034224,15209.935039635122,6698.290555648527,31210.108154136014,26316.754673135583,2234.8232228815205,2417.959885013644,3007.793339369827,0.0227517879535653,0.0614550404652289
-121.48397263760734,794155.5555422696,701286.7373242792,51060.52732517202,15737.74078681156,4666.8820506312,31160.65265811086,30492.385281434657,1784.3628298742997,2509.196877979547,3026.345834775625,0.0319272621292045,0.0522905072824733
-174.46128666761786,793483.0959789128,694141.4718671689,57862.17888835041,15819.397639007402,5044.612262772563,31073.40699563467,24036.160001495293,1978.5986896748543,2479.967672671131,2952.430130981339,0.0192683723947873,0.0504160263102625
-101.41533028254132,807572.7851738185,758866.4354363425,51386.819866160615,15660.314237737348,2355.980052487785,32123.68587816256,22785.5913400884,1791.411938854218,2445.8206121307344,3080.2783880165834,0.0355461885631138,0.0553205978384956
-133.6472364725566,833310.0274395176,709037.6164828079,60320.51945668111,15121.450947332363,6025.246327509106,31710.700487229285,26288.11923558491,2109.8048462828806,2420.267843705333,3017.364122989923,0.0196664369723185,0.0713622134334199
-236.88290828383944,795522.0514489219,679395.0171400048,61443.562402455565,15868.632943526727,5825.080635571731,31212.84263000686,28984.640590055435,2040.807536092376,2553.638655250329,3039.767453128029,0.0245953200005628,0.0370782540866206
-216.1277505196933,809617.0893063192,713753.5032828603,63444.43303553805,15764.086877123942,4357.224849622108,31319.69614405105,22745.695153881945,2059.048510612134,2424.2226256948443,3094.351815787585,0.0265930782369155,0.0609370324068136
-192.9740364499556,798659.3510123049,694748.4066413663,64677.9402618376,15955.954266266395,5177.49556228091,29943.83899679046,31353.033404509155,2483.28102385014,2504.5157576412867,2961.7240276094776,0.0181979007972663,0.0463507778639196
-150.79948466243903,817732.6932893461,692012.4247660358,61543.95328767358,15650.180893175351,6240.584960865909,31012.730914991324,34362.02040813636,2067.557785653103,2495.242737129768,2914.40863758671,0.01932772635983,0.0413563572157414
-182.40233025940825,821351.2766847373,725749.2058433712,54755.791484908834,15618.335096148285,4753.781008593158,31242.42076915269,45911.40133401223,1798.5147173005132,2441.226816971154,3011.261653108001,0.0242960588586661,0.0399427456771377
-159.74756211966937,794752.1912762988,697117.6615608867,56154.44719561149,15852.509241359365,5067.684206417932,30696.92454132437,24348.882953214164,1941.10263254702,2382.253463517256,3022.2443106022724,0.0214927162399046,0.0582454698653494
-201.7181557409617,794525.1317562828,695756.1026952337,50002.05139753166,15954.229678821366,4884.529504347544,31552.6494451858,22828.14089063304,1510.8427954718202,2407.983904663675,2960.478314386387,0.0215651748636669,0.0606210960351616
-103.38026203290684,851098.3957363948,717885.0130556584,76569.69474947327,15038.579330446062,5875.6902473202,31345.437938206767,25384.47430741725,2726.7218027683484,2460.8104584063053,3055.594190645397,0.0333164537569894,0.0496424846290773
-119.68930060818025,794204.1585985124,717432.4085264547,67640.14060808392,15895.958078003989,3536.997301563597,31123.50393766489,23061.623791905,2500.161799561248,2629.394970273742,2947.148359734029,0.0357456290726997,0.051703054118575
-171.1220399131572,814067.3081481378,715947.3338651811,66235.49599164032,15590.5402309705,4735.361523486582,30647.54351972735,25388.573460489493,2342.006071715946,2425.567729916208,2988.2066127480707,0.022949091540902,0.0497565841611426
-179.10494743188798,835776.4683982226,734444.8349019653,51783.22315178692,15380.98007103958,5226.515911081431,32162.867857738747,16135.857030549923,1743.9218118612391,2493.9661793497103,3008.223331690365,0.0296011244949616,0.0569840798086918
-229.1831169351984,794915.1012259033,695507.386006432,59705.42808158475,15823.388322725788,5150.1658100941695,30632.95805208672,25443.91037532971,1988.6232916326376,2613.265834383436,2918.988932159376,0.0276812799381155,0.0446489155556516
-173.86964948287468,766649.8625847701,661999.4412032707,66313.31772885752,16191.30080381517,5741.339545477877,29401.33378608845,44683.801883231405,2374.883082685517,2541.481878685797,3016.7487712360958,0.027083631101635,0.0443524431731562
-184.56713191643055,787632.0184899395,651592.1470518974,67128.65111758921,15951.591521042756,6664.32873516308,30724.12310693818,22762.76923103242,2290.208397274584,2539.6588806470754,2953.0934800023315,0.037839613037495,0.0373667450617085
-250.609115193759,817313.4963990002,715566.2371945604,59528.92768529119,15623.297244691716,5243.747704225433,31404.51601092264,20838.35672911865,1966.4177638717267,2618.292708147353,3067.289826939142,0.0303140105292266,0.0331451435373505
-171.02739045025515,808706.8197998627,702534.1634850503,66090.31811902963,15797.191970033147,5273.235594586591,31121.271402910377,30438.2048653725,2600.141634180505,2465.07345228036,3069.8739024031647,0.035566187910551,0.0611717813961788
-121.8508366478999,765852.9870457225,708075.7400791445,59053.95481885943,16478.510802273984,3109.4005199005987,29482.553875310896,32539.79429275933,2076.5657383769826,2457.65494719082,2979.231437376154,0.0262365429695079,0.0662038604767594
-245.3737084029981,850486.6351878624,759045.8982383637,60570.18229465197,14965.330573015231,4270.027914797405,31802.83217704746,30004.309504996345,2266.582396434867,2451.5368686954325,3070.6651432099006,0.0250278247836973,0.0655175572097535
-176.2976550048962,798545.9631890593,713263.6084892921,52530.78521295439,15831.206628099731,4179.73964824352,31801.440842313907,19077.71729305152,1704.8671601124852,2648.1352581512965,2978.380024757302,0.0327253939021065,0.0476086361460359
-180.74622883459296,826314.7184295239,710655.272898909,53491.34857348465,15350.553793932117,5793.360612389617,31810.45015308286,27842.021479174306,1911.0786961929527,2514.187567725786,3042.9483054619336,0.0288975461052008,0.0564085697468601
-141.91494557064874,787061.0920339362,711722.9780098866,50000.16745461242,15953.746114304726,3774.4832163732553,31533.938712045307,23247.611289656463,1638.1015636283284,2520.867832184198,3036.8368426737475,0.0240234725877481,0.0447398525769806
-180.6812434083233,791812.8539718488,677870.1983488824,51088.10124818961,16019.15620820823,5483.69615980742,30973.47755572932,39619.70944009505,1714.841474051682,2396.859766097535,2954.1344620189752,0.0225027974277923,0.0594109564412713
-90.84160594272228,798808.0892471173,719375.2826516582,72361.64743267182,16139.129188403076,3899.3876968380137,31087.93662628097,26215.965682899325,2455.571244841969,2383.6912976491644,2939.115628171407,0.0346728295459554,0.0561774518932465
-161.38296683345885,788178.8299240381,683719.1451896103,52873.14716381697,15870.876516582375,5214.547051560892,31758.353496055777,23977.89349361559,1739.8686148252027,2382.121503071441,2909.816749575624,0.0258089737684835,0.0507820336041221
-117.55468800834169,782686.8652148406,704307.5738935878,65763.31782496194,16354.134646178492,3968.370836583768,29281.983482882344,40306.36074139084,2184.369676442375,2321.7871726032063,3004.274895104547,0.0155373249309122,0.0646614242853103
-170.8758830002343,776631.3968703828,678555.2383891982,63503.01050202464,16270.986430994775,5254.433863583047,30235.738113561587,19319.39287559549,2150.1951249574417,2555.456095269795,2935.405523721719,0.0231971418225814,0.0428138257413998
-79.97572660528353,823763.2127725957,679935.0169036586,67633.39457947301,15455.24253430748,8231.921201366533,31059.50728591047,20473.40884934248,2286.577398610943,2488.0781848922,3010.920326726636,0.0216453197360281,0.0575762470991757
-105.92979923120988,791744.7416011551,717161.5238095453,50000.0011362322,16299.852300520512,3586.893367859196,30907.59572687328,18533.728555039845,1570.632354022718,2447.0410806534355,2934.8633433333,0.0127433017745441,0.0610041652980103
-295.7504255898036,782950.2216854995,691846.4706221618,60754.56062652512,15968.724055218005,4883.773820021254,30222.776245518,26910.40688615271,1977.553403711051,2491.1707118830027,2892.1289157273027,0.020697032263335,0.0573354728539935
-191.67007157986376,797076.6128284164,728906.9216398839,58597.60783519712,15879.782089164544,3159.793521342957,31114.331225566788,24445.66333057503,1986.950765599388,2509.187436120802,2981.761197109453,0.0219446772142697,0.0513479304883104
-253.4551521701294,808729.1977685601,715549.2481659846,59585.717524607135,15862.71744202019,4600.899404632604,31405.49116540309,39390.692952575744,2104.837912217911,2545.111788126793,2992.280413956604,0.0249828073727599,0.0493970648538237
-241.2852298472893,812466.376168839,704478.8103635393,54346.48541401736,15427.536572177598,5678.253823046955,31462.92898814257,28638.193378756256,2031.104846317431,2791.695315032749,3010.272334568996,0.0211586493446972,0.0250378336952692
-159.07350357622562,804723.5680911518,632735.4542956483,62180.08075232642,15750.899911454397,8927.211693921723,31468.53329541228,30407.85090294821,1966.901285998947,2432.53515105324,2834.98291036258,0.0273549180171716,0.0441578168048347
-198.31866985319544,813293.5119147744,705286.781964888,57871.48053397692,15754.74732925838,5673.9926496792,30836.693574059293,28542.50654694563,1937.0732627765617,2497.160485726663,2978.4897661171512,0.0205288371513306,0.0518209600022249
-241.37427437520356,808605.5866432837,718311.9210711656,70319.35507412038,15796.992641104784,4231.877107815882,29915.636992010324,30694.33809256113,2481.820484928227,2433.1094800819747,2998.362874552539,0.0167865129582006,0.0606149287490557
-102.6811557354162,796621.6358287826,703107.9713114672,62803.441903900806,15888.478119879228,4681.815036528455,30948.34024755033,28996.63381572857,2188.197241168509,2398.2617032282483,2981.924495440102,0.0214523556242623,0.0656693583415101
-181.43092952180317,811810.9319441384,744613.8937412609,56269.366516187336,15612.455162825772,3215.5676974648936,30044.436987200035,115620.78781692246,1855.3254761680064,2483.109680274577,3059.3208517584358,0.0253247127611727,0.0597610983377931
-102.50658277070562,789428.7419578929,751982.4864899543,55429.31716793026,16071.780304593543,1851.6909686812476,31031.552558918476,21320.65300385336,1823.1297391912544,2605.5628066517697,3063.74918998885,0.0233997785101194,0.0473671678397259
-50.57600772720436,811998.5121769883,699686.3282929772,59440.262000293376,15669.922041157974,5831.284778977458,30320.114912575777,24985.91752153868,1894.040423717746,2684.3684179965494,2973.521631368886,0.0334173739334716,0.0405557523332537
-140.1295885932488,786164.7527432215,687797.7717194383,60130.08300647422,16046.304298872144,4918.409040632176,31147.87661858641,29294.71936324548,1943.4128725391672,2594.179395365272,2974.4781358636155,0.028101024637555,0.0373457326653011
-208.32131479417845,805458.9035256272,697229.4623534551,61272.87413833532,15792.006844319856,5328.106340775639,30608.73745983586,22621.384078086245,1978.3952904497596,2533.1095468696376,3033.920130429474,0.0221529315080771,0.0523066365263051
-220.7139782523283,815806.5794505631,677834.1525114967,63360.29936141487,15506.426569485217,6827.613833607055,30754.485408717504,27431.059999744924,2169.1311960574203,2591.9085122180654,3015.37450695257,0.0325318287225227,0.0408367921635048
-164.13466963916105,840608.2229542308,722631.6809422919,55839.46071078644,15165.82261961202,5262.065729754059,31891.16321322382,22368.361919828298,1835.1401917179203,2303.820912113701,2983.5996512997654,0.0142238027035111,0.0818214671379745
-163.96747180013534,819792.1703355614,758355.3769669003,64802.77259715121,15537.965293056372,2879.974733847592,30463.430266380987,34654.2922077905,2404.542788790417,2519.899737842723,3115.14835977473,0.0276846298263083,0.0567603621141509
-198.34789125373092,823809.3084794629,730371.7673452606,64417.60487816867,15572.146834734953,4213.576648347406,31372.89213711345,34778.97278353521,2356.327764724877,2507.721962247245,3050.142590669257,0.0299872838124346,0.0510480226522721
-155.3308640427323,801684.1058708385,648170.1279844199,74371.79129113193,15999.335062789787,8064.881905784223,30421.59495946764,23876.058282673974,2828.0545010603264,2351.7236881733907,2914.6837176361755,0.0158803866825614,0.0631464804864855
-158.69255177821503,773010.2579898121,682704.6013914655,78730.91051932694,16398.283481684535,4894.108204053986,29136.07317343062,25576.559480260705,2788.508108999742,2419.1491072149174,2951.25686477599,0.0175497997206658,0.0578158598673515
-169.7601615794006,802602.150275415,701649.7991866563,61020.3675460528,15730.28487139691,5050.590531749779,31205.907262107557,24954.50487898365,2069.266868970712,2473.1097453632083,3059.5535343655647,0.0260191619883977,0.0560622967010214
-195.00102644130172,800174.6205557998,711549.049498153,57518.86619174791,15821.583329183872,4174.14912280998,31642.967084853903,20214.38108078181,2024.8071427514485,2334.8658449824343,3009.971439089466,0.0297652164135198,0.0610735905018881
-192.3388260028042,823860.8743039349,744901.8339205439,69157.31723238327,15488.658347180944,3709.427473784175,30863.43971010891,37898.18462018971,2362.8555711566514,2512.178542994458,2963.0562540628457,0.0265922680716381,0.0531185689946223
-201.0602172810937,817384.586190899,750501.5675522583,56635.64212122612,15708.1609903659,3213.100053535624,30143.50672842232,17997.24788654641,2071.3375015517868,2511.0514138985227,3049.051226586958,0.0321945760672863,0.0592725640671562
-136.44530244282964,780078.9917781564,688487.0822560856,63167.587789211,16289.051055010295,4844.407666760672,29355.126305076108,22958.208530814463,2016.1262720482785,2559.217707784653,2985.884061637653,0.024184942871311,0.0378797075614775
-140.42753815922825,774276.8681664445,713388.1652150133,68556.08479368604,16229.161398100196,2964.430097309272,29227.23587214827,42880.41503833858,2420.053279169183,2409.515749316807,3065.875063920667,0.0300960004866816,0.0511401119244569
-152.46884096137092,821035.410542281,724071.9267391068,74447.75914995825,15636.373071541337,4351.240862136374,31087.856724363064,24973.71358009318,2619.35591791152,2381.720456423239,3054.4778021797947,0.0308947504779708,0.0680653874903672
-114.2059088306845,814541.7283973801,678564.3171629495,60309.51820803976,15675.707412116191,6374.584071793718,30881.87514382531,24876.84516711839,2215.676840962807,2497.0766735458005,2975.333163283493,0.02644953549804,0.0497418601670435
-133.74303300298592,812001.367006967,670334.4157092484,72994.71966573126,15451.200680520184,6796.652389616035,30320.370599560603,35266.2304988478,2738.715441896337,2487.892877907292,2889.041217347639,0.0371524781403738,0.0420538174261316
-117.4292816441723,816799.1856605196,724579.2744804134,52295.509403920456,15556.060169115211,4468.260527990646,32336.323094374988,17367.207789384087,1762.8699830313346,2412.050617864665,2980.426247606334,0.026213533401111,0.0591951579920721
-145.12401639952185,818532.5364058553,629701.0200662863,68244.8972405969,15409.821166807236,9249.692437018231,31176.51018070921,27117.874336397188,2384.8968531548658,2345.060620891222,2834.80197211895,0.0233842389962304,0.0567178045725755
-165.80009303204997,813808.3804122101,633747.5629134517,52790.7340296742,15588.459248983194,9397.478031301616,32166.930188066875,21389.28036160906,1519.1259693004824,2364.8435482620685,2879.3265361245312,0.0329074011547947,0.0552890140361935
-125.17127364604576,818769.3353251035,717663.6143011032,59178.20438114711,15533.48543189254,4775.511967979414,31546.042630328007,16983.34449709001,1975.438542923256,2506.912239200072,3007.415753271774,0.0234710234007868,0.052137219261556
-110.6595615526336,780111.250033277,728959.3355760158,57755.58636612744,15996.09007272191,2579.8372708404827,30480.26819295656,27546.089519284884,1999.200285950892,2687.8619497651225,3032.944390323939,0.0232470302187941,0.0391995727028024
-146.79036130557654,789120.3210757402,695085.067606658,51162.92119311461,15912.191566150444,4769.845823954659,31646.285708742555,25025.86735238976,1742.0281794967727,2544.692299663903,2910.174481838604,0.0384144244900256,0.0448300300831753
-179.5995035125807,738726.8319312023,656740.2816073442,50000.00000091483,16703.853092313973,4160.320201110361,29869.32726123928,37769.75172010974,1547.8232554286494,2598.685109833504,2885.964892732338,0.03193583096976,0.0375926452906917
-133.34552580827136,795487.8669569342,736955.1757726514,50000.00000000027,15803.032661067306,2785.3728206823653,30994.17120353254,23647.66366972673,1683.3958071845348,2482.2460623453576,3090.995444057756,0.0334796412667921,0.0502875987118187
-224.41959484068568,786054.3741478586,685244.8417225713,60224.056527347726,15990.616626880008,4900.065373394755,30328.866655960155,35195.713244314735,1933.3167224181743,2259.3658363224886,2934.7877284001893,0.0190954366229943,0.073794778912675
-202.50722024859328,833508.8629363928,600353.2298299484,56621.07388598846,15182.911569604024,12554.059764712183,31997.280227064297,36107.86116441903,1852.0514666019317,2495.0818327158363,2758.0435805848347,0.0262606368680849,0.0311088813398537
-114.01435237914096,794465.8280940383,732939.4035631634,52343.13734345539,16224.638045377858,3071.6714019323704,30482.33072518748,31292.604047800123,1686.6639698352687,2548.840068828505,3025.647144174611,0.0214481619476603,0.0505362723876006
-238.83684087688127,797910.9885930604,733272.1121060407,64668.46949236819,15851.690350145633,3136.335934130669,30489.639145677786,34110.64612996465,2264.933248411711,2294.785526529472,3077.0049244863426,0.0180445543579201,0.0880606635226775
-169.38770273470263,785541.953562053,684571.37308178,60509.78820748963,16048.196080019468,4980.692764564978,31505.6426388007,27120.47044424091,1988.8540338184253,2497.003049372729,2971.664415260122,0.0283343658670386,0.0435067305846084
-212.5126990992348,818043.7500729584,729431.4078945051,58229.10082947456,15723.701207099975,4349.332162278742,31283.42512094835,30064.096503231845,1966.905211676675,2521.8297435160057,2962.609151587927,0.0247150813537926,0.0442590712275803
-218.9949333281353,791431.3986766431,684238.140309381,62569.57374784676,15850.67589999519,5427.002459020407,30418.902768788816,32180.93392706999,2146.281335972089,2372.7921889757995,3005.368237510249,0.0230740111594525,0.0439340838319976
-130.51840596928685,766770.8385944741,667921.6197441613,82507.36561961142,16455.45479331582,5396.391029577793,28873.990985407592,40787.40237132784,3156.315389725108,2659.8648805777198,2970.215833387285,0.0243315925171564,0.0267340537611838
-104.35940620349892,781066.5103259147,682534.065914612,73806.0065735481,16057.6596638353,4809.620337038182,29647.94429742922,29623.67900752861,2416.762155453335,2405.458529401099,2980.192831601241,0.0254096393755248,0.055041121493944
