ll,T_NDH,T_ND,T_LY,N_A,N_ND,N_Afr,N_Yor,N_Los,N_Nea,N_Den,p_S_D
-351.49894017140696,789094.4694989426,680807.7288152511,54245.20460637308,15815.02199505907,5349.075953991277,32387.204046331528,21715.49706403752,1870.595011401196,3230.703650317664,2944.143834161218,0.0393943239219656
-272.9213460472343,808668.1251798942,686822.4377324838,60369.61444845732,15466.45901258285,6131.106814520499,31836.20075759149,21350.79067022201,2180.622682623422,3184.722340022431,2900.412924015028,0.0289220051901641
-162.79964237792834,786933.4607627152,567400.9733504397,58969.41348824893,15875.88392417559,11563.403810034386,32022.42321133634,23260.028494339072,2136.388173624291,2776.665593570728,2693.493247375985,0.0399531897782193
-186.50446499783783,795011.6912088216,627887.5950158102,66477.87151754084,15803.944613944155,9319.993914279785,30530.604635699663,32519.31331787108,2541.206589522222,2955.030020524221,2749.664211464273,0.0271862502115187
-271.1878981704272,838492.0759703486,596656.1429713495,61333.43833793551,14841.142247124457,12265.374556664445,33139.718859152425,23771.404242743807,2174.232687726518,2981.2592602102945,2692.509602104244,0.0466312947064469
-281.81320078104653,832717.8507492476,636721.6171333973,60204.47619855883,14911.088174968963,9877.462627887193,32721.70089467068,27771.42744797339,2163.946161203982,2844.0495958690503,2756.82702157174,0.0400579064648994
-183.2749957238212,813782.7214780111,651569.1427763378,65860.23307532689,15357.136340840836,8682.389903502537,31149.12627165369,29972.511089657317,2218.5544454596743,2927.995833075166,2865.2764080346483,0.037156746181986
-204.1819871284084,792599.9958823198,652201.8475861873,77759.1403327579,15595.366690571193,7568.727593214559,30450.52605068604,34269.234467055365,2819.046745004431,3017.808761838824,2785.4658354684934,0.048406849443374
-234.6952628426544,828077.6979536224,671024.5384897933,50108.69157459921,15078.788979650712,7993.543492374727,32968.521153742746,22078.53858841806,1642.9493297827926,3225.962238130316,2850.3439747756256,0.0375189256509468
-211.66678573850916,765158.3561465093,566779.5348511378,50000.00000000578,16302.277798919278,11711.09288382495,30820.88649571087,34679.44488092814,1605.3267306149237,2725.87406842934,2660.800885202676,0.0363409760685619
-235.4689218646305,801653.9595687636,683896.0563445754,64138.91759186168,15442.08013729574,5799.959829112882,32045.24013319209,29066.726334951847,2134.756438299348,3052.9294186255643,2947.049878415728,0.0418334282914937
-245.58483097712724,776037.0337350144,609118.8533427748,71036.49062841389,16016.934666988738,9659.341561946276,31653.971180222557,23593.12262758719,2461.5232189965395,2952.5856829559893,2718.743712105399,0.0380712274621137
-157.27182854399564,776513.5030986536,629810.210153524,61916.40711275947,16055.05657225934,8330.665566339929,30828.78742883269,23663.74894693183,2181.4302561661502,3003.862520548249,2769.4497729894174,0.0257939704411886
-248.00713668653023,762175.3847244274,618192.1789734557,50077.29413230265,16011.906964324124,7985.815300027796,31999.911640852144,17293.628964664593,1629.5261501805037,2926.196093508257,2797.777179867995,0.0388366770121519
-173.581742401615,784082.1653617962,631586.9436368546,52918.833040277015,15847.837321760748,8252.424513225104,32146.01943042737,29138.192941507663,1725.1742152494971,2928.299619253712,2867.4162569431955,0.0300670669722956
-192.98112511316327,799006.4103237493,659939.5325664368,57037.04856349198,15671.750442277324,7689.232278820634,30914.997227996977,23335.23919725374,1881.8530862651755,3070.975656049861,2891.1219373407853,0.0309621154104833
-330.0968710398952,814908.0126825883,620008.4088399238,63334.42944466648,15503.1551280659,10507.641528618078,32307.13650939653,19723.89566291948,2148.060207261147,2923.654997145651,2749.676143910758,0.0328045544466056
-357.11614676141335,803412.6988576279,658211.0632484213,58073.01318275667,15438.494944046968,7688.366594923838,31675.863716591684,25245.189798377218,2151.194611054825,3148.607368630495,2876.978661901609,0.0358575360231376
-275.342877735771,752526.6695809854,650226.2510725495,55967.1585069231,16295.670824407818,5889.467201987344,30784.27480312411,24558.401411765597,1877.013682750175,3017.0176846426984,2854.171291930687,0.0358150725783829
-133.25890314882045,801096.1539769439,611461.5493155431,63549.13000027062,15541.819451224845,9908.52136319018,30686.43782213221,36860.87366072949,2250.5447062377325,2869.820151457373,2778.1077314174045,0.0404621851391715
-145.30007524112307,804644.0971404193,689939.0675492503,57290.92608659585,15549.393361424183,5544.258850226463,32510.82388309641,22053.28711296648,1932.8689591199893,3158.76523005635,2884.3590662223155,0.0519077325051887
-225.44546049682805,793497.4799300729,692973.419513682,61853.41964583959,15622.546096610062,5265.385577004747,30583.269207059,26109.94535782336,2163.706327786253,3132.326037347094,2957.9166701646905,0.0392901361267863
-313.44113913785066,797836.0366279436,726827.1370893375,55013.69752414237,15647.272847029431,3539.471561556876,32180.011744071384,22607.73272780642,1990.526336611268,3165.312529329733,2964.9946999673,0.0242832120934595
-170.40255118636136,790434.2181566785,629691.3319079411,54641.43409833019,15788.294272564106,8721.735096131317,31941.257524531346,27924.139415757545,1899.791453230787,2869.929286803,2749.363194432259,0.0346379340736694
-271.45348634682034,824545.3938326191,691221.3597457749,71908.74665628362,14941.88616184149,6649.36106897244,32194.399677216148,23325.414423766284,2677.4324409354062,2912.468947932186,2894.8020643137265,0.0376120782647938
-156.6461419095515,782247.759928932,621814.8762246525,50000.00000000081,15803.763981558615,9484.382621872428,31725.87521323348,26304.30870681307,1633.8612995021354,2969.745856073361,2826.649906593382,0.0352635390251739
-200.69549871763596,788423.1961133402,692332.8988677728,60516.74050380707,15748.19970232476,4587.703588577341,31528.24636325149,26229.24482714538,1951.1332533803472,3099.390405700856,2915.856478456264,0.0426733661375151
-264.34705295845583,788843.0613705285,634938.0112796611,50009.34655946332,15647.523413223247,8545.17486609667,32360.006611103665,21204.55695691484,1485.3178228724375,2974.2325801355933,2861.832250735392,0.0403118239201248
-193.5457828579677,792088.2415551445,632913.0783297949,57333.445156896334,15876.680825032943,9103.486199588184,30971.054824366624,23062.52073589482,2066.8545304524323,2888.619499552888,2808.48380742126,0.023483245683259
-198.28986422357707,769840.9950623272,674962.5518813462,66538.92537867693,16042.064071452023,5118.003778765728,30406.37465919389,29436.65017616346,2394.416141881713,3107.3449963821317,2813.603152162703,0.0378190466680724
-112.71654775944278,751758.3714616268,659570.4003229426,50000.00001091261,16469.55176493033,5205.980973769192,31277.90418844772,22067.133558035395,1656.6277463912816,3029.6215171381277,2852.439354836265,0.037608192254966
-265.4366622858451,771650.5314830212,655008.2710305303,63956.97976974469,16037.601351044228,6258.263844104961,30596.34102739533,23806.657537250863,2208.7506975838187,3017.721716633428,2872.7176773328342,0.0376040522880453
-224.30221201097476,794426.2576554676,642497.9425764887,64172.66058493327,15800.047202141735,7814.904607458617,32055.77893069685,22807.88517580724,2274.960494121522,3004.4961087579163,2967.5350572709985,0.0354645254379815
-157.26001274121774,814796.4377121718,590868.7723436216,64762.62100489765,15280.085920348754,11689.876702649044,32859.377316452905,26359.74125330928,2552.008253103691,3057.1640331809926,2743.325788105712,0.0436494951182147
-249.80283667204577,781158.0746299954,632766.301166935,51910.72536857453,16018.111073521452,8068.75512577562,32142.581186322048,15737.126479178492,1606.6901945216384,3127.416975687192,2750.06738457296,0.0334878742262251
-297.9440063917544,825278.2759183759,628694.5393072172,69769.68256223193,15072.899285589943,10708.859192685271,31683.5149660204,30109.24586973249,2534.2804915733736,3027.8956089379462,2804.8832457771564,0.0373075459779973
-161.02040935426618,758958.9055677017,643125.1468263246,50000.02850483933,16076.744209401046,6341.64477678331,31055.452322376357,29192.388519080552,1721.0687314870386,3034.462178854312,2869.850056870355,0.0427083972602906
-202.336912322404,788125.6789687608,632157.4355028702,52627.21829009786,15685.514194340762,8534.029829344348,32069.940211163703,22205.998956680465,1743.7681712684366,2978.271420460115,2781.817049560059,0.0299344238920437
-170.87787217776577,767569.398311004,703235.2082273054,55582.94448264189,16076.06542140987,3396.411830737928,31654.04920615701,24485.993986513284,1974.105108570377,3095.8853370592838,2942.183802537961,0.045298344976587
-175.45857305589706,814892.2433240456,646802.6835486973,62738.80350588795,15089.863485949038,8967.960161806734,32341.419435374155,27960.11399649073,2217.1421338175537,3110.853446654785,2849.726815505196,0.0352036032788637
-258.7241614141153,782943.304751319,624951.8131599696,59642.73491085402,15913.42435873254,8478.74128958773,31553.561904854538,28570.67600794339,1966.0728294707028,2896.808409025253,2878.37912230731,0.0316974575678522
-239.5802728024932,796051.854509319,678538.5567175722,67543.01585905174,15698.288009588,5764.032728273306,31819.829626829003,24158.958240590862,2224.3142810369977,3029.130887889547,2994.409029863816,0.037992855426576
-220.6873945382106,797456.4975608427,617243.3182775839,60909.49242015055,15748.568370591973,9647.40991865408,30926.594875920186,30182.727827920568,2291.35183263322,2916.668650921478,2763.5787586694078,0.0293593276482734
-171.7790761651587,816519.2612258756,600184.9940543426,58168.07883105512,15473.903636322168,11674.556413098424,31824.13500190529,32058.81922776022,1931.077262179223,2816.697523563754,2691.2547981166254,0.0288350631269221
-206.8179100999373,817800.2721552565,641154.9733174224,54107.67801182136,15492.639813306863,9515.339702763064,31839.511875540175,44250.21978375955,1776.037669249445,2815.029966524824,2816.8240508203057,0.033102247517893
-195.87001698172568,788302.093808565,616094.743019186,57851.173874267326,15685.31280523607,9760.647474168092,31397.777469735563,25431.079683981643,2021.6120955193944,2896.77377637084,2800.2720738929265,0.0340773782427101
-253.28451922631464,772945.2139864818,639630.7427824346,50000.00000000001,16060.66442278054,7209.93162641333,31807.38302721648,22797.888276480742,1504.792089755947,2988.4893132894827,2806.42353416087,0.0320202937753259
-130.2659763211836,848282.1089330683,674010.468917102,93967.24928508783,14826.616453427008,8153.814014979272,31203.147896618324,32638.41094151951,3501.9793804854944,3024.040625167205,2942.030571616142,0.0451554821239202
-149.54975323814207,773341.2457748126,687903.5106481742,66781.65484056374,15983.72884440899,4197.722741639833,31448.03071747853,22382.082841078285,2461.090833113038,3288.2763745322127,2866.2522181484755,0.0466099543567507
-220.86098337586637,807188.9586903511,654128.1072455543,68021.51462802799,15482.723649522251,7980.946327208958,31103.205892914917,27011.30609369822,2422.6100570801445,2936.666128673262,2828.755004759761,0.0339001262796427
-209.10051973654535,814971.013301605,692791.0661826134,52020.51635590518,15458.120470029413,6748.290721058017,32537.67789519968,16454.892987011175,1754.4376249863546,3098.301599914433,2900.049343312222,0.0420900590184857
-256.6167191848889,798403.4885921648,633147.3497072848,57484.29953051176,15568.40689108518,9139.356925298189,31561.008226795355,24832.759033235896,1902.5403891732408,3060.602157631762,2752.7797969273565,0.0372983297070876
-192.6365524503208,760656.899787753,587878.0779903338,64533.94978649281,16078.477728578451,10190.222681968587,30005.75154227907,44100.98188104066,2280.300984945183,2868.185679862401,2801.500811405684,0.0368491890745141
-196.99540664573908,778075.160783814,592012.442873935,59571.45881194608,15936.252469845487,9724.726232613371,31469.042345021386,20050.36583879176,1971.458593883867,2830.120452469083,2775.7392513075515,0.0451803371407843
-264.2545455972128,812659.7308596446,670914.2816078631,53098.05384026029,15540.498160382696,7715.757312378043,32197.790086455523,18570.59203474436,1696.93281627688,2983.746164355329,2954.6438220648542,0.0373174203628058
-213.15199766495675,774846.3110052815,663878.6583483254,61711.49130580528,16076.283594567434,5951.213172729558,31427.156165017084,27320.52937458614,2394.0388423734184,3121.897548751643,2952.68089347482,0.0464333766939435
-161.6949211350144,729032.129460991,672134.8475510884,61195.96114242108,16768.759392117696,3290.576918094951,29288.469523266787,34137.16964697159,2162.1260776624813,3155.03852355595,2878.0267084923416,0.0401180481609692
-302.9237083773752,824276.5998985756,724196.0758441131,63699.51559687294,15082.554829108934,5042.547052281694,32094.24065232137,31872.015413981517,2425.390411650551,3317.571137872351,2989.1889416608296,0.0393157578331659
-209.7089473605844,783516.6942523889,678600.9902109768,56291.85161104826,15863.25239454593,5491.964369336758,31920.664965361644,20452.692701582204,1866.223215377864,3233.4715875207157,2882.273983263204,0.0427937341065023
-213.4477228126267,813402.1618933006,648415.8455720076,54829.2840942892,15299.977204798726,8957.178992204415,32327.05736357424,29240.41887977344,1996.1481037150804,3103.1761601227604,2891.7091679053133,0.0415995341404798
-183.43784478513808,780064.0521922961,644104.7599766199,50000.00000012044,15856.393914846789,7355.117445489134,32099.771002306075,22842.465982627786,1654.641456549651,2967.471160511669,2844.9156558739637,0.0334697868099549
-199.33780890717784,783273.561829023,620797.3788604331,53616.61114490665,15882.686673001104,8444.668172513719,31512.218277351,42609.37869124871,1845.775261165452,2905.925441835808,2788.89016489237,0.0346628706518682
-133.14136580129303,778646.278272834,686657.887192019,68495.54381878042,16191.07631249564,4808.443747436752,31729.95721501308,25025.001936713197,2295.226162369399,3012.832078605461,2848.7240422304963,0.0464705788257753
-197.313740446948,772080.2313995732,611496.6358730976,55034.973867494,15913.31760178264,8716.886514048507,31980.812613213224,24975.44700138624,1830.227950712415,2834.273519336238,2711.6227926323963,0.0355844360996745
-163.80431802031012,758857.0388915577,638622.7971716999,64149.06800259442,16437.58089940195,6612.918361508862,29738.97489826739,39604.53833246926,2110.561973104113,2907.962473594656,2832.4976538839146,0.0297099933956729
-188.6316661002189,769373.100773654,616052.9830085698,58017.15082608581,16204.105038043715,8799.14946772515,30997.42638505845,17625.13337201215,1914.8554545397349,2946.538783361057,2755.81482515029,0.0318413123316385
-111.25233806981194,809195.7232503877,631724.2396052718,69097.12715821444,15407.496862962627,10878.459366042704,31601.026619191747,21498.01857904366,2342.1597542085437,3059.411744134265,2863.7694371876614,0.0338327890574129
-146.89070474171672,768724.4978631039,690827.7662863823,50000.04502702098,16356.665922607972,3993.531490886194,31241.02673242212,18872.517727522645,1570.4006379284992,3150.376669951664,2846.860148188406,0.0257394197935996
-326.8058292596506,765996.217405814,644636.7238398289,60994.84390338014,15984.777157951485,7004.384277659786,30644.30429200103,27363.783181688483,1986.8982373436197,3051.500206427567,2762.8372270326586,0.0323073756414052
-227.61752662082728,783536.3382937277,700694.9261694957,61198.345053690326,15847.011257453598,4046.731691829153,31525.020999902263,25098.659006902115,2101.377726097048,3138.091891760096,2910.120134972788,0.0331260933915114
-286.84826321373487,779679.1124554742,681967.804164644,56385.46928780199,16100.071577284643,5155.283299472057,31564.537571499222,36762.01496542952,1957.9324604485976,3112.05585282276,2902.016540954669,0.0351888561579052
-249.13039405083504,806949.1839961463,680689.3683797064,55091.918528501614,15414.788451548497,6892.431436661741,31641.12080608626,29209.17619752247,2069.546485094212,3117.80757909266,2947.8811299581685,0.0263684633186506
-181.7186486726618,790912.8294276654,572453.8138726392,65547.68363360161,15766.335592536634,12166.68860188298,31623.9572499234,32559.127225306936,2102.6339727167565,2753.4300965428333,2648.671960832807,0.0368344477185299
-226.6931506605013,812638.9674575725,620877.9125948634,54541.07647290043,15529.118720297189,11003.037383125882,31881.912265029783,26851.453838853828,1780.779695989232,2942.3283880394824,2762.5071265465194,0.0317518961844691
-272.4974136398299,797709.2666325993,681505.376879584,65380.420995116736,15691.07035816438,5813.36312825752,30880.487887635805,29047.83108435157,2279.0447500294126,3100.554932614387,2902.3554252844488,0.0299556373194198
-157.2421350325431,774671.3218011707,633958.0394322613,63691.50230816214,15937.95073980735,7730.118180143507,31386.17420821101,29834.96117820273,2233.114207162763,3026.062932387501,2793.5805658977883,0.0352231048408398
-231.86478893358776,800152.1223759642,671367.1729459369,55845.37877349616,15505.54835638628,6692.362847201526,30736.63801964621,121672.55974388769,1838.5678804157703,3107.771050122165,2884.2835458033524,0.0387955704534548
-128.16132858913528,788734.5133547963,724606.7838781007,60034.41728994995,15861.6688647005,3326.1708564829046,31600.70741574468,23186.812719445308,2025.2207608867209,3232.845817343637,2989.466531723004,0.0341923317468989
-63.98641651089042,808012.178257017,625769.8196428919,59031.55512239362,15539.848134964132,10177.205975674888,30879.359463881905,25210.85680688546,1879.546049163883,3070.9912001931657,2780.145487172474,0.0424012121891773
-168.3202962387652,787625.0792248658,645331.5510886338,51824.53568083004,15873.115962899572,7498.763697223735,32196.976594693217,25773.096125482905,1602.8011164576394,2977.951925342323,2848.643751193328,0.0356738357413308
-239.46342531785632,802843.0182188505,615020.3239204852,59383.260665209615,15597.879862345948,10122.951924263723,31517.530814893336,22389.09036290861,1903.8064930306875,3007.6500402397805,2796.6663948597457,0.0325477197493295
-241.9219512775813,796770.1965104127,621940.1945783184,60756.15195186661,15618.972876084934,9301.649648419345,31071.341176709942,26872.447318491344,2054.0086325421034,2992.6714548297614,2850.3571674957398,0.0410486393746338
-232.6663408758513,821457.7618227336,646687.2079664716,53676.13441955552,15076.387684718276,8658.590201968307,33027.84241449054,21412.36411948084,1750.9342033325036,3097.1386315088325,2793.5971037119693,0.0326602377144428
-226.51940590959828,792303.4853561769,683932.2913011953,62984.84116895616,15721.626889231531,5611.796268407766,30747.476354262835,33486.89349279527,2325.724433707191,3172.8417190688947,2934.6348851789394,0.0387513553390851
-249.0980121532517,806487.8011063322,685554.0199268678,66303.51665977763,15617.845033335054,5822.683387193384,31749.855775961376,34364.7523139954,2454.4461255329284,3109.4347074831603,2920.317658534595,0.040313861281613
-184.8342251585696,776107.9671999536,600755.7936691454,81849.40060443286,16118.652517888506,9968.969389704573,30294.104203575363,26076.312967076017,3178.882608297483,2867.9750875427235,2762.792167897241,0.0290791309717099
-194.15237111234208,755303.6599459844,614176.3606301328,100170.95394113797,16401.920004628126,8353.794126873177,28337.56474914083,32776.515292968485,3732.0964928045946,2960.917743025864,2766.681672256779,0.0297220741032031
-199.32802412595044,801045.7663621086,631917.6146733329,68262.1603542827,15489.10388850221,9205.806856483045,31818.069255221733,29040.827762764573,2383.708312871092,3057.3300623787795,2857.552323719779,0.0383055217541414
-250.1146355411101,786567.8365923978,630857.9151328984,54346.50216226644,15771.8021498688,8105.79190313289,32505.141643008938,18885.02480418221,1876.684981834952,2909.2270344037697,2793.9806629826994,0.0416637329847787
-241.90387430815065,798334.4825445884,694564.8643395255,65670.27144105935,15649.048596697556,5262.155704386324,31231.975341839665,35178.51155701789,2217.7048170093312,3138.7861836129755,2852.5120860502707,0.0384893199469047
-250.7194014829038,790464.9084823565,697008.5374139018,59755.06663803294,15857.001128996631,4885.821533753138,30232.475395248963,19107.78122368604,2225.3103526247955,3211.430727261088,2908.975088828654,0.0452392379443196
-159.4168153991011,761793.3185885384,643059.1568138323,71350.89272300198,16402.801960433928,6668.594943732167,28979.22596019377,26416.985581875964,2344.3055300572896,2953.601622044556,2871.0535524665115,0.0319901785594452
-180.34695705996103,751732.5178797141,655735.2143561228,63295.40712011542,16351.968495548046,5066.3687723870535,29683.610879334083,38606.77750896718,2185.897117196848,2959.885072598439,2907.483288989147,0.0408339465191547
-205.35034022646332,806255.0683236724,663576.5166866567,71499.42722907792,15537.394315338244,6972.33691449099,32036.0872433534,24583.549308596022,2473.7783074830995,3116.892723001173,2884.425734941764,0.0464556982476545
-130.916718244149,807517.9415314436,575866.9733592267,63916.12439809488,15541.9091288744,11995.836831676035,31380.839540343448,27060.89270871613,2386.8401150738277,2856.400813495892,2696.465699683297,0.0379332742589748
-157.98985156605187,800043.6646325956,605884.6424933298,66693.54542502206,15453.78876735823,9993.85333083855,31015.48161965404,31711.720502271422,2451.558356797648,2860.8143058925266,2716.2631366831324,0.0460486649832364
-175.5867206517368,803903.1206220262,662360.1867230046,53052.68720108191,15485.439342650216,7510.327836136948,33028.882228776456,17700.722632312874,1818.8010130986656,3017.04915899102,2823.8684582914907,0.0376929999549134
-176.33095080883135,800392.0935740644,576959.5658316935,63598.14063867779,15435.392331701983,11776.177857543247,31902.99031755749,24968.93086220021,2191.5544795925966,2792.057532732321,2663.820737373832,0.035288630045374
-188.45734894850145,805724.8454265789,536579.7887471868,57190.52641136869,15458.7772423093,15422.342038970091,32691.02883478937,23643.23691365728,1690.3496002533589,2656.689795579317,2572.896121283627,0.0448745639138074
-162.06310279086574,809155.5200068577,654171.9420879538,58549.05952670706,15446.27542728883,7953.293369345225,32234.489528605154,17215.331070146207,1940.139178409419,3063.0837202582998,2846.378935285273,0.0343374201180361
-137.69884818884927,775810.2682315486,682942.6871004485,59078.1599557218,15889.709613963472,4984.604105449361,30940.68790878865,28347.00587158084,2058.43461584782,3161.9808859988943,2918.028897633,0.0313046683904109
-180.1300942812931,754622.5297370944,641491.4940120585,51576.20322104162,16271.034097139254,6182.268350947656,31373.087784374016,24184.301315113844,1766.9050311154645,3021.061869191677,2774.8680550923477,0.0464952871592595
-206.06154211042147,751425.5421276013,640682.6532868178,50000.00000002159,16338.134569500286,5803.389827414015,30839.98071384342,38702.04321837177,1559.0482392193296,3032.7659353165623,2826.248677209556,0.0398473180942081
-179.8856197448879,775397.6591808051,661144.8912107694,58323.81707279741,15896.278128618384,5954.197095223832,30802.29834140047,28312.902755702224,2058.383607263944,3044.5438513013123,2899.837083234647,0.0434616727784995
-289.2611569757408,758421.4913679992,672812.4275790185,59249.66025501881,16072.354160508816,4445.049282814044,30916.92583728584,33552.748653701645,1913.6440094200436,2975.50026952701,2876.742816693298,0.0345348492413835
-208.08831759183573,815970.8931788189,569946.8937212786,52073.67848634875,15322.939730401527,13845.290939608763,32314.157412305,32303.43695077335,1659.454352301686,2727.441046760214,2659.3021022692487,0.0326889307738816
-152.49386389623825,772781.3547889802,687839.690771113,52466.437406417375,16342.258033642573,4574.652684195424,30587.387107123763,31763.89522716985,1693.130305742082,3124.2896639610235,2907.824839927624,0.0308990030862386
-315.31169589968374,773280.5470963386,689964.2041045716,62386.57952479679,15841.359552513608,4400.282833611243,31400.59741104417,33053.58441955086,2177.23213008158,3175.4369514752984,2952.582100411864,0.0365497249259008
-203.8648282139452,761749.8502622837,638783.1800902297,51985.34300765036,16252.504388298012,6483.667061306158,31917.4858295036,22899.668577095406,1635.0314148210236,2942.0087480985603,2851.992925555344,0.0365531862532745
-249.83146846981447,796284.5113033961,694646.5512216337,56049.61102753162,15874.026940271186,5273.937172221677,31548.11860218386,29048.327865052077,1870.1634688248896,3053.467130344659,2875.077809861817,0.0346557751373862
-253.98047721564276,787118.8120127695,625378.641406008,62836.42117250151,15727.671677834289,8780.82868551422,30995.441016566303,33382.431654091466,2154.0079354729496,2784.0906152458065,2836.4527346936493,0.0322728481695627
-145.63905159186288,768940.199083373,624008.8984428535,87359.26934729362,16302.622420085016,8275.639288976896,29133.217560921545,44568.56247755748,3377.215685750677,2909.773456396977,2839.352720177434,0.0295818940184849
-134.96834605905954,772905.6284723377,581437.592255318,77399.24801437804,15928.130650926085,10345.75981587356,30114.006967935155,31466.41256509137,2553.571083367415,2810.6953322435866,2703.9301945835277,0.0366943352428159
-235.88702457554285,792799.5568662144,660507.5167036214,50000.5456583979,15667.88842762077,7009.253654163025,32215.23879100072,18936.532272845918,1591.7661941306317,3027.669099272439,2967.7729425350967,0.0317645317496709
-259.30665829971326,781718.2059221979,625513.2269008101,50000.00000000001,16103.094022051037,7712.569480825264,31015.753757557028,32890.41023824143,1653.6246585107242,2929.7658519262063,2792.238344328309,0.0362382047686725
-168.10989772580103,774333.3194388375,631807.367780365,50000.0000000119,16129.415485793965,7593.394909632645,31664.31116586509,17750.364828190275,1682.380687542641,2979.7893574286704,2821.992378797524,0.033846428096442
-109.07075365571968,762557.835331611,660505.8233489551,71691.32237953029,16270.833977895189,5777.719358159665,29177.615962485284,40603.97731635298,2604.3793680459976,3067.55288829185,2849.951334796805,0.034496411117975
-181.6846382590885,783442.7275819186,646152.7444649728,64373.31578582778,16030.21769716965,6882.57333644382,30732.938433613395,34919.464024088025,2144.9825771131223,2827.6444351687464,2826.8243811511848,0.0295865262817119
-91.3180482995518,771339.6870259966,692059.2558769772,60457.271124498,15983.257723804758,4150.693413622646,31784.06928202403,20677.16794608549,2097.287639058562,3124.222741975944,2959.2386767972785,0.0364233001415045
-154.58577164543772,776965.8760420107,597212.5227928227,54656.21800403687,15882.256416732524,9469.084451755878,31255.14678062129,26807.066493157305,1818.897075542792,2943.021173911481,2566.973713474775,0.0407974106223337
-236.67797442522576,831959.5004919131,674002.7985498488,55375.66943713491,15037.595968676898,7611.580648424796,33147.51004155973,27345.791575225016,2066.476215423187,3141.803422512967,2809.44141028722,0.0405419410365699
-275.6588747053855,772567.966003247,665543.0094395253,50000.00007767032,16300.50915340871,5930.871124802156,30170.456639672797,23023.813998493784,1701.282184331345,3085.210194343636,2812.7976538912467,0.0288491248013226
-224.86031682101043,765166.3037565787,589787.3239920811,50000.00000000294,16093.220211914326,10184.811310436591,31445.87205201247,23525.96882779385,1702.4579649295024,2869.2652516927683,2724.3019415827016,0.0385374021771673
-249.2801331375066,796996.4014863435,615854.3741654909,50875.84898132573,15637.139034485235,9748.072336496569,32222.44719031662,20755.622664360835,1607.349983799858,2889.867303265941,2811.759976463345,0.0402073380801847
-418.7485885058748,806615.4714125858,690088.3962571134,52980.7784180111,15514.550415076064,5756.007122416755,31891.204707754805,19115.316627851626,1724.285009084031,3070.6970841270977,2928.553883062114,0.0362199562976169
-94.46217355634865,781323.1188727781,617800.0115755379,74503.78403013878,15854.121068855651,9412.498045784492,31696.5726527868,24133.96466873419,2824.151516609276,2968.34850223504,2737.498031169964,0.0392077330140776
-182.5429482874308,805062.80231803,647104.6777468042,72460.9121531731,15462.489164198574,7947.485058049857,31983.1488622606,28295.77307236323,2668.1839987757417,2954.236702461598,2871.8958125816584,0.0361401292220306
-185.37181874784312,822348.1612112102,653630.8188772004,64470.232607223625,15063.047531887623,8484.99890387267,31947.053768795875,19371.14119192627,2260.193496177534,3028.108341846113,2849.0438766636003,0.0331985966427552
-135.7832228998036,783865.7833386621,599508.3270878042,71493.29061783907,15815.93306085665,9549.7155945393,31705.679730305576,32653.04405850721,2295.818836198038,2891.0911745049884,2736.182371070999,0.0395389516167003
-181.2249016567261,784266.1257703522,682742.5011923914,78794.05159819266,15862.67590653272,5452.643911297211,29837.56001388786,31030.469832358434,2753.13420667287,3231.7864322875043,3002.3706728742486,0.0311394582776341
-202.80194688053228,783266.4518206104,690619.0571291578,56394.08736760643,15998.690646207217,4672.249840325451,30556.745445772725,34564.56177565414,1860.7062162898076,3113.1596349345587,2939.3231979315287,0.0314542324779431
-184.6501405725588,788649.0377215054,687194.4558500202,56411.20107294938,15618.64224035706,5191.562180029916,31478.634425255903,24878.750867510404,1918.9427334632333,3021.083200099961,2922.466755655982,0.0369432502852603
-252.8615149182563,725003.0561671808,684166.1820759507,53727.1553594512,16873.588119522108,2089.142868171826,30264.94069792572,29354.78124832601,1754.2410877846069,3115.3646114326666,2906.8750802558675,0.0390115918557987
-171.05960331682326,809748.400151968,669597.0347677396,61147.158615584936,15288.542373929817,7447.840249608297,31593.4277613459,43583.82440491734,2127.4072127273266,3097.2688425510346,2834.154232802933,0.0302100564019765
-210.33072515614865,782270.0512886521,662571.87054528,77971.45265089598,15889.687285643611,5881.214644750882,30264.29060885077,32682.032996933078,2858.2818440160463,3003.1483900249127,2830.597503251763,0.0419947316632117
-202.23588238158663,812478.4671378925,639278.4220316978,55419.605294928646,15290.969084624909,8743.826954068038,32073.021908377374,34911.03277108443,1816.137562622212,3058.21622911871,2853.822225843517,0.0355211075354145
-205.0801352355239,828377.4823505676,674402.5189370974,66453.77919562612,15234.698138269863,7669.13260241155,31909.36271798455,22512.865085373105,2224.8255052789245,3011.541343665069,2908.3462943673667,0.0354748832908489
-176.61899742210096,801022.2305416854,703216.6672397265,62324.2837176174,15711.58653136498,5574.19098332643,31597.943770815604,26975.182348258284,2349.348035856453,3136.161732596266,3021.0338640437544,0.0215248574013921
-228.40525246987605,786772.9181917023,630581.3913454025,77596.76288283666,15672.620871937126,8773.466153221088,31057.71063038444,23494.0667112124,2821.0744125796896,2878.3402918561155,2793.370675162585,0.0372282094904749
-249.734733403224,799682.9897863569,661821.0915873287,55702.71675660461,15507.282366474612,7125.334176624308,32322.515176747296,20498.218907532773,1916.672636037181,3007.908223690139,2854.986005284254,0.0379504415997095
