ll,T_NDH,T_ND,T_LY,N_A,N_ND,N_Afr,N_Yor,N_Los,N_Nea,N_Den,p_S_D
-199.0310218297901,811879.7017512122,638115.4556599958,64821.47288312886,15434.195032821252,8241.130749666227,31607.60410392721,25087.79415710841,2241.921877808553,2943.1316631257687,2836.345000538373,0.0369451065406506
-358.55754554150496,815349.7496960459,637824.0458310555,63583.28245759919,15267.089416238505,9651.467979252766,31892.43634786745,22985.393258012275,2388.842876874885,2972.691857936929,2875.314002258628,0.0336109140193968
-211.5565569379384,810449.3685167076,649681.5601169765,55436.960589890026,15114.552373207052,8195.668870945688,32540.180929469825,23510.645846921143,1856.5085273075324,3105.1442185485544,2820.2480979819047,0.0408275146658556
-139.00109927060723,792881.333494222,577000.0650522584,50000.00000000312,15670.409588161823,12635.28965539846,31743.981521969752,20118.58091617384,1503.507565669291,2872.8927105634807,2719.7417833086674,0.0352896950865557
-157.6649884434299,752580.0811099471,604070.1147997524,51488.02667930608,16415.814302937517,8503.817790711464,30645.23218442524,31200.68478519512,1698.4383307514718,2880.1265152984347,2722.1878136383298,0.0288050173840236
-172.16715906629162,780193.3664441772,585694.0789726521,54226.71000263612,15847.199072167825,11131.880770787857,32109.410537714088,24049.31848479576,1790.5826244706248,2877.0381422345263,2688.976653221136,0.038828902133581
-96.8939699748316,808672.5493014646,652757.5637036472,54210.12890523217,15373.322200440512,8217.296009314863,32919.755553274874,19307.531792593403,1822.545539892916,2902.0948996180905,2897.853350904279,0.0374533271727146
-266.88181972319467,780010.3107142566,608039.7609576441,66427.15334513038,15953.418585431376,9053.603347537091,32164.21185804787,23533.32867751657,2293.283982413529,3013.50329784154,2782.6296599523,0.0428837411698598
-205.5372506147297,777795.7594269776,671752.7747527697,56652.29576683808,15847.835614490794,5482.361328511324,31682.368192299426,24101.659541196917,1954.3350670360928,3166.597784270536,2917.42805465102,0.0386783778391239
-197.1061235180273,763094.6745516736,670595.6514812168,50000.00000034187,16314.539276198708,4874.459532186834,30352.46578221076,29242.78878422212,1609.393509573653,3101.4315084336117,2916.5075387377906,0.0336130199560834
-243.23488528532172,830452.1250089561,675912.7003525507,68469.7200453275,15106.435154441982,7488.05485932394,32296.28769623746,24520.223387489685,2456.8333328551257,3072.5783490179606,2916.4084154552,0.0379831779162694
-196.9000825641904,794897.9371733427,731627.0071512583,52625.21110618812,15747.88295844106,3180.0742154522677,31970.858341215808,19611.452529545502,1668.8136946636982,3336.4696033628165,2982.373007542049,0.026188691016569
-221.574067293576,817198.7984618853,621137.1265379877,62467.06239083962,15240.067210059038,10925.76401491858,31758.81030551399,42281.79483379701,2043.967078118897,3070.5126933896177,2721.9730049900463,0.0391047964639223
-217.1931958539334,799134.1110883695,693923.4214321964,62426.0973376981,15695.113940860769,5275.298200535738,31698.693459568047,20338.58016220744,2088.4195553778827,3156.436937157751,2952.7941731304,0.0307428640782648
-194.552619265163,809915.446801407,588433.1768380902,64223.11382680026,15424.615236922236,12949.347323294693,31573.803483044416,31887.34749040279,2313.7730499635754,2836.574298252636,2786.536965921105,0.0267330649224258
-90.72776413454552,768967.5450790528,582493.3147867217,51258.04154509987,16016.59350913649,10562.334845391768,31597.62059002167,26373.27660722,1754.726877546724,2827.064716794758,2728.7716749404963,0.0330261937978987
-222.8683247245242,811164.884786303,665271.3372716047,53010.66357373187,15336.94495049091,7755.090172343489,32060.85311380024,23458.47915632021,1646.742757933784,3155.5815334123517,2868.847201989641,0.0233624191375267
-284.48758476784315,782446.4688126631,690359.7466326313,66578.91990514992,15933.652853652566,4786.92789363385,30641.37933851208,32325.631529531776,2493.615788092662,3065.603781704895,2857.9735456752373,0.0360324103496057
-209.2133433947673,804206.9867425462,641249.1886741928,52114.2645800082,15565.358437197858,8642.136923354348,31909.152203353853,25542.664228886264,1689.9489386051969,2929.242533924448,2777.0691380673884,0.0318304442708204
-210.79422828512503,779666.7212601792,616760.9301439465,91614.08683173664,15901.339858886724,9460.265630190896,28793.99008880246,36849.55898901287,3535.1917665001697,2964.820165308696,2822.153729211884,0.0368335857727158
-189.52944708267216,784243.5854772638,660944.0991940867,53762.34990473681,16063.613590888855,6225.115178809144,31525.350326728018,23960.20468508893,1807.4779445851457,3101.452429707334,2898.316255397778,0.0324988542004428
-217.0317050095436,756450.5373607576,671278.8416395588,65459.95966749565,16376.859597133163,4783.636436237982,29357.93895999729,31774.72617372416,2342.8146031457118,2983.0110600841053,2824.0683307621057,0.031825090269137
-274.2088866236323,775635.7288604891,629386.0652448481,54283.64032281604,16111.061347990915,7449.587058117499,31388.22189453796,23018.306112569648,1973.786313129613,2978.3962148641745,2798.023955768491,0.0276063206905959
-136.55723760679376,799880.0543135091,657320.4138932279,64045.72235143688,15612.329206630317,7469.728806931475,31429.403765948173,37476.81675251416,2278.64570222112,3057.4147776191526,2832.145322782402,0.0303612977952535
-303.4147531948505,779049.2516011719,690033.7257505397,59202.74328811831,15867.772282282793,4643.629466911784,30524.89976002661,36578.8346979832,2252.6000347925783,3200.4325934205413,2902.2503241873965,0.031321082010234
-230.97204371416203,774729.7676383721,700164.3337929768,62727.34040959185,16215.190886734264,4099.5435809917535,31142.692888838697,23080.137158711623,2128.2472155738405,3087.236591703255,2998.2448592177784,0.0325715125150805
-275.7807190333424,808059.7146813819,691575.6393143133,55672.4096801637,15510.00422704557,5967.442663196289,32217.343013613343,19707.456949550684,1836.152090225361,2974.334770121108,2970.404641519088,0.0335264894139961
-170.1505594993365,802784.9370649367,628556.0619165971,56457.02456878049,15334.163110298608,9117.995478385705,32410.62603444121,25320.476027684792,1936.4964494404835,2973.001219530992,2754.5891546394423,0.042202759439936
-165.52005356901523,812324.1280644867,638745.6146265207,70384.66880781243,15475.683130761669,9246.139725072511,32241.66868000882,18079.885445945925,2475.3251435668185,2943.639756926992,2756.4493760257737,0.0446483738873272
-212.86912063700348,791279.1690620605,621876.7775593936,54785.82002448723,15678.831090336058,9674.729123406634,30835.085104554186,27067.45541326556,1801.022586741599,2992.7478795826,2799.1357971936386,0.0361131773424237
-156.2024657080667,789552.1163684675,607298.288814836,58130.40429854515,15840.821815482032,10414.915607646662,30996.63855644799,27165.487384576947,2036.6730820819391,2936.4423285040084,2801.2207234641,0.0339051362243957
-293.44389323179666,803073.6314868139,609121.4768498456,61031.39158941982,15383.704249851846,11098.518673428434,31052.553036347268,41363.27684447504,2362.66964234474,2958.263467094864,2733.988333755177,0.03003813242965
-167.663758829215,769012.420033299,699806.5256333462,61743.945146678016,16085.784378342802,3927.011238868768,31556.47721619501,26128.62214478561,2399.175276368789,3032.439182921465,2872.096119547235,0.0296453204189774
-245.9496924356065,779883.3955943164,615140.4192114788,50000.01885341999,15853.523250009095,10468.267490169765,32274.300987859773,20259.253825581975,1691.752661840371,2862.811833023204,2853.4747113513404,0.0262920259441805
-213.00431813458349,789372.1096680849,668022.4152353974,60538.75777963614,15875.018754297736,6620.561246802771,30706.392288066672,35828.24122724139,1985.3043771231216,3100.7655241669354,2963.0894471505826,0.0323936194079316
-169.77571687983482,785256.1501780454,678316.2848268257,51652.47095202044,15881.712779008947,5404.931863289279,31130.95310058716,26195.85237947665,1612.2317053703398,3056.794002140512,2854.238601858387,0.0381474020445985
-155.45261562187014,811825.5828386908,665676.8387859848,50229.19706718629,15269.546809913709,7530.650450359426,33296.93840067608,18737.447878624716,1642.8716531980697,3218.43070889626,2888.742527439632,0.0444951978940294
-174.12948584721232,782277.405388912,630113.6034454253,50000.00000000001,16134.79173061092,8252.116230545063,31757.97440033348,17825.513397917264,1702.1497146208228,2968.5148316194795,2835.520736528902,0.0261039754150852
-198.40675202532287,779138.5263078013,647661.0554407713,65482.323154449885,15820.426003819448,7435.714616808368,31963.07345438487,25652.8112893144,2310.396610963852,3065.8529882023245,2864.973994151704,0.034194955396968
-210.77292079643345,793070.4386997266,683019.3830411742,65554.99009466401,15579.389034023685,5948.359044071684,31498.71254889908,29156.590651553863,2241.165210118487,3295.73049581915,2901.431886499537,0.0335174971655619
-249.80755829062605,818577.9986850237,603941.8568622761,57813.51889186927,15056.704411354962,10573.929842466028,32964.369918828685,18315.354963094276,1902.7125020471717,2843.295351331632,2738.190834844061,0.0453835834028934
-235.47902763009623,791341.5756017739,659371.494687139,64203.71417246816,15762.28118278737,6894.8990656193255,31270.095948862367,32059.737566492324,2134.806112831368,3192.933815876869,2954.560033892879,0.03035632956802
-325.7727133594186,766430.7806210656,663196.1707847465,50000.04500593845,16086.181123648495,5429.837388234711,31184.495625272742,33288.0460689918,1696.6500280619923,3013.498463536905,2869.2679120890784,0.0412242416462776
-177.76214567652536,778523.8994385981,682145.8764828662,54497.7717310331,15956.021282541267,5022.489375921276,31252.96823405257,24379.295333133763,1936.5768233896204,3109.525503951397,2927.499588262182,0.0274613015731797
-162.9644307555289,757188.4255076711,620225.4762497612,54703.01567668966,16443.576834217027,7594.11040513289,31190.42138367592,25130.261973607536,1704.7617255200305,3019.502877111493,2779.476995181621,0.0369809313621356
-231.9865313739361,771752.5683331214,710065.2735078561,67023.62913436502,16116.758282339692,3178.6235041890127,30809.65940222171,22297.738702981016,2244.19359778438,3034.699410103943,3018.86373946464,0.0372102315226194
-317.03333241269985,780512.541604309,701555.0752819395,74403.97403875225,15831.759482526317,4074.207088173585,30509.68970297407,30499.26102503069,2696.551051142335,3202.8583278718133,2940.8816785852564,0.03638066175838
-266.7454001743092,769544.2669869778,712628.7983501328,52371.431048261664,16138.919188138834,2813.822635162052,31048.826265889504,27482.898878967782,1697.371995787273,3054.544702046669,2999.496364856668,0.0378470405124843
-186.5841182435185,801163.8148033542,663563.9831425041,67063.20125310952,15693.211637272909,6691.531487747223,31199.55823572497,26460.313698724047,2507.3883710650957,2997.3730411823217,2859.0434569658864,0.0395404751838372
-203.6551271595789,774623.7157641056,702130.885054894,52832.110367239,15890.073938204196,3736.865403883548,32087.76061291021,21418.193101015517,1620.612348532591,3061.996940010348,2902.2848771886624,0.0405989675044538
-183.4904455523965,831848.656047204,663182.5859425577,57790.04577441052,15031.593222467154,8716.456383190814,32788.578862209324,23024.870867338028,1798.5853914335648,3075.2063881409454,2882.118046067624,0.0336047079012879
-302.66732855726104,811578.0974013483,703516.0150926833,67411.42991577889,15484.69692246991,5462.027940624644,30803.66015595185,79469.56769145644,2308.050714114176,3215.469753957649,3010.273294329092,0.041204323698116
-151.37376898665195,742979.0193962986,578668.3036707615,72184.86181245568,16552.15926808671,9535.220856564772,29383.7615972726,37875.30870524892,2669.730011924192,2833.528785913408,2703.108606075981,0.0303857872643752
-306.3053372955384,802857.5461458338,702798.0429083272,67243.47787389791,15567.531669878304,5255.970556249162,30634.612228838483,28012.29659263592,2359.433660269679,3207.737721419535,2895.7497557720258,0.0254744658342634
-231.8513159225603,814272.5889587806,729598.8800444946,50000.000090302885,15369.372545868362,4052.230576087413,33731.3890726328,15791.149009031544,1602.1675812746964,3239.254952618219,2993.0432113497927,0.0368118223874948
-125.03800411537593,781349.0884796701,674371.9828365541,60902.97049459095,15921.686886892812,5747.556040380287,30493.460475317563,32351.816967950297,2198.698144251718,2864.436527248908,2944.220443554,0.0325370633885885
-127.61726599105256,834657.3652253045,635404.9400402665,72977.30147790819,15024.516338957485,10044.563244647472,31323.780661198067,31789.62806002052,2815.558475118574,2934.397356975838,2801.649042276228,0.0373594646242006
-207.5574263848392,803819.4291628741,690482.5321004319,56741.313402268,15472.965986116633,5827.169452940365,31082.41025818507,33053.61578207489,2011.034679426736,3131.0015413067904,2898.616656046647,0.0403581817960386
-267.1939294545392,795012.4392174374,636376.555629553,74197.79396314402,15679.282390478013,8156.907407411587,30586.61920841345,32939.238422102724,2605.5617018025478,2884.216471860118,2860.3469209064783,0.0359140158548597
-154.03762591287438,771068.5648293825,606731.7404048312,70465.98136022234,16048.71262126473,9410.872217122724,30717.7760681542,27379.517977690062,2459.6172021609927,2906.441842168803,2761.121556826095,0.0303981751919911
-296.56248795579427,845598.9781544884,649899.7367815528,69079.7820558785,14625.350106878876,9450.0113595137,32870.271639961386,37946.13348407594,2487.0894096480083,3033.530448903694,2830.718626125805,0.0408139530619865
-227.62606681141253,757111.3449005389,633269.0940151272,50313.05099387551,16521.979062566697,6840.439078492632,30427.57076221732,27116.40985849432,1855.9373807174568,2991.734871228982,2798.83097900508,0.0344563054378618
-209.9253359681097,738820.4863634286,618307.9303348928,50000.00000154908,16511.06179424981,7030.90691735471,30857.460487789336,27793.86465526957,1590.4605925515757,2923.278393094183,2834.7719873378583,0.0309840774861625
-96.36531808331418,784591.6472121441,650298.328739058,62358.07215465302,15876.785493173902,7230.328212975734,31020.65159067249,25416.998970297547,2040.105384392674,3018.566474100729,2900.969101332504,0.0294272531732161
-229.711817917337,805007.4230283841,638019.4980346059,54835.43443935929,15372.993673632014,8726.846401280733,32250.028743658968,25420.98870843104,1836.966028790143,3088.406051018929,2808.002073615611,0.0391493085376077
-181.2816958494804,814021.4588575618,680022.5716537423,58163.888038910816,15346.711487702829,7136.213404743221,31516.646794123488,27602.47660862936,1992.122932695038,3098.401920187471,2909.9441164239174,0.0350175023619533
-114.16088036892722,773554.015667511,611611.3584801359,52319.69530740932,16014.727616263111,8454.984429303753,31042.876315597758,24206.067373996,1709.8780699812355,3073.6640171117183,2722.090814940921,0.0410036648050519
-113.52203953487012,760745.8000588045,661980.1880629531,73356.52250588078,16314.532514090046,5137.358811312699,29972.514595741155,23345.54814558765,2639.3750116665824,3176.390387752473,2842.1156664313967,0.0394167461675789
-233.47319330536504,777687.8225510548,704702.3074895064,58482.89345259383,15820.307996690755,3774.467108818355,32080.527201219047,25578.75443351605,2069.338310633289,3195.270309691401,2939.09992964481,0.03996550969482
-159.81636696996014,793672.0194482986,632771.1422925775,64062.43914741738,15607.809887455194,8321.003789952481,31164.734797961803,36509.97147714885,2199.2077350254067,2923.0108382548115,2756.2219474987364,0.0351146797393217
-405.7083325420818,817597.756997306,576634.7801407533,72057.77615549597,15219.086505505,13969.051813217267,31498.61015788813,36318.52641396526,2548.1662382620048,2878.6685656890777,2652.072676439468,0.0400620712516201
-146.5136587823881,812529.0685162402,612148.2701140165,68775.98976459687,15472.430761360332,10917.97200511238,30817.849044142946,24999.19724778744,2278.6025530005927,2978.842094488924,2739.8876052516475,0.0378198810960537
-249.3149105543632,809371.442713058,646488.1342234223,51002.15227002009,15346.017212216622,8725.654878368774,32075.43595741408,22501.50626702517,1645.9444204166343,3080.181377507113,2836.4940415813626,0.0383808680639892
-351.70564779390304,833977.0749937244,657717.723132444,67149.27313339872,14964.845243264655,8868.073605073732,30487.92126049741,45714.80017830232,2414.938540824768,3000.431266124639,2840.0166426545643,0.0259828772107793
-107.03473389658056,800321.2355964448,601156.0762192488,54875.139836372575,15556.764395925136,10557.867641142671,32090.992827493068,18111.681822025592,1672.7185097095837,2996.906751412577,2662.419217135255,0.0370527000893106
-186.920904981899,818056.5156877906,634390.6322481995,56954.94137456103,15379.137845116207,9420.913720369506,32069.726333192724,22437.913812591865,1829.543373675004,3023.8819496558704,2844.139710355699,0.0385416992043505
-181.2265291121472,794898.2250060858,651351.961723833,55497.827997961416,15848.691503520426,8531.733408852968,31151.891447924303,23817.27531772432,1849.948968573808,2969.1947091811835,2861.3023780578174,0.0249218713428804
-300.0625893126786,792829.0065920783,708604.1988453425,68303.33449112023,15716.908500879495,4231.874176595139,30519.77730293713,24208.71535078358,2379.219633579255,3127.593233876082,3024.067492018354,0.0313892311652835
-238.9327170601209,811733.9926830119,707941.594318434,60595.63550845412,15508.390332239213,5807.643812970288,31621.75341957129,18962.05618855716,2150.3169106272226,3093.574276748314,2979.333348417768,0.0247691078748678
-206.74701895840397,805940.5519562012,568709.2690153983,59167.31548223488,15446.119443240934,14078.43518158726,32055.298413976263,22408.45493046654,2091.813776805823,2750.2868732713405,2689.4404294833275,0.0323953292335585
-165.13113739722945,822654.945729855,590885.5374439519,71429.13310199388,15271.148496135242,12368.090274307297,31397.638144110064,34851.5077709577,2578.6535927210084,2725.425427293086,2774.367512182401,0.0302698139051939
-142.13597734008863,782689.7192295932,665089.4082998353,62368.15239681031,15706.53535763846,6223.406588084247,31160.065076019288,23466.606623118336,2150.2382940824677,3184.441656616853,2921.955984592269,0.0417048867416304
-179.75458463325717,773866.1008431525,633885.0227393085,52484.91316086405,16088.77333385154,7561.219601396128,31745.02672745289,21159.108964637267,1738.7279422873337,2951.831353305965,2810.0195665765177,0.0308178501470644
-345.33133609155465,788717.6350276212,668554.3838285861,50000.00000000107,15725.580078717225,6164.462779279565,32357.25127611878,24976.21590357676,1371.905205742219,3029.0008479929866,2887.3033078098874,0.0322917951799224
-164.2095331379973,779185.7103033183,625098.1532864383,56633.6787540725,16002.479727021104,8028.269091828138,31937.47631542237,18536.27517384412,1868.725639892875,2885.5878410890414,2795.5364164793923,0.0388786594719428
-133.92971054546382,804150.1995189125,646036.0558940488,54346.19540812452,15570.330920637876,8234.894425146735,31788.080268530408,24335.976559279025,1798.542783515975,2951.508995415877,2869.34813242493,0.0269422788606087
-185.55578215659327,792225.3373096862,684693.0278731774,63853.37365695763,15851.656359190343,5691.013739698141,31358.60732467252,25687.59507802051,2248.9912801306427,3196.4544737058145,2846.06667372246,0.0333897491983915
-263.0233005906415,818219.4613342631,658697.2461672352,50000.16595358668,15316.179193655104,7632.007065116179,32775.726404167406,23597.099411360323,1618.9622354241687,2992.0423051183857,2900.984268928393,0.0374883814281699
-167.9898809609814,784764.9312417567,682593.7155226932,50000.00000048131,15950.007217407194,5137.956104053073,32874.0615025599,23115.138871863997,1572.7735864036642,2898.291994342481,2925.4994109358963,0.0338768337898831
-277.4251929733932,822798.7898316201,707919.4178576624,69390.28599501225,15262.553296547478,6231.870664739731,31677.666658969552,22841.60686356914,2353.491460334694,3212.054775784906,2971.840985923279,0.0197954960785156
-298.8364662135989,779063.1916163751,675258.4719581485,66175.3683014545,15784.617130957744,5620.061333218749,30959.128856944582,28054.100344983937,2269.3092929760664,3171.7672508670817,2906.953108810856,0.0265523145295702
-189.47693444331517,772095.7426824261,689404.54510946,57029.48251583802,15974.64806330446,4429.187421549034,31805.973684141358,19771.861581296787,1886.724984518772,3110.26195670321,2886.356828680287,0.0267445504352687
-196.5247530556856,818183.8878072507,612937.7406675551,80450.16710685313,15294.465248244996,10847.703788410116,31815.95821246281,26495.81610633596,2904.7122747152944,2835.228553430303,2735.3989762587125,0.0344384561345847
-248.15505046952015,779293.1605163545,628143.4069333564,63740.20630951027,15862.216603079609,8282.742490891249,31203.82936212136,19795.95176475296,2351.7433147948764,3007.345669541419,2745.937308459551,0.0336156015990354
-250.9401949469443,770951.333351863,677444.5879029948,58976.63900615818,16086.90034563325,4947.853676977296,30258.866299339898,30077.483677786047,2141.760304926364,3001.3378805928573,2878.028609217321,0.0338509400427988
-207.04278338648083,798429.1240207264,634651.8767237728,57794.21062224455,15541.87095289409,8856.73658444442,31832.38147075842,18258.64284757509,2143.728020539656,3001.6471040894357,2763.02041716582,0.0356958189405636
-156.62342797979866,795865.6693764254,602929.8040970928,61678.41856920872,15624.529263901712,10538.926948627632,31793.136738159115,21115.683979107525,2117.1987870084017,2848.581667805065,2782.7600676246834,0.0389382762512736
-205.41874635324945,798844.4080619653,699188.3412290306,52637.259317377466,15586.651243092638,4792.657680242668,32173.71246958326,20331.7256454582,1722.6054996827336,3141.861483558664,2918.239378832226,0.0401421061261137
-285.16513552602,817193.0122620073,701442.1040490967,71074.87979600384,15259.606987217683,6111.340985142529,32831.74623933366,29165.80936172911,2691.512562338282,3266.549081224761,3021.2438962141514,0.0377272965267288
-227.25938282378652,770258.9186319892,683776.689209704,53830.0199265062,16060.723867708411,4347.001312549881,31368.89747755431,27046.99124693923,1875.5228899830536,3103.7462837920543,2837.197128831501,0.041758737813209
-175.05597852482117,788570.1179501142,630689.828404069,54004.71536477707,15945.968006732846,7740.453701593588,31788.23676272444,21949.81278006933,2015.757950855754,3094.1886638745013,2760.23299391202,0.0378595620647113
-200.65765242743385,786284.0727369932,622422.3857456553,52717.1630717593,15834.654514495616,8485.195341923516,33438.57946501732,24987.28374146785,2007.2410905981144,2955.312613894425,2763.868334964808,0.0358879825892229
-261.6931648898098,807999.5199241731,618188.2173540377,53347.72152043257,15407.103188595318,9699.59626689792,32604.9152496194,22258.973817621587,1749.6439610504035,2987.500620026753,2752.8701902364123,0.0380977069166931
-264.45697461811574,775659.2622306144,673734.7190078429,61695.02103067011,16099.780842566104,5423.329991951522,30644.387531343844,22454.900188886968,2129.466164715281,3073.8936262649654,2894.5937362784816,0.0304949391262862
-230.6695028355438,736360.1659769511,657906.8480639188,50000.00000000809,16714.50364190231,4358.722867735235,30217.26512880572,19144.06454327819,1736.2128292774646,2973.7594160325616,2811.461026223129,0.0307150003431075
-217.3756609501937,789615.6799973372,654037.6227806308,55629.68887958596,15797.005770240756,6823.6983664553245,31114.70138395285,22495.21102070203,2013.2641629288453,2974.590223187774,2816.7514154553046,0.0303103910981987
-166.63291683894076,800780.2779919246,590566.0106337162,52935.71613664402,15810.636238229548,11701.81333730399,32252.229556683786,25782.08869821752,1625.0582469493102,2896.845194218889,2691.59786937179,0.0338713718708748
-180.4525871329093,811352.7691186278,599666.5839249602,51112.8667180377,15406.46579326445,11207.267395367238,32067.38692018284,32354.33308191845,1816.134975938255,2843.174566242756,2714.4243380927155,0.0362674148407833
-181.201999415004,785253.5757379452,670792.5264780989,51512.48527997607,15682.136972243565,6388.431689958741,31953.94445662376,20905.886075790862,1765.4422976118576,2991.6505013169003,2861.4570365843347,0.034821282402672
-231.11718048359168,778816.1733760576,624323.0474528518,81207.49858651507,15990.923539275936,8705.54174502509,29769.009479710243,37267.33045600403,3011.227317917844,2994.217489788997,2752.6159665686832,0.0332769283354724
-266.64250416035554,817639.9824884793,644846.5798258936,59227.92995088441,15212.469061654245,9112.944001409473,31962.912933231048,26512.72947678435,2039.797200896665,2976.584279053886,2771.2373765672965,0.039125228468727
-260.07366811138945,747331.7668299132,633469.5509671809,51342.8020569559,16397.608335393506,6485.387868311578,30744.36657716875,27168.932460396307,1715.208192327364,3153.9142977440497,2745.653653905813,0.0388629973800319
-264.7215486856932,762095.2366808483,672757.4642996672,52902.24194814032,16146.231361037202,4955.573157859785,31614.764338776225,23365.822362520048,1757.997266677528,3206.6148482799663,2864.8184569186037,0.0443969022459344
-192.1528624361424,752799.369322794,670775.5312405502,65989.60079568106,16398.148649785853,4231.8200354841765,29757.11108529396,28126.617134823828,2315.4922472165035,3016.9383562043017,2839.077253452084,0.036290958516746
-236.0616765723057,769929.1171002571,678125.8044340138,69799.31641520227,16092.875484979264,4725.963438475581,29883.17834630461,31343.520993749567,2423.515149538566,3079.9813789881327,2905.963840214865,0.0361281217899786
-266.58129754437243,757210.4486352619,688067.5848119452,62643.69597558192,16269.037234119216,3490.2401636988334,30833.6006413704,30273.12754770796,2072.9032503661974,3225.390803301998,2950.547952967007,0.0431809563176522
-267.7672071750478,810180.9368987466,624453.6168527335,50958.13185518251,15576.485606851207,9701.057241419285,32761.41209447933,17878.0289507532,1606.3783743058257,2930.300740826488,2766.995959751347,0.0339603588048485
-205.6625338069676,806194.5037499703,672793.4885516341,58511.70573949274,15509.727054598883,6914.821209606935,31999.322526359363,28522.7602920561,1911.6757298231091,3052.833277710431,2933.1173551518445,0.0323455147251648
-233.42350156208323,796902.2446142709,653459.6144851985,50000.37819767532,15838.164980018571,7613.525621494319,32274.06779157889,18718.234634807108,1556.3317189996942,3036.9077139990527,2873.8461595005383,0.0418862593537632
-236.63553447033607,796565.7370875704,584188.4349705855,56279.1785434916,15559.708680288615,11581.473168767288,31076.136477566524,36239.51939206995,2060.178892048783,2791.948081642997,2705.14324754901,0.0393293242451117
-251.74039909914163,787797.2871205971,714184.3833240392,64697.78788809896,15625.389032398209,4074.187951460923,32502.619261833228,34588.16632603514,2309.8907902822616,3288.67816971858,2959.80242705427,0.032578609478582
-242.19412614383177,775325.4564634197,683216.312623585,62271.73177448122,15918.498634379548,4484.847597059815,32070.99733908362,18268.9298760558,2186.212752946442,3263.5185940998003,2881.7258500498274,0.045688798067187
-216.7308119601288,782621.4343503949,631214.5196548532,61573.46042534708,15672.102649998904,8050.58302525451,32091.42258503983,21978.414394856325,2230.5784985716878,2861.223878267569,2903.3895663532817,0.037879058175199
-188.4115451408828,795869.7641476583,604213.9333262804,54386.368534353314,15587.178344461125,9591.000683050632,32607.10911834211,20763.59629703244,1757.7626699828563,2813.55620865674,2777.394902924049,0.0421927127009513
-155.6128093295142,794313.6235813436,623153.7752447366,63505.211966139774,15556.590627109332,9073.041787488066,32165.295383745422,24943.398995113,2291.7333695452485,3102.2555872261923,2789.505547470256,0.0338390273031893
-221.73597895375968,806628.0492148885,624889.0022649447,85879.15592776456,15617.437052475509,9577.505783587128,30692.851674055983,38956.95240196454,3069.316510073302,2958.766712284507,2811.7882994251936,0.0367056272404721
-243.25239384265564,796762.6052176787,650642.5009628899,56069.40113837245,15796.413962492024,8016.13926072382,31869.834881273808,30715.388976442475,1804.343107558534,3064.4347600172823,2802.913680934811,0.0282586659487629
-193.89884895352455,786441.1648357585,719662.0991282683,57955.63708598212,15905.69861028922,3312.98608940975,31370.78878142343,26621.04354446395,2088.3930753025643,3103.2912659838294,3004.716671258346,0.0365418330304238
-209.39337784402676,787828.748638411,644996.9655171757,51889.23321074173,15837.094871492343,7569.183696979606,31662.295386035235,23479.662873298323,1657.4104040951695,2862.9437428308333,2820.847148844803,0.0252753880869694
-115.71546474449094,782345.1335484064,623593.7683618449,56339.792462005054,16168.974786058683,9142.991946019409,31316.177003012395,18654.068257193427,2002.496547580874,2943.94681885578,2794.4583754877394,0.0251199334939419
-179.79514162265866,839500.294516305,680340.357221258,51092.67991539022,14780.196166516887,8151.027877674514,32576.56975453038,17397.929387334134,1782.4752043839694,3161.382906461709,2916.140586460331,0.0329299358098591
-177.11017328891103,771761.211636248,650414.1560052278,69635.73191915241,15932.067508513004,6209.748599555385,30226.781981233195,31839.46146038187,2422.8057343457044,3146.811716092955,2856.458822448836,0.0319858337112836
-152.06964074349094,762868.4882751927,553224.321238478,50000.953811971565,16141.372634588752,12599.510473224302,32231.134013931063,20022.50591101233,1625.819902626937,2789.860340176366,2607.3587353483163,0.0335548549130043
-276.3945603478853,794507.5760060756,634030.6901488706,72157.9473798897,15769.75883304945,8597.746582238848,30809.484436196144,27558.066858999337,2448.704327961359,2984.490565150541,2849.533064392495,0.0288374400134409
-175.0962946469023,762771.1238846233,675987.7351878567,55151.78905638556,16139.209310166538,4728.142510047236,30784.53925784931,28264.48240634508,1928.9154925874932,2988.9339584594773,2849.432102444068,0.0435823181299271
-266.05138727944416,768437.8948162234,670940.4541495546,64292.650121425606,16014.509446379292,5456.95494546584,31074.34107966858,25033.538395086583,2135.734367720798,3142.132849700518,2992.070159770738,0.030629012057648
-199.15221606748003,803108.4330633093,677959.5932251497,56748.76877168295,15595.049421036298,6355.85833452701,31381.70100185343,19724.56285593564,1941.977925779924,3128.5436436298314,2859.433091690973,0.0346661683516611
-167.70856440462825,778492.3887575072,669902.857813183,63372.18704268152,16004.965640064434,6011.294729117983,30554.93283288105,30604.334881918458,2303.915539672054,3002.4448134249888,2939.927243808265,0.0374149719973461
-225.2106901527698,828222.6209840977,586851.3276036514,56208.22558649528,15094.612219051724,13587.000866851846,31682.47215566754,29437.40127459244,1906.58173418219,2904.0547422071177,2673.324356303628,0.0344585618193609
-167.39917075102016,780626.9530436362,678454.5900798563,61938.1019241409,16168.056854649616,5281.113709342658,30425.059079021023,25319.20129649529,1939.018993782848,2968.5308363144263,2881.298681404058,0.0308752918730591
