ll,T_NDH,T_ND,T_LY,N_A,N_ND,N_Afr,N_Yor,N_Los,N_Nea,N_Den,p_S_D,p_H_N,p_N_Los
-42.65126820917909,783842.9340960959,647000.4942042127,50000.0000000072,16127.959561820382,7569.753058331065,30079.447751082284,32344.032445549143,1592.864955000633,2515.587878513353,2905.0769270334945,0.0152676955725525,0.0401617861581068,0.0212791589292664
-33.98938063269276,814750.8013355095,715256.1711035185,50000.10575736983,15771.436157594571,5041.634051023597,30840.995986159207,27335.71153653865,1562.4335347081822,2388.1348784015745,3072.0493672089906,0.0184252273306415,0.0514384135802818,0.0304166732630986
-28.46934721840602,793031.2852563912,711769.97796669,61915.12628166819,16130.653152992989,4059.1357038339656,29810.88546032368,32759.377444755628,1940.0173599110772,2357.800867634286,2971.4780290208537,0.0154518254985815,0.066402751891258,0.0185754643618388
-40.939141499567874,807911.6134391002,702289.7579557709,63042.7741150342,16129.996275444222,5160.728184466273,29513.18378735621,35764.90517097923,2178.8680741424414,2406.285928496905,3014.53733339504,0.0153197912313314,0.0692250300315441,0.0170396103626675
-25.59515067363355,814023.540105431,708005.6203666887,70936.27468660372,15718.48736261436,5323.502752365438,29788.131680093116,39244.01957309884,2379.826349641008,2577.31621806752,3021.6477199118167,0.0166703162201992,0.0441053744606464,0.0216990977372604
-22.41380058481123,799381.4937798458,699985.5102276534,59592.4655004758,16015.68061734374,5289.784968660331,29195.845794799767,55024.31670614622,2043.161052097544,2492.901883609529,3056.7175361268432,0.0218105903567286,0.0258905380518415,0.0179960632328385
-29.130944574310803,822747.5982528598,685206.2445113184,55914.28535862376,15708.609317163247,6503.66366501197,30619.768814754,26957.03815284862,1930.204666334504,2286.192902204486,3012.624542709773,0.018293527499773,0.0846808912855981,0.0213883560368208
-41.2132085251923,787015.2326554847,696137.321460562,54557.840772803305,16105.131606027342,4756.187306529369,29661.677548773438,33711.57865335375,1744.5555534042578,2463.614700152263,3022.9882383441504,0.0138212181656774,0.0478353309627762,0.0138445202806109
-28.196404071333703,809671.6980419218,703802.2558340888,56325.6273279879,15790.71882811178,5281.671580417431,29526.517869319458,46211.14007080376,1901.3190101157572,2525.812063199869,3005.851528782476,0.0253273465852488,0.0484879244497764,0.0252913539111802
-32.56770826015811,806779.5059893706,659867.3464176368,60345.74991221454,15738.917643096356,8174.354394166934,30680.251750138134,27957.455481445664,1916.8993552697525,2667.8151189238474,2851.6182429787427,0.0199645730104125,0.0250921318434636,0.0187961831264669
