ll,T_NDH,T_ND,T_LY,N_A,N_ND,N_Afr,N_Yor,N_Los,N_Nea,N_Den
-493.2188899564858,720031.3744230929,637767.4871856684,67254.12724038093,17208.14793040451,5524.191196891187,26919.301921755254,27137.303929973707,2447.8535451098546,2814.18687372174,2744.7534088966045
-520.679324854733,736215.4328798596,598893.346033759,50000.000000073545,16999.9609312646,7948.394791226764,29067.558877260253,20787.438402275253,1754.1478068497397,2879.1679677072266,2722.477103322282
-353.1056640491363,775293.7068370258,644789.9354675937,68266.33982848798,16340.083683343611,7949.502565480949,29271.22537562232,47438.34574735029,2415.558953198832,3010.273873716125,2817.4406304597933
-532.6688365289291,748278.4536844931,677205.645967475,56510.65371095299,16682.05758292385,4382.0003621333935,28813.58306453656,30812.84344217728,2144.123970354591,3145.2086514910925,2921.2087950911764
-570.5466110870111,783064.4531253983,694203.2016613929,67900.1203729658,16309.040583323793,5571.161781989048,29709.668794530306,25299.677669786757,2384.891253802876,3037.2283307805565,2986.6860598431244
-588.6790555334399,784878.2959154645,690888.717131371,50000.000001568704,16153.963555410875,5661.169343804379,30851.341858616724,16613.9299286438,1597.1429869181482,2924.21150508149,2987.0042596404464
-569.6545303731307,796245.4312051845,599368.09175462,54806.099168202025,15765.69213937349,11725.188864135202,31082.3477866594,32405.102298912894,1867.0165784047963,2903.900031138253,2716.949951854781
-639.932750057656,782015.4783095641,597433.2443806801,62137.97485421225,16251.391673684906,11599.45218822499,30619.56219269588,16079.01380480927,2135.2053938185268,2696.4047720597864,2706.0733338510186
-550.5251403444099,790598.2474096441,599529.5509843421,59565.431187299015,16010.987293779372,12195.523926156926,29686.39026748433,28643.893429638843,2014.6335549485248,2895.6039338537107,2738.7114523722653
-458.4583399616637,786907.5406323244,610255.0955449798,67320.47459470876,16236.715366109229,12135.977966826184,28945.31102115644,43897.736505537294,2480.308191735048,2889.1062263919744,2811.253233222614
-593.7527046376083,811569.6260291343,571851.5445203169,66193.72111296788,15592.29239738526,15652.431055260682,29598.88400927902,41271.2151268102,2440.930558661784,2857.4163753083794,2630.882084554416
-445.1854944549101,778284.216566273,694212.8577274435,66299.49702762261,16245.00453832139,5402.366815739074,30159.66619806715,32621.48349291536,2665.6347675975617,3028.1662733670687,2886.221506151612
-421.6631757560301,789384.77407876,606672.2092763796,51124.76878667437,15932.229058937835,13002.152903371609,31642.86863830136,20896.30358790119,1745.4126420593443,2808.6219934877777,2825.8857167857964
-529.0875526831803,803123.547962167,669680.192877768,62735.31438922829,15912.921632052568,7990.442094169059,29827.056535104275,43368.35304996677,2033.137671193108,3080.728590293058,2987.43745497431
-619.1853404684923,768216.779331716,679290.4935678854,59693.8038205511,16559.967079981696,5067.270001407043,28820.00646011812,32503.715571958823,1916.733755809514,3044.4011476454107,2890.9313124219534
-762.2835968529834,783823.5413713921,686253.9933538063,50000.00000007781,15964.121323906727,5835.246032831774,31745.62086076883,17423.22424977507,1608.0223814297829,3274.2733783388376,3027.749228595399
-392.2458270899013,768410.0639491514,594654.5901537661,50000.02990275482,16606.05765209081,10718.271908616776,30285.86341650583,16627.921981162868,1678.3793899629857,2824.694544668399,2769.9167456042987
-546.4326171280808,780302.0145105185,674992.9364877491,64422.89504288539,16109.550465634951,6465.490496855267,30464.100200938767,27608.220677142133,2189.466566052944,3051.8061270240023,2965.000003811142
-586.2327480901306,786911.8620197438,692784.3623992355,66903.62001652,15936.802519686593,5559.876908413239,30079.66766180348,33827.01046147357,2311.754512262211,3227.148314632563,2904.928460377553
-966.8227199363868,784488.7081825783,672900.6844429625,50000.00000000001,16054.524737239895,6300.667023387408,30140.87858278212,16958.58730256645,1684.1556445747865,2980.1122423946376,2891.747519326187
-500.05751995833566,772425.8724904488,615398.7481734677,72463.92853794906,16319.19387219043,9386.632258449446,29322.170848473,32790.668142154616,2402.400068011701,3021.274341617382,2856.652593756065
-769.0744942367271,781344.5644635367,605544.0397149465,68724.87062188271,16221.271023740132,11051.494961995037,29359.214889394378,35305.8193032342,2460.6199424954366,2841.0983012698634,2719.245083068377
-468.1149174215946,759463.2295992608,675923.9426991638,57561.55168621998,16544.84996321464,4905.873912960682,29338.83177931644,25517.954651985237,2062.880179563856,3074.7378890071377,2907.1782734177564
-482.14869282218257,758284.8626582975,594149.016938126,58979.07827431099,16755.92831361709,10460.309214005629,29736.170842490483,28260.29689763954,1816.1800226113912,2863.6653196239336,2725.085695345839
-572.0441627147429,744687.4214733867,685884.3794628237,69381.03735435524,16835.000119272827,3516.369433698253,28997.84275242652,20607.75853663441,2342.667226543628,2922.2373438140085,3024.8876137315374
-610.1297797131346,772157.671257381,679971.9057785698,80532.05453621765,16193.477379720607,5510.179338090559,28781.30440155574,33021.74944163836,2927.346781328364,3050.209842455497,2922.666476932304
-597.5238381591819,756082.8996227105,686605.128788459,54607.02959636949,16608.333152354866,3828.837606530518,29132.146358460377,29484.99671541037,1886.8666464482144,2975.9031222449453,2978.7658916438813
-632.3108453561238,823698.1178334479,689022.4007188663,87861.76904353093,15735.82013055043,7115.117229728064,28989.53005747457,32727.113394660373,3385.2858607478806,3001.060347564576,2949.199080755707
-740.0248194453849,767193.3721700397,690178.8741355832,60100.41573004715,16368.735058650333,4837.787045641748,30137.82786144296,21826.20415984186,1879.7069272679223,3087.305361176119,2941.641392835391
-479.53593548524736,811681.6011846912,650279.8675046045,57049.71677942904,15532.827268225994,9258.56371197945,31525.079411808663,21353.55315209008,1770.1870362768286,3001.823379468192,2895.360210940036
-709.8462782854426,798893.9450100845,648824.4583542021,82714.70720541368,16020.486882178013,9176.7244109747,28686.3757030047,207103.99182694656,2837.588930975008,2972.3376447270293,2911.4384657029013
-498.1387780729299,749689.4609106975,573944.6396789701,89354.53527678874,16743.72732434656,11473.732240412235,27663.3973919874,50093.69115298034,3418.858081781293,2751.9534852320653,2665.286001301773
-517.7546641109501,824355.1053342456,645219.605068623,71557.29359276606,15506.627105551304,10804.227052170816,29811.008062016062,29518.3659637311,2520.3321246545825,3020.614767525824,2743.4182324576896
-727.0454780474756,810199.103486737,711865.5005615109,59806.83991960124,15696.485054265104,5304.273578269561,32016.51304404569,19678.810409235968,2015.3113681696864,3143.4858136887324,2950.332745512512
-469.2404007854896,779303.7762247064,691655.6535377617,61050.5095810913,16187.715161678638,5329.33941739274,29672.63053322393,32778.14561607161,2226.946716663212,2911.885589078176,2982.48070778277
-469.1562343466242,846725.5539973808,610978.1348228082,82633.2314557864,15141.597987503796,13678.187777700796,29921.813621918453,36463.88319004603,3205.2749943956483,2827.7354708650005,2763.061118571265
-786.1108543002663,816631.348199449,647507.6385229329,50000.022850288224,15729.018734705169,10160.616908924048,30282.052409921063,26925.442520473527,1696.8509270676277,2963.2153052717595,2809.7598220395853
-701.3240571696247,786664.0516937814,676804.6316110196,83728.00138271342,16215.215037005502,6357.651021802158,28902.75439269529,35130.20904497581,2970.5211778415937,2882.617165353341,2921.5970873071888
-418.06492937946734,768618.6045836419,614345.0988869596,76538.01736176135,16344.59404255627,9897.398268168412,29260.33363333605,29298.037924383585,2721.681234519461,2872.100238192699,2809.792383761554
-743.9434677103382,848211.8467749077,614448.1508261109,57873.149198665706,14882.837751511754,13424.724726057522,32377.11819215555,30305.2364226508,1938.1538538249472,2872.5865845629355,2740.481272574036
-517.4352504122642,711077.5568069081,632538.2881998471,50000.000025697496,17667.380278610544,5083.286264717165,27866.78977139096,23939.99871474032,1726.0067198982722,2953.5348024020536,2839.362260296884
-432.8249981895592,740112.2356035112,588927.5951667933,50000.00033159236,16724.53507364853,9528.90231005029,30476.7832251248,23902.74390729209,1541.8606204952482,2794.998734633215,2788.1341608806406
-343.18412189121955,781671.5173322043,637073.0672762718,66735.47483769766,16217.946921494571,8495.197099456449,29761.88032661775,31253.083232856243,2163.0140587455166,2903.5431191102443,2882.664782430153
-635.148452385183,761476.8001452883,641654.5173087271,50000.010482491976,16498.18871949826,7010.006220303117,30297.679940702303,20964.376701423666,1653.0703200671892,3045.335930048492,2813.61687636872
-495.0811632655029,785078.287163646,694669.9705410295,58884.02607272872,16111.406186022392,5490.707977182229,29749.28915780973,32297.032480501697,2035.5362260854524,3063.406758421055,2966.524304409057
-650.4264445398824,774681.6642554925,602356.762209426,55253.29782563648,16324.2569808119,10191.135366662244,29955.898399455466,26383.766926059445,1740.8463018409302,2823.848612121747,2718.4893952448324
-393.00866259506313,788691.1020661085,605761.5667161443,75180.61636520793,16142.65259951556,10471.922548347056,29472.10229180434,24644.3094636075,2741.8827931630544,2970.1094091846176,2733.726648081676
-650.9862876757088,777443.4539279294,691592.2011156931,53633.852492763646,16049.929617132264,5354.539611928173,31209.632623128327,20684.626023917164,1854.466081774776,3051.16003667571,2872.2749357181806
-547.7425240561074,794458.0818089569,615627.9535166838,71357.22524997346,15828.529350197916,10480.022264028528,29988.35365328556,35998.77218131592,2562.451145936587,2806.030932485134,2740.6724258642016
-866.3693022347045,786314.2250936882,591551.4571160567,80159.88884714532,16041.189546639684,12826.055994289794,28656.92959541589,50807.910895271496,2872.3425815149326,2893.520528685011,2709.95962841076
-535.4188079424498,767977.1769056824,595664.8720097773,84995.08978102606,16559.251015940896,11232.519575106242,27625.034872095017,29002.61381075464,2970.2161051313296,2854.7560778130387,2705.4955619662837
-595.1205392166739,814419.954721146,645334.4856008367,50000.2800440316,15590.702255813923,10425.378854158183,31289.53509765763,20396.57124346947,1629.8140761084646,3000.699575397284,2858.040148956161
-514.6403523248044,823657.6458666795,644247.1204947334,77810.33499913939,15363.268933674266,10014.198278909606,28687.283218392608,53320.13911125786,2865.986442443666,2942.0898965657493,2847.9151865697063
-620.9376267829339,820445.2214604443,579675.0887581607,62689.00280865363,15510.11187722134,14598.541604098917,31142.518643153388,21262.044403889253,2022.3818589596572,2890.828488109307,2629.3699408204543
-699.5979554331323,811967.5976997087,593572.5127563261,54012.36911068852,15726.162165489211,12817.070022127977,31195.845409877576,19189.764598266807,1693.9374153285232,2796.126949536271,2679.1116060899867
-360.15835886830007,776114.433596524,678849.5977693923,63234.17675007501,16411.063249893847,6348.907880227976,29368.48771838619,24134.21653144198,2150.202101404464,3039.2784942615685,2958.174501666032
-568.9436071704895,785183.7559198808,702133.1312043335,63436.36950572567,16260.101258388842,4873.3092025876285,29382.431639580056,21462.37074459699,2175.645022979311,3120.2203579069483,3048.715143309156
-407.52958011968417,805105.9733769749,711017.7756729152,63364.28894504893,15949.83712364566,6038.469135992631,30366.801835783062,19263.605551385877,2165.547283803296,3037.969340795167,2983.851865819741
-529.4760502215581,798942.6565403201,555863.8311734567,72313.75663844585,15910.32923831601,16777.648037373106,29833.680063465872,25822.112567287357,2635.806181053104,2645.4157626508004,2674.1678395733
-496.04630204160816,798766.3417971908,587197.8118260981,81653.58204763425,15854.506670993287,12679.228801928622,29410.957249939314,42933.841314643934,3013.4907571858816,2724.738887346595,2806.5079340104603
-597.2100890146087,806895.0668185843,686426.0988424959,69016.09538416147,15509.783840542588,6752.2487019199525,30261.87653168364,23634.35611198101,2351.618239224915,3187.3177973487404,3024.4809548466787
-465.6564662109322,776129.0097944882,617826.507911077,52531.83354316654,16342.733539132045,9526.340387045017,30823.36494675652,19976.286378187066,1747.008841040007,2865.383599552851,2783.0389755045294
-827.6719851931688,785644.9892015123,685123.4311639653,50000.05132532591,16060.042116768438,5791.404375971664,30476.50984354715,25892.894900827872,1346.7116570808096,3017.036423017965,2958.327995184113
-578.2769169105425,742649.9211189923,652731.1052596332,61091.95324790549,16779.35619877978,5162.215844449896,29873.63606057795,19092.35091921308,2063.1512695006586,2949.3353338565626,2849.612124241373
-449.5218150261344,793465.0791776959,632512.8593995231,52947.546546471145,16003.176233112124,9611.238380443478,30367.11260285593,25636.6218620258,1716.7677139564512,2907.028305336752,2840.0773069875945
-459.4170940497063,810626.1526039039,635897.505070335,66856.46922415699,15904.524742217063,10849.320353860532,30282.714832644517,28730.80621342459,2326.8699593064007,3035.637004320152,2737.1719716922626
-651.0082941912542,807553.4924748485,678634.9064526964,59799.274840915896,15777.158749029975,7004.658040131534,30615.317205520936,33120.48981208802,2082.827954826076,2966.5868997222474,3009.007617431348
-505.9229139278061,782584.994531254,664374.0179542623,50000.00000001031,16183.520011941037,6923.58480390167,31774.39654442314,22626.31529515604,1517.770453469976,2822.3898530201845,2930.374763032325
-401.70906764618536,826898.551110184,679924.0941263039,65854.43328400416,15421.09718356933,8972.187186993475,31251.522138248954,21850.8614557974,2248.4320521322416,3110.6504697321243,2934.9571257071025
-537.239546845073,775418.5650519716,667470.1093778777,74206.30388737028,16042.429028940103,6444.694512392442,29505.9954824742,32156.037143640307,2591.18800358738,3078.618720699741,2896.495323254769
-397.3704801837839,751467.6890222995,688917.2970925221,61052.08122106534,16561.545288552683,3642.071194091663,30275.677657194334,20017.137408806848,2004.994539873068,3054.932896949715,2898.5692549897326
-601.0775989966852,804243.2671182516,593745.2582156982,82542.38868163602,15861.086338272476,12514.76792065731,29876.956681125503,27096.00915316044,2922.5236525172613,2743.690108145588,2714.175926471298
-609.3505348466533,772561.9392032588,610756.1235607682,79247.59860441115,16250.356213835536,10244.797863977306,28784.364094948734,25151.325503551903,3016.0510093712,2937.0271296091364,2695.5648844599546
-435.2347174231848,740414.3538145433,658076.6865359318,60149.69865642697,16786.63830629081,4944.47022755581,28812.00469182941,28197.48040531716,2135.557831771948,2886.3694955100723,2892.8222550368378
-668.3692569569203,772752.0079565542,654907.7611232711,50000.00000000658,16258.53662102755,7477.392296081432,30232.313326993404,15260.898796826588,1847.18946035174,2977.1088049599703,2870.707516222309
-750.1277913543937,771757.173948453,596588.0365007278,68846.51943606658,16400.052484757845,11163.739361148855,28961.982436349383,23814.553928074485,2425.946469307616,2789.6516900964048,2798.9104755735566
-706.6546366255409,787168.1878031126,681662.5708529849,52570.237948951646,16226.43638875274,5710.532032132089,30739.72822835313,17685.986526902616,1649.4793569737778,3136.327141980245,2858.6226918308
-726.1655779148787,804665.7507705985,695231.7838315439,65161.504070283234,15834.047364209937,6842.763283928994,31250.62530018581,29360.977774472554,2424.499289674145,3166.6400277044454,3040.478701308306
-651.756798575323,754810.6090741314,669234.8267471433,58237.69911078967,16693.1938204377,5115.756655661648,28973.778374544137,41537.53708541391,2016.8400636840247,3006.621105603906,2860.8780028215374
-531.9685356761379,782856.3246593031,666367.9244991837,59518.499398558175,16323.475662161709,6187.428512140833,30232.31727584064,23634.373704000507,2373.440886767516,3117.2920150587206,2874.854012276582
-658.3175921316717,733442.3921651104,648554.7927546658,54801.5877904292,17070.70315473665,5096.260689664332,29941.418911989596,33208.93011328304,2109.754389574304,2950.912604695602,2849.620770738647
-680.5535805214186,822270.7646471726,612404.5976125957,50492.17189943119,15436.013213617109,12193.714040038954,32134.78228862003,19923.249584622943,1518.7035354227148,2908.3446729218385,2767.2765984959246
-561.6285992558252,756885.0906694386,672672.0814258441,60021.041562081766,16715.181290657652,5133.038808715296,28762.65658661928,18765.603763011284,2107.560178061825,2989.112644288804,2894.06567466799
-580.7174242981112,736373.9949487672,657422.8530227945,56932.9978351516,16970.30300403396,4974.122544507399,28834.84332639904,21063.984206540998,2070.0134501851658,2936.2947802325853,2848.568054252686
-520.726556438229,749593.054590745,658912.292495282,57337.595335061385,16760.455522563974,5208.651554404824,28754.840137620824,23846.94029277656,2083.797991465528,2931.540332205124,2858.9968732277093
-556.8795564899497,790981.5867355388,622179.0394576116,50000.511009760514,16179.41578116198,10480.753781017402,31338.946201701507,22861.8143976228,1515.9965491638636,2931.5083647145893,2782.298983910225
-622.9138776256124,811112.5861732597,605356.5897858863,50000.085082129175,15717.253012652342,12323.826677074518,31169.570096971154,36787.48474588757,1759.9734232129883,2792.2641669198674,2785.502611067397
-541.2732818302654,787951.6770146923,637565.1553490385,57259.80928652271,15870.082924712771,10231.495323798028,30450.08442173668,23209.52658955185,2013.0111884043324,2876.8912284128405,2804.4355629455504
-611.3568243665011,763996.1521000492,644027.5151393857,76119.40450485871,16461.819550142736,7806.840161968613,28364.739100908824,33131.82877407452,2887.7278620904094,2944.327754368188,2886.917102664368
-698.0314331908082,790461.0863109396,659099.7782746158,50105.51553803084,15973.337682695204,8091.453927753428,30253.98788200415,20624.97940427912,1626.029868393769,2997.7394015699283,2842.223728377697
-748.3676032520459,713348.1216650591,634547.1773069337,56359.95752507814,17251.5510099131,5107.433351555425,27933.356159127696,43387.11657169215,1915.3670301941888,3117.8096967997944,2770.992954992721
-700.0258614164571,747146.2035134976,666628.4730261695,55769.619824053385,16676.331719135316,5093.8514048747365,29665.70589794633,24926.761295014585,2051.573070024438,3119.5788363298343,2934.0498562311936
-595.5319356616207,755291.7463937197,672960.5479819871,60444.70881035357,16728.33528322605,4923.3797033383125,29201.22979220269,26410.4869575642,2028.162074645204,3016.11356138107,2828.3710733796206
-563.7971692860667,748480.0754823552,669958.7013768537,63329.0484294146,16723.607001926786,4682.756447164387,28828.959700990537,21800.559337781197,2174.1624856521244,3014.1484214969546,2942.8852040269485
-765.937225957655,761315.2882797656,684458.8832976182,51731.75751330933,16574.126556990668,4751.021947701933,30195.22603446032,24240.314703961478,1685.152543376952,3131.9758558168514,2981.82723504953
-609.9608404786345,787355.8410877927,667578.8923640739,50000.00000002638,16189.072928058196,6866.895913909815,31261.98937960557,19495.64823439331,1642.1239801018992,2942.6238377001628,2905.677398025733
-555.1383162788093,814398.8660755367,711824.1442708739,57866.804954078296,15721.003612470602,5727.655208597973,30957.8854942007,28992.623554165853,1901.559293578356,3083.9131796282177,2939.9547598932
-643.4032871148097,748881.7989609258,664320.3054082074,60071.73531175325,16833.571456605336,5077.020874818738,28838.22845137713,20773.305326620997,2035.1333765046368,3000.676212603545,2904.425752448672
-632.3785064417698,805970.1380545272,572907.3116013543,50431.52416620878,15682.2380087259,14738.703687538537,30453.02050977908,31489.00991826907,1783.271264517438,2741.3996709759003,2653.8969879662955
-688.5838355224171,787744.5050463787,705325.2837102163,68985.39658611928,15993.621039399384,5339.23108515523,30502.2436577426,37096.60952013824,2513.77651226276,3239.3684184268063,2963.256254063788
-878.7224398828728,751051.2439836023,666998.1793105162,68748.56825858219,16664.361899194133,4902.7213696421295,29881.249383974788,20924.496782450104,2392.612939605452,3262.0479039917773,2872.2734698810614
-681.6692171315386,782478.1892229887,658348.3420526192,61224.45893634472,15967.091709518176,7358.642498907395,30665.561364939724,23437.858082113627,2208.4740844863118,2833.1246366345667,2988.2026651066926
-742.2123229606598,758628.4051712035,668785.0734711287,60323.83003315409,16517.130175722185,4999.778175806851,29520.77571356599,24023.22006139659,2060.899477214298,2963.008309038565,2993.803401927616
-560.0826057395794,802426.4352323763,610508.9718341685,66371.89078685165,15639.72835271742,11390.003222702628,30613.456459671743,25656.94452921678,2487.3362051717395,2988.3194786689,2744.8288765314223
-639.1244211063761,819420.2780691595,635369.9015508678,81294.94348265133,15749.77203503458,10729.21485093182,29752.058797354686,59019.42955414191,2869.2187707976464,2990.506252421819,2862.1098446429446
-430.30103480717537,779907.4607052904,681772.1037274431,60545.471258313,16343.530899217616,5932.309522560882,29959.85472149666,35413.53002785781,2025.9056207547776,3139.524260449305,2861.9731116891694
-642.7281635815797,766518.0416437373,685021.7696265765,56607.88890046798,16578.381588856064,4884.723981231143,29255.376049024824,25541.36222117026,2056.2195707506426,2945.5342902006714,2942.43898907694
-406.6416766238549,773114.8523499251,655129.0094239775,50000.05118288211,16250.935710414293,7058.914808773406,30735.070162503634,22270.914934480494,1533.5188423853974,2865.322433258096,2861.161728042854
-254.3920868725124,767154.0140234022,635932.855292628,60602.8392234723,16690.947753320448,8491.951099170466,29671.289333161338,17972.308259825913,2168.513997586765,2933.2216742532164,2840.3156190931
-468.26498832231664,811563.312574289,669646.163940129,74510.9136994494,15550.01992398834,8547.744661019855,29888.04549544052,23360.38929986831,3015.23533028767,3085.451813340739,2892.205310679952
-573.989639172699,772299.251759977,600295.6409590902,79073.54351205623,16194.90329651193,10429.496063556038,28804.7692021107,36361.67343125748,2885.277228495545,2969.394561430435,2800.981404777942
-516.1485391064318,745234.5447912837,614047.2166045589,50000.00000000001,16666.85481325666,8569.922867706598,30658.767032658045,19625.95493764147,1592.3880978180712,2882.587121143125,2786.050012503712
-487.3223598756468,775635.0477712754,668217.4057882597,71623.60650849837,16403.876980031826,6424.226494619434,29236.27287450301,24878.931542307477,2386.676146586277,3043.487448521844,2985.391435307334
-777.3573626437607,752818.6956486057,673039.3240404079,57177.84576251327,16777.40728246361,4924.8144383275285,28989.057618539908,36204.02466526875,2070.2165706262376,2906.761648937811,2847.1583568844526
-620.4164323222635,745680.4096119849,669342.0667698437,62133.605780078695,16709.897559493224,4992.084418442517,29396.58258524402,23564.221899674445,1981.20980849377,3062.49061805067,2981.0601095621105
-560.3638731460494,792056.3588549219,674760.6264078438,52576.94984300512,15951.526537592015,6703.000389008933,30415.0012097762,18014.32025777755,1731.321779340405,3078.828957812755,2876.5193437482003
-517.115252870909,786854.6863336205,680983.7528827346,61568.06148722163,16180.0263818225,6474.118034079734,29760.46494073592,27802.277569924165,2159.229563759877,2988.9193086343066,3003.6000331092937
-591.5077992537979,795070.0084863231,574845.77859462,57373.87363893683,15984.111967010986,14583.05814684057,29562.00931390956,29518.51494948546,1911.411667841156,2829.822997928216,2625.1067707356083
-461.10212560905376,797581.125673615,645310.8989826262,72623.25898607609,16203.714261297024,8739.266008192291,28902.840073972864,33763.928026724694,2351.146710983832,2854.0069490508317,2822.6870531515283
-624.6947871493228,772126.6906698197,686603.3604282843,60748.32364224665,16484.771252365856,5003.57104072032,28772.35994734367,25348.487360198546,2029.943135611005,2995.3060947194904,2912.9813338014064
-628.921246453491,756639.0530610362,584836.8593332493,50000.00105787816,16462.015280943928,10501.91670880219,30226.36953101,18043.01422462611,1552.126290276421,2818.6639396006053,2674.0222398554192
-460.1601048987876,829529.92709993,600587.518927816,69247.64416612592,15460.689008242194,13469.281790951249,30523.39504270043,29594.841693194743,2558.097567779985,2950.6519207357046,2761.84170039263
-573.1357209335713,789596.0669116726,709969.2252398668,65568.91060516487,16085.34803506168,4677.414691236097,30470.368043320017,20664.233477523776,2351.536146874095,3146.0143263039167,2921.5671499676387
-460.6504584862315,774168.4575349572,684453.3234820098,53043.71524697285,16391.939247447546,5160.093850740542,29923.822734641843,15511.158418901568,1791.9688156271088,3121.827106300564,2944.9513378106785
-489.2432447979746,752518.4728265879,656569.2868225165,64045.686054301055,16822.97984863002,6119.97439945269,28660.745868575075,79315.38633893571,2202.9467677254934,2927.9681515073994,2902.586554765004
-412.9616342315708,852488.3349332421,641111.5263904195,74408.0428274231,15035.903745192289,11824.623084991206,30183.08796211276,55609.07166867066,2634.2681693458217,3035.8925621698995,2749.1230586163783
-647.3181586672617,768811.2520960285,689938.3709904713,62288.47904215804,16453.221604590137,4500.267589574017,29019.63588305741,26346.05866039656,2406.356305900152,3041.4439997840523,2921.7569596741155
-527.6391099628594,787830.6873465672,588275.9200036338,50000.00000000862,16120.462446844922,12493.337963499836,30573.885565009667,22403.81944989377,1641.5532410287728,2747.0288387916835,2813.8175472356797
-443.5717549631681,804406.3407443219,632710.5084002764,55529.66751673312,15972.462884332104,10830.62221515998,31247.05533896923,25171.607981302725,1931.3581457223947,2999.167953902127,2856.6814830579733
-553.6329502082233,765127.2289708856,615345.9335301385,71406.6320062554,16689.659145053225,8829.925390347194,28276.913758101524,26901.899496035603,2762.035020435168,2884.320425232901,2768.305607787608
-400.8254892104377,760747.786099297,611038.0244969161,50000.00000126477,16288.987697667666,9620.965104037272,31221.057708203647,19169.28878237953,1737.1895176598186,2946.3718105913813,2753.1228422351764
-655.4388679224496,763409.3358040861,672838.4198084526,66780.71061508523,16306.324181235805,5424.89738690381,29428.664899928208,29732.497450990544,2094.0542063468224,3091.657421508148,3001.15987634926
-468.1377802508945,775128.7877730969,565842.5734631644,64253.65370488812,16617.00403512596,14726.211941921563,29147.95728486479,57648.25392839024,2196.3363793899503,2701.8913753609927,2649.489289733129
-441.9736170034208,743007.4359465109,594983.7419466157,54207.239859384106,17140.557857955573,9854.945606265212,29064.98996578376,21578.721516228743,1672.5229177947376,2902.082605965072,2737.7654463463814
-715.4260647939399,788939.2920457626,613204.5748140395,72344.21274326027,16071.214019479452,10187.351664828464,29643.101740797527,24427.204349089698,2597.330142782954,2787.843315925713,2743.955300795531
-522.5321577397417,754050.601225553,670889.3213867892,58405.39987269269,16682.143533643655,5076.426594660584,29165.685745436956,23402.7694866878,2032.9933771848637,3035.604804998647,2893.9082035463216
-481.7535311615914,817224.5820478266,643013.394264727,70908.98794418588,15628.21084259001,11154.045385428224,30908.80823529004,18089.436732206108,2469.616577540828,2972.14994218331,2811.900154472661
-668.692277808183,780307.8405405278,715778.6886010874,58971.22681986653,16195.645810014596,3592.097538120434,30410.702456854167,23099.716009557826,2114.2895693210435,3153.772170863121,2993.745102587935
-776.8899812666957,789656.9254270656,685016.0255096256,61593.830401584,15885.724182081056,5394.776104352996,31073.69236437714,30611.33862319604,2091.3034923223618,3256.525831850047,2956.357257185849
-340.2442486315633,763569.0426733206,675122.0558234024,50219.14611130129,16743.708863373216,5430.694799928773,30257.08242174359,23203.04980970069,1731.861515174262,3126.6482095315346,2926.579162440664
-524.1854779967796,768912.7204788319,620762.5578037986,63170.31190912649,16448.417522517313,9700.781839641691,28164.27140954201,49872.44650908742,2186.4300006464573,2963.7866361470365,2729.70510446588
-619.5821536460921,825233.0388407547,637810.1976228144,60586.82586877663,15503.42098877562,10373.193292820964,30601.045606372336,25513.690688954957,2139.1764838508016,2881.673141041353,2853.459079904728
-671.063725499723,748920.9940584595,669294.8473327743,50000.00000145271,16485.71572086083,4933.09986293241,29979.020513134987,24405.0844059746,1690.440179596461,3057.951138271078,3003.6436187555387
-601.7525546696731,811735.4883476053,727139.9766593119,54377.13484579757,15284.459486906591,5123.478729103542,31228.40952333814,25767.16621047741,1840.173639859367,3011.473312708369,3062.335071313232
-594.9750860420029,771914.6966760028,683750.6702350456,55150.25004155932,16238.733635892631,5142.206244057268,30078.61604970064,38634.40384952346,1861.077010888756,3223.273490221643,2938.4677328651846
-666.5479343532465,830703.7956439226,594797.1867305834,69239.28089267049,15414.518318934635,14663.498445566209,31216.442871213025,27640.23997501512,2377.4977752998198,2934.801838093691,2790.052807277934
-491.0162502654128,745162.1802138361,648272.0047248658,50000.00029996948,16878.04523757141,6125.108389556673,30126.756715097443,31121.826583176007,1727.5777642625476,2959.462586647377,2846.5419708458085
-569.4402313495343,735957.1105373856,657258.0966374094,59246.03991489989,17041.88315434144,5163.139326064452,28260.24134587298,24801.02754314278,2082.9309790670804,2883.123097349627,2841.026633242812
-834.9919248170268,771286.695668008,688970.0715994086,63797.8958968419,16385.149374659926,4875.413013543492,29784.19815048032,22919.470268368947,2088.0088958848382,2983.5844961223115,3028.773556696869
-795.4770622404976,821376.1496079401,670475.7982654523,59156.12075389557,15647.830107327754,8574.783777928538,30903.465448408744,29388.67040282101,1951.5350548804613,3143.5649048982477,2910.4376457952144
-443.0201063532692,790340.9243280147,692595.4013682008,61020.24347243513,16075.25356910077,5782.12312310462,28887.433511147952,29143.63317514568,2196.616963243827,2924.0224638178347,3020.9289079081304
-532.6902286601426,801454.0181879506,653563.4226508292,61267.73007499834,15819.855870941636,8805.514857406863,31407.912734783316,26445.13741683337,1933.390992881412,2962.38235681402,2869.173258772118
-558.3397454607955,765280.3042763177,641968.3855977685,50000.0000012884,16540.901765380106,6887.277655024296,31141.77572563264,20040.423921245045,1709.7991451146993,2952.0143496257315,2871.7957448706584
-714.0074303269474,759995.1649763456,674509.4483635671,58521.55918596974,16557.24288342821,5041.857775755933,28873.935245321776,23363.00191940052,2061.813733536791,2959.541096711127,3008.810312900982
