ll,T_NDH,T_ND,T_LY,N_A,N_ND,N_Afr,N_Yor,N_Los,N_Nea,N_Den
-677.9777096599903,788979.5353690658,645666.2975426759,81588.8170675917,15950.460200329711,8613.43887805358,29063.9183736957,38303.92785947328,3026.841168546417,2964.7641236762875,2816.2126455223465
-579.4038329163843,805862.2464657018,700958.8098790912,70169.94806845521,15825.827454999906,5905.784058646586,30125.518740178963,29002.047603032857,2472.102654687756,3237.904383732041,2967.603615653278
-593.5373355210327,807557.928816441,721834.0297117103,50372.08453706629,15850.009205957274,5122.2092024794965,31098.10614224784,24871.250823589893,1663.1502788339285,3026.295401871736,2941.519028726401
-699.8465756446825,819266.7441381193,715400.2205730575,72012.1681980621,15539.702577313825,5566.114413670508,30977.896373641324,33852.99361206958,2588.31331826979,3073.6320920709736,2964.328451333677
-605.0600494364801,775176.6851257714,569641.4747081466,87238.31690299587,16291.116040284202,13489.30823823548,30110.780688538314,28910.724031647773,3305.497862538277,2827.385314629046,2621.541066462677
-352.513504956933,764026.7506813649,611877.6203792309,64376.47476873962,16498.80210783818,9790.518952530534,29133.32706318372,25854.19083991919,2281.432128238657,2901.0571266552533,2737.7842222598456
-694.4109150438596,786070.5678997559,614427.6426259184,50000.00000113794,16032.610399579562,10694.023364632156,31504.33822025001,19482.79735422448,1603.6206045074855,2855.6361582404443,2827.6967722249838
-415.9311394178179,764052.1131797838,626594.4627980449,53506.000030006464,16542.07287442907,8493.259069246755,30311.84668309794,28660.939379189906,1762.5440036719942,2862.4966058011646,2888.4115099687256
-529.5410800785841,791448.7363110288,648672.9979955581,55469.90830390326,16132.13694769158,9053.88857942943,29536.47120068147,24575.55022885358,1807.1055938823936,3031.480119490613,2888.620057288544
-616.0866307542512,788007.3576028172,610738.8046181733,76623.43793230921,16189.2286886293,10961.252928149614,29636.783334275984,24128.416074686036,2728.702934190677,2873.0359881926884,2737.0104629382663
-793.3533190478257,798352.0791190501,599162.8949675866,56088.76343019573,15802.502217882326,12247.06014697964,30796.131463088128,22952.764284302084,1999.0405587155683,2963.3573065168066,2735.9743183315377
-636.5739023055245,757589.8384798754,645301.2144782892,50000.00002764003,16596.28498464275,7198.148345624598,30158.275312260997,21714.899688617395,1670.2176549522408,2963.8831946621085,2891.9912257234405
-674.8704994207426,805549.8552784513,612281.0056519089,69738.44045810353,15763.262722228124,11678.136799284395,29615.55151501469,39147.29103951391,2362.105160915219,2864.5773013353587,2796.0540341752617
-775.5932165378057,778390.4192567238,678983.9865869767,61434.56055925247,16404.86488635961,5707.77948318716,30855.45524056568,26763.297480985115,2214.23779992696,3101.252267316061,2880.14175701474
-719.9447222093453,799432.2904542112,688499.3193975788,63708.73934374954,15817.687283044415,6517.418304112391,29716.75954195855,27078.750620655414,2159.229004143465,3051.629072683845,2958.4696604674373
-567.416362851658,783729.2468992841,715599.2346259514,50370.72178925134,16075.480919172058,3803.683690479867,30956.45839690087,23055.64773167275,1814.594258659592,3115.798259980817,2950.3649124533586
-582.0905147213336,795958.7142119542,610463.5560242069,68787.05933105697,15959.71488241297,11322.25000243516,30624.341962941613,33194.16846085573,2585.5466709762904,2780.961402337327,2754.729236277891
-767.7760815599229,794390.6819642298,698837.7235014769,80996.35022415718,15792.777058720309,5531.391950160098,29528.741675019533,24849.698200066,3184.730458805053,2897.2662160890904,2951.1323561838344
-518.819698620103,783306.0070809791,572012.2008493006,55734.37645901056,16115.804240251577,14255.729303772834,30164.05425541825,37712.78006347333,1900.2524229537107,2789.164741093572,2694.093025237336
-600.6899129967055,786666.3916996474,695413.6744095772,57176.99611026956,16015.32768550867,5078.343763014117,31191.547413632103,28135.265014075758,1763.1899987967477,3069.699993848301,3018.360159991577
-705.657336262795,768229.2013801836,645027.1905837246,50000.0000001192,16296.92616882658,7670.054087318666,30286.215033232813,20813.59469801525,1497.196613453601,2975.8534930224296,2927.422283745827
-368.4380189884845,785843.9541684241,613330.126338203,62982.49760659848,16187.794438883346,10947.565856388232,29699.16421001593,24774.313743950843,2283.7061672230343,2799.635696254816,2781.090425656052
-624.8751148728361,774792.1075268603,684078.0025132999,90136.51887238587,16251.4050716343,5602.42866345309,28416.610445634906,40237.28623184431,3415.374451266707,2970.85772000749,2863.9874862721053
-509.1855880900988,718425.5035062195,639704.6349448811,57832.46882503773,17233.917276302695,5057.7982572283145,28642.118869784437,25506.370451319533,1997.2632134770784,2961.4828539791115,2780.091566907317
-570.6017619092886,777830.0298332615,601603.3767372033,75451.09272018884,16187.707519839596,10871.947853949514,29446.691977151608,28473.60895789929,2589.394200429284,2836.742993326264,2770.982918780423
-706.9193718464951,760045.500515552,678862.9991274152,62747.48534262698,16583.891206099757,4708.020793804623,30162.53175509018,21149.139289960727,2195.223136598433,3059.8389452929805,3062.9694669748465
-743.8035106416639,780115.4105865201,669123.6217423987,73713.84632204533,16311.04328424413,6321.964536259589,29818.14999793499,39723.35199194845,2872.328099959458,3210.8604679082973,2938.6674908456675
-621.6586574698442,771473.9885377184,600090.12154517,52411.34494362796,16422.969143331356,10774.94908103276,30781.402828290276,17062.946095868352,1618.151873644976,2993.581916013388,2682.4383896869813
-707.2285104430279,806046.6610431101,628254.814248169,77226.48893547538,15589.142803974057,11249.438614717064,29684.6042628978,37422.72255323739,2754.5664837916897,2949.0879268539707,2849.8621245156924
-751.8843608129251,818112.0125573077,591739.4142604169,50832.60711793742,15391.718513250273,14360.1429250462,31254.63873875991,32622.1868736005,1905.363937181051,2796.3960884368707,2731.856923424681
-516.3419301852089,776964.224411261,629399.9097755816,50000.00000004184,16125.090465662968,9260.909525459876,30660.786047241163,21090.02236731432,1649.6362398615506,2955.999211529065,2786.1416819141077
-730.0875371020111,758143.6220193639,685854.2652499089,50000.00046449903,16597.87624962607,4321.5468450176495,30173.71996893251,22918.724161191512,1677.76670972408,3069.139795077446,2958.97417377184
-635.3453868125282,819349.0244020198,633971.6383544509,65790.66897836975,15307.165699431627,11729.994445454102,31227.598576930468,30857.92917702046,2348.441065339236,3035.5827659507827,2833.481731765345
-600.6039595392375,773639.6142485505,596555.3509931227,68515.46670372221,16345.389688212706,11038.853274932117,30008.955073037992,33829.7305238154,2347.106488351696,2789.5163025632014,2829.428945838249
-649.9835225041418,798663.3555494921,696289.8031108449,71542.23250791694,15945.63164317942,5806.455748225,30208.857313769957,25579.249728695224,2333.532971498729,2925.3641772734395,3074.075385188575
-488.4948626005076,779045.6126555192,651228.4262146399,80798.34703449583,16239.868952216768,7568.712846112029,28312.069158111983,50171.92244555169,3177.367731892705,2960.163899294186,2901.902529961328
-409.3142312796328,795098.1845176615,602499.0992274778,50473.70905457196,16047.910539194632,11420.906004244878,30430.967902402663,31956.75055739016,1629.6868319604996,2781.841804863649,2707.7933301584503
-535.61242782503,813196.4883120335,626106.7476753236,57723.036830594094,15893.389015772736,11378.410237005506,30206.500529533605,50720.5107695395,1905.8526514144728,2769.956235045893,2821.383026213401
-547.0934601586755,792440.7741493388,611297.5150647366,59726.91884639616,15971.57006125212,11887.765051885328,30223.371468447043,25772.9757721797,2039.6678862811805,2862.07885640279,2826.056481733923
-627.4733028202281,751965.5478924367,640005.8745568481,50000.00002735439,16729.128509755872,6861.538798931254,30243.517447141938,22258.84463370378,1485.4078671500674,2933.667888586484,2848.6537019769667
-875.6888820748908,851546.7885825194,644905.0631579963,94468.38497947456,15114.218390474496,11362.241190572764,29903.075487612557,34098.336186407294,3447.737074653469,2952.632046115926,2917.050393254548
-741.9840429915,803013.6295939354,704235.0081117935,55793.39552697491,15773.130115858652,5671.730236350175,31788.17975599748,23455.175105543058,1906.929301861186,3236.320773492629,2996.8239842992725
-596.0383713647052,801604.6290778567,628387.971533824,74634.79761866231,15893.040389051204,10157.77479182014,29386.65338923356,27480.92256672624,2736.40023736494,2868.374297917539,2797.836577983064
-643.8131467924933,747708.4785262223,674690.3501611655,60721.92716923764,16781.412664252035,5004.695043599631,29192.687443529063,18888.145859386503,2101.8167781916045,3020.998390102274,2883.742928834094
-640.691760800142,787904.7095793553,614334.4842460243,63865.422988926985,15996.582813055991,10910.611782710215,29814.91279009832,30741.231460764597,2188.7080733350635,2962.195626329786,2756.481837425253
-574.7365798111928,767517.3364359186,606197.6295186711,73834.30864219663,16359.988605757197,10972.70916576713,28406.049260739816,41296.47948479884,2685.1440898812507,2821.4025748511726,2858.5940917462863
-724.1146206376116,758881.1280033858,607266.2106259622,58703.479182922136,16611.527337898715,9128.49134880987,29228.865692415824,19973.85028152387,1833.513108951224,2786.9886463778903,2906.7184936331714
-532.1537266949612,801407.913286518,639548.5937396751,57371.62446040867,16030.775977317751,10619.87219938024,30024.838056725897,20721.425268621664,1846.0552997607613,2918.748199409186,2899.921087386205
-836.6318554668069,746440.6564243517,667959.3940869323,58486.409575575606,16893.426332308067,4788.460369465096,29511.384855447453,24674.65000851321,2319.107096250723,3091.343165236818,3006.4187114643787
-452.4920861804139,714145.8129330543,637121.007105629,58926.18715939488,17312.34813525003,5153.423534321646,28052.260632655594,36673.49657367106,2043.302232308549,2869.8335571944776,2836.296428411189
-775.1853171499965,811912.1004729482,711360.278988742,53893.40102463104,15628.386536434233,5672.560390071472,31053.748313679494,23822.14934060948,1937.9435182946304,3217.8994572603924,3043.79282454249
-631.2173873731961,755613.533062719,668352.2108401419,53400.12649798291,16693.144848601572,5401.396260491069,30124.92622529034,20159.45991728477,1741.5983089553922,3086.2405618948305,2920.455770297427
-760.3641330746636,805403.1047733683,630159.590017856,57642.41408803735,15724.607929587808,11155.00225934225,30596.22899268461,31813.11399217676,2055.182041532616,2882.822281058187,2901.911870798318
-475.451545538627,748607.2620525353,663741.0841078792,50000.00068377971,16741.5128036059,5324.010121088,29413.091722289497,23345.483945939137,1643.9525511647091,2942.8345473020267,2918.991366156457
-522.8978423295736,752636.2838693487,573893.3870004462,50000.00000002452,16610.264748054058,10643.461475494249,29763.529398247378,38033.09726259827,1752.885768646138,2796.544434897427,2658.907199318588
-625.2570218618514,816422.1086784784,633915.8772737639,87362.3479609617,15846.454940818689,11099.562418322694,30425.675920611448,33763.912649419275,3239.793265085209,2884.045709169582,2747.9999269268237
-650.2147205742126,794764.7899907646,580960.2544855161,69076.57939874851,15783.762068198292,13628.513748357838,30500.10511517741,31763.948841797905,2334.1715816529595,2721.61896526358,2616.0988564076497
-472.8298314330934,756074.3010663537,649675.2573605607,67779.85697169427,16858.149242218802,6429.143878756847,28182.627969858404,55612.34978875543,2166.698708337329,2885.8571803513523,2877.9603274575898
-435.9462119190748,764089.593915844,595811.8920637331,55053.11691304504,16567.578384105174,10901.973782673447,29583.03747969357,18068.496105886326,1803.3947404943665,2836.581954528452,2704.499342223653
-417.525622277046,810117.2113713552,623058.0303932072,73891.62901362736,15676.648965814798,12821.062751084191,30006.724345274863,23331.75130870876,2633.4620483000463,2968.7733502516053,2866.3735408767225
-380.5554541813903,756125.0537685693,680077.5017008516,50000.54767963254,16817.490552040417,4323.539131568833,29922.816868997168,18152.718599033225,1546.564964105031,3100.394036912556,2854.013879521888
-697.7167164894569,731727.6653869184,654280.1666863322,61620.87534787397,16758.022634676294,4987.648727865444,28504.043632458124,27404.12819413765,1993.4333393326456,3036.2122153116134,2811.364089003188
-568.3422214247332,751309.2776633129,701707.3357692834,74456.9244568897,16729.105834401467,2842.518851009205,28276.040578275584,33706.132646924845,2743.568473037425,3067.533512988747,2952.226646929388
-674.3950968561567,765009.839486148,680753.2133336907,54205.91742923749,16777.371909864458,5260.3945768857375,29577.204034883274,42393.314403289005,1885.2352170933316,3026.9547174130366,2939.975360081245
-448.9572392679255,816256.5607966179,686033.6200801836,62689.83469034098,15511.571943549292,7913.318378309458,30487.478531809207,35638.7324859283,2438.1526246913604,3100.5436341160025,2962.547576746647
-597.4105161340585,778774.7793439819,548340.5146094392,55828.01369197947,16221.585636353951,15032.144614590094,30339.224405848032,40821.635241237855,1731.168208642334,2622.2353148684742,2599.5277760136705
-565.8928799354845,805204.902671638,584764.3547000979,54820.66119533044,15950.647535620896,14698.05715145795,30415.074777089547,25569.972413036077,1745.061665883875,2801.6068410283588,2700.412855146225
-588.6071699268999,799894.1680155208,663005.1431324221,70808.74213966614,15976.969941160838,7832.14428460602,29510.01172722561,32025.682419693803,2514.4850522276515,3029.2597598968555,2886.3206113598003
-490.9781090733221,797028.4387227583,619175.5387018871,58015.58702899898,15855.032124975574,11009.383770772192,30853.02199728973,29180.211241006728,1955.2224585674116,2963.1182033442974,2807.141728163856
-617.9044066031229,714341.5163770639,666488.0276984065,57829.93706983906,17270.68029966795,2967.671926610398,26794.660474968507,999999.949577428,1814.5057832827115,3012.3746978963063,2920.826140927229
-444.3443905154717,800958.1407898652,725820.0259617734,68256.68231231217,15932.117320002131,4340.155251526844,31038.325978548823,29434.616456442454,2404.1750195085297,3182.180057155124,3072.235719759096
-596.6483647107508,805471.0722633636,620648.3701171621,63434.21869963844,15929.51047561486,11910.658395935614,29133.94010631132,35935.620718317834,2038.8874462636425,3057.011747572393,2757.547862408881
-498.78468065051504,782612.3491775262,638848.8645109367,50000.00000006662,16257.526771727802,8589.045547053684,30892.541939304672,22365.217530552887,1495.9531087707965,2955.156681646773,2866.350831119614
-532.3579545698581,823510.4225426622,608999.9173644788,54801.87697948531,15613.95611430919,12892.143544686358,31448.600054982475,20014.309303912723,1749.9151380764092,2896.883524620127,2763.3608700017835
-743.7252730423687,815447.2492685087,572623.9393879474,64762.57511824479,15564.14124095096,14998.578976935769,30960.453403500407,29782.01012428841,2173.3654448205743,2781.159839330682,2750.771798722172
-651.1308504827316,802391.9181939069,685263.7471003078,50000.00000010375,15651.673166741057,6431.772117421287,31450.71883077904,20124.6721627898,1607.44182277973,3108.458510213728,2900.109690827648
-628.0010490074743,794443.9485272989,682703.4278645176,67772.2934659436,16056.731574830155,6782.1149426020265,29515.34260317694,41562.57870707848,2481.583077050868,3143.357019619859,2952.467767410255
-751.516707439452,803037.587492628,695356.0720956654,66448.55911536487,15949.853364491371,5822.79702296007,30652.70980995759,33799.696202209765,2426.867835941165,3044.4031266189245,2966.784912760641
-527.1050283552051,801268.0943376808,611388.7961126548,69272.44892671816,15969.023025122093,11950.85557631595,30485.463805601838,22452.62288576779,2611.4787528404268,2813.4805200546634,2811.645024814365
-442.7300335454173,743908.1914912123,620122.11045271,98559.7967334847,16874.9897531663,8651.577435945428,26988.394955645977,32040.014522454152,3736.717426385969,2923.8630161303904,2799.890066146605
-619.8671916453111,772748.5540185721,665889.6335159929,88691.36718266933,16302.03213475616,6835.684964828765,28532.67255114064,38662.712799542525,3161.911742369801,3072.0983197087016,2978.488821104418
-852.1020749752606,787057.0631799969,601300.9732904371,65361.02156573097,16095.13824479306,11359.015008797276,30858.47325202326,21790.597489937205,2353.7441339594234,2808.846942877115,2747.7291659800226
-621.205777632701,794864.5636213896,648376.6243673807,90716.3392256358,15988.90119081813,8854.121271349492,28720.78408955204,55164.73837018285,3249.822974445631,2963.0583301036527,2771.065608638836
-519.5152415539354,759320.2992890518,669870.6197930668,56642.689962482495,16536.06572838134,4981.745305541229,29201.310360758147,17708.013806498064,2027.599524457272,3005.0248301829947,2892.221492931812
-500.1188340764657,728928.6056296432,648944.6816112858,62021.13678500082,17196.092790376264,5065.561130250553,27444.728597600864,20512.006500654064,1993.214901392662,2934.090174712271,2902.4415928810613
-619.4580319281131,745007.0051264811,660897.1669957768,59559.28751023013,16770.895515103122,5037.994164081377,28694.7706215007,23896.42643711473,2065.04134537972,2895.7476607325734,2937.341860835245
-868.1089307565774,746436.0350567842,657016.0092308606,62712.39519113437,16747.6449753131,5167.55797589401,29839.32240813698,20114.25416769243,2044.707505349232,3123.929020280519,2959.061702124369
-478.98822583500936,791052.5518346744,579823.6681105345,69761.14432752482,16061.365520030951,12282.123127300678,29795.2157532861,31662.42519335428,2525.3334588052567,2820.03158395882,2745.726391362251
-794.7592787577257,784196.1203722239,576934.7490183311,63278.512044117335,16049.247040874548,12557.703073759054,29198.2177575966,32255.291792603824,2264.489583645092,2740.6707331222447,2666.994587343959
-662.5117831420138,746014.7967798465,659985.2825922954,58307.59671775711,16715.23006245877,5005.685256140418,29973.1434907168,18398.6118091372,2142.9367182165047,2938.8251154357613,2839.869279919346
-577.9698974938682,779980.826390726,568016.5740523594,62226.54151997329,15936.503815857017,13139.290254693076,30402.236215416997,28118.603204575604,2122.119754411987,2708.2331683728794,2693.933004647405
-659.131037238121,774608.282969996,630071.6712726235,50000.000000011554,16130.675006235128,8864.141113722448,31071.84536405206,20318.857450241787,1374.0910767721823,2890.8695943328594,2844.6488052424897
-516.1198643823486,799762.7623084486,645052.6697979684,56967.15408715344,15887.428111452848,8743.641233384116,30968.683937310903,18124.781953312297,1811.3945391839748,2959.9531656559766,2844.0339284093075
-421.6133684483905,757431.248526679,669848.0780451102,62919.66721503978,16512.437142693416,5396.935116253366,29235.999217073622,27775.027834157823,2192.313963104836,3093.9219787407937,2891.388413928678
-663.1211584438904,721930.4206953747,634869.6792074047,58284.55636210032,17052.50104292068,5168.319612648706,28751.045288759928,23014.19717413843,2032.9860153378995,3011.2903963043063,2813.9066076147496
-805.5158213843009,724295.5788584693,639163.1680872547,59468.73914820654,17103.041103327316,5118.838722458895,28332.51819816233,39273.76492970614,1975.0327347648604,2970.4969479239503,2843.904959425642
-762.2288483734495,758283.162728481,669092.5888620501,57950.00705878079,16484.60573038395,5197.450647431446,29368.54971080564,25935.59956012613,2023.790597284972,3010.8180340312097,2958.148832930969
-659.6811633055288,743402.2974690369,659032.6212519807,60576.3472431096,16567.422812677072,5104.857416727243,29364.243377886636,38568.07033026493,1995.9393667024533,2919.242105115158,2901.672810806376
-490.0423467407038,832991.4051501071,554141.7079326385,63626.21693220594,15298.1625380457,17469.523185505037,31328.24194664593,33518.3211698798,2155.536193761804,2667.0280295896678,2602.1819503330757
-414.2065997241159,761254.1274413553,677577.5589909805,60176.50538793801,16831.814835271394,5180.507479531699,28547.868117928298,36979.06747688818,2005.9226392021917,3023.2048551845646,2879.0769925919467
-711.6557500754537,766492.4628059054,678684.1748344309,64310.5528471062,16178.214513760298,5664.250836370842,30427.20438036456,36938.4478546734,2097.2863493028653,3139.710749537808,2917.4927052418843
-729.1054547729557,744498.7470881746,658067.1794080287,60127.25838443273,16860.32852751296,5119.322582921053,30017.24903817923,26292.795166126987,1950.0551458881912,2946.138244028396,2967.1149555395727
-611.7289398013004,797678.6505158101,657226.0563237137,50000.41421668296,16198.143155986852,8511.579734661635,30288.54977918723,26666.96140977518,1633.8927039758184,2964.7239195400434,2827.592615767661
-628.1817816452134,786123.4769619289,612515.2004977897,62272.17566140037,16028.406944295932,10670.127672421442,30127.274151279005,31163.87829085818,2166.380741304044,2730.136459780647,2814.188042313756
-430.1237692822693,744287.1860366898,641204.0931154265,78661.82593021181,16984.773053849123,6582.852743869667,28122.732478537127,40501.588407373936,2947.407759008116,2883.5313951042026,2914.158456257518
-575.2509404384493,782005.6432582538,558704.3926366637,101730.62210883996,16097.113140737154,13587.013595287162,27955.34975590259,46939.17049478692,3410.527806736517,2682.0690603958355,2641.755303385745
-540.8194975694112,750655.3387788882,668870.0397482675,59981.52405788516,16701.62708767624,5141.788389380503,28695.29478717366,24131.81556607685,1979.4965439694008,2939.0531821969475,2977.2161724811176
-777.0689272768093,750115.6919069939,657997.2924116446,57320.08186368707,16938.0922461099,5173.533658436219,28346.54590955154,40934.95061780667,2028.7788505762144,2950.5392200336946,2897.5159566674743
-483.0463589254033,791245.9231689366,617207.4859401423,50000.00000026948,16171.875047584916,10418.336122388013,30887.264663785336,17027.710248244613,1735.143241946917,2919.1563589582934,2733.401032588617
-469.0036130816622,754601.2870389639,666877.9494505391,68787.42726567405,16660.266181998944,5647.033764074324,28647.715272775666,36630.57432037555,2292.6477174234765,3057.976898880664,2905.0328349012784
-393.91304057092185,773854.948620865,636498.9003495349,80726.35236296468,16482.655649899003,7698.957103617692,28594.042832963987,48075.71294398783,2790.534952190761,2791.9851457030754,2829.0600838297864
-433.9072567524193,765474.4553593949,673626.2210815661,63750.97032342561,16357.448663783787,5618.791951878397,30020.15370737287,19855.89590472148,2208.913894051817,2944.381991029361,2898.115424062696
-614.4311377406482,759874.6041297191,610932.6469119753,50000.01460338047,16584.001189060687,9041.703823236629,29854.636023505293,21828.591658958823,1556.6080668871496,2905.6349950027507,2588.778182944784
-735.6011124254246,808276.8104161746,651958.4451918937,50000.35541242892,15806.524613963647,8920.289754667718,31313.78990173323,23656.69489769071,1784.543752369817,3085.3569111427078,2776.7446995206674
-572.1336836810576,775471.3017601189,660146.8235203208,50000.000000001695,16567.951328799063,6977.2810840276425,28879.93753940488,25836.373015451805,1730.6855214485754,2979.138374982819,2793.634804153867
-692.3407144839105,751618.6072849907,602888.2420599787,50000.81741863481,16659.389095494018,9914.55362226379,29623.708731691862,24970.56558118317,1681.3850366587883,2896.798954342658,2761.510371726592
-698.2072608290473,810969.7885058376,631437.2856627076,50000.10466955707,15693.51408996858,10378.082320030277,30963.971377920945,23688.808129346493,1525.6955532841985,2878.5664949823263,2810.2129740621963
-787.7102767703814,830804.450820978,641305.6060818384,53666.46562617914,15450.77224577926,10842.07057329798,31403.491721213275,22039.466036133603,1770.2836857030477,2925.644261031748,2845.447796848241
-510.4882926753944,791406.1827522453,582263.2528914665,69665.59703470524,15987.868246606604,13579.2095928048,30725.61772623941,22438.81463741366,2552.230099499202,2885.127771155508,2677.1087695134684
-520.9417265090012,773103.815878601,653554.7831209842,62220.61314981445,16185.972277325392,6617.427674307677,30178.1880102332,21959.22290141719,2268.956437514236,2981.8616203901083,2967.518202577556
-624.2091084168342,810983.620386063,618197.4786554542,74797.67881414847,15500.353339368572,11216.522394547415,29969.67466613424,20238.087222466736,2712.336418101991,2857.457481980908,2751.4329676586563
-623.3424134901836,806610.1475237764,576779.0213401379,67032.49932838927,15854.17645075664,13951.784689026215,31013.468076190136,36795.56519743688,2160.865654722863,2766.4811785387533,2708.858273928608
-451.78607625033175,783572.0807702318,695816.950928538,74844.26008107413,16140.167499918982,5424.021855636551,29167.583737816178,28618.109519120288,2624.032099816008,3231.333589830709,3035.7546158929053
-486.3859288263351,772913.4021412827,685654.2330845417,59240.18180118211,16413.47298300717,5073.603175921084,29516.599414790464,32245.167899850658,1937.562709224268,3087.931003508354,2960.372542295986
-640.2418314567511,801635.5731449447,636522.2653595706,56624.405885886736,15784.152179896895,9692.371413608042,30373.92488553295,24316.998206660108,1924.665131325193,2859.8143041594944,2794.0748821190223
-641.7520493272139,728219.2399997668,643228.7578321913,59409.16260812782,17094.633692923304,4901.44785735324,29054.45608661492,32516.567005529098,1950.923638867614,2967.2355175799426,2838.3048864206603
-462.5450738344754,790000.1847834071,644817.6008790104,63035.29494742616,15904.63912577488,8957.078852106863,30140.953584702413,53653.2334726738,2256.883128962311,2992.756905970203,2795.591136757357
-613.984901384759,774927.4645939453,617664.504200233,79440.05612133013,16218.545450134185,9012.502154904863,29124.698276580875,28510.347979645638,2779.0660747095926,2880.9681842621576,2781.3563435050123
-650.1511435696375,824733.8759890688,635684.7850690346,65157.19409655583,15342.601158055984,10578.843678603658,30590.21473164769,45422.6715557863,2245.916472775154,2923.8775364006838,2895.135725254734
-532.7113071513592,817569.387687848,661261.2779070542,80951.1883394523,15712.0436802873,9101.900598040424,29552.988610798908,26746.269620117877,2725.784771184589,2920.2658653717936,2859.738605864604
-289.5626146129081,787913.2936680118,691472.9780843097,63636.62195085312,16123.998761991788,6130.647739000777,30292.89117575544,29351.157836834405,2371.6877836273798,3086.5439711580125,3014.849416200087
-555.5772626255523,807090.9558999188,611023.7904846615,85135.47099707274,15608.661757482045,12214.31265226438,30290.50296486454,24306.57086275481,3204.470906565863,2796.567263137588,2785.083587281838
-623.453865507596,796653.7510034101,673042.1996396742,50000.85223874193,15788.764637292214,7290.767937124034,31415.88040496656,16681.608301649172,1656.5288667256489,2934.963811292922,2888.817349683636
-633.209877196739,805494.6471336382,618874.5181900068,71322.54981423469,15805.129698747663,9890.006919546322,30447.843336782506,26920.8514832478,2600.4784581406443,2858.4045305338395,2856.311689405244
-651.4826696773214,790703.0884665714,619956.9242064605,81041.6459381491,15952.439508091978,10808.779904772624,29007.31954277358,31065.12048007069,3354.7527499519565,2904.19525941894,2852.888914182497
-733.276226440903,826202.0254176955,608655.8353824441,52528.06375603359,15327.904617621352,13027.072098345016,31712.610896104983,21956.178374187613,1786.1663709407178,2955.357841315379,2719.87142983984
-519.9267888144827,771503.3369228648,568987.1673642341,50000.00000012053,16355.077629565594,13413.597094807186,29764.84123819537,23485.00675125933,1549.463808154821,2760.9214292284423,2747.5492829669643
-474.91339169437697,743127.9242049998,600612.9645809721,61786.50270627256,16944.58147632973,9279.19868590395,28728.144016422702,34243.771237039124,2115.3981490722413,2804.8376868340506,2714.6394509115557
-659.8710295585695,771654.9453088143,583041.3535757443,61796.39938728287,16274.497120323396,12477.32515320492,30834.24789777285,26941.533510580404,2091.4221181739035,2841.48529570309,2724.933236598296
-480.76696644734295,784624.7753678748,670437.1743957135,50000.0000473091,16181.324051831049,6960.77973227364,30822.282280434774,19000.80932449835,1585.1699395892658,2944.016488908458,2903.5461892196545
-650.4643704834166,766846.5618001327,573281.5656459213,68042.09374396264,16476.87223052728,12246.915565666415,30058.72622473613,24622.03994097212,2376.9012338812104,2868.9503879580425,2718.9646439294
-710.3273182848816,778312.463279085,696294.6424359961,59644.96729953987,16241.414095159982,4758.182146522537,30474.60845023129,24970.408767789093,2093.888164847852,3185.1381154649507,3000.3535383814938
-571.7874395763307,763766.0613285685,669688.0778745995,50000.00000010019,16677.548305010398,5674.013286181151,29294.39128160467,24890.62779651679,1569.5504535467303,3052.3768714162293,2974.0697861127164
-602.4229022464408,809717.8116135974,718685.6334275679,70402.24352185425,15695.921783656024,4754.464182209927,30166.280031006765,28258.547444943084,2463.2040843701884,3124.4340238223954,2994.292040116711
-459.0197786386126,789696.5586599717,721342.313132319,55981.0586334419,16140.92076028763,3954.237596131097,30018.26756004073,21696.80992925369,1837.122372870052,3207.9309096867464,2968.545345491599
-638.397847078128,780823.3469363219,651281.4925066887,81913.99714796984,16114.953831379464,7932.467002945739,28402.03510189952,68695.37521517416,2852.442381291254,3108.9751276856555,2779.887582790709
-493.1830772049309,807219.3530939333,673575.7361600498,72847.96703992336,15774.187545393668,7645.743862611481,30087.97328145293,26667.468164885173,2523.667459601484,3037.597381934024,2918.816124109211
-404.4763633112135,797088.8647227617,589192.746630176,61978.866231050255,15881.452090250405,13694.638912600816,29945.52861880184,32195.726824289708,2152.5186349694973,2790.958570262356,2825.444135231528
-456.08266074605547,752829.5775657283,571484.5815267311,63024.85754246618,16585.072386064756,11608.248711570768,29439.8835316598,33001.16590592747,2266.016467827405,2702.8570360718018,2693.7062688956235
-430.8260367072715,799914.7678920984,699647.6243168374,50847.86305296199,15768.12161083907,5732.0227745066495,30929.505139110697,22708.766626920067,1543.5445815867467,3114.4403783102525,2945.705959027
-743.3666890678535,763180.8998772738,679716.076474372,60808.84029570462,16597.15024418477,4779.364147848339,29181.00506281161,27408.493452844992,2209.119646439497,2984.080899992948,2834.9542511434474
-472.3061251807861,801566.6177424095,608779.970733805,51099.394178884126,15940.514596934489,11555.63973340529,30317.97117253978,27284.118012406725,1630.1222371613046,2828.633548579073,2726.9337520609715
-500.4794833861853,786869.1093507912,618917.8555749559,82940.50627794178,16045.727931439313,10794.806078764388,28694.781439831524,35790.86440219164,3134.489402057097,2904.094034609773,2892.4318089228545
-469.0037338469263,760467.4629073079,648374.5068338673,50000.00000017737,16677.11542019568,6624.350062629629,30033.83602266547,22879.86473620706,1650.842966388959,3017.6646922684886,2939.233903633423
