ll,T_NDH,T_ND,T_LY,N_A,N_ND,N_Afr,N_Yor,N_Los,N_Nea,N_Den,p_S_D,p_N_Los
-74.0645857386069,799989.3713543267,653486.4251425804,58185.35068849373,15633.95737349948,7610.453059378686,32024.654404096127,28931.614338075684,2078.2959095224,3102.654764673938,2807.868355442028,0.0330389321662288,0.0190274866811394
-81.47588811037024,844870.5434170524,686894.4353316685,61831.28197434792,14739.763966137463,7934.230450895737,32607.88965024901,30218.811501147946,2122.5401619518025,3075.825626502315,3008.045699773828,0.0326491847255694,0.023985952775579
-87.21138309039489,798767.0391878875,684698.3378294831,53897.32570071404,15674.012614419327,5725.098826327795,31613.740260788996,51183.6023231623,1761.4457829489647,3004.8064378809977,2897.2194622712664,0.0348079922783439,0.0204221468856362
-73.5050093343728,813184.2573407486,628515.711795444,58416.269469932544,15475.404783462714,9116.849580329086,31483.07649532191,28323.8923029862,1914.9364483191357,2907.5870778915564,2816.450361384312,0.0387160794210318,0.0209996302754348
-48.99388051073784,787620.5289471867,644995.5986870177,68925.1217659774,16096.615248454777,7279.594212325463,29073.50525410945,51066.57104033933,2319.485793621864,3004.588997488651,2888.491489708032,0.0303929441980374,0.0233751743959998
-49.65682296509583,778494.2970890338,686194.5079088382,50000.00000000418,16031.047398866627,4967.413657103117,30913.859200228453,30976.06159005549,1518.787298273353,3092.321057209402,2926.46239834379,0.0269785489366158,0.0178915068508846
-56.87114853548475,789573.2320937369,681125.9592372418,76478.64773496226,15927.28937816827,5845.097678402434,29196.435375011974,54346.22852522446,2436.219457198296,3128.9902358239974,2915.051550603944,0.0294578439969041,0.0258383585335927
-40.48942078294651,799363.5488165594,666394.9730937786,53170.91891104754,15644.639276619168,7498.0429797785555,30859.155307308727,24800.502337703303,1813.1309259211755,3057.5702540774496,2809.9084315342243,0.0255764780648328,0.0169264920691965
-78.17694836629357,825751.9905572885,673825.4772511242,51804.41129881491,15311.440144475204,7606.134729999652,31671.996586496392,24704.26794293648,1708.5058497474072,3045.202144397583,2906.72933027384,0.0287633012632363,0.0179083152895068
-65.60923329800113,840551.5250268711,706496.2211119403,60251.82817904812,15059.517329668051,6541.495477287753,31896.06456771589,43334.98584032538,1889.4646328499048,3154.904676125028,2968.7812418030194,0.0332018431534005,0.0255595759038918
