ll,T_NDH,T_ND,T_LY,N_A,N_ND,N_Afr,N_Yor,N_Los,N_Nea,N_Den,p_S_D,p_N_Los
-82.84125923944123,809466.0321496215,668364.1305529767,58444.73334795527,15418.643834489174,7021.282874512709,32159.967889762615,26663.638230984823,2028.5415372083448,3053.959729145799,2845.7604048425337,0.034108410466145,0.0182035819911251
-61.95797250771166,772371.6629622546,641781.2178493859,66900.86076782372,16221.12984907169,7154.236017086625,29296.81143350276,40689.85434384384,2262.1845859936857,2997.69867346283,2828.675471712081,0.0254267605953346,0.0259731051097521
-59.01453405563248,788199.3956243657,621980.7956113071,52531.48399513974,15893.661210819351,8287.205794837204,31185.986112424715,27018.594486268,1817.8907159950609,3082.984699885906,2831.7690099634096,0.0400067594427079,0.0150627084250489
-36.05987634850105,782284.8472675811,572003.4522053248,56568.84913160165,15900.294843708556,11687.47331221124,30719.676126053837,27017.70998334305,1889.8021165499567,2818.299400330817,2767.82973042862,0.030038336861676,0.0208351277691433
-82.98578977716016,801870.5591009215,636470.4982811894,50851.07940704641,15696.107233143402,8710.338643020295,31980.05173343177,30806.17554070533,1636.7937461129638,2975.2950509693487,2794.4796780276897,0.0261833652524912,0.0121391176365566
-106.27037252573336,798506.4935202396,689265.2421570946,59872.90140381407,15737.742503719472,5297.314316051371,30779.85691171159,26537.05357790518,2003.1272011362328,3124.216232685802,2877.1280049579086,0.0368010484333396,0.0095563012073114
-78.20472559192322,803107.478620493,650140.3095308834,52017.887464246094,15699.117570825449,7862.907103047767,31246.445331342544,34176.510283764364,1640.4067196624865,2961.6160346599145,2881.319226400464,0.0270712620486507,0.0252944333094567
-46.49519023377654,815701.0574741095,552619.172982144,67366.89231831442,15413.949232060151,14929.37031992698,31612.926563906945,31525.03758434426,2298.370195448602,2789.734951850324,2627.153768639883,0.0333162753494215,0.0154520791283201
-82.39718394344395,823513.0241964988,675448.1461201763,50000.00002793739,15324.200612587772,7311.648730393688,32333.37376440096,33167.46475986209,1515.178363047376,2985.2223797376664,2934.2501739082504,0.034807455266847,0.0244945741240232
-58.87495084384253,787206.1327276155,682680.6408832934,65616.94380273856,15931.715771264133,5333.400752629549,30782.620162765765,26290.17273229744,2141.565416128625,3202.212741126374,2930.350837976353,0.0341959083075021,0.0219214409685942
-72.14698786101614,797391.1032353432,643622.163917575,64930.1715379012,15875.848910926,8218.620712610345,30700.15385290465,29873.005583584567,2211.263671380371,3097.18046196242,2844.949687004158,0.0305321084715682,0.0314590241662139
-80.12448915247164,818970.5573041806,670721.6166685318,69977.7198064816,15415.12959505987,7581.212887388176,30630.857031969877,30506.18389998693,2445.192738394768,3083.261639292256,2860.729581499482,0.0247624874886931,0.022722557168903
-72.01320583064998,788859.3831202283,564661.7949812851,65172.01127646687,15962.843883111504,12009.39774335407,30615.268508478646,29701.64335967033,2277.702534699708,2763.781893007766,2686.403533463182,0.0356917308898513,0.0161718777900531
-57.75435945136443,793783.040978459,625225.6225425513,64221.03665058366,15946.369495617166,9509.237240176462,29623.031569204777,35576.78795589381,2344.918449888878,2926.9535403390714,2735.3062399720275,0.022582494674358,0.0169286746523734
-98.3156414061967,829668.650843693,597999.1659684357,68663.86593279442,15145.567084733522,12036.757527542695,31090.385136349963,42926.24685150374,2352.213874206888,2972.621193657314,2694.548766675924,0.0393374851407894,0.0230460438537421
-77.76242757141395,828736.2777768243,647428.2018467002,61308.87988921918,15214.92113001253,9195.384949660483,31292.857374882333,30440.04747252868,2106.8555302890254,2870.8602352075814,2811.7663316440166,0.0323554553995438,0.0233512375056992
-70.65762349771467,816695.7231934572,651606.7167854132,62107.6960395544,15430.81186297488,8809.19519090422,30654.503330768977,35205.44398672932,2057.8668629876024,2930.1343049290663,2864.822752852715,0.0354364378750872,0.017679284488584
-50.674166816735664,788051.2276944076,649029.7682009727,73134.7337236192,15857.789823133113,7667.102096127644,29534.13471237279,39250.0451290838,2591.660223998394,3014.363461967815,2781.0621252903447,0.0374524471338802,0.0206930906146973
-62.04467310570264,822312.3396291661,660753.2574088977,61554.75223603993,15379.369425100283,8448.553353632122,31081.014998496878,34912.37822275324,2016.8749908520465,3167.996209841766,2819.914657590252,0.0318444588675432,0.0208063106746164
-56.1105325312201,790189.0999272956,552797.2908233907,52765.45564319239,15943.90918187694,13630.028059856464,30573.39059643172,76464.53295378096,1669.6551475119593,2700.164331373881,2621.570656944487,0.0348280577376594,0.0196044076567807
-94.00754085179348,790868.7646470078,681074.6357481624,62227.2469290436,15711.1073789936,5422.81102720272,30754.374941300877,39638.82085500656,2002.7503902200865,3072.040008367055,2945.7651862061857,0.0387933326995402,0.0174789825415968
-51.931045845941824,769628.4882823305,614644.0436658897,64577.53783302638,16234.767351826877,9003.625612168207,30569.63222214681,25233.0961533836,2079.0200133331005,2944.972322846611,2721.5309330270065,0.0328018386714352,0.0240157881298813
-68.54417376086752,782916.572167737,636323.3924239815,63768.57813865639,16041.033150291272,8279.07830669129,30287.174571261065,29675.460598088077,2146.0414024785946,3007.807829679762,2788.948467955672,0.0244814430194446,0.0157030035000622
-64.10779049625046,752270.8286007326,635887.1666821775,50000.01222632839,16340.914310352346,6576.684801051034,30697.493069112734,23682.952278920453,1565.6337968295425,2960.3145711286684,2858.4610615228225,0.0326420853409125,0.0228926352174129
-63.95900727342553,799049.0926615008,632719.7229272961,51560.05124575129,15689.800859151945,9123.424652958936,31760.63687700054,35762.88836059796,1658.267306646184,2932.7746050195256,2872.89318332192,0.0280389202797529,0.0166533016092401
-92.32251605221998,802350.1728824592,650515.6912458602,58169.689785293136,15757.59644468089,8471.04296751783,29887.93954766669,29678.53974298744,1866.534362689862,3045.7164275396203,2875.5384370447664,0.0250096900642225,0.0177616733402944
-74.64465995497443,808645.7498438989,624108.7863437494,59679.75271905628,15815.800026796083,10054.998386668542,31134.577114727585,21954.19571291422,1940.653677238625,2954.094110097691,2770.1603172088667,0.025042415779691,0.027987221294568
-65.08238321585313,820471.4259874099,648483.2175123524,66782.17207402394,15382.799765805865,9296.535969193455,30900.80531242412,35498.18288698639,2343.1331321521907,3090.8825532915093,2872.8572278413744,0.0287285076807507,0.0301199801562845
-72.02058425320516,754639.8541297575,653019.6269593546,66474.3670057727,16405.018234103056,5866.626089504539,29245.208237921684,34715.425654052124,2215.778926918914,3029.043737399873,2884.5473539514296,0.0320734839926268,0.023926703553702
-60.16749837399345,807153.8598957964,594760.879505443,64338.220846756376,15548.957966548363,10949.224320513327,30043.78041732228,50680.5282533871,2238.412277386956,2807.5293474333894,2762.266695883154,0.0380815700548108,0.0187729334309537
-85.5982175321608,795701.5049991201,687829.0006615766,54563.8732839051,15741.623246205389,5342.517341789246,31791.136098700208,22252.97961695249,1789.0784850118102,3147.905355269669,2883.285369879544,0.0465276806986263,0.0121104173667423
-76.61873150718316,799250.3954857192,690485.6806860232,63466.16455414345,15685.832298477411,5673.949292825248,29794.429251910373,29035.13140803887,2174.78075777093,3130.193024368772,2945.429803896106,0.0352693062223375,0.019866398037333
-82.18062453387009,798301.5075142027,723666.2217998616,64713.58315996594,15759.425566562471,3771.618279430452,30498.89912874695,37001.1210703644,2233.004166713636,3148.6272188796947,2933.155443943892,0.0221951442468769,0.0292858111104293
-103.29303799452688,798189.4890306606,634960.6997973669,57426.12308611714,15782.073739517726,8752.276690983144,31075.595577697164,33379.75736577493,1968.708363301831,2884.0195835077143,2784.735020213651,0.0306320967979068,0.0142116115254797
-92.3962503232752,814589.266337026,698682.0130501275,84291.21119923829,15323.468946699964,5976.50003737759,30175.0781719399,32256.080576258584,3050.743263079898,2946.338312878761,2921.3376332431,0.029009495073776,0.0221190188002364
-85.22547772205637,769694.2280008654,636545.2045206712,50000.00000000001,16109.760807064877,7668.65690935163,30613.93404463528,33107.05814555819,1611.7334265089078,3017.3480125199594,2848.378740698464,0.0303967422062272,0.0182611454094082
-85.67000709454118,801595.5085083891,680787.8916950193,62844.31826083889,15677.165340681497,5844.204445449315,30890.211273944176,30864.624562703764,2026.6566563158124,3059.8243304247417,2881.781804248664,0.0376724954171883,0.0165081734330358
-76.36409364753797,816758.2237277412,636141.9320738344,64387.13785845927,15347.06822951308,9876.25646137101,31438.72915614288,42513.61960496427,1941.9671795727368,3019.8788896635992,2852.4413664646668,0.0399685768223335,0.0280446773437866
-56.4769755315691,797335.4705478175,641770.1295676132,55017.4174228069,15937.6460813412,9004.091257606986,30226.10964641146,31163.226717552905,1833.555299060296,2896.8715100445306,2852.356398113961,0.0193485905976561,0.0184940685341621
-88.33663537306523,779145.425972331,667292.0973090458,78790.97214578708,16092.41678108176,6164.606349788504,29027.265649085897,40730.00565513686,2811.325283344864,3065.567447336284,2793.8729834949218,0.0313009211266252,0.0178646029575022
-65.22841628282706,755841.684019193,663701.6632200864,51329.55188966666,16465.084048558907,5128.3768833311415,30585.01355844584,26178.47087037153,1684.0187543520528,3029.2792670656,2848.67679540603,0.03436146007141,0.0107111965467522
-59.84550232861598,776605.6249274752,650369.6841951301,71491.51970606616,16157.314708156198,7198.293121507836,29229.49002173121,30922.81853413972,2487.566570763453,3001.249974675514,2863.0349530307376,0.0334533639356392,0.0245729844491623
-78.2336742659312,804661.3322889695,623153.9506738787,68767.2695166107,15795.59807040763,9579.952263973084,30832.8006588861,28618.01781300005,2386.9395434987177,2937.5719914396723,2878.296895013608,0.029748582859242,0.0183115951320346
-62.02843241644612,810572.0343875717,590488.7455576712,69294.75305648206,15456.982290892414,11574.939780024471,31460.27532806889,30840.336063422317,2622.88385901218,3055.335952370041,2764.553022308677,0.0381665157665722,0.0156382759655407
-58.769630361993975,786540.7557988875,640857.4556913511,50000.00114697222,16000.670178588796,8008.759213887507,31131.61299476153,21803.981682737453,1557.27332190889,3144.7885154947594,2792.819424938004,0.0304260301768808,0.0236488552413408
-54.84242715348822,823680.1961415308,650385.7291848777,67868.448816559,15282.324345390702,9671.58201870554,31214.43888551762,32637.967052251577,2264.660961406596,3107.7373947683523,2863.355412457576,0.0308421356647944,0.0269420911131899
-66.89405402847572,774968.3275957275,625428.5722793342,55942.8590592764,15972.301244242768,8311.37617682534,30112.63501666473,37365.59300538034,1933.7658312542392,2958.4797044992697,2828.582086734703,0.0388944716234456,0.0141787850814345
-56.2045344045922,807965.3888586652,631790.2823462407,55240.42561356445,15499.812135070297,9599.898379016382,31603.162604057863,28330.382803133823,1814.960785502572,3008.7905002050243,2795.9786591383145,0.0275785046052643,0.0186008145869585
-109.73463313270862,759200.902715066,708823.6805769703,56027.23692047157,16290.678701575767,2642.140278833508,30604.876021014683,27889.76046193949,1924.6830694035525,3091.020682793668,2957.867832258685,0.0418283427698877,0.0142892773510183
-79.43712036112719,831394.1009485837,644716.4888317,65268.4250804832,14924.164685394811,9669.254321304656,31801.89182879698,34712.64390924029,2294.0538027572816,3084.5841279643064,2840.6868207194448,0.0323088305585214,0.0142418265075099
-51.548438559403394,779549.0576279112,612756.2460067648,64465.74366797788,16120.34952310736,9104.939630056102,30303.41087761952,34135.50607005394,2120.3700745260376,2829.661086955969,2830.658503067788,0.0267442195601141,0.020840393051064
-74.16702338451589,796258.3337033959,681262.4004130405,64147.89858730324,15820.17563657668,5677.098571982442,30936.017182496907,25856.16383046376,1977.8625574708235,3007.589151181255,3011.6779604963167,0.0348570931740785,0.0225373589719445
-63.33735737604363,790299.2256310516,622004.2109842064,57389.05110908793,15974.185769693337,9040.95784417185,29618.18580402282,39330.02188399315,2063.289717445287,2926.6637567412977,2794.405235368321,0.024524195308201,0.0201551214204082
-58.95755113151847,820357.4331141684,600412.297787333,62488.67271155377,15506.338044164364,11833.90341582812,30879.015367036434,42808.294126353874,2002.59775729036,2804.7531920566403,2710.861497688348,0.0261901209669511,0.0174792017261495
-59.892569876921385,805862.4156506166,626772.1757665178,59048.906465952605,15779.483949528025,9962.568148168237,30113.54004873368,76155.07624681514,1928.165203257654,2801.3741078456496,2808.761586790171,0.0292639205144104,0.0222863334836888
-67.17502464449127,800333.5231488519,618917.1185393808,58349.22958548161,15631.5231450571,10402.992995822182,31061.95160574707,31889.9132693662,2033.1627325884965,2924.331527746983,2817.42507061497,0.0294366209761707,0.0198208378516836
-69.43733095486016,764567.0512464761,628932.0170333072,50000.00000000018,16427.500156060134,7429.278631794254,30064.36367935316,32982.48633823883,1593.091307139811,2906.826373961412,2766.8419440001944,0.0242408237096632,0.0250859766134625
-53.26953352098507,842128.410178865,677877.6692787859,91134.41553683992,15011.380566498989,7843.099639519017,30551.37209389405,32587.51573372821,3198.824592250306,3031.244225035962,2943.78190921433,0.0408550653554969,0.0135821390831355
-72.77972149639294,780509.3566300741,668421.2749267409,72952.08534201288,16043.618222472356,5806.700474740338,29916.94753029107,31190.91827609092,2655.837931403535,3176.9078572778963,2816.868872088393,0.0393045384307757,0.0166971648125092
-80.75302981792053,800539.4356395403,654325.7469857367,64972.751972874285,15678.532764985344,7707.050706305494,30156.075932661497,29681.195650323487,2229.189797418327,2943.887773201102,2834.4551549387543,0.029953954627483,0.0192549707076748
-52.05376838480037,794260.1296813971,722808.887496567,50000.03453405449,15982.5099129895,3789.883031204374,30740.13759050546,18465.442737540245,1629.536835421369,3172.965083713546,3003.899833650012,0.0349699845598419,0.0232891228634047
-51.96802822721499,807361.963671194,648753.8716712178,63674.13760787301,15550.597057682122,8759.073538817496,30728.900883469945,33082.407611957395,2111.216758564018,3078.523355193915,2818.440607275203,0.0350165439298348,0.0270947541651595
-46.329739313981335,767713.581735644,597670.5217495579,70300.47322811055,16194.40692085781,10437.185508513106,28840.59635842709,71977.09483861743,2537.476851387984,2884.3159612622558,2831.1156013044297,0.0319482482079156,0.0199010363849093
-38.42325887417418,792814.7452235034,584378.912970702,74509.58813396502,15849.365969168746,11056.46145120908,30056.08420782376,31793.544055339305,2581.8851190535,2855.7433450991166,2767.408715853271,0.041516376503735,0.0205989692616487
-49.83625270397589,817885.224534279,655820.7832564319,61480.20288689969,15638.34613330134,8677.63521095728,30788.212529923152,25255.19410744394,1961.9348150323365,2941.73020138291,2900.112532757985,0.0311859517502728,0.0289359950975991
-70.13641854288622,770516.3085511164,644476.301846421,63831.658338364265,16290.875430271028,6768.152450767424,30234.960107895186,34693.68526570565,2327.31237772361,3072.072070723575,2890.1892917874766,0.0418579055977463,0.0190950021480658
-66.62952061123293,737337.1039172065,666703.3968379663,65168.618101657565,16719.453478926465,4040.845829274173,28669.27673713391,41070.60403929518,2222.513656258938,3160.514627752489,2869.516303137939,0.035617525693719,0.0190956117980274
-84.18678425319901,806214.8179692837,713682.0314507096,64915.371034231,15485.63323335336,4857.886646124526,30836.96722418621,41991.71585762128,2346.628439629581,3330.9773085685392,2950.246692868061,0.0333912438049249,0.0240740132188552
-64.18609821973381,788436.8077090458,669136.6086398739,63775.7219340211,15903.17691870916,6290.450999598502,30740.67051257395,26042.36753361291,2111.2648510272,3160.448801013986,2859.655512397062,0.0366841658830381,0.0232117888148727
-62.73602245606733,798389.576203057,645194.3118845079,60227.73512108945,15692.769051976877,8299.194964036482,30258.962521769343,48752.65237578111,2153.3883746518068,3095.4169634821337,2867.451410058694,0.0346648689779575,0.0226370713740581
-74.34232846815213,790734.964337242,663148.2629099516,59256.933577221,15780.351886883473,6928.5353230829205,30992.34923196892,33576.43486236767,2018.982980357664,3024.408572902698,2927.089925596746,0.0292472452236708,0.0184011287736093
-46.249273712020965,787158.8307877096,640025.113969034,60802.82442760517,15972.675163289388,7456.065011602917,30996.83110901119,45664.81981755192,1964.170470944607,2955.802899091708,2836.014896565433,0.0326630413114517,0.023246069666779
-68.18702236118722,778514.9099515333,682913.5877059649,55116.796235384674,16221.79994918464,5031.843731732339,31454.569171864925,24120.1011636714,1748.2006595316884,2995.6847065581896,2851.3355036955395,0.0415210501421409,0.0173444310624142
-54.860978411625375,779742.8295705909,614548.702655813,50007.57036813428,15967.023408605026,9204.909044482663,31494.799006323512,26366.8725629252,1597.13053459824,2831.191782222554,2711.7128664393013,0.0299975432651892,0.0200532097401809
-70.4066590379598,757642.8578849562,636518.2309655959,69071.9642281682,16521.938378118277,6848.662605569746,28885.302970278382,48796.65224218368,2227.3053161807525,2886.492664705921,2836.8134811643217,0.0258769831512382,0.0150344749921663
-59.93280774632435,781400.2224397026,621879.5275801485,57116.30535339634,16191.8507099349,9109.099946763114,30173.310837205125,21661.400811639887,1828.082323448584,2963.1137424820654,2807.595854846601,0.0265473759138648,0.0197632853335953
-60.52257391733876,813298.6894054286,623135.5541787649,64935.09287240745,15410.129594438544,11631.807259408832,31218.858911346266,22343.37575250427,2145.111882385933,3041.778030547013,2836.1589598526334,0.0311334944591696,0.0120656750125437
-71.52347307233548,773324.1258174301,692303.6265383727,50000.00007461197,16365.84626379483,4166.577570061757,30439.30479033662,21823.01766874065,1539.001759066274,3159.2349869695145,2853.47216388541,0.0231762640221427,0.0157257363786374
-72.81935332994637,779203.9298779219,622182.9274948721,64903.4266666512,15959.169601097208,9383.458157972202,29558.72792256329,36568.68112171547,2098.943041443081,2983.845699655486,2706.4886822311582,0.0265749064125814,0.0265294510552451
-86.87117112242899,785484.1252752745,703051.6063474509,76985.49744724152,15890.885798915062,4019.8047096147375,29948.892053003012,40730.605582059296,2674.23594864866,3128.7765494789587,2919.0442590123203,0.0327041755403873,0.0208395541108562
-79.5140326961626,791561.0418878747,652090.8443411851,55160.608890755626,16105.055230630123,7845.247944237853,30515.681793393847,42783.786937327975,1848.241732726324,3045.1077930933648,2845.660115815981,0.0273913640916062,0.0268935925945542
-44.39248485338018,808864.3478841364,675685.2538747834,55825.54226190556,15555.079107326224,7120.894049417872,30495.53704703966,37198.52579305226,1988.1073980637384,3109.9911411027074,2957.637877731218,0.021671386102955,0.0226938319698432
-61.52073683955885,799791.1866484217,572163.4902612192,61041.16683031736,15715.339731446453,12529.705601336407,30955.100567700767,38565.92589761108,1846.2259416075365,2751.7229676827383,2680.2025605146578,0.0317284908768376,0.0190936740142849
-59.71820734013496,811487.820507064,628330.301607394,52971.52704408595,15655.380870440418,10288.654257387285,30907.02249220799,31530.25463857,1709.4321535270062,2921.978487619441,2793.160204765038,0.0271991976702982,0.0205027025662804
-58.84145385823099,795956.4575612363,692192.1742080715,64619.8887771186,15956.707322120434,5284.460497167261,29653.829264487576,41073.46732641505,2202.460312028586,3072.7456604671065,2935.5988106496584,0.0248478809138456,0.0222334136745982
-76.4358488997437,772633.2435699113,636988.4650260381,63181.42585191271,16099.258628774449,7390.271309911931,30579.264628921905,34977.91680230041,2133.455253364127,3027.4698750263856,2804.382427964865,0.0307288308245124,0.0143191932149647
-101.78819302217492,796338.6582522368,656230.7281672176,63805.40295760799,15705.004948744132,7494.332047037608,29478.85895037213,999999.999119692,2197.112147368032,3056.353197629402,2858.1491219287163,0.0319840985120825,0.0186784258135136
-67.50082441996442,781998.4884182415,725232.0031428019,59679.68322389877,16052.891380480029,2972.7267915483108,30644.824767484697,30141.73931801317,1979.750811719938,3247.6229212545086,2990.5468350040337,0.0306067517037396,0.0126856282191601
-45.9368611894009,812038.319688849,620917.4011588673,59210.50049418657,15514.857064751615,10633.83360060984,30605.87009777449,26700.859101719445,1871.6356196713327,3040.0541845379566,2768.008750475465,0.0412315983550992,0.0071190195491293
-72.9956630339673,786001.5951812563,655876.8719701644,50000.000000059066,15998.68064492707,6825.79606785229,31223.669660743515,32067.827749781587,1513.6214168923311,2995.541155553083,2893.170394559468,0.0325644501093516,0.0171961556326269
-69.47635445192104,806090.8948340468,614240.1022416619,75234.94386869163,15687.956954047862,10287.71553379532,30099.446411157744,43212.21161360336,2463.8256915214884,2984.6122711962485,2787.447678632588,0.0273602877385619,0.0232978843447852
-51.76521298646861,788818.4811026955,635651.2051433125,56601.85318558361,15865.148168649172,7975.946738096255,30074.796680807183,29750.915523211315,1792.22100530724,3029.308409714404,2872.59570481214,0.0375229706406997,0.0207085701676854
-88.63059453862375,826690.9466995755,636350.4493646822,60115.26914589141,15126.156146514131,9613.677667143553,31941.64069908371,28256.049936468997,1946.890743993754,3084.578855505548,2770.462269976821,0.0290948212091922,0.0202100159867682
-87.77259494940144,785893.7499417044,677202.2591082875,58357.81718286032,16058.98708532348,5908.724902817099,29746.7034783442,46487.4878310139,1962.9451094419337,3117.664377955989,2884.9869132051917,0.0323015580456116,0.0246135120742529
-73.15225058420798,803581.0440569388,671521.7904345177,70853.45748813223,15755.742503540185,6601.068526750152,30239.769508578225,49685.08114797246,2530.4813980890785,3073.803078375047,2896.9363776626665,0.0338465542561899,0.0205385317360086
-50.16165221147735,768744.9359563165,609022.7802349074,72549.48538747376,16355.412011663064,8982.464574194875,29431.417023847003,28269.66554519315,2654.457061925774,2888.3021854555345,2782.3520829130857,0.0256652313427661,0.0204530953881204
-62.69646965604095,757013.7267948106,626192.1968274266,106706.3433072929,16543.87504713737,7693.047288387906,27137.30847533192,37107.430067158464,3890.085631988005,3008.090084309691,2791.116363635785,0.0245982514337502,0.0205591240188959
-42.424567552019234,813062.5838857692,629761.516434494,69152.74098557694,15475.46777613605,9931.49635322252,30960.017288778818,34359.827617947456,2322.301139417201,3046.845906368451,2849.389347594831,0.0325082864856157,0.0218887364659747
-75.62989382933208,785859.9826832609,633357.7846737544,50040.206358430296,15942.76530728518,8238.337017179101,31217.219813956734,24910.014965331167,1654.2647664042656,2913.472045113349,2822.5420343724954,0.0340286507740012,0.0243633964361159
-69.38143157388909,798852.8060048043,676511.6772697665,62749.66208904788,15836.484064307404,6473.018567175995,30424.88510578914,36901.04016182525,2012.5256978303917,3077.382611891184,2835.9719498805475,0.0322612669821328,0.0221950390881843
-72.98775216625364,786516.4515237514,695673.0782322222,74364.68524522753,16076.53186335274,4805.046413761987,28878.10740084556,28429.47996985256,2698.457278233096,3188.448052110124,2931.716456528838,0.0363959987744415,0.0255925233673686
-59.50559818616719,776518.6876560893,614241.7002468279,66660.46138912061,16261.917940620386,9299.442737745088,28852.22361245321,32903.773306835195,2125.519208118257,2886.209031928403,2800.771805571408,0.0289555847518176,0.015142857269285
-65.65142204888662,756902.8794813189,652421.6270813141,59386.73761618115,16385.947141032317,5588.472680855393,29322.570730049018,41886.245167760055,1960.067582723946,2948.256131395626,2893.6965475681145,0.0364711778671072,0.0171493033807424
-80.63452794426058,798809.296204729,652349.8803122871,69365.47056133283,15809.786037904008,7157.542223387951,30704.889026227327,27109.260222999263,2257.26463533828,3126.2848508239417,2886.5694280817947,0.0407972366209967,0.0216777719463324
-52.94118577342532,804317.6906258786,581064.0366916509,66739.71824373426,15709.080355107752,11746.696380381472,30402.127249993617,33249.04819642425,2454.0977653118343,2870.4586538774365,2724.9844901066253,0.0334056825468816,0.013403940167845
-56.54284735015455,803018.1547020903,610349.5647455122,66657.51088451545,15516.865621805611,9927.965240763782,30226.017108204655,38040.93696053512,2386.833563186926,2856.3286006233134,2746.058581312001,0.0411649743134441,0.0170296084602198
-75.00590711346365,794850.711027053,659085.6350376264,50000.0000000056,15783.11403005502,7274.830623026958,31676.691724161195,19358.91783485761,1658.3144496997722,3000.0095239886023,2815.77145586795,0.0315434813590897,0.0165894163177673
-57.05701530736298,792735.8860119414,588496.8573866921,61294.63099536744,15697.730620974296,10709.060772835464,30722.16609429424,24842.541301899702,1983.414319469374,2824.048030753272,2726.6944018380223,0.0327903889818809,0.0187081641079313
-60.883694716981154,799390.0701691478,546543.8525409971,58235.57894147456,15708.383581870705,14852.71912017769,31663.25531939783,25006.68135094092,1656.7535481847965,2685.922131386956,2636.1594364268853,0.0393270473960299,0.0184587278575772
-66.70179042387335,809776.536967831,654858.2247928041,64420.57422212327,15512.91398903954,8222.654477665345,30975.978681621884,22938.263431461062,2098.1452799571352,3057.518273770781,2849.2966241123454,0.0295724503810311,0.0172426231359923
-66.55922998230594,770266.351561206,699144.8299120337,60403.49392241248,16098.56011479528,3849.4587486008745,30172.621746342385,35297.92476690697,2037.654224800632,3165.6337373974216,2969.070433886694,0.0278330457949289,0.0129898333450699
-56.91110864482284,762805.9805377587,649248.6955071163,58628.84823674359,16247.420395329493,6195.46119014258,30303.13349922475,28914.111259783997,2030.737463399509,3056.7079111070234,2803.996927323335,0.04237828166547,0.0205875445062145
-104.9093767564048,761421.0934724723,626366.941872248,50000.00000000276,16247.328163053617,7210.751879491827,30429.52156856542,48814.23906613064,1581.591196239462,2990.929613583304,2795.325602667203,0.0370077080905317,0.0176450019191562
-66.73613807099538,776435.7059554202,651719.7329762173,57239.76093632061,15988.92126089673,6522.251742545454,29884.306898864368,34960.89901204523,1979.4340035793148,3043.217446633627,2865.807039247792,0.0377938316090162,0.0170645744591376
-114.19966098288604,795757.2076980284,641566.0983929697,50458.98880591908,15637.485937161862,8005.927649957369,31828.89161572704,30390.90701883861,1555.647198161877,2899.6655197896,2806.632384133834,0.0320705665148341,0.0212956775587773
-41.72838174035289,810455.3845091811,565480.8004637244,59904.26141550701,15530.096392957908,13845.251629979948,30800.951382876832,40453.38161457342,1947.94448845392,2744.8152559144173,2638.0404315924006,0.0286771367469758,0.0201764134482923
-65.75316143493274,785416.2781082508,676969.6202242072,50753.38602544028,16244.819879304796,5777.981073589111,30329.58462231794,37754.52710249412,1602.028339009736,3092.80924972191,2884.165424197855,0.0278904712343407,0.0150061056593628
-91.92070120587864,775987.4025037638,686745.9811812057,67919.07496121345,16082.03584141637,4739.212596314781,29814.10199339177,35932.544031861966,2225.84529018038,3139.695508593712,2917.246906854981,0.0314362931810212,0.0321225463766566
-61.49262847063103,761910.165279989,637958.6774817773,53573.99664896516,16326.727139995524,6697.087060166236,30796.662286873518,32494.411439404463,1637.1706241507643,2938.0555792816226,2833.1353335385256,0.0321379321486008,0.0200988824686633
-61.87435718992571,813535.4991099832,676857.7927389574,50010.61551187108,15698.436827684212,7248.177323456702,31266.75757372048,32739.105289986062,1587.7881886780965,2982.6441543802484,2821.4026590354683,0.0307172372808344,0.0245000092736155
-61.07631955326511,790985.4402582553,638607.0957981141,63588.76973503787,15777.331359804908,8263.350954433052,30108.876661387007,46353.696959026354,2162.4809932848016,2807.0264071943498,2868.870876981932,0.0300435757432138,0.0209111024560649
-50.15209251220817,782368.6085232852,623163.9162163379,95324.96074784694,16222.291465190989,9145.916783755922,28382.00444245429,58382.29002113443,3547.896042912519,2907.964641308801,2835.72567773189,0.026763250341639,0.0154475658042546
-77.88619924646716,775949.4366812198,575542.4124451696,83666.85304374645,15959.979623946809,11120.582047037731,29365.55044021639,38008.528663259975,2679.19362241024,2771.188600449442,2686.8584338966,0.0325339711997112,0.015236812610481
-85.04614782773169,810458.741363933,652729.0854763391,58717.54887534776,15575.522394242584,8391.28466867012,31234.285613832053,25092.091568574,1907.0969610533205,2995.694081167492,2957.704340737249,0.0257704514017169,0.0216029163941839
-102.96693587724783,785905.491114312,626104.6544825244,50000.12353037821,16148.173600363512,8040.983510278128,30369.155497071926,41847.38831465935,1614.660501697087,2890.5888621593717,2791.691181102547,0.031982394830414,0.0200463277571503
-56.53111838615944,788492.3881833743,633382.0511573815,50000.00000000071,16062.09681379663,8248.69356025352,31131.655851903288,22941.783609777576,1677.3087974195375,3001.036876580338,2819.2698464775863,0.0298017090240511,0.0168459865802431
-60.0693366641265,770941.1623070763,657829.1408826754,72026.16751763667,16195.008445666164,6372.679761528459,28936.95321770353,48433.09700894277,2540.064087040439,3067.6835534321704,2846.497123687104,0.0325167176534767,0.0106685063520473
-55.23688348880612,784235.0363916557,649012.6904625494,67210.05698029698,16163.266002375962,6898.638010954115,29843.89582169146,41054.415489217565,2185.6558201733505,2812.819625774517,2827.767073677704,0.0238859125921042,0.0175283286642723
-58.903195285618295,775533.8472136423,699220.2525340216,57516.44055423098,15956.617977124364,4038.756328978393,31285.97486882493,23606.446426485443,1927.863925858172,3145.11509615402,2981.9899297446723,0.0344976825965909,0.0103283687522532
