ll,T_NDH,T_ND,T_LY,N_A,N_ND,N_Afr,N_Yor,N_Los,N_Nea,N_Den,p_H_N
-186.88679144910904,842739.1234502911,719420.2631150133,66446.94577223512,15549.31239019616,5573.663823240194,29831.379416074287,26365.56470710584,2367.4143566052626,1957.3815455048973,3045.511206769166,0.1257392831719063
-267.22065567011043,878674.2478457313,776661.5083338147,54040.57510314053,15097.862736296662,4341.755456280839,31196.776328503605,32527.676539756485,1730.4899553572225,1934.400140568731,3169.685184516672,0.1406674842323794
-330.94318403869295,836011.3597006304,737766.7369225275,72574.28645242531,15638.941796165656,4942.573138719071,29378.380844562813,31206.309511662123,2701.0586328457243,2112.437962996567,3170.7480698239888,0.0800558805554275
-276.4284051593364,874793.9458522841,723200.5880423547,70792.20892509837,15090.302814360204,6697.985470274194,30163.59292640114,37310.878801449326,2446.9256879590425,1879.21953844231,3081.247906056195,0.1183787788415953
-287.15900456324795,850182.9929180656,728783.4125175219,50000.00000138041,15847.094442361478,5711.097903099927,30375.317122152494,26739.04320172938,1686.0236497480985,1820.0331787186196,3108.579241053073,0.1552907192753932
-210.90252125365024,841627.4848975318,684147.9093417857,58643.35567701214,15621.814399551466,7109.925070120976,30592.012100936143,23789.892295297912,1936.750170543399,1820.7496000408184,2999.3308256769865,0.1505995834274502
-249.8168838625525,807121.8725471002,673793.6739459423,58764.79179516322,16217.157253411182,6492.556170009088,29669.874962880695,20864.47856264095,1940.1259196508397,1828.9445327130284,2953.155206284015,0.1377963322576388
-308.44876981478654,844892.414888536,745598.0560083895,71487.16938737816,15453.623288024824,4523.480053237491,29726.120990916235,35491.39045034156,2560.628058248839,1999.6836678335835,3060.385491946843,0.115033391677054
-153.10005151922996,772070.3259675401,680810.3269106534,70671.99391035082,16757.342039615163,4627.169493781698,27639.522099596867,33216.88012975824,2377.3494065429245,2079.119190367833,3014.625614194499,0.0965880109679875
-153.49798062812124,829338.4569627453,776251.7272210286,54166.65010349453,15864.936804555906,2344.6083333549645,30642.193532243105,26491.69267123916,1669.6838745385678,1930.521707045086,3137.944409573059,0.1504636974557005
