ll,T_NMH,T_MH_N,T_NI,T_OOA,T_SL,T_L_S,p_MH_N,p_N_OOA,p_L_S,N_Anc,N_N,N_MH,N_Yor,N_OOA,N_Stu,N_Ust,N_Los,m_SY,m_LY
-429.5377818436915,837227.8730672591,179378.8157214956,50000.000000354565,64217.53726201456,61718.30338515211,7000.000000056004,0.07765772165566583,0.031982679532175776,0.32858696453698577,15238.183845104784,2224.9485173909034,32154.659317878126,12121.889723590597,395.7179393354749,6197.902591402819,9999.999999999263,175.07227744499613,1.000000010659937e-08,9.588605596137125e-05
-430.54019745125447,816520.6832048467,175259.60758430298,50000.00000033609,64245.49482521117,61613.55467481952,7000.000000031259,0.07502653325173869,0.03201126719155445,0.3271705171786663,15547.019361685938,2213.637174295779,31569.785408747684,12094.385863096291,438.7940511816782,6158.391538855695,9999.999999670903,184.2092355322701,1.0000000095640244e-08,9.532206283887032e-05
