ll,T_NMH,T_MH_N,T_NI,T_OOA,T_SL,T_L_S,p_MH_N,p_N_OOA,p_L_S,N_Anc,N_N,N_MH,N_Yor,N_OOA,N_Stu,N_Ust,N_Los,m_SY,m_LY
-529.9409988032977,797650.7216505568,162605.72073522137,50000.00000007532,55989.71672535835,54655.65925542002,7000.000000062383,0.0718368473009345,0.02796160008112202,0.26484434817546426,15768.583524444453,2106.225303136125,29579.9088182497,14244.43114245567,252.26511265264045,7010.848092414316,1180.0392382938123,100.00000052351416,1.0000000014999682e-08,6.476548698975196e-05
-428.8201975319411,839331.4162475049,202571.17301650764,50000.00000005525,64955.75391049976,62174.18995420529,7000.0000000567625,0.10202007204377665,0.03236628107124909,0.3322245382828534,15325.65567254212,2181.060860838342,31888.92226796214,11973.421081833372,420.9957390839134,6118.813678851508,9999.999999941869,193.02610960215338,1.0000000045901257e-08,9.782140146277352e-05
-481.8407465491926,815982.0276406173,166114.35622942128,50000.00000036753,58152.330487329644,56798.24030319373,7000.000000064497,0.0721755377867258,0.029205844669369558,0.28535076872187887,15511.618711748411,2148.3629614136617,30534.01078592092,13476.332507562423,281.03716317008053,6760.377195178765,1719.7739409660232,100.00000000044005,1.0000000001454108e-08,7.511673012969923e-05
-430.67037408880003,823170.3661099469,173145.17631958926,50000.00000039978,66246.86918147297,61380.28368765729,7000.000000017184,0.07604201344789024,0.031830313466064054,0.3260065951663814,15448.825773623128,2177.685935316196,31627.5727486402,12461.902768886415,406.9222086947222,6187.843039329437,9999.999999969064,339.04192471046235,1.0000000016475124e-08,9.41404602762395e-05
