ll,T_NMH,T_MH_N,T_NI,T_OOA,T_SL,T_L_S,p_MH_N,p_N_OOA,p_L_S,N_Anc,N_N,N_MH,N_Yor,N_OOA,N_Stu,N_Ust,N_Los,m_SY,m_LY
-438.2916095071105,830647.903446068,184749.09725006553,55000.00000025348,60787.56621799006,59412.87012501564,7000.000000016998,0.06934625691376381,0.029671217918367448,0.31372714299138815,15173.280739656431,2189.597269414794,32219.165960657367,12685.839806527167,328.35455408104167,6223.482241371669,3931.897190110945,100.00000000067541,1.000000000000016e-08,8.68078686028726e-05
-422.7355723514605,802583.2574060406,163658.98208769524,55000.000001468376,65314.96501033516,61759.84389050224,7000.000000056477,0.050247315116489284,0.030982239235951833,0.33331286277955596,15527.05952139661,2329.6731044626613,32276.718055873833,12089.91670543312,675.5964178992907,5941.326555432646,9999.99999997752,248.9365119506927,1.0000000000002328e-08,9.641557850178028e-05
-422.9609649128527,819319.4402068387,167175.08775476977,55000.00000000132,65187.47022999599,61606.624419160464,7000.000000067668,0.05505043758437571,0.03085515415674404,0.33214861181166094,15292.373445631172,2269.945009305013,32668.406864665096,12199.543592015076,727.1121851461958,6011.317908523982,9999.999999979616,250.98795282079047,1.0000000095697336e-08,9.592643588385263e-05
