ll,T_NMH,T_MH_N,T_NI,T_OOA,T_SL,T_L_S,p_MH_N,p_N_OOA,p_L_S,N_Anc,N_N,N_MH,N_Yor,N_OOA,N_Stu,N_Ust,N_Los,m_SY,m_LY
-450.32380328398233,833499.051559266,226955.07696901995,115000.00000000009,64524.726370717035,61783.37441504264,7000.000000056141,0.06445102898054732,0.031287216941089706,0.3316160269950877,15233.021368457068,2449.5032482360184,32119.523023459617,12024.731463612427,442.1189654255796,6190.145693309169,9999.999999972937,192.97162415338303,1.000000008370213e-08,9.626545438441303e-05
-450.73410318072786,824608.2650465801,242183.07645328858,115000.00000000009,70470.02658937825,61310.15043786178,7000.000000044888,0.07198556082008048,0.03113314826324122,0.32829428914129816,15395.582173238956,2471.574603950112,31526.29305000128,12824.122731597807,709.9087646071335,6209.2738006428335,9999.999999880709,629.1871457631568,1.0000000023520653e-08,9.411180611274017e-05
