model,ll,T_NDH,T_ND,N_Anc,N_Yor,N_ND,N_Den,N_Alt,T_H_N,p_H_N,N_Gho,MH_pulse,T_Gho,T_Gho_Den,p_Gho_Den,T_pHN,p_HN
52,-162.61342891168,623435.4278766064,576679.1373598526,18189.955918977284,24191.41471779012,1932.0705081129215,2707.7304114524804,3394.0280917183127,,,17763.47869922678,False,900000.0,300000.0,0.07,,
53,-151.11493458535736,622369.8412001971,544063.903694313,18190.39393542065,24206.50885440148,3239.2932007419845,2570.5577338295807,3231.863703763318,,,18292.0921764217,False,900000.0,300000.0,0.08,,
54,-144.99091564977442,625378.5046835713,565278.4473729254,18120.871799688644,24369.296974449007,2400.091369251231,2547.909550572948,3356.302265076378,,,17488.31552582631,False,900000.0,300000.0,0.09,,
55,-135.73894178387144,653670.5287947542,551697.9466150622,17693.271611119417,25291.00184584489,4034.431007308823,2483.934439926848,3288.7465109520977,,,12656.54179212907,False,900000.0,300000.0,0.1,,
56,-275.84545865719383,703557.0456593047,663010.980515853,17085.89385906762,26323.42753283108,1782.4687601796695,3754.4671308742327,3724.725087850328,,,500.0000000374432,False,900000.0,400000.0,0.005,,
57,-262.59598503267404,679048.8546591522,600002.320490606,17464.87473173399,25596.660072636078,3612.4063104770194,3472.950412758036,3447.896613397628,,,500.0001849927455,False,900000.0,400000.0,0.01,,
58,-242.05592543566965,676270.3525989316,622376.6818724982,17487.842199756786,25565.82450201887,2381.465380392778,3493.038115345463,3562.3144386710924,,,500.00000000428486,False,900000.0,400000.0,0.02,,
59,-218.2907512359023,664148.3487959874,566132.710151446,17665.760799856045,25233.41255179797,4418.717256078035,3225.106844786956,3296.428795413153,,,500.0000391216917,False,900000.0,400000.0,0.03,,
60,-199.9446893441783,640279.7638443671,591277.1631180746,17998.99281026973,24540.398801967072,2135.016521598361,3263.2915433409185,3436.4893302658293,,,500.0000000000008,False,900000.0,400000.0,0.04,,
61,-181.10617027477437,648507.4943380263,595179.7626791814,17861.095835444972,24864.810664944915,2269.933262111609,3226.9982561014767,3465.3234106962173,,,500.0000242364746,False,900000.0,400000.0,0.05,,
62,-164.40376312134867,646005.0859411851,591699.4046212267,17881.327325989405,24838.578435854837,2271.883204542616,3168.530374000236,3458.641032456518,,,2851.0438518043447,False,900000.0,400000.0,0.06,,
63,-148.02224799153657,640861.5625144744,554460.1633427237,17945.297412541015,24722.28723380434,3631.5245919984927,3016.1193149768424,3277.2167248606893,,,4088.7495265302286,False,900000.0,400000.0,0.07,,
64,-136.27431419164515,634244.6428637829,562093.3614839339,18021.59576766401,24572.020518359164,2956.074076550413,2998.591891547781,3330.061844263562,,,6919.993658508019,False,900000.0,400000.0,0.08,,
65,-126.708463359949,639434.6316132951,567814.5630808879,17923.57947491593,24786.790969128044,2863.9103964628307,2979.252522706236,3370.340384755578,,,7408.893397185598,False,900000.0,400000.0,0.09,,
66,-116.53706670456664,654958.8219131649,521663.0959588014,17689.046693033066,25301.673563154756,5381.570696956144,2830.168848680413,3123.58877807412,,,6288.181776911163,False,900000.0,400000.0,0.1,,
67,-285.9859776789103,640181.9616500685,589746.7165805151,18063.86082781721,24326.766907296293,2356.800044772006,3479.8817062963512,3392.15198518979,,,500.0000000765297,False,900000.0,500000.0,0.005,,
68,-261.86305820721947,705828.0326793562,641879.1026236532,17051.329452911603,26408.753666729368,2829.2274200923694,3676.1630557537687,3637.328064105224,,,500.0000000005976,False,900000.0,500000.0,0.01,,
69,-243.4636832853975,663539.3152800216,638121.1041593695,17680.284952172133,25155.853017073638,1111.5392323684998,3628.5046617977214,3633.045078171291,,,500.0000000027319,False,900000.0,500000.0,0.02,,
70,-216.47077044660327,665651.188557921,583882.240590967,17646.22505974144,25270.693100679244,3647.027531525027,3394.446372010388,3386.1406503411804,,,500.0000000002024,False,900000.0,500000.0,0.03,,
71,-194.83409450530985,651544.7771794677,552613.4642343711,17845.499048182686,24872.038003408325,4420.678882953867,3247.6109501860387,3233.3510983002734,,,500.0000355542904,False,900000.0,500000.0,0.04,,
72,-176.82088605579509,626290.3660592018,588691.0320958714,18194.75434537962,24135.502675180407,1609.0662286734134,3367.471088263475,3434.6826046472183,,,500.0000000000003,False,900000.0,500000.0,0.05,,
73,-157.1829967299398,640548.3708946893,553206.2223326778,17973.548376493975,24636.678485517998,3751.1204980317534,3220.900005127839,3258.606233525972,,,500.001823416268,False,900000.0,500000.0,0.06,,
74,-141.53104089592284,636492.8874157988,544872.0383791216,18015.33875178632,24560.96552216464,3876.1204127269216,3176.538864375918,3224.430799127542,,,500.0005816419526,False,900000.0,500000.0,0.07,,
75,-130.39368455031345,623827.2759888974,581084.5220695774,18173.520506459045,24221.07911592164,1728.7907256706956,3282.369513762624,3430.1030592040047,,,3908.7998362471935,False,900000.0,500000.0,0.08,,
76,-119.9717582706936,629077.714762299,583039.831572167,18078.985213179632,24447.85174305126,1821.303338103629,3271.513932891244,3450.952819997707,,,4632.762079052975,False,900000.0,500000.0,0.09,,
77,-107.87188621831136,652313.4620613357,532150.6569117915,17733.279880503367,25203.96485431545,4820.034101423279,3101.44080680588,3183.4571952425185,,,3069.211134424461,False,900000.0,500000.0,0.1,,
78,-258.85448554173826,747411.6026053097,640881.5221361949,16426.132243643096,27604.6928377225,4703.892771849605,3385.083254606133,3620.30185191654,,,49999.99999966383,False,1000000.0,100000.0,0.005,,
79,-252.3222891489463,684706.9662724582,601527.8431067391,17374.374998988846,25744.106548684667,3771.449758168612,2904.5262506900813,3444.2198395880696,,,49999.99849421236,False,1000000.0,100000.0,0.01,,
80,-234.2093703233621,747460.2722748712,509649.8635277292,16399.39097526438,27621.868600006543,10992.911370510335,2059.035713017264,2958.885115795737,,,43113.62447892044,False,1000000.0,100000.0,0.02,,
81,-235.80938533591896,729367.9962260737,500030.23461762327,16640.63160742849,27124.25524271112,10443.21038207423,1424.7320526254275,2903.188492375405,,,22875.82914679125,False,1000000.0,100000.0,0.03,,
82,-229.82975584774533,730269.0847392774,500052.187181712,16601.500083840318,27217.39801207006,10260.039493815695,1000.00000000207,2913.893681775657,,,19695.94594892565,False,1000000.0,100000.0,0.04,,
83,-273.6016631152062,811489.577368405,500000.0000000024,15366.514323040094,29624.067011951425,13400.584661089712,1000.0000000034086,2954.868649601088,,,5765.166763268387,False,1000000.0,100000.0,0.05,,
84,-368.81536191680107,899999.9893692741,500000.0567377677,13973.711327858153,31911.75971719398,16600.4817687063,1000.0000000041626,2979.4305020980987,,,3883.504358028973,False,1000000.0,100000.0,0.06,,
85,-527.6269683802668,899999.9999978904,500000.03727755015,13935.291815254788,32026.725600579768,16392.179367767934,1000.00000000392,3033.5168300137734,,,2969.1845398735177,False,1000000.0,100000.0,0.07,,
86,-761.3300594032426,899999.9999998888,500000.0002367544,13847.695521728208,32105.00284359054,16176.296841714,1000.0000000030772,3083.594716178094,,,2395.110755844046,False,1000000.0,100000.0,0.08,,
87,-1061.8134921101089,899999.9999999992,500000.006806318,13738.920000678228,32204.94988299252,15734.415467936426,1000.0000000003996,3133.271531096355,,,1909.8356870839727,False,1000000.0,100000.0,0.09,,
88,-1423.0367105772054,899999.9999980135,500000.0069944004,13596.253690520363,32242.15310977555,15474.430381381078,1000.0000000031714,3178.832051812267,,,1456.1858206962113,False,1000000.0,100000.0,0.1,,
89,-266.0799976823068,707670.7311814955,639431.7191860431,17033.56325249363,26447.17662439389,3044.757353729637,3480.855700416024,3619.8501344778383,,,49999.87932763116,False,1000000.0,150000.0,0.005,,
90,-250.508578451829,694766.5663204963,596303.7720392516,17223.96437836458,26087.63790982272,4480.55610026037,3113.1983525953583,3424.331880293349,,,49994.94699732395,False,1000000.0,150000.0,0.01,,
91,-230.21328594032445,703616.3500774589,603959.6668124476,17059.22648847886,26427.041941639785,4404.888517243251,2741.735825775015,3466.441769423799,,,49999.99999984129,False,1000000.0,150000.0,0.02,,
92,-217.19717742771977,682593.2149853187,578016.3268934577,17352.245394979593,25852.50417962076,4607.452698677737,2299.394713664585,3346.709233907164,,,49999.99999975407,False,1000000.0,150000.0,0.03,,
93,-213.8464316786615,662115.8415777185,589615.2966364014,17623.112327185343,25298.848034130573,3101.2739903062024,1963.1152487093395,3412.8934337254423,,,49179.85785855792,False,1000000.0,150000.0,0.04,,
94,-192.1900641877548,693501.7410254175,500000.00000002456,17150.316986191585,26289.236379090005,8529.60765594443,1662.4555749958895,2933.701361378304,,,41563.499003146135,False,1000000.0,150000.0,0.05,,
95,-185.58050708382936,697676.246695208,500000.00000013295,17056.065417296933,26476.005434930958,8516.139374023176,1481.076122955565,2940.771483537025,,,44587.4415175786,False,1000000.0,150000.0,0.06,,
96,-180.6550781934395,702183.466927427,500000.0000000006,16963.387918705732,26678.989611731824,8511.464880743308,1338.7397346677112,2948.8709988872893,,,44714.37934922591,False,1000000.0,150000.0,0.07,,
97,-177.54718242197328,704108.3464986805,500065.6281152401,16875.610391304028,26776.934164068127,8424.517888437595,1223.6558678084152,2955.660088078764,,,49999.999999863845,False,1000000.0,150000.0,0.08,,
98,-175.3445099453275,718779.1086011275,500000.00798408873,16669.963231993454,27289.193371455596,8804.857462420194,1143.452219674751,2964.971592826801,,,49999.99996033272,False,1000000.0,150000.0,0.09,,
99,-174.93023648820528,737353.2841471022,500000.0006007876,16375.4369037333,27870.91250345141,9353.273916842909,1081.250678790535,2971.295462185558,,,49627.22096565501,False,1000000.0,150000.0,0.1,,
100,-268.3697397991127,705200.4997608003,651163.7989842811,17065.82830296703,26379.33760099547,2392.5592511363307,3587.505553330304,3673.3283968494666,,,49999.9999336259,False,1000000.0,200000.0,0.005,,
101,-252.9893554652409,703888.4226988783,642175.0092791419,17077.811828600807,26379.910629851925,2720.9197548936254,3399.445940546352,3638.9536151724046,,,49999.99999997629,False,1000000.0,200000.0,0.01,,
102,-230.064883148588,679153.9028903241,632894.6392536314,17429.20016970485,25701.26499341312,2013.6748888250129,3068.6381976744565,3607.684368172331,,,49999.99999956897,False,1000000.0,200000.0,0.02,,
103,-205.91194516800655,697067.1101874133,600158.170680181,17142.26597988466,26326.004444543803,4211.364203242708,2738.5360693398343,3463.722724581614,,,49999.34955889008,False,1000000.0,200000.0,0.03,,
104,-189.0610016938201,666403.8193754819,569265.6508473118,17578.36707511671,25452.6404745633,4225.14287133453,2438.855333196561,3320.9799885744046,,,49998.99620145132,False,1000000.0,200000.0,0.04,,
105,-185.6539508992366,694387.3235089143,625501.3378788304,17125.570181115134,26401.054761919942,2816.2847049481625,2343.595447223113,3599.171890498849,,,34108.96390854558,False,1000000.0,200000.0,0.05,,
106,-161.4998764532316,684169.8096083279,500000.0000121847,17294.61474856165,26125.12984694912,7969.887790819014,2015.3047278774488,2955.130782288765,,,40183.33427373201,False,1000000.0,200000.0,0.06,,
107,-154.2131170131754,682201.0255421388,500000.000491356,17272.399845657324,26122.170323011364,7713.900092886612,1897.5554911140048,2963.605644650318,,,36390.85395609297,False,1000000.0,200000.0,0.07,,
108,-149.22603222030727,706241.3264603425,500000.001242985,16894.813402939293,26906.8295753494,8528.606756841216,1813.499026434641,2970.682784382235,,,29309.74074180425,False,1000000.0,200000.0,0.08,,
109,-146.90971665129706,721709.8039254416,500000.0000000912,16643.938258527025,27419.16896675504,8961.48017077688,1734.507641005114,2978.1369820041687,,,27718.80966218161,False,1000000.0,200000.0,0.09,,
110,-146.00375725733682,725950.2072033766,500005.0094860676,16557.587773964588,27603.34810574832,8940.501997672114,1658.8915488895495,2987.4870662366934,,,27213.25064248685,False,1000000.0,200000.0,0.1,,
111,-260.93632294173733,737218.6993915421,623871.9410471944,16582.210663735998,27347.03177710485,5076.824644368534,3531.484203040162,3554.7742837111705,,,500.0000001220676,False,1000000.0,250000.0,0.005,,
112,-249.2435424315925,719869.3673776202,628082.7471110214,16831.54285914846,26865.35584079807,4073.591639822045,3439.278107160674,3577.8534273482137,,,500.0312878150189,False,1000000.0,250000.0,0.01,,
113,-223.38575485449545,710619.0572115445,618717.9367642445,16953.87684087641,26661.568511169084,4026.665878777381,3208.9885330203256,3544.6939905067047,,,42227.411330559335,False,1000000.0,250000.0,0.02,,
114,-199.8675021849637,659698.2910274331,561842.5156031497,17709.264263443732,25167.23521827477,4383.37629798474,2850.6767730171496,3277.584715246669,,,49999.873888085465,False,1000000.0,250000.0,0.03,,
115,-181.75348053716647,670738.7517382104,606617.3529182139,17512.679714143786,25602.79974990763,2724.2278740143734,2817.6237257606053,3511.4826130213505,,,42946.92040082745,False,1000000.0,250000.0,0.04,,
116,-163.3612989881633,663371.6729389571,575120.7644815863,17598.282554968922,25439.954877763943,3745.0229319750174,2606.442331988919,3366.917527249563,,,33151.6484425118,False,1000000.0,250000.0,0.05,,
117,-151.76763791537104,678289.518955108,582091.5335508226,17353.805685448755,25983.511938807587,3970.856064028448,2506.373562014788,3411.8491224555114,,,27395.03424998974,False,1000000.0,250000.0,0.06,,
118,-137.1833284384445,686977.3195892008,504079.7414619218,17211.742927645642,26280.794538135386,7741.940651609923,2270.919494307697,2994.153813195258,,,25470.592040662457,False,1000000.0,250000.0,0.07,,
119,-130.16758781747802,697131.7729962597,500000.0395018777,17037.91602061171,26651.22064358739,8174.518383851752,2191.400361880315,2979.339785930191,,,23759.10451353541,False,1000000.0,250000.0,0.08,,
120,-125.84460103110538,703609.6560864918,500000.0000000628,16918.074899549916,26909.79186660588,8264.744404756122,2127.497182213857,2989.5914032211263,,,20905.5367448045,False,1000000.0,250000.0,0.09,,
121,-123.61726709729956,714590.4051243234,500000.0000056832,16733.9672410538,27295.90879351109,8508.67836971838,2067.6893508794524,2998.031131274534,,,20171.95097522693,False,1000000.0,250000.0,0.1,,
122,-271.381567209682,700616.9402105327,668786.6268672782,17127.052506939122,26243.66389509437,1391.4259240684803,3727.392048328968,3749.279590165734,,,500.0000000142813,False,1000000.0,300000.0,0.005,,
123,-248.5853336170269,709416.0055811566,615541.5121887656,16994.42788182579,26554.441716991107,4209.798974211935,3453.434634263396,3522.4752826735603,,,500.00065282624166,False,1000000.0,300000.0,0.01,,
124,-218.614953726444,710105.0223672339,576268.789710805,16972.152487998133,26645.42076887865,6024.633715057922,3176.3172667081144,3341.4910750596623,,,500.0000000000065,False,1000000.0,300000.0,0.02,,
125,-195.14089392253837,678933.2426933415,582943.1802540277,17419.83786513606,25772.993140950584,4234.829542798252,3079.264181304968,3387.249122438926,,,10325.412080542232,False,1000000.0,300000.0,0.03,,
126,-176.8980534642561,685804.0639378101,622066.9466996747,17287.270154362406,26066.68869165828,2678.662076828341,3074.185115689126,3585.214253737117,,,15249.586264756816,False,1000000.0,300000.0,0.04,,
127,-153.82136051904672,664018.1014100799,559527.1608572454,17596.53573747824,25455.16210516697,4483.834559158897,2803.4627406365807,3289.28388525324,,,21634.61510528679,False,1000000.0,300000.0,0.05,,
128,-141.35692591875548,653714.6245277318,577430.8406811823,17719.337315203284,25218.9632023521,3164.382484058483,2752.8330293792064,3395.428848712011,,,25689.63327829213,False,1000000.0,300000.0,0.06,,
129,-129.6548965739011,663215.6419292637,568315.5988268062,17552.44859785587,25585.859363508305,3870.853276198393,2655.1842171359967,3358.7134067333145,,,24843.610061148916,False,1000000.0,300000.0,0.07,,
130,-117.81973748760151,692657.2288963358,510309.63846855314,17107.69112478653,26523.101014721004,7527.8535916332385,2479.0739630188123,3044.7765510582326,,,18382.48436643513,False,1000000.0,300000.0,0.08,,
131,-112.05659095504184,703809.1092534732,501881.97380427073,16922.024121298684,26918.56515058755,8188.297877669146,2411.502923416618,3004.470690376971,,,17191.077770832002,False,1000000.0,300000.0,0.09,,
132,-108.490323445202,715106.9916091353,500000.7154704341,16732.27555625819,27305.169861624006,8551.646648011276,2365.711875427063,3002.3694722269224,,,13877.612600972596,False,1000000.0,300000.0,0.1,,
133,-258.01419892180127,776339.80235916,502529.1023472769,16000.32485642148,28456.265548634343,13039.241166701278,3032.7721071270103,2921.2958357893576,,,500.0000000000003,False,1000000.0,400000.0,0.005,,
134,-242.2250993710317,753050.753238669,555126.6323361965,16341.387818435534,27830.78187749376,9121.21923717968,3271.5418443330705,3220.276507047137,,,500.0000000131973,False,1000000.0,400000.0,0.01,,
135,-217.9108085890731,688896.795562768,591379.9453139085,17290.366574540374,25997.059364448716,4367.544363782222,3365.722806311635,3418.4864592034783,,,500.0034919292751,False,1000000.0,400000.0,0.02,,
136,-189.05670280523896,693831.1316106044,553279.6535883263,17205.238112697876,26208.852347347605,6307.189187253063,3161.862127413659,3232.846655098392,,,500.0000000006282,False,1000000.0,400000.0,0.03,,
137,-168.27035161546252,636168.4964027583,558181.7156100181,18037.967470206466,24495.55429478169,3434.161960351694,3127.880787372876,3275.394115800647,,,500.0003723282153,False,1000000.0,400000.0,0.04,,
138,-144.20800801683197,684294.1961357954,547695.8363885658,17301.036798418776,26063.90695617633,5897.6654482562535,3053.662876712739,3225.8865718071024,,,500.0000000000025,False,1000000.0,400000.0,0.05,,
139,-131.4103017079617,643825.5025039839,597482.5476091468,17868.513908118828,24901.0850454356,1898.7620419683835,3150.3683128644416,3500.876225201388,,,12428.369182224907,False,1000000.0,400000.0,0.06,,
140,-113.2871659842941,676964.1982799193,534277.7310690645,17367.279488507153,25978.71871940881,5953.297793132583,2929.959347108372,3175.4498411488694,,,8066.777340257043,False,1000000.0,400000.0,0.07,,
141,-104.24857810066584,705945.0051560762,544915.6712932562,16913.97708294217,26910.25762443887,6519.8509777358495,2934.78203008762,3241.498693229641,,,7152.662700702174,False,1000000.0,400000.0,0.08,,
142,-95.72396232543088,703986.0037284234,515785.9174593584,16925.90874702717,26913.510101852957,7579.499952501401,2819.2983920290985,3089.2762783617104,,,8743.813873954896,False,1000000.0,400000.0,0.09,,
143,-90.65075397711986,713256.1979476428,511219.59691169095,16768.31288746663,27244.96556917057,7982.5120380434255,2783.056418938897,3072.7109629276765,,,9093.983221954612,False,1000000.0,400000.0,0.1,,
144,-263.9429218733799,706092.2303354889,515657.9123417744,17065.32428515373,26341.28355560361,9310.59722525273,3109.9669932886586,2993.0836587821477,,,500.0000000000003,False,1000000.0,500000.0,0.005,,
145,-247.4600821106227,708301.8585817413,617756.3907325545,17014.82301968059,26508.70676633761,4058.3776787121888,3578.664188392061,3531.323424659738,,,500.00052977010097,False,1000000.0,500000.0,0.01,,
146,-217.05698997426097,687986.976823059,600839.4715041113,17306.169888456105,25957.14266148568,3881.826575979268,3479.1866384978807,3462.908857365398,,,500.0000000023637,False,1000000.0,500000.0,0.02,,
147,-190.4415425713868,669549.4798512312,613427.0364081153,17559.841002083358,25463.691582341955,2431.365840597856,3497.6701164722285,3536.293326983357,,,500.03875377857577,False,1000000.0,500000.0,0.03,,
148,-162.6366606299222,655754.8682138505,575003.4051745896,17750.426116099057,25100.80256037316,3515.608462242509,3328.2245118357564,3360.3026743546,,,500.0000081809265,False,1000000.0,500000.0,0.04,,
149,-139.91282850562808,654271.2072291509,558567.1442372595,17750.607562439694,25124.578389844588,4117.929122000151,3245.896145865778,3286.5095453891195,,,500.0000751198479,False,1000000.0,500000.0,0.05,,
150,-121.44467416007524,662719.4004477885,557190.6049709428,17600.999532969927,25461.33942201016,4441.320495780376,3224.7460625360754,3290.6312082307195,,,500.00000006268704,False,1000000.0,500000.0,0.06,,
151,-106.35548033286643,682533.4224498111,528592.2861331725,17290.786744973175,26124.859639423797,6440.806499072248,3105.6821710006984,3141.856678009954,,,1539.2676681610008,False,1000000.0,500000.0,0.07,,
152,-95.76096645336928,702731.2212846807,522366.3656582919,16972.511745892614,26790.1659352498,7401.348069375173,3074.035891356916,3115.0578457474585,,,2178.097598080188,False,1000000.0,500000.0,0.08,,
153,-93.28692836967022,682024.0447867549,600158.9275838583,17235.22143835196,26265.227877116708,3132.367852905333,3300.932049928361,3544.6530906258517,,,10174.62522660897,False,1000000.0,500000.0,0.09,,
154,-81.23045675932782,712368.7085610236,515976.6836321752,16787.99814995567,27195.74829473676,7742.89452635759,3033.263908392408,3099.812480818356,,,5724.577196943369,False,1000000.0,500000.0,0.1,,
155,-261.1157391590903,706927.2255978787,660378.9823611177,17040.086685019614,26413.29362287147,2041.733471453986,3410.110674638767,3705.720903709722,,,49999.99958862072,False,1100000.0,100000.0,0.005,,
156,-240.3470965782865,736119.0488722264,636593.0011896134,16579.572173585635,27318.43885793017,4352.271804442708,2969.462810934657,3604.09926380939,,,49999.9999996458,False,1100000.0,100000.0,0.01,,
157,-221.4838607645056,754648.0074774957,500000.0000000006,16257.95760839167,27858.47754530222,11737.521903224364,1933.1284008748817,2904.2918335291683,,,29687.43205525788,False,1100000.0,100000.0,0.02,,
158,-218.8520714146872,740771.0732170731,500000.0000036741,16440.44802888553,27514.80319709964,10841.244425084176,1264.816736292539,2904.6405479373752,,,29153.732712149704,False,1100000.0,100000.0,0.03,,
159,-218.73617752298347,776065.6038338745,500000.0025922355,15887.535868845223,28653.36029157185,12026.93362639175,1000.0000000061904,2932.3873780656945,,,10666.71010245801,False,1100000.0,100000.0,0.04,,
160,-290.9096951312975,855822.8570883925,500000.00000002194,14656.20328127618,30944.18106264296,14871.73662324902,1000.0000000031546,2978.316983972698,,,5073.797089325371,False,1100000.0,100000.0,0.05,,
161,-428.5971568433369,899999.9999999432,500000.0006685751,13934.942048267296,32160.0958125596,16257.299711935926,1000.000000000132,3025.1637177661546,,,3601.0396409143327,False,1100000.0,100000.0,0.06,,
162,-667.0201796492831,899999.9999990095,500000.8620972358,13846.254118353054,32291.71173073784,15933.504571792437,1000.0000000000008,3074.618076692067,,,2471.022704034996,False,1100000.0,100000.0,0.07,,
163,-994.5816246330468,899999.9999998217,500000.0946328329,13731.355760653376,32410.650780688567,15605.22785890321,1000.000000006718,3141.47749421496,,,2207.192488898604,False,1100000.0,100000.0,0.08,,
164,-1402.2001594755118,899999.9999999976,500000.0000001667,13575.22824796472,32485.77457531604,15297.927085910156,1000.0000000000008,3195.0697783300006,,,1666.614544599348,False,1100000.0,100000.0,0.09,,
165,-1879.4947969331488,899999.9999998601,500000.00158285,13388.26547180541,32531.20037427173,15000.95659758243,1000.0000000064996,3245.875733259025,,,1189.2065747912643,False,1100000.0,100000.0,0.1,,
166,-260.98876949354525,692976.9959314463,616341.4295233687,17257.31602679808,26011.16923570589,3476.967218929009,3374.109939131795,3517.23947821923,,,49999.99995932543,False,1100000.0,150000.0,0.005,,
167,-239.71131035208077,715744.4532061605,622057.2980709677,16895.029879131223,26752.48776800018,4162.350319948952,3168.0681575922554,3546.4905469341206,,,49999.99947303594,False,1100000.0,150000.0,0.01,,
168,-217.1686227216327,686751.6238203134,607227.0915424324,17301.572904685538,25966.711722001422,3493.82815937284,2665.753941575374,3486.601735247133,,,49999.97831983407,False,1100000.0,150000.0,0.02,,
169,-201.7119751568761,684058.5439779542,594375.3802556383,17302.055312767698,25973.411494991135,3872.296230087103,2227.14703086002,3432.174220785183,,,49999.99999985541,False,1100000.0,150000.0,0.03,,
170,-179.4686571764579,706114.8441255356,503367.752645154,16944.550836462135,26681.168892765498,9020.025787389248,1807.3364807256132,2950.6804515773365,,,49999.99999897584,False,1100000.0,150000.0,0.04,,
171,-170.87054430553374,721404.0400474758,500000.0054191138,16688.689547831927,27229.86155535067,9578.73688807166,1589.0253060568168,2939.2584611170823,,,47171.54776111628,False,1100000.0,150000.0,0.05,,
172,-166.12574699881512,731444.6439743671,500000.00036856177,16505.026746708867,27607.684548009503,9757.003480973552,1417.6023657653604,2947.735959518738,,,39905.32815277692,False,1100000.0,150000.0,0.06,,
173,-164.17602821382718,746323.2259999546,500000.37126107246,16251.954754410168,28114.66297256058,10118.354409478314,1286.2416670594555,2955.915014471768,,,49999.99999990311,False,1100000.0,150000.0,0.07,,
174,-164.98254998491848,771016.6799740279,500000.0000727309,15857.234705954166,28880.87894043406,10845.64076341079,1193.9069798061814,2963.034077485369,,,48323.11296101324,False,1100000.0,150000.0,0.08,,
175,-166.66424539601087,766644.1566569689,500000.42767219065,15895.342363271822,28849.658792514205,10399.772791986816,1104.1753197188746,2974.594403655534,,,49999.99999927454,False,1100000.0,150000.0,0.09,,
176,-170.12192382100528,794015.6371081505,500000.0054890401,15461.093268522543,29633.92493803534,11248.105138321826,1049.876503241763,2980.0238966010206,,,49999.99975915169,False,1100000.0,150000.0,0.1,,
177,-257.76008691921874,728267.1200450385,638585.9227189561,16714.807668919002,27084.03351825121,3980.105258702656,3527.847739252426,3618.782417577249,,,49999.99999999858,False,1100000.0,200000.0,0.005,,
178,-233.78071234896333,757501.0281750031,538154.8313198335,16268.350844618644,27975.9633631048,10163.879162104047,2992.505349420294,3127.9759212175586,,,49999.99999999636,False,1100000.0,200000.0,0.01,,
179,-204.2343133058206,744225.2166641846,553055.4972996444,16441.824620198087,27683.603538102416,8607.640884805705,2809.5658319157187,3217.8711899688487,,,49999.99999986687,False,1100000.0,200000.0,0.02,,
180,-184.01158382818227,687639.0344093062,590028.2732773438,17257.549649253844,26104.45714753691,4236.533910477876,2644.9754824331417,3420.034448074068,,,49999.99999968532,False,1100000.0,200000.0,0.03,,
181,-170.39812743694245,669340.5595047029,594568.8821423016,17495.714521431357,25643.72864824201,3159.113927742431,2408.3894856581264,3454.72764411486,,,49999.99999978765,False,1100000.0,200000.0,0.04,,
182,-148.10051702628593,713969.3706939571,500001.3264317375,16814.604079761113,27053.066520906305,9300.419511745116,2098.248458343441,2951.3152713448235,,,44776.54960259003,False,1100000.0,200000.0,0.05,,
183,-139.89332056396734,716466.089012488,500000.0005776754,16743.4866251781,27214.709018237565,9184.254166011428,1965.5244199218496,2961.7142166963336,,,39436.98424949538,False,1100000.0,200000.0,0.06,,
184,-136.0681582688714,738787.5822764807,500000.00000055216,16380.570876478632,27948.87824278253,9860.1569864064,1863.2175247553137,2970.292421034048,,,33275.249867028564,False,1100000.0,200000.0,0.07,,
185,-135.5555582176351,750364.1971268567,500000.0000000157,16178.329122819474,28358.181974106486,10083.471592841335,1766.6251655936928,2979.665228424561,,,39554.58847776811,False,1100000.0,200000.0,0.08,,
186,-137.76800593328272,776663.764686131,500000.281566046,15762.556337006326,29167.287805565014,10861.107159951876,1707.7191384581538,2988.9750416153315,,,22590.98992160777,False,1100000.0,200000.0,0.09,,
187,-145.21796513030645,750584.9902904638,500000.0000001117,16110.24463234259,28532.50602736134,9614.09149046492,1601.7089785755777,3002.760622852476,,,34753.74648395208,False,1100000.0,200000.0,0.1,,
188,-259.4233567149348,717215.4354697402,640362.74686168,16878.805604459267,26762.78698441871,3414.9274805104897,3582.2565453694315,3629.265859545282,,,500.0000000000642,False,1100000.0,250000.0,0.005,,
189,-243.29212253561096,712364.2718789834,661202.462400086,16934.790387393496,26666.791131032227,2215.479105780196,3528.8210305635257,3723.3691837962538,,,500.1063620362655,False,1100000.0,250000.0,0.01,,
190,-207.82959413945767,708447.9232421727,643146.2640702031,16972.51030789797,26652.417376145077,2797.999196920928,3243.2014040985805,3658.5979392533454,,,49999.89887056811,False,1100000.0,250000.0,0.02,,
191,-178.5957995722034,687675.9516285724,616675.5839017002,17259.680673829578,26120.367340499062,3031.1596629167475,2965.466129114512,3553.107967816053,,,49999.56155928715,False,1100000.0,250000.0,0.03,,
192,-163.31015297722382,626037.8140640724,584554.9651221625,18145.98533736149,24275.430241161943,1769.9664004466022,2693.755344713569,3416.5179064012013,,,49999.99999984022,False,1100000.0,250000.0,0.04,,
193,-135.91488910259503,727149.8640011612,525767.918667948,16620.337798020515,27458.394812036702,8623.980533155567,2474.3314752829506,3105.2288906562003,,,31446.91458021696,False,1100000.0,250000.0,0.05,,
194,-123.87888492719456,713184.8286209699,506829.66593611066,16800.251677629778,27135.09629143768,8736.465413262671,2322.120490819875,3009.200872817574,,,35147.853790028326,False,1100000.0,250000.0,0.06,,
