ll,T_NDH,T_ND,T_AltWN,T_ChaVin,N_Anc,N_Yor,N_ND,N_Den,N_N,N_Alt,N_Cha,N_Vin,m_AD
-414.77733554215365,715029.6258067084,528561.7716274632,136136.60071079418,90100.54605428268,16479.14817133221,27850.474912249083,9381.141163888666,3009.8028022762546,3264.941287795248,1190.3435235400136,550.2632448036117,1694.3537212551562,8.297811626767319e-06
