ll,T_NDH,T_ND,T_AltWN,T_ChaVin,N_Anc,N_Yor,N_ND,N_Den,N_N,N_Alt,N_Cha,N_Vin,m_AD
-427.8774147216972,762201.6401799722,518885.5263491596,131789.05280152237,87581.90300066822,15869.22808532432,28530.51966715227,12757.648237354706,2920.5078760841725,3223.0101083372756,742.8384169810108,321.7283945885084,1475.4917780764945,1.2344194032296256e-05
