ll,T_NDH,T_ND,T_AltWN,T_ChaVin,N_Anc,N_Yor,N_ND,N_Den,N_N,N_Alt,N_Cha,N_Vin,m_AD,T_pHN,p_HN
-176.2560835040244,737928.1301344301,691695.2883513098,122112.91867544467,83380.72878442799,16812.668253387998,25229.84983548844,1782.1008203158021,3533.051308464197,2944.7066723290786,346.9425875693059,151.11537980051486,1931.5215225715722,2.816989016548651e-05,288025.91207408946,0.11102499299434704
