ll,T_NDH,T_ND,T_AltWN,T_ChaVin,N_Anc,N_Yor,N_ND,N_Den,N_N,N_Alt,N_Cha,N_Vin,m_AD,T_pHN,p_HN
-214.79356727607964,740672.8949290642,722561.5940543072,127355.46732584108,87641.04338004715,16676.57147371131,27215.81616182393,677.8759499411184,3723.581498534627,2765.8794481921464,644.1821376549266,353.1257251823202,1653.7428282015676,1.2160243586251252e-05,246828.15119941725,0.09484415120366368
