ll,T_NDH,T_ND,T_AltWN,T_ChaVin,N_Anc,N_Yor,N_ND,N_Den,N_N,N_Alt,N_Cha,N_Vin,m_AD,T_pHN,p_HN
-166.95475852393884,733305.5302542481,709302.6740396405,122876.95816611963,82431.13918807947,17146.972943712317,26151.65721032809,970.8029543505891,3447.878328070004,2927.7811911445237,350.4545740995555,99.14089804985746,1385.005225222549,2.3980425575342e-05,258550.10672877787,0.09024229018388935
