ll,T_NDH,T_ND,T_AltWN,T_ChaVin,N_Anc,N_Yor,N_ND,N_Den,N_N,N_Alt,N_Cha,N_Vin,m_AD
-421.2635307252387,793669.6352757844,496755.9261960147,127191.98662222033,82777.56293431838,15751.765406258197,27972.301096907086,15378.408884965911,2868.758965332552,3342.0429406874455,617.4993026376396,121.21169233805912,1510.3414301626924,1.6598183485318552e-05
