ll,T_NDH,T_ND,T_VinNI,T_UstOOA,N_Anc,N_AMH,N_Yor,N_Ust,N_ND,N_Den,N_N,T_pHN,p_HN,p_NH
-106.9506786772044,652543.9195687334,562660.6148051623,55000.00000000523,54778.74877004273,18153.47994940087,22573.616970397245,47626.66072279657,551.6089325260298,3634.8089609730596,3420.8356697038744,2704.1259845133422,340703.5668454336,0.12401560305790058,0.022718625854358254
-149.12238300511012,597887.0972539689,522622.9996976979,55000.00000000093,51596.82235179818,18966.800739720955,21089.625324042154,40506.924691147986,358.6656945439987,3360.0209630484433,3189.439901780047,1722.736295882338,146083.45956970987,0.07270485221519224,0.023265694524795492
-64.05261369498947,770805.8077423142,702563.0543304648,55000.000000531436,52342.68482356396,16356.81342727488,26065.580089586507,57999.4245442254,428.67455559340664,2573.3709557412653,3987.4569968833816,2348.073003189852,206954.6424159566,0.08153327020232162,0.022357554404045722
-137.56267415754013,590255.2445787926,537174.4684838125,55000.02313628231,55337.49147687035,19092.461638065866,20651.751110812133,41683.316690105734,572.0077003354513,2295.525172810343,3276.099803060811,1993.6755783749168,184618.72131463897,0.08551464239647984,0.022837015945262308
-69.78345586330306,719852.3770562778,673541.5898905726,55000.00000000005,52322.88797100499,17145.760621251982,24664.84068057633,51449.24008317815,420.43308341712236,1796.6250882958234,3885.7563065267086,2215.0335804055308,196669.4150583709,0.08337592719280641,0.022412900763744473
-63.90778155657273,767258.4275109101,689236.5959507124,55000.00000005798,53313.059107506,16415.23361870506,25932.704948555143,58764.95785194193,487.55186083758105,2973.442947731681,3940.6594623539763,2377.5726760612815,210942.3667325737,0.08164086597792905,0.02232750546898042
