ll,T_DH,T_Dbot,N_anc,N_D,N_Dbot,N_Y
-25.236882112797215,780214.438325373,68723.63312988711,16200.737428406836,5547.891019467319,90.55144064642678,28010.81826920435
-24.50131222160894,779051.6126114529,69060.93567729072,16224.410676261128,7105.5878703293565,60.97202209944346,27936.002218516292
-24.500574037623302,778695.253127383,69047.7665765004,16229.204667154521,7064.369500946396,61.243941389736705,27926.566901520153
