ll,T_DH,N_anc,N_D,N_Y
-31.894078865649124,758553.6489160804,16519.66538333791,3868.6021760926424,27389.679258841887
-31.85062442289835,763498.9025264923,16443.554798876245,3884.038668442228,27529.22929537632
