ll,T_NH,T_AMH_Cha,N_Anc,N_Cha,p_AMH_Cha
-43.125383812455546,853424.3834954856,130145.53934292315,14510.646024905822,2102.6005851328614,0.043200736389645326
-43.08994488861166,853857.2993752414,132275.2034720911,14505.08865602926,2120.0135061956835,0.04364985015187031
