ll,T_NH,T_AMH_Cha,T_KhoYor,N_Anc,N_Cha,p_AMH_Cha,N_AMH,N_Kho,N_KhoBot,N_Yor,m_KhoYor
-37.06012174865201,806523.3940597684,131650.4298538115,74335.41296102916,15256.885195400377,2104.1006247024106,0.04337183774626372,39756.5582926993,13173.503551857033,39.15740813968137,9034.996168866377,1.6590222245597843e-05
-37.09433420706694,797367.8960654201,133245.49913731986,70548.77938246104,15405.225499446122,2091.2246054934158,0.044424466417314436,39232.991967515074,14715.803239961864,35.374548801753036,8899.195122114374,8.65082211683213e-06
