sample,ll0,ll1,score
0,-12.679419447093265,-12.644468159554108,0.06990257507831288
1,-24.92996708757185,-24.852344292935165,0.1552455892733704
2,-19.937605688081234,-19.915359516313565,0.04449234353533882
3,-25.614058691580052,-25.60677709631439,0.014563190531326597
4,-23.990062231493702,-21.49917544031568,4.981773582356048
5,-61.04981748634506,-49.65817192031555,22.78329113205902
6,-18.741684374278563,-14.915983011900552,7.6514027247560215
7,-12.79632777531882,-12.804137217118186,0.0
8,-25.584686447764568,-25.55845033768471,0.05247222015971431
9,-20.452073565809613,-20.377833131115203,0.14848086938881977
10,-38.51418281936833,-26.820476782940343,23.387412072855973
11,-13.417444920513606,-13.349543669844008,0.1358025013391959
12,-22.035907189934807,-21.570434748739277,0.93094488239106
13,-11.434163374017078,-11.4440798702766,0.0
14,-20.936082910182083,-17.913229603761813,6.04570661284054
15,-37.9445288268322,-28.413817574091297,19.0614225054818
16,-25.647567094007957,-23.99200661559281,3.311120956830294
17,-16.272291729012323,-16.278288618730308,0.0
18,-29.73275730480006,-29.457854888725755,0.5498048321486095
19,-18.31577508918697,-18.31545481119949,0.0006405559749609324
20,-12.448641462623872,-12.326406522918305,0.24446987941113463
21,-19.15553357581686,-17.55398694667386,3.203093258286003
22,-21.831705513158983,-21.83506599491868,0.0
23,-19.615494808475383,-19.64203810161719,0.0
24,-21.828337493934452,-21.821686004517144,0.013302978834616397
25,-22.73708431073968,-22.67302505413065,0.12811851321805534
26,-19.49694907914976,-19.49330314771333,0.007291862872861543
27,-20.094430262531453,-20.061561191536896,0.0657381419891152
28,-22.50661035131476,-19.34778888104126,6.317642940546996
29,-27.76197798652153,-27.72402983203398,0.07589630897509636
30,-58.15621316911183,-48.22065969917662,19.871106939870415
31,-18.284284823770516,-18.27036919161639,0.027831264308254333
32,-17.45446207940514,-17.406209925190282,0.09650430842971502
33,-17.598177256202494,-17.608726257280097,0.0
34,-12.830701778741863,-12.808454846324707,0.044493864834311836
35,-14.287108136068548,-14.251449656790935,0.0713169585552258
36,-20.747014556037136,-20.799501899422044,0.0
37,-24.43109227684357,-20.865021231303245,7.132142091080652
38,-24.3726415223716,-16.963184438539955,14.818914167663294
39,-22.17701046141893,-22.11940788565288,0.11520515153210198
40,-13.918454959566835,-13.82476920786503,0.18737150340361097
41,-16.265710499364154,-16.26289295531359,0.0056350881011297815
42,-16.678408925322433,-16.671541745861422,0.013734358922022238
43,-18.209459730592684,-18.20010878608301,0.018701889019347107
44,-13.799913867420624,-12.87572641747455,1.8483748998921499
45,-23.12557144887917,-23.143667470330463,0.0
46,-42.38803079905647,-42.29896824912958,0.1781250998537871
47,-14.915401875636103,-14.90692745961474,0.01694883204272557
48,-18.6015899752593,-18.58040620552012,0.042367539478362914
49,-52.14216664010062,-52.14785584119177,0.0
50,-63.656015699743406,-63.74231934139367,0.0
51,-20.27599462336197,-20.28549751293058,0.0
52,-48.909287473648135,-42.55762466695038,12.703325613395506
53,-11.446970907462752,-11.287228682976728,0.3194844489720481
54,-16.513287450459604,-16.529277024891755,0.0
55,-19.94058916685596,-19.92396839230005,0.0332415491118212
56,-38.67467918002993,-24.53304906884272,28.28326022237443
57,-14.430567389746464,-14.410292991737446,0.040548796018036626
58,-19.583391086772806,-19.5773621678793,0.01205783778701175
59,-13.445266113246342,-13.39162545447666,0.1072813175393641
60,-16.717955533057793,-16.764362428418497,0.0
61,-18.45567279022771,-18.431869964306912,0.047605651841593044
62,-25.03357127539519,-24.784955960199685,0.4972306303910088
63,-15.998722312700153,-15.4026271299376,1.1921903655251072
64,-12.66592427681777,-12.661909234375036,0.008030084885465527
65,-24.62891216628652,-21.06079441424732,7.1362355040784
66,-12.15722972571888,-12.131832232288303,0.05079498686115258
67,-17.966682676789816,-14.14596602992481,7.64143329373001
68,-18.538013155993216,-15.551790398731002,5.972445514524427
69,-9.13938554525424,-9.13165733142899,0.015456427650502036
70,-18.79353104267206,-18.77209134961106,0.04287938612200293
71,-17.987161844032343,-17.983530052217986,0.007263583628713377
72,-39.809057934024224,-23.156637664039973,33.3048405399685
73,-9.771710623270865,-9.750837170918151,0.04174690470542686
74,-25.87151936179103,-25.908505614127407,0.0
75,-22.416693121711027,-22.19406493394185,0.4452563755383565
76,-15.27835485370742,-15.075976783486784,0.40475614044127184
77,-24.209165068021445,-24.195975425748863,0.026379284545164694
78,-31.100897845298885,-30.58149123237256,1.0388132258526497
79,-26.574448277450124,-23.54778718597986,6.053322182940526
80,-15.45476846385062,-15.443125788278053,0.02328535114513386
81,-27.05463431340132,-27.051159349949813,0.006949926903011772
82,-26.13936327191293,-26.0279111066669,0.2229043304920637
83,-22.23609122853911,-22.30273670651628,0.0
84,-30.82832462781278,-30.815492549306366,0.02566415701282665
85,-12.747533605780625,-12.244891402467358,1.005284406626533
86,-15.59662727478997,-15.602450296378692,0.0
87,-12.623479771131988,-11.814441915814896,1.6180757106341837
88,-41.182344466433634,-41.12661197957142,0.11146497372442354
89,-99.13775378722754,-78.35456141122401,41.56638475200705
90,-17.09695005814402,-17.116342939884532,0.0
91,-15.080955377944091,-15.06776981447238,0.026371126943423917
92,-13.461764332854331,-13.41294033024336,0.0976480052219415
93,-9.65181710642004,-9.660618105319765,0.0
94,-19.98378072720282,-14.789207023215294,10.389147407975052
95,-18.509520974252855,-18.50624910027583,0.006543747954047774
96,-15.457725830422378,-15.4453662889596,0.024719082925557245
97,-24.15809497126604,-17.89558205479169,12.5250258329487
98,-23.224550309721856,-18.070964256286505,10.307172106870702
99,-59.71604515457242,-52.22027795427447,14.991534400595896
