ll0,ll1,adj_simple,adj_complex,D_naive,p_naive,D_simple,p_simple,D_complex,p_complex,N_0_simple,N_0_complex,T_EXP_complex,N_1_complex
-0.7188822134987942,-0.09433968241015991,40590625251.05772,-10427780.436823068,1.2490850621772687,0.1318636487046485,50701143665.53164,0.0,-13025184.775300048,1.0,15203.535517108414,15021.847728719993,3168.8519179878413,18004.158192473613
