ll,T_NH,T_Basal,T_OOA,T_Stu,N_Anc,N_Vin,N_AMH,N_Yor,N_OOA,N_Los,N_Stu,p_Bas_Stu,m_LosYor,m_StuYor,m_LosStu
-551.8929823957324,758450.0415924472,523525.6590101122,66345.19668818997,33198.553184195116,16348.556092578125,2229.714072779253,26732.51401990206,12682.02561331324,956.8571549823903,1050.485361825008,9356.981418156049,0.11564217518762752,0.00010857454613959852,2.8031396698021308e-05,7.669143434880523e-05
-561.4866430359889,735833.4901313483,418121.828454875,66175.67330964867,33911.28142614574,16695.019721592766,2218.4091779626324,26279.359831002814,13247.97823311499,927.6532610601007,1001.3112874006592,9030.422238248027,0.13769133585413038,0.00010829088839929011,2.0447603766527794e-05,0.00010306437016944601
-549.9320871715763,805782.6165845729,602661.1911937356,71428.65241333235,33148.391250329565,15636.902073772992,2244.210000049959,27353.150345238937,13807.002451607817,1236.7006369467733,1098.9129571753322,9544.564918829336,0.10744470686563126,0.00010310626941662237,2.919326155391286e-05,6.478036094299892e-05
