ll,T_NH,T_Basal,T_OOA,T_Stu,N_Anc,N_Vin,N_AMH,N_Yor,N_OOA,N_Los,N_Stu,p_Bas_Stu,m_LosYor,m_StuYor,m_LosStu
-550.701091707092,797088.6783053532,713195.4295276196,56734.350313002076,33285.32725251986,15776.482604370607,2243.6709215756036,27896.91645293498,10595.139319207117,523.6119974855512,1106.4671560958916,8936.468869711434,0.08858722982683483,0.0001012775988963353,4.2903156861690635e-05,5.642362229230065e-05
-547.1627298404953,793363.3289041759,696278.8991260545,60650.967756705344,33178.03907513905,15837.33382031754,2243.403104461292,27531.751541189766,11077.924746661198,712.9213093443699,1101.2143584117364,8887.280623187973,0.0915868816945,0.00010299404114613134,4.0705036769504614e-05,5.852389834332877e-05
-552.6661118201316,771690.8745987591,488859.16607436136,64962.72216285784,33215.16077827424,16149.476291262023,2233.0124682640703,27129.69681863697,13149.971735893365,893.3124844736801,1072.8296271939062,9001.213845341998,0.12603452780843458,0.00010447988947033869,2.6171216724344658e-05,7.668608708383232e-05
-548.5541459807994,781797.2086407138,583562.7533052854,67469.7562914397,33236.3339777853,16011.79441753092,2238.881634858019,26998.648111786453,12977.914546167944,1037.4658305978787,1091.6508324631864,9258.44987031636,0.10682382365703388,0.00010321458763997282,3.104045041549826e-05,6.655154614062402e-05
