ll,T_NH,T_OOA,T_OOAStu,N_Anc,N_Vin,N_AMH,N_Yor,N_OOA,N_Los,N_Stu,m_LosYor,m_StuYor,m_LosStu
-631.7349265347932,776451.9555115143,65111.18216416395,55082.727873663396,16051.663298626088,2236.8762436019047,28744.2165562518,12642.220407021072,878.4833982380543,743.6420204228925,5393.535904035522,0.00010221261260387765,1.0000000074719448e-08,0.0003469188887412381
-638.6344141435634,808317.928744788,58496.84132587843,51978.79447906556,15537.812476238107,2242.685755444163,30101.83572649215,11339.48858818916,565.153541032544,736.2210383757264,5148.60435732595,0.00010521884625920283,1.0000000000008437e-08,0.0003442855221693615
-651.8649462061235,731691.5079841076,54371.573168029,49905.50619257885,16719.92002727477,2221.3342545454884,27910.71819453304,10620.976430302719,387.47773997666786,744.5517610117773,4926.187452812453,0.00010058236715506914,1.0000000002397353e-08,0.0003440720554329475
-657.5336497868569,752116.705688532,53223.180041546795,49333.8908742461,16410.73683310606,2230.943151614085,28515.086432623848,10604.202794245786,336.7644403112909,752.0883316913838,4965.394579693464,9.905937630433628e-05,1.0000000110030368e-08,0.00034245843682124245
-643.7064660623944,751667.3271939786,64992.19340073275,56311.98807782636,16365.859769361317,2231.6228029650006,28277.90944443773,11691.046064353643,810.2434278627067,703.7416766754976,4946.155018475004,0.00011053637947346158,1.0000000001429276e-08,0.0003774013515891058
-638.7049569495865,770922.1242594473,57636.58686692056,51606.15267887478,16127.66442853309,2235.6398796296044,29022.78813991757,11164.376991257197,528.4436648429291,734.7965789589146,5048.603395969249,0.00010363063952268268,1.0000000151060516e-08,0.0003512450910536347
-634.1239589141496,787770.4003148488,62075.451822176205,53464.58627151557,15883.20095337928,2239.7436263793134,29235.589393388844,12175.151045101362,744.9974714600851,745.3795441322649,5338.013005354754,0.0001027933995629701,1.000000008662072e-08,0.0003434626395215234
