ll,T_NH,T_OOA,T_OOAStu,N_Anc,N_Vin,N_AMH,N_Yor,N_OOA,N_Los,N_Stu,m_LosYor,m_StuYor,m_LosStu
-652.858720932309,834464.4147992111,57785.03660239722,52140.53599382232,15025.506877506406,2245.867670071957,30339.55653888392,11355.064955613776,526.9532858606115,724.652774937819,4949.221544302631,0.00010308393982451406,1.0000000000017249e-08,0.0003713735642405482
-634.2771773663907,759152.0137697541,60712.83622138443,53125.32344877286,16310.224195536211,2231.84995084347,28541.50941619622,11616.753181936725,665.0833327924937,734.4578354895375,5130.215466093222,0.00010420177285922074,1.0000000000160245e-08,0.0003507722839119496
-639.3901575021216,762114.4868370967,62116.53010758915,54483.75717507231,16229.340126858027,2236.4011617404203,28534.327651716758,11713.1856186013,707.5951050503232,718.8800859977802,4982.644421722627,0.00010441752993228925,1.0000000071097102e-08,0.00037125286588497123
-748.084539072528,780718.8417262278,53980.32851270774,48959.34705228462,16100.10753708952,2263.8386055750684,27898.398500183983,14862.51232749102,432.70873877267945,1051.3019368062496,5582.147996692979,5.6220395481192554e-05,1.000000007597608e-08,0.0002806977532842946
-647.7040253360155,766509.9383719724,54831.632569459995,50139.74244362156,16190.619608890847,2234.0781295835577,28935.265279842188,10806.093637545922,407.7827304171689,743.1116636729347,5002.742741108941,0.00010142767430706466,1.0000000020815474e-08,0.00034605794035168214
-631.6760762601408,779007.6481571203,66880.18817460944,55832.81528699666,16017.852509653683,2237.3200903071306,28748.019312952274,12956.941187163991,960.0704395940019,745.4463283497428,5492.331259998702,0.0001026425552112879,1.0000000103243086e-08,0.0003447638478555202
