ll,T_NH,T_OOA,T_LosStu,N_Anc,N_Vin,N_AMH,N_Yor,N_OOA,N_Los,N_Stu,m_LosYor,m_StuYor,m_LosStu
-1142.8696919750453,860673.7171935705,50240.21103074661,44999.999999999665,14741.770337433638,2254.313813516774,34775.25811887214,7804.636425130691,214.45655826486757,889.2246525319805,5205.586801850919,4.729965193627982e-05,0.0001554592850641131,0.00036390125577023526
-1158.7621067407242,749396.9734722052,49571.82558604359,44999.999999999985,16435.227507254098,2224.8694527177026,30879.190830904565,7789.235905987677,185.50739903233236,906.0988489658716,5063.797340486881,4.5617633268589735e-05,0.00014299621576060697,0.0003454779161298205
-1186.9486849200778,900295.7351957556,96323.99428370896,44999.99999999119,14204.637959988144,2254.719644046741,31825.109095712844,17106.122059613157,2738.404615035301,917.4435528611252,6244.532138577566,4.277327556442687e-05,0.00012549790888152974,0.00036167808641252843
-1165.8064938008588,879815.4846702778,51239.384988921534,44999.999999976004,14492.315313393729,2251.136048336239,33388.28995900977,9632.174602106541,291.62584118990117,924.5128069910224,6112.311589807755,4.614958690024196e-05,0.00011297921091196121,0.0003322199610370079
-1201.8941056809458,947105.2969059711,83473.70435399914,44999.99999995506,13481.789811775727,2258.4756081554006,32354.058191410342,17930.2450954585,2244.5779475116915,943.7742708279203,6887.564258106928,3.916795490275012e-05,9.921886747419135e-05,0.0003466249886823098
-1169.9642839327153,891014.2463431912,52211.11234102457,44999.99999999287,14203.861379910963,2264.505233909815,40505.022224171465,6023.152470284143,259.2399347865247,786.9387675541371,4167.696181970042,5.617207505645944e-05,0.00023745000992760239,0.0004517465770053375
-1233.2429490294398,886700.9943045634,99882.89317394956,38028.370618630965,14447.384720068998,2256.9430950343517,29425.467667762092,25039.567837137198,3270.6449695457068,1462.7700141133041,32777.47788039771,2.6347951283852997e-05,9.984732419714632e-05,5.286530085534006e-05
-1144.8980822881929,865361.129148813,50576.37003044487,44999.999999999905,14680.206067444442,2253.2478167836234,34572.18160757599,8108.214341932737,235.15817761635464,894.4427847187262,5342.860251004918,4.649127209376001e-05,0.0001491461726624381,0.00035987337157070896
