ll,T_NH,T_Basal,T_OOA,T_Stu,N_Anc,N_Vin,N_AMH,N_Yor,N_OOA,N_Los,N_Stu,p_Bas_Stu,m_LosYor,m_StuYor,m_LosStu
-546.6212867244138,793731.0602076299,692570.4904439751,62854.44338528344,33247.599598254164,15832.925855177344,2242.9111293768383,27299.86412657316,11470.044644477648,825.3030306451333,1101.610037726454,8968.415567754304,0.09217177150354408,0.00010137273709147129,3.9800964393595545e-05,6.047965232968252e-05
-550.3481582607121,774391.7614698405,646719.1148380829,61821.776639032985,32975.91046680755,16105.9776260143,2237.02827907392,27350.618600631427,10739.233206821702,742.1621165579091,1055.856253727513,8827.735577256319,0.09856869216695753,0.00011414823980093865,3.7932592861499865e-05,6.489490863873869e-05
-555.994082797806,800635.7773698275,781527.2048977488,54568.27176278248,33317.134231609336,15727.94158940267,2244.2318629392985,27915.69124197245,9923.433985880612,425.5551307303039,1133.2594202689313,8712.225706231427,0.08064291510175794,9.745682975359215e-05,4.853000177333927e-05,4.921171400547704e-05
-547.0769807652155,797281.5939401216,705051.2241512319,60602.63872976125,33258.04682040669,15780.515403460557,2244.697742353393,27571.450037961,11143.51512818994,713.7391936003007,1104.893492020913,8892.875707949699,0.09062478733686773,0.0001012823233064713,4.11433640844373e-05,5.9103436508684314e-05
