ll0,ll1,D_naive,p_naive,adj0,D_adj0,p_adj0,adj1,D_adj1,p_adj1
-0.6764856443010042,-0.7357540346105385,-0.1185367806190684,1.0,0.0698667987891974,-0.0082817854006316,1.0,0.0725852423532916,-0.008604020949014,1.0
-1.013628376857807,-0.9530775644933394,0.1211016247289351,0.7278427464966032,0.0708834056141772,0.0085840955861969,0.9261813069351084,0.0745032077150436,0.0090224595018091,0.924325448191415
-0.746749442647985,-0.7749387241831074,-0.0563785630702446,1.0,0.0703925181671854,-0.003968629025162,1.0,0.0770752397695954,-0.0043453912665043,1.0
-1.082751684333464,-0.8560938728908765,0.4533156228851753,0.5007646089657285,0.0708680242388657,0.0321255825504831,0.8577523123853964,0.0724802247474813,0.0328564182282619,0.8561608369056808
-0.9240950143352418,-0.8891306294769465,0.0699287697165904,0.791440519485821,0.0685776331530428,0.0047955495164679,0.9447906989731644,0.0730696221154506,0.0051096687781896,0.9430141918327892
-0.919698112017746,-0.8915559197731093,0.0562843844892735,0.8124680446652681,0.0687770236728393,0.0038710724444299,0.9503892736391856,0.0700727747473511,0.0039440029961101,0.9499247324747648
-0.9949779303307544,-1.0537339516785005,-0.1175120426954918,1.0,0.0641532050940926,-0.0075387741760696,1.0,0.0718660840783049,-0.0084451303405675,1.0
-0.8357561758024821,-0.8238325925847589,0.0238471664354462,0.8772744238795129,0.0737357030670107,0.0017583875832736,0.9665520038739456,0.0734531856058699,0.0017516503423569,0.9666161056908592
-1.5195131475009531,-1.5528610116665105,-0.0666957283311142,1.0,0.0711343837053112,-0.0047443595306106,1.0,0.0776030541548358,-0.0051757922175756,1.0
-0.4413730672999092,-0.3865827092608603,0.1095807160780978,0.7406219903418638,0.07223830079089,0.0079159247289307,0.9291045737480972,0.072892987826716,0.0079876658031236,0.928784890597828
-1.0537583316273058,-0.9902159322106032,0.1270847988334051,0.721473977089563,0.0721813340205995,0.0091731503135347,0.9236980305710932,0.0788521955286396,0.0100209154063294,0.9202613450083216
-1.7693575590430388,-1.6832912464270633,0.172132625231951,0.6782233895783167,0.0707879645517858,0.0121849181731251,0.9121037974308012,0.0708365462112001,0.0121932806616982,0.912073763445032
-3.655852903874505,-0.877114919995297,5.557475967758415,0.018401926857074,0.070364686527439,0.3910500543550966,0.5317479644838219,0.0829927368818514,0.4612301407193869,0.497049625813865
-0.9213492372961648,-0.776382903344516,0.2899326679032978,0.5902636814893887,0.067660665621191,0.0196170372956648,0.888611925226463,0.0721607533081117,0.0209217597245325,0.8849923022051279
-0.998324811916912,-0.9023993094309384,0.191851004971947,0.6613804867501134,0.0745316917203946,0.014298979958817,0.9048171769034292,0.0726508412729929,0.0139381369102811,0.9060202066750492
-1.5648571516241403,-1.6592249595204267,-0.1887356157925728,1.0,0.0734758181901795,-0.0138675037919866,1.0,0.0733539548006757,-0.013844503830126,1.0
-1.9982143644954944,-1.1451753381413066,1.7060780527083756,0.1914950148150987,0.0703507503207124,0.1200238711137342,0.7290086008373291,0.0658816933601531,0.1123993111170204,0.7374289157934353
-2.1116561683176114,-1.9518204973446176,0.3196713419459875,0.5718052233606971,0.0717111116841069,0.022923987304497,0.8796549084656502,0.069448908099255,0.0222008256487724,0.881554094631639
-1.3075095310820004,-1.1935339648219268,0.2279511325201473,0.6330472119061419,0.068473163454812,0.0156085351567615,0.9005757035408469,0.0675406580635763,0.0153959694967482,0.9012515407170962
