ll0,ll1,D_naive,p_naive,adj0,D_adj0,p_adj0,adj1,D_adj1,p_adj1
-1.5459438940937626,-1.4724458684492931,0.146996051288939,0.7014227283532704,0.0683745646113383,0.0100507910064671,0.9201429671667588,0.0682014903208124,0.0100253497691802,0.9202437632193724
-2.219633277020556,-2.0835070211611058,0.2722525117189001,0.6018247553064815,0.0666199361204438,0.0181374449393435,0.8928685780114005,0.0656496636523529,0.017873285822854,0.8936469153068811
-2.5196023624142723,-2.916667446971333,-0.7941301691141218,1.0,0.0717656481443806,-0.0569912662974815,1.0,0.0733518306290286,-0.0582509016622609,1.0
-3.1593898508577,-4.212256866362259,-2.105734031009119,1.0,0.0695647412845787,-0.1464848430812825,1.0,0.0718703404809986,-0.1513398217710512,1.0
-0.6993097985075539,-0.697538148610709,0.0035432997936899,0.9525334574540352,0.0696597863541167,0.000246825506617,0.9874652056117632,0.0695166915159181,0.0002463184787063,0.987478085632884
-1.0823049447536883,-0.8356394787769528,0.4933309319534715,0.482445202587484,0.0689463640507237,0.0340133740319468,0.8536783716957319,0.068129621926403,0.03361044987859,0.8545378962963209
-0.9402535592777924,-1.0587928652268177,-0.2370786118980508,1.0,-0.4988587355340466,0.1182687365536286,0.7309198226727129,-11.225106604883663,2.6612326922934613,0.1028210217003515
-0.724920847263721,-0.988871515854644,-0.527901337181846,1.0,0.070411720752052,-0.037170441538283,1.0,0.0703202344396573,-0.0371221457916359,1.0
-2.0526263851303086,-2.5025985395722907,-0.8999443088839643,1.0,0.0699935307213333,-0.0629902796313588,1.0,0.0713837161739936,-0.0642413691177737,1.0
-1.9122479984477527,-2.195369955442608,-0.5662439139897106,1.0,0.0678799205834959,-0.0384365919125094,1.0,0.0674614480740471,-0.0381996344008621,1.0
-0.9915503215661964,-1.218028855837307,-0.4529570685422213,1.0,0.0684811957355291,-0.0310190416706313,1.0,0.0686530748124809,-0.0310968955134711,1.0
-1.0529781659762047,-1.1610539684647216,-0.2161516049770337,1.0,0.0712188541816277,-0.0153940696359841,1.0,0.0730686968500154,-0.0157939160977111,1.0
-2.4208250787084733,-2.6904808466999093,-0.539311535982872,1.0,0.0720602730721227,-0.0388629365538716,1.0,0.0749761997540157,-0.0404355294514968,1.0
-0.39623154796937,-0.713461276861578,-0.6344594577844159,1.0,0.0669044668106065,-0.0424481717360128,1.0,0.0675875815872353,-0.0428815803667972,1.0
-1.3681412058960367,-1.373775093926207,-0.0112677760603405,1.0,0.0725330538148359,-0.0008172862073582,1.0,0.0724573710206438,-0.0008164334305816,1.0
-1.7154422439871118,-1.9416545060869408,-0.4524245241996589,1.0,0.0690771701245635,-0.0312522058266645,1.0,0.0698536783190421,-0.0316035171770886,1.0
-1.928272045873625,-2.2132560188014088,-0.5699679458555673,1.0,0.0593721760195604,-0.033840237206844,1.0,0.0731386406692868,-0.0416866807849418,1.0
-0.6607507302499953,-0.6612040541727751,-0.0009066478455594,1.0,0.0695001073725912,-6.301212261551334e-05,1.0,0.0694826702014742,-6.299631324188751e-05,1.0
-0.6291850977233899,-0.6055435867697037,0.0472830219073725,0.8278603217936076,0.0683982023705466,0.0032340737011114,0.95464961500495,0.0685740492749403,0.0032423882741442,0.9545914190200177
-1.0369013932871969,-1.0357870186561275,0.0022287492621386,0.962346151629074,0.0683313623470101,0.0001522934734118,0.9901537766235048,0.0682407976107976,0.0001520916273228,0.9901603034291876
