ll0,ll1,adj0_0,adj0_1,adj0_2,adj1
-0.1129039701254592,-0.1123334589855231,1.4980548468886022e+20,-15176.135760837422,0.0637217641864754,0.193437667049344
-0.044412117411776,-0.0248812177298144,-2.0352258563486777e+19,-246667.8783468743,0.0641805183691928,0.1301972677699862
-0.049927204001412,-0.0499138031936811,-1.4960720167406994e+18,2951.684317511514,0.0595329922077692,0.0904996480546921
-0.1337571164293301,-0.0336154697613666,3.5536168038207903e+22,-28687.03550918841,0.0645000804979395,0.1272316023991009
-0.1853846896638148,-0.1828265504096476,-1.4616474328061176e+19,-180209.53515187203,0.0651127468693542,0.1074082497239666
-0.1379927438727247,-0.0392731557229528,3.827724678890758e+19,-5826106.552010132,0.062993366777479,0.1307638087838381
-0.1827218544547895,-0.1810457751152635,4.95267722196647e+19,-6385.075574247271,0.0658806407470502,0.1086190857160727
-0.0340075938633819,-0.0286997869995461,2.2901565000526344e+19,-416525.392467338,0.0676833937669041,0.130678625211727
-0.2437636518090921,-0.0941688250235687,1.6129278886989584e+21,-4104977.569436213,0.0621686946819205,0.132924385350445
-0.044041036350998,-0.0440815807337516,1.201060602856827e+18,-7137.536905456779,0.0761786635138531,0.159580168231969
-0.1429867363677309,-0.1429847560872397,5.757151317814934e+18,520.1736782542639,0.0627231663327799,0.1042943990947692
-0.0711088483637177,-0.0711638998930203,6.224538045014683e+18,-187661.371227846,0.0799871156492973,0.2174351899754336
-0.1005015358664157,-0.1006875628709661,-1.4394620285102348e+19,916.1690194854792,0.0652270410264929,0.1326998771674709
-0.1433300894225268,-0.0413174879266891,1.1608996740210908e+20,-701025.5769062283,0.0623815535776922,0.1298725139432322
-0.1427464863937858,-0.0290019737712903,1.4854499863501955e+19,-3514205.2586899283,0.0625876382102142,0.127313780785427
-0.0870226700743896,-0.0273511594648636,-2.638743947022294e+19,2420448.742986787,0.0630405077293292,0.1306361328302986
-0.0795916067758203,-0.0263332860890997,-1.041577478868982e+20,786096.5152685042,0.0673407978700433,0.1328372123285822
-0.0578183123261083,-0.0423463165929599,-2.681359188147143e+21,-668873.7915845336,0.0668453025972237,0.1349220541976889
-0.2576704336494647,-0.0156379648449318,-8.490967193793281e+20,34401005.409824826,0.0649553771021873,0.128237884687131
-0.1462529836584695,-0.0566180038225303,3.3100513858897086e+23,171238.62057215284,0.0638355245939403,0.1262713594944426
-0.0620752133081086,-0.0621173238769518,-1.2301496796558829e+17,-35710.09520139377,0.0792400749479535,0.2184880811677959
-0.0377691666692988,-0.0377629754802485,-5.3987648776766566e+17,409.85141712036943,0.0613672627403129,0.1033835774181677
-0.0375260619904605,-0.0375283410290702,,-1740.5950024461597,0.0643858908314334,-1.0921173287915027
-0.1734182909351586,-0.172885840923536,9.148020031656676e+18,19796.09740139156,0.0664412566512329,0.1321413732132462
