ll0,ll1,D_naive,p_naive,adj0,D_adj0,p_adj0,adj1,D_adj1,p_adj1
-1.870174939967265,-1.8081621722705687,0.1240255353933923,0.362354414724011,0.0690710157713709,0.0085665697112097,0.4631282434600418,0.0691579643823677,0.0085773535592403,0.4631051093730873
-1.7042519981814772,-1.7044636581012236,-0.0004233198394927,1.0,0.0730088930387736,-3.090611288271559e-05,1.0,0.0727035787132622,-3.0776867271445284e-05,1.0
-1.7250555384964357,-1.7444167752427713,-0.0387224734926712,1.0,0.0696756447959419,-0.0026980133086956,1.0,0.0696993721513254,-0.0026989320905855,1.0
-1.1173326600057183,-1.1173441404912643,-2.2960971092444996e-05,1.0,0.1721604418995326,-3.952970929717725e-06,1.0,-0.023144296306514,5.314155184488516e-07,0.4997091780757663
-1.5006174139636204,-1.414443209477011,0.1723484089732188,0.3390165402304814,0.0666057190930575,0.0114793897142056,0.4573381980197628,0.067578514307534,0.0116470494216774,0.4570289824580779
-0.5013783562733665,-0.3366741324787573,0.3294084475892183,0.2830038116713299,0.0683491442195592,0.0225147854914166,0.4403628689919986,0.0684891979005799,0.0225609203570607,0.4403022569263071
-1.1418969038244755,-1.1444313133070594,-0.0050688189651677,1.0,0.0684543980255053,-0.0003469829509608,1.0,0.068448536705229,-0.0003469532409894,1.0
-1.1521377586494124,-1.1649058758639472,-0.0255362344290697,1.0,0.068867136492241,-0.0017586073419246,1.0,0.0688961364744559,-0.0017593478922688,1.0
-1.2536550370452522,-1.2538503534720014,-0.0003906328534983,1.0,0.0664904876111149,-2.597336890602884e-05,1.0,0.0665076707943753,-2.5980081221938028e-05,1.0
-1.1068403241818487,-1.106895380081732,-0.0001101117997666,1.0,0.06791858110024,-7.478637202541904e-06,1.0,0.0679162045899621,-7.47837552071804e-06,1.0
-1.4339420611435951,-1.4343337918151553,-0.0007834613431203,1.0,0.0693343482763061,-5.432078162492896e-05,1.0,0.069314539634502,-5.430526231981576e-05,1.0
-0.9950880478921398,-0.99827702901676,-0.0063779622492403,1.0,0.0713840869938244,-0.0004552850120431,1.0,0.0714001206349558,-0.0004553872740009,1.0
-1.68134359335603,-1.6839905294872983,-0.0052938722625368,1.0,0.0697128054717764,-0.0003690506872306,1.0,0.0697859562472582,-0.0003694379380919,1.0
-2.696177301105924,-2.697843621072634,-0.0033326399334194,1.0,0.0693620622537242,-0.000231158778531,1.0,0.0694099094090615,-0.0002313182358716,1.0
-0.9024098712835128,-0.8717000193283533,0.061419703910319,0.4021329750051957,0.0687657336305883,0.0042235709987666,0.4740913765456889,0.0690152705994791,0.0042388974855105,0.4740444767957131
-0.9777398411115588,-0.930533314166728,0.0944130538896614,0.3793200482198515,0.0686298577529244,0.0064795544584666,0.4679215160733058,0.068921559989957,0.0065070949574913,0.4678535630861645
-0.6874911951683812,-0.6779481566888083,0.0190860769591458,0.4450599991768015,0.0689281482155813,0.0013155679414939,0.4855332328578595,0.069149251682139,0.0013197879392726,0.4855100588225671
-1.580800144559357,-1.505111245290065,0.1513777985385838,0.348611073316204,0.0670853166643118,0.0101552275509073,0.4598652711688937,0.0678998982703571,0.0102785371211604,0.4596231676615308
-2.39613519983508,-2.396382201374272,-0.0004940030783835,1.0,0.0704674893585252,-3.4811156669070975e-05,1.0,0.0704956427894046,-3.482506455059248e-05,1.0
