ll,T_0,T_1,N_Anc,N_AMH,N_Yor,N_Stu,N_Kho,N_KhoBot,m_StuYor,m_KhoYor,m_KhoStu
-24.147030552266923,113105.98175282471,90256.22894474599,15029.124230741178,47465.44387588651,5768.767351067616,2380.750615631162,9575.588597983642,34.177568417290345,0.00019102558619013793,0.00010799089132515367,1.2754731035015337e-05
-33.30920861685613,299999.9999999999,79721.32694094339,15948.970892898082,33524.05074134643,7761.558413308172,4078.956364285541,18303.692039820988,29.54581385723758,0.0001611498849378854,2.6969833339834786e-05,4.568385148598118e-05
-24.13577877757015,115912.52788385461,91782.65574620444,15028.685738551654,48152.01818570613,5665.970909569469,2370.6059962629415,9355.658460615881,33.970556070226934,0.00019237196585200644,0.00011293140801527466,1.4868575724099187e-05
