ll,T_0,T_1,N_Anc,N_AMH,N_Yor,N_Stu,N_Kho,N_KhoBot,m_StuYor,m_KhoYor,m_KhoStu
-24.395959909499567,97025.55792920009,97025.55792919561,15152.752347520034,45232.18774121227,6180.037018022516,2262.6677814081618,10960.599268637661,33.830522498452105,0.00018995557777143286,9.600203931968693e-05,6.041621752627852e-06
-24.339872385038408,122769.93578118348,122768.71955392622,14898.38583365099,53466.64140479038,5874.285899538044,2336.085769482874,9593.406698774626,33.8588748761194,0.00018704783124080828,0.00011950756787592768,2.2333562158935814e-05
