sample,ll,T_NDH,T_ND,T_AN,T_CV,T_LY,T_H_N,N_A,N_ND,N_Den,N_N,N_Alt,N_Cha,N_Vin,N_MH,N_Yor,N_Los,m_AD,m_YL,p_H_N,p_V_L
31,-556.0741791796039,839996.9245599218,804793.5238756428,118528.62874156264,60227.03310898514,48502.35172309692,516625.27597913134,16033.201065660609,1306.770646067342,3383.043152221228,3159.3527800111588,129.57145288760944,265.0166709505403,750.904565453786,35575.443441847536,7812.347455112743,701.6734056578354,5.716555520935115e-06,0.00021464017711107547,0.2559612839703116,0.03785161504561814
32,-570.0076733977982,848892.78721146,770392.5731050756,120767.10202696658,62429.599846089965,48000.000000358516,470809.12417749007,15826.83509692074,4635.6959568925295,3116.404583856157,3161.427518170195,305.53733076714474,335.51585775295104,955.4371027629969,33592.1501066705,7562.06745426706,746.3626701560252,5.800641792392208e-06,0.0001886666975630829,0.1273568542003871,0.025142842768043475
33,-497.4075697020048,792042.5120544453,731545.6684155858,121875.80069572428,65577.09236146465,48000.0000024638,310311.7150967388,16991.615502706267,2809.1984929442465,3593.777413355791,3080.701376880977,310.6393200101823,577.9603707246238,1126.3406911142035,35673.56492399278,6521.750086019987,657.2556351600678,3.985042104233936e-06,0.00024308170909823702,0.08348457514392692,0.046528136410226656
34,-618.0371514013706,837828.5605989057,801034.9044957149,117514.00665572462,62358.094618648254,58241.4223773643,361011.09736569057,16008.150819946804,1665.743102175874,3489.9382691497563,3107.3693836968678,81.52687633606459,292.8357427530013,963.9909059068788,34440.558106567114,9796.590022041912,921.8237584427422,4.630200130233012e-06,0.0001584138399879764,0.12816924632270188,0.03346300591768758
35,-734.7488018933857,796079.7457854298,734087.2223108666,117528.27594538155,62125.03897515685,60864.114588633034,297817.9158297725,16786.76718782983,3554.748965461109,2989.5357280953713,3139.86766638151,81.87431894094051,271.48138913372236,909.2474024145095,30253.179625704157,16169.315747730627,1055.803862198683,4.9984076437616615e-06,0.00010046280340576194,0.06738430370036362,0.030103427553320957
36,-514.3567279695308,839597.6179601493,650863.884934408,118111.60256282103,61857.74429285034,69615.93761445677,650863.7834985561,16188.223024288951,5895.218695572056,2925.041547501823,3220.396352650918,115.98210090725904,359.3735705132845,1051.8901473003866,35055.641497558885,9694.0045893913,1115.5833869137555,6.707644515813434e-06,0.0001290748296682189,0.498529661293202,0.03123473840761502
37,-470.3667518071063,841469.223041281,770618.8976676145,119011.6998711181,68126.64975571606,65018.68703528865,407038.8185406929,16486.778312555045,3228.3450010062193,3411.3955518625326,3013.3369975099577,171.8761399415573,665.432170921486,1364.5083488645882,38822.875614412296,9624.88708991365,915.3912212489877,5.532253424977443e-06,0.00018675732541540902,0.17162594860385738,0.033226488597303795
38,-539.1164158749384,802363.2421729115,767172.0027900523,132419.69108015712,67962.05566748671,48000.00000048386,524363.9469771205,17049.599329226137,1314.7950976500292,3376.977646412856,3237.6948518071554,700.0261409267935,637.1503914827213,1589.6280775607459,38293.47771829502,4720.2802717621325,560.0750620870051,5.041218458757887e-06,0.0002979739331886247,0.254413520384221,0.056206208525608585
39,-516.1715395837462,789740.0159800003,610423.7806588323,124318.00965110866,64594.88817410716,48000.00000024784,455590.7198550999,17083.12746341909,6593.807365738817,3489.1731064354167,3162.9225464364,472.50827689474227,530.1993437485718,1146.9680678480174,39523.51920238666,5505.140411315165,584.7024638600526,3.286876282221758e-06,0.00029196866093778506,0.1929040605857959,0.05400377202657049
40,-475.65847651872673,801907.3582519646,767451.3469395416,118744.02494201517,64884.930709795844,50807.90110502529,270248.26879883267,16816.04775972242,1862.4741355758015,3391.885459237184,2827.937190977873,137.97902485115335,661.0258764848442,1154.6992318513273,31696.015314104825,9366.872306828369,789.4323192971558,4.82976659615438e-06,0.00017148637228135355,0.08091308056279928,0.03760842578244704
