sample,ll,T_NDH,T_ND,T_AN,T_CV,T_LY,T_H_N,N_A,N_ND,N_Den,N_N,N_Alt,N_Cha,N_Vin,N_MH,N_Yor,N_Los,m_AD,m_YL,p_H_N,p_V_L
133,-585.8882703065208,792722.5413556107,723006.871527613,122713.07556882135,62718.815084321264,48000.000000538086,529984.7531978124,16889.228097232153,2592.993159612643,3225.0992861118807,3242.28121653059,330.9355410670847,313.06618785318796,863.1016208163486,32091.088425932714,8166.653630098786,743.2704933580607,5.358198540332526e-06,0.00018795908165517524,0.28528650016869045,0.026189627837180093
134,-406.77849717600543,807438.4309970549,755427.6528396584,121739.2845655374,63316.78040315088,48000.000000008506,572884.2917108652,16222.881840719065,1920.810457309749,3239.569783985225,3172.0350556233143,285.4180810579812,380.0971036464356,952.1629741448943,34338.26855361797,7949.111794233926,709.447408740874,5.8858050837713475e-06,0.00019486112170272383,0.32576378721770183,0.029198883781359743
135,-555.4363861435983,813665.8806319408,762170.6770559103,123014.4728292159,62427.830430648726,51474.28561970377,612216.9215774799,16761.832513472622,2257.149371085879,3177.2883171341264,3429.841858309992,344.03847570850036,314.5081455259224,1041.8291133777009,33087.62692442354,9724.99408807927,755.976268774106,5.484322676638234e-06,0.00018447617088381533,0.2507202617075671,0.041104878610986655
136,-440.8290031018363,819176.5607483172,663357.9339722041,121935.92579050687,68422.2671881402,48000.00000019455,622527.9861774052,16381.652816658183,4576.291987815439,3079.056612158207,3316.6776149088946,276.91007509700495,662.162879397227,1102.6021416384408,35339.20227463492,8002.388606230762,726.5313066116531,4.608068680530427e-06,0.00019230602437670684,0.3694721526422191,0.021753202796697037
137,-510.30031405535016,792191.5459005063,728683.4125683347,120286.59236385336,61896.96777532874,53859.610878093175,368637.2627771451,17149.534800882764,2579.3153140735562,3589.1271561206354,3069.1025585734333,235.99305315293324,378.78041310327603,910.1932332586902,33374.974336597734,10360.216500753975,826.2824654090915,3.4581332147548516e-06,0.00018170071321585584,0.15704793840074363,0.021133417684718356
138,-501.083833898525,793597.9118263242,746288.4120168966,120095.25247164001,59911.5248202998,57498.35982686192,369139.00276826246,16901.225552817807,2480.9468897049414,3114.5608718783565,2970.043820240186,204.88074384238985,208.58283910634162,758.9599570281364,33230.91334878746,8452.041333434645,866.0208597094238,5.55930509521789e-06,0.0001790346805689955,0.11109937018201739,0.04350074243403466
139,-535.2790274653198,809433.9011799138,727090.3317199346,119991.4566476875,63343.13156899951,51751.57585305848,367510.80649999506,16579.035540766712,3765.875538725802,3532.0031380141772,3165.252238807618,228.52691993779075,387.97349603839496,1062.3352760657501,33799.927065636744,9021.479854544334,794.3495848011752,3.9947881717029525e-06,0.00018843268200770575,0.11897782516290137,0.024219333680337997
140,-661.0504203996584,820204.5047769469,759402.0624082481,121828.05437493228,61895.21357048154,48000.00000698958,423306.7301022989,16497.81280429631,2420.482223211862,3473.0136403305114,3215.6255577334655,273.85974029395595,315.54182454898285,949.8885463346329,33013.75257018945,8854.801266519775,744.0356069092752,4.238872741780247e-06,0.00019478676062881285,0.16843216858358895,0.043358972220724545
141,-742.4936677049285,820682.6854862486,742611.0012948696,117985.15823546528,58817.19280372653,49325.994436562134,414757.2277591435,16695.16561675168,2994.2935142014653,3669.648480082399,3290.9818040443547,107.07190413994432,196.39505871182024,773.6184709974139,33714.43591072263,7058.240071404666,719.1199033041162,3.858900845138772e-06,0.00020638135200931433,0.16602171239113012,0.027982568393406623
142,-583.5129789822363,804595.7469552015,773520.6308915499,122437.77304318374,64835.87084345531,58928.614171086534,420191.53310815565,16480.01652875474,1803.9108398732558,3330.264562386679,3120.8924489295,316.021159928036,460.2667492287541,1101.858583954085,35001.7735359105,7993.231086489369,895.5248279061052,5.78000255265359e-06,0.00018266859393721005,0.11457982766662238,0.034550938074978804
143,-666.55777523872,809038.2240656858,743237.7377293014,120333.72914191427,65164.11744239986,48000.00000111516,628841.3798972112,17017.765417801224,2180.071030230481,3146.8353462613163,3194.4573402631336,215.49975023933106,536.5132285977107,1086.2728821140283,35246.84427054858,7192.78679418061,734.1322319839862,6.372115415398011e-06,0.0002076221954398787,0.4428189165459265,0.02851607457240678
144,-570.3126968264194,786941.9766057433,722670.1423929218,124549.29564018668,62311.71938470028,48000.00000028485,389970.05933461693,17018.493478821543,3152.5260075325486,3462.7707839641794,3265.9844448117287,417.38341677837985,295.4284814349906,942.6988322947242,32781.08320302696,9435.346938349488,777.7999881466887,4.485330296762213e-06,0.00016409100688138356,0.09763279935802387,0.02333546092884443
145,-502.57420677444827,800917.4969709376,760098.1524778032,125160.60206171802,65928.47954416793,68411.93160715734,603648.7096909427,16845.948371165443,1121.0767412227935,3200.6702587402447,3160.7428214351394,528.117448907273,579.3341476478912,1186.4375831505201,35032.317593848136,9697.499938644427,1037.108479654947,6.106984018274696e-06,0.00015388573149759588,0.454596190237246,0.02289557299248404
146,-703.0296180889914,826012.1102492022,770655.5273033351,135042.5475007932,82366.65376220545,48226.94985000647,664900.9942172487,16377.110092352243,2284.5676995249537,3010.2262774570136,2898.058226098705,632.801071951134,1568.298375758626,1906.806461755864,35347.32346057826,6666.729207895993,736.805652202746,8.72380683376635e-06,0.00020667013575185274,0.5073284241218087,0.03504988290256579
147,-649.3081999742424,786411.8712861848,759552.8270289107,118910.32784998309,65383.283061969014,48000.00000845393,289769.5028191638,16870.258453526298,1086.0675329943558,3610.9638815536196,2915.715249804396,181.7536129181124,481.8643793996795,1087.7457676074343,29312.938223846075,15184.481432300556,922.088140621177,2.8290267245896327e-06,0.00010184716785046171,0.10706117068066232,0.027518260556888757
148,-545.8844914854233,799020.2133652827,720243.8962097556,120045.32676119058,61734.17563346513,48000.00000155095,477751.391026456,17238.339822757505,4503.097624687076,3250.5071688817566,3173.2935275455256,172.52912959214365,274.72247950757827,935.5508026359819,35148.413552407656,6489.9108776640305,652.0687500806168,6.855975395708986e-06,0.00023110825664012568,0.1719052830210665,0.05424381484961983
149,-600.212998486435,835424.5251490971,770215.1059019169,127112.77287943308,65399.980812589885,48000.000000005006,514532.08759466285,16402.418279616002,3502.3711799331113,3267.4215219224066,3155.8659466174254,613.0680543200424,577.879795194973,1263.040978490731,36529.437366685226,6592.4744683138,663.6468101193539,6.7278328975217795e-06,0.00023214475424735115,0.1785114283596149,0.043104561093201585
150,-657.138005064087,802342.039786341,744038.6857803859,117244.07025173804,59937.51112993728,48000.00000043381,296432.92124174,16973.52401810903,2864.171810489927,3542.31047360579,3009.7595841025104,74.49066526477641,221.43995781070626,1005.8448230976309,36018.20294953964,5707.025264193902,655.9952564874835,4.447618140258403e-06,0.00024453403551871945,0.09326822621202766,0.05418031453306798
151,-572.5403398804063,811205.7254609191,709526.732170332,119889.19187049652,65494.41207281088,53174.19561473519,276743.39024888206,16555.132836744982,4375.477124134867,3479.2782475558192,2926.1830074861136,209.06745934135168,576.5454939995284,1056.7927011404656,30870.719482884695,13125.674432281608,914.8229492803468,3.2713812023216315e-06,0.00014954398637226975,0.09704030560703644,0.022170669657624546
152,-717.2739336077132,786588.5279168185,762743.9855204566,118748.20029661144,63391.13231902733,60116.7812526536,349660.8223374548,17335.295909848333,1028.1280100571767,3472.973054085662,3103.316377112001,171.4236586136946,396.8037248477523,957.478440754727,35149.48084808433,7958.6399431276495,828.9285750026462,3.6278473202048472e-06,0.00018498212357633933,0.12170090919601262,0.04004593163985466
153,-598.2501436558964,868009.3898052144,795328.6468681426,135663.5232130675,90852.2755280326,48538.6220904116,587036.518556536,15844.270215092381,5212.725969096671,2840.1755355246214,2699.1925687856965,784.8882890204593,1793.7924880009082,2385.780340569957,37612.596634760965,6451.051285721351,707.358958965332,9.101258026187845e-06,0.00024297595959570846,0.31277836235942125,0.03825830746141008
154,-490.21048763084787,803969.9672127519,673867.5919689912,120975.77727879585,61842.04828448887,63751.48284315113,566171.0442805516,16768.188662501874,4529.714043961319,3292.110923360314,3292.137772414579,255.12878796060372,268.50717620910325,974.676343356799,33587.57946012096,10221.150167906122,937.4494568800515,4.943004631468264e-06,0.000160622443281106,0.30845217806930875,0.03305138789194023
155,-640.9413128506155,778154.6361709463,762408.0585536356,120495.70111971944,61342.63886865303,48053.061277612076,641797.4844772939,17270.641994373706,519.2152204751798,3162.5497516562928,3268.0572073360972,200.1625927406089,270.2161514668203,750.2623911598288,30655.12191213996,10397.089595099489,815.4645934268632,7.044845830816744e-06,0.00013431567403946747,0.4985109040074831,0.02378688168491582
156,-572.6237493065462,756195.6136238027,708260.7832740824,119903.43369529035,62917.354472971485,48000.00000007953,555992.2731645914,17759.316329256097,1690.3348501961877,3171.4840203833833,3262.7280624100895,212.4026769779636,391.0673939492459,1043.6022925666798,34991.256521700496,6051.432462310978,667.6293910985778,5.624079568639036e-06,0.00023995330657966085,0.3465489104585416,0.0452256900021051
157,-608.3928774827791,817965.9800277821,736468.5341669979,123037.9614555457,69748.5197463899,48000.00000052137,621298.5438766317,16300.55321552298,3591.5597578727493,3235.118423706571,3034.103819215893,322.7040870361169,866.3331026605215,1532.7006578085943,34600.64315224097,7227.158288807963,715.7760341553239,7.89352104632955e-06,0.00020878696281355523,0.40582710575927,0.024782599650594112
158,-410.9634733557473,818103.8869479349,748933.3673072396,121214.89887386674,68947.36626810124,67657.9337895474,543868.0960730135,16477.767098343043,2643.6012829806086,3312.084288612386,3111.034523290177,239.36081975709416,766.6973657382372,1083.023444149953,33648.879287540425,10908.575813690628,1042.8108165239846,6.484864262129824e-06,0.0001322538143568089,0.30469383756343627,0.027217166474654986
159,-531.1212942417915,810601.7273124392,784842.4253566926,119816.01225302833,61532.8181696992,48829.66322645395,554076.3093003172,17102.409374349078,1083.4253299309478,3067.849729488458,3158.1200774438676,174.63262076894438,338.3140831237132,1048.7266814090533,36834.00811708841,6918.690920869981,672.3507133732246,6.605669400999943e-06,0.00022569421987547267,0.33328072719185975,0.033895930967728874
160,-681.540834904419,769423.939105842,733462.8531757998,119415.2248180057,65786.80566690753,48000.00000007433,379197.2012494979,16995.944323956854,2088.997352314933,3059.7388228355603,2885.8915586674298,171.196680171961,469.8808945073432,1117.3462383787962,35740.66010745497,5982.451857364786,649.4175268098226,5.926891647872831e-06,0.00025126628512893613,0.1516007597779455,0.02870834096679386
161,-562.6735072353944,831441.5944132762,781393.7809616262,127276.54068599455,72766.76428729341,48369.40051435051,534740.7652256868,16512.777649602627,2258.298065717816,3094.6186611315484,3106.0707498197735,565.8239355688108,704.6290581867639,1547.644981390971,33872.06507591708,8165.396372941686,743.200878470188,6.506742796884287e-06,0.0001881110042287586,0.2584423580343928,0.026856880315519662
162,-658.5780903216546,853388.1836871704,734767.0972199354,139618.40811752604,91112.84295952044,48000.00000109896,659179.4312144853,15980.714332274269,3609.771755132607,2830.6153300955148,2834.6540241352013,1040.9798027887123,1897.762794079868,3125.512990363582,33677.950345140314,12615.864793598004,797.2782432676037,8.124004710262778e-06,0.00015793399180343427,0.5599429344453216,0.027254102371373382
163,-604.208027768369,811003.39256062,787893.3702742123,123275.84095789537,75078.75986102877,50508.54875189435,363374.49850551854,16477.79042778591,1744.6502330950132,2886.1339176867623,2850.540208120233,383.41024685971223,766.0995741678003,1401.7218063823038,30819.998761282393,13519.752321340817,826.6364739146087,6.763423577574815e-06,0.00010509269488373477,0.10528065606882846,0.02334555588435369
164,-675.9051356848445,757627.7468569434,724672.9767400332,121711.31430734492,61529.41307638574,48000.00000024921,489020.3430036581,17630.551257238854,1149.9279314194462,3462.13443776399,3306.163075633645,236.52286994527674,307.13876775678307,774.6249216896144,31284.710687509676,8382.250753929131,759.2956276208282,4.139766157393126e-06,0.00016212790504097898,0.2490715797681839,0.033172080988356244
165,-659.1002445944569,763019.2102710459,697510.0305284318,119061.3710293365,61900.420654191235,54071.527632283425,277568.84159046784,17239.084074437676,2618.275189762369,3333.8409289561578,3030.9403009031666,189.2700567505568,331.5432592606537,1056.5129758230712,35476.494689480656,9472.99958106486,790.7410654920781,2.946446300771431e-06,0.0001874745374162222,0.07892780377190853,0.031876890568053345
166,-571.4143236088453,788099.088678303,751011.7678318042,134115.7498006823,84891.83333077029,50319.52683352896,464624.90543731634,17471.63758817707,1846.3900280418225,2853.7169659179262,2676.9341703633977,783.8227919962311,1834.403208929579,2243.5342369299537,34649.463758832884,7585.673617060084,709.3828228496919,7.364133894949365e-06,0.00021197079628042557,0.2881642652828986,0.033039977981352976
167,-392.0850766020948,799633.4125143194,735715.4656600787,119834.91737132469,66595.6761318557,52031.92830513209,352467.972538252,16588.876554092218,2906.839335907828,3457.0580098267537,3009.9690817971978,192.72331943282018,647.5093605272709,1346.6778955380134,34007.523925662965,8655.235364074664,787.5952887412951,4.670503274559179e-06,0.0001936426493326732,0.11746886683131001,0.024105140725864695
168,-520.3544281113848,805029.2853377499,715708.2798505061,121861.7382317808,60420.286249354525,61531.507194760554,583516.7546879918,16694.38097395464,3314.273727492664,3145.7513992101517,3256.7053564301327,292.00182751674765,242.68029213946866,849.073778872419,34953.135333749015,9536.380782983704,907.1663618063993,5.929946776487694e-06,0.0001678974044523752,0.30911305033662884,0.04093267744459873
169,-649.0019335147688,809358.8511993884,773805.9679360663,119714.19991797824,65044.568907789486,48579.86741281774,292864.76452360814,16619.725485950006,1858.2007178926622,3413.822031198149,2784.059425840731,180.62140491647787,547.8090994451823,1272.4343198373629,31304.78991758646,10906.449289217004,823.867904689337,4.792342421226158e-06,0.00017459709454061963,0.10156167923412397,0.03581482710805185
170,-512.011634438438,794574.5290511552,731317.3184406983,119577.07540240922,62694.43289411076,48309.83129013218,328870.30487800617,16786.50050863374,2031.8166217728551,3607.074353968268,2984.968146682031,183.98102278909073,383.85934245309113,899.9647184616009,35477.506921887754,7704.422770840559,651.0417931926933,2.071957595774147e-06,0.00022413672091995077,0.1377467467979532,0.03039904719573833
171,-505.9114035841517,775963.0029451849,709774.2750123556,119274.98467438105,63878.08529946355,48000.00000061653,309833.0144415339,16885.04717380594,2893.843934771455,3555.6721730533473,3027.971358002977,213.83143456323046,559.9806996621608,1173.4112460602403,34671.741380513464,8221.555009897753,663.125412547302,3.773187024960926e-06,0.00022555107170144962,0.09375333399341708,0.02429994435182992
172,-518.1759766275262,808349.5992166688,758200.2283376526,118026.68311509056,62803.24360940898,48000.0000002811,446221.863969554,16592.62084375804,2137.4096481479137,3042.7818114546762,3126.1840414697454,107.46542346287859,372.290772635308,864.0794208672827,36319.123074931995,6098.072067212055,637.7367150834019,5.136096914917721e-06,0.00024961277049798293,0.20890564239324386,0.041964640890363586
173,-814.208589221793,751562.6299393538,718197.9931955308,121211.9558026523,63663.81928000176,62852.87645800118,374775.97494889033,17712.738632214638,1521.5895710070058,3481.0927566891073,3080.819354748772,243.65264434747294,376.6528734358395,878.0544088279007,36455.34932459991,7026.743012262089,881.2989361101079,4.046590903876867e-06,0.00017964817948052715,0.13800167740543942,0.028716532449343805
174,-535.4352570412777,764664.5500056257,719382.563250011,119268.08465131253,62199.68466094393,48000.00000009045,290648.02087094117,17026.06308041493,1973.54737522008,3456.8421510615312,3100.047336090106,188.73588860971245,347.11179837923,834.9899530975296,32365.15894109122,7212.163597467659,657.1155517016091,3.180522181367708e-06,0.00023058908545923025,0.08110503718865031,0.05290555078992539
175,-636.9016986375213,835615.6177080057,719197.3235621101,120461.03174576974,60368.820282908215,62241.41656458798,703702.3312272762,16117.903186172265,3484.4046131867567,3080.808477744419,3503.1168181049225,218.29421630920143,200.9726652984349,721.0612130503325,37596.58852630235,8259.025833980895,812.9940447570502,5.715305877353693e-06,0.00019822975552166947,0.5020520161455149,0.032782803782918195
176,-527.9695663308274,771661.2272331452,679712.7324869188,124733.97394670408,71790.4550708032,48000.00000003758,475616.6789206262,17504.333090581342,4037.65731774827,3134.984935648196,3121.0872732761227,413.9070277618631,670.0754891325497,1606.0620925424146,34121.93128002881,6664.983071235972,686.7029504958693,5.343323814610676e-06,0.00023202131696078464,0.18282155452556545,0.049167490709224944
177,-678.7331506305404,795809.30313404,748739.4298109963,121033.50165575491,66465.87467626786,51686.37151216284,367025.19947936694,16419.315840514988,2561.3744782610884,3171.908400498649,2879.757412935271,246.4092330163024,548.3011054691315,1125.7739585766212,33770.651565473985,8129.292681965793,762.3639832918524,6.182017976648692e-06,0.00017292399967894939,0.123880785012682,0.029465779775683928
178,-651.3797789271839,820882.9010262567,759759.744461973,119065.96856394601,61783.60696069914,61801.154294105196,596777.0097589924,16392.63082026284,2447.960400894537,3146.360536419146,3168.2418066456303,149.02299831102533,292.1547232879227,933.2351385398183,35648.63003313051,9709.63997456272,874.7706690760799,6.548814390109947e-06,0.00018268845100235482,0.3625788665690755,0.033262989685179545
179,-388.6260113950631,796094.852218184,673368.0188912989,120109.40460782914,63127.29924899087,48000.00000000151,642177.7453149447,17201.829713126266,2946.6888214522637,3074.686224058082,3082.4443890527386,205.58315507778312,407.3116072011722,1025.246256985651,37593.962773301886,5661.69245601272,589.0792144344988,8.041021594792858e-06,0.00027890942997895265,0.6177589171837259,0.036156393566108364
180,-599.3176801163718,821550.0058020208,794920.5599747814,119236.46223086024,61048.72216154954,54614.88919149509,486913.1729333062,16212.14509557934,1342.1766134330455,3185.5806656932805,3091.9930910902317,189.08284048187772,257.31472436655696,816.5480421400246,31478.474185869058,12282.734082672345,951.157540656465,6.299030502235028e-06,0.00013378823721502242,0.2149250971013388,0.033024228034879755
181,-620.676864128598,808804.2479935379,792923.4457027146,119233.44616934641,63828.5522505504,48000.000000016094,559277.0416246756,16868.99105129532,729.8057525474396,2846.3693648684157,3222.477123857259,149.44491363413226,446.9030637642119,1010.8895754608404,36219.73502583252,6417.953265330685,662.7521141468656,6.673796872432006e-06,0.0002680559719338279,0.270385317695793,0.038020118403723
182,-610.5506949330629,784128.5397852762,733063.3009105161,118677.94912563352,59945.40972169494,55210.194311731706,279794.56068817177,17059.003451003773,2373.3201698212774,3367.204927484198,3095.86191254569,152.53797945445612,196.67314112309984,753.1064815768055,32531.140251633202,10528.811800992835,823.1108016130987,3.0601009865422164e-06,0.00016743022666155545,0.08157541351776804,0.025638589539968653
183,-814.8084054017851,800642.1261291275,777268.2488416894,131778.2331369916,85304.31118216837,78395.83305914186,460154.55130425,16512.799761150633,1574.0340384592744,2831.88433062946,2767.26631949115,758.7989108116046,1747.1783687279071,2350.785854153895,33434.70824006063,11931.642475614386,1283.826427722103,7.720896049071067e-06,0.00011125058872290045,0.19020866653650806,0.026841571120975755
184,-682.7974464455735,868656.3390284862,820468.2392905785,133275.23681092905,81477.25927839096,64513.83198405503,435882.85940134013,15878.444545290246,3025.537834878573,2953.3081404768554,2898.628660179943,788.8416648614267,1482.2548374879202,2165.2573591264304,40624.36147049174,8349.138379293743,880.5399813503132,6.813242778593095e-06,0.00019114922470985586,0.16454524237785617,0.0345171191754956
185,-620.4771682798739,758894.1949456866,726658.998355293,123565.30886216369,65301.188441750535,48000.00000016727,468702.98248241877,17430.292200128017,1416.66575824493,3259.5233637956835,3173.9791626900583,354.0503978442077,512.750397726173,1071.5914131189609,38062.192904056494,5341.736709555207,598.9968990338839,5.332613675087369e-06,0.0002725292213914148,0.18150300258486757,0.06411180326258517
186,-618.9259061813996,863475.8698193638,834295.6872899486,119061.67597618615,60681.45342651697,86844.54676745614,587655.4267843097,15719.511618456392,1690.0817241883624,3021.275535634546,3247.992737420511,152.99115637103444,263.91410855608785,903.0596648618794,34595.65770351061,12633.856129013255,1356.101812762408,7.081433736809922e-06,0.00011563733850679892,0.2373162127900951,0.03560856639889616
187,-544.3381542656577,810789.6256253645,716131.9120032093,118448.23487635986,60897.53430847478,66559.6942311974,469671.53962239984,16643.051274679357,4271.38104038427,3134.8952344596864,3059.5891819549834,124.72378799563215,233.07353078634574,935.4233218224471,33130.001573888716,10288.668208738958,1029.6811040708794,6.372766757209741e-06,0.00015435254195203041,0.2360480353986255,0.03178524410655883
188,-523.7759690207268,818043.4718356614,788788.2551699994,120210.67052490625,64151.22220387297,48000.00000026899,354392.710347434,16723.92676149384,1160.901436518115,3416.798929161221,3143.081391297097,233.56993419085956,397.8753829508243,988.2741343647616,34913.787253784074,7273.871521710859,700.5531217212344,3.4224844381687797e-06,0.00019337692472947256,0.1198967972239146,0.03644395569249341
189,-458.7839397926111,802237.21295791,735742.3132026717,132970.57596075482,80036.9007539747,48000.0000070225,648184.539357832,16957.618120466985,2695.400351020469,2989.1929509651327,2988.028337778468,684.2615612497987,1067.6782883331705,2207.57364399543,33175.93968428194,10487.87353269053,752.5629741401847,7.563887166033056e-06,0.00017552608949702498,0.46231960280429274,0.024995036417647973
190,-686.9692743358441,810343.9247958786,656183.3363402325,119217.58398809713,62579.400373625285,48000.000002884415,559281.5232075748,16593.335858231654,5338.931902254718,3228.4276205288957,3244.950088870843,165.37801247957066,368.16050323190444,917.5387483455289,34547.825362715485,7790.6230459047165,670.4404452522427,5.314037740100973e-06,0.00020419315442557378,0.30374100223513406,0.0367588517925237
191,-474.76084120803216,829977.3326743622,775143.9227120901,118684.9064709842,61310.65009225711,48118.50356042881,393856.9248059393,16398.265457610032,2624.9913563391488,3475.8547488089275,3029.3049631220592,155.53836160874448,314.4713801854927,891.5265038312182,34708.426237680615,8213.744412773682,751.2998806521811,5.505879427873755e-06,0.00019468182221000542,0.1606902625279203,0.03258315599805522
192,-650.6769599084164,795254.9438423326,745460.5161161001,118792.81488374941,69497.34232517291,48000.000000611755,255035.80780350763,17049.451942987544,2072.099159292004,3588.124625726979,2802.6636638405084,154.59518876184313,993.8621673902965,1244.3375083397445,33053.98083675683,8521.421348442658,758.6911766787557,3.069675365423336e-06,0.0001995316651430091,0.09454583806177828,0.03405178879715702
193,-591.2721835089031,790742.4101049199,738145.6997829857,118026.30356511196,71110.59820968921,66284.359976295,428196.73979181726,17002.202413254367,2190.1194275049224,3245.7889289227605,3007.5785951188764,104.51562135922902,927.9367680868625,1557.267315113237,33663.998472210915,10751.514838860658,966.5344258966464,5.297510300427945e-06,0.00016994025214622614,0.18844002154144332,0.035319513317315594
194,-692.2128029292173,822158.8361592607,758658.0041172967,122626.14296146971,64403.65970444226,55567.35935188569,510777.8585531926,16144.945944696829,2963.077776294117,3138.326839796021,3247.853675479872,348.1416866384365,482.0106931120478,1101.7498685190865,31425.661189780367,13486.634950579726,925.7827758796521,5.292161365929316e-06,0.00012089001193457848,0.20138357451139285,0.029593888797920402
195,-571.4257427362652,771060.294079267,642655.4513132335,120687.2809034673,60351.72679506569,56643.27127040733,596021.2068644902,17059.03275947939,3992.183783930753,2759.380739800101,3217.8729402231124,218.86936052051658,197.46681119637387,705.5477452828483,34511.24916710567,9057.162759503704,829.0526108443526,5.4090177139240795e-06,0.00019183403038276344,0.4406675692991322,0.021572568743969026
196,-715.0480970964923,834471.4676784757,737734.7185754036,122539.93048288931,62784.321162198925,48000.00000073837,351475.08134473686,16798.112038134896,3866.129510320865,3389.3237867158464,3097.022405415273,349.97824859928244,418.41388443204914,1115.9886318488282,35890.20285145296,7013.83440791163,679.6505240125649,3.897692727201087e-06,0.0002399924243954827,0.12386045929776109,0.04741975569700731
197,-457.6895698437831,798630.0257388804,700579.4501090124,122103.39017970514,69394.62195149423,49814.68940917195,634293.2553045021,16838.675056898915,2235.098871985036,2974.7734184587484,3125.873905233946,301.92596483978815,680.9786767941362,1410.7982324595016,31115.78245652345,10966.965045133651,895.3695768229004,7.312961995425523e-06,0.00014167395123665337,0.5823914416756172,0.03264490631909645
198,-507.9746321365741,860620.8344423667,833240.0488200744,125107.0546731855,67446.45531381847,57097.436454095274,505240.9567631003,15704.126336906382,1385.392315882972,3102.7107433369833,3160.4229910939825,537.0608030918033,548.7169935914011,1246.1968794189845,36230.697073222356,9241.203985316284,827.9811525553567,6.017302954640246e-06,0.00017367181483438733,0.2039697707692059,0.039842572448825005
199,-537.8716863782172,835364.6480355934,806316.9218993589,123679.52284225031,70923.08640768331,69712.69655029535,413643.5619435876,16486.84125061198,1195.0921052687145,3247.4084579382697,2947.45618191138,411.9864160572069,1016.1608562457292,1563.571908992573,32482.85349580113,15242.621613402009,1130.4573707415216,5.526505835759262e-06,0.0001265411580254237,0.1982280703402261,0.032071447760934374
200,-550.6708299272705,808604.0647541889,783680.930599102,130476.36266279306,71300.60375285316,48906.50569368365,412598.069668044,16695.020187459515,1530.9557728610118,3209.0505330594015,3076.8155587306155,712.5274591900558,1050.5559261509586,1743.3890398462206,35602.53584662535,6825.975092163871,666.0426826211766,5.907007251692024e-06,0.00021175639754583212,0.09995062406415209,0.03923654462405108
201,-657.2223936466428,776230.0732474482,744319.7180773085,121182.87799695991,62813.8722468398,53059.98935156709,329917.51550466206,17224.582313896604,1213.9090603667337,3538.9128696945654,3183.114070684543,271.56459951678164,384.0883056699082,1026.923009314858,33805.63965522188,8259.106782362342,831.8424188889717,2.4697083086303267e-06,0.00017695332720289129,0.10376924486766045,0.023552220109987945
202,-585.6274870411212,795697.2759471881,771202.9087042292,121700.00001352526,69412.80276983698,48127.419357117236,482848.4143168374,16981.24790242636,1886.9203914320747,2956.1930025198935,2818.4292082794314,269.0888851579846,790.3684585466573,1407.9330096809508,35282.70372763197,6714.133205253802,673.7600291997595,8.768518247527784e-06,0.00022892833663172663,0.21791824839668847,0.04253051284957934
203,-443.3261336460515,834453.550021354,792480.4643380058,119713.28887522526,62693.95923478152,67222.06947298441,382401.08914058376,16242.401144105866,2374.5575254778782,2996.062322158803,2992.6306793119466,202.6038398685718,371.5022601597538,841.4760008871891,32905.05595300931,12141.15052758232,1179.3509001148566,6.282454402360302e-06,0.00012801685078952052,0.14584167543455415,0.025373709974093408
204,-462.19276236307724,738488.3614048015,729170.1353951297,118520.21353737521,60806.19701632732,48000.00000058464,406655.341325722,17761.139256679544,456.46974577478966,3327.06156774943,3075.5315232538273,144.8122984978107,290.04172701144387,782.7597809225658,32256.366212983,7018.555401703773,688.4216318490412,5.420652239540868e-06,0.00022490288952848824,0.15230728083734002,0.039872710031760634
205,-535.5551165631791,806284.0422815878,708539.0895244844,118734.0772094801,64496.64999122177,48445.53001101232,623025.496415459,16783.4467586465,4997.016552661724,2760.4829302169574,3019.282838833496,118.05545422324602,397.87561078330384,946.5687385432899,37061.04836137522,5752.454082801614,651.001802140811,8.826649260972349e-06,0.0002390579814061094,0.48134176974119874,0.04160360772271039
206,-506.9512361005778,783921.2609929297,707524.5032098193,127801.29097053886,68854.95708511995,48000.00000014374,500269.7931873921,17178.260017790883,3366.425157211045,3066.089756835166,3074.8831251181255,572.6228667063377,702.9687239220974,1377.6546598638322,33000.17721237362,7943.606152457937,726.5257079837503,5.921657235746528e-06,0.00020222049387215194,0.2126306255097404,0.05059318242147579
207,-577.1791637635151,838557.5815744901,779138.0968452474,122519.98607942094,65068.22847832888,48000.00000000399,576625.6268470166,16257.258197522007,3050.9578096078744,2805.1439641926354,3027.387029985731,317.7975278057124,411.6659207064372,1244.935688487772,28820.350510842443,30353.857138157953,931.2734957149423,7.690418111745544e-06,7.576580397100143e-05,0.3476578876638417,0.028626422596827683
208,-519.5927174557933,819766.6777811385,769504.3177793092,124454.87480504364,70954.08210893134,67100.16725408658,355761.1974567998,16389.20014908293,2957.7229600507085,3248.8349322510244,2794.587616402004,434.1020392621462,851.6766447003681,1593.224226187619,34339.73979659544,11665.459668295935,1087.9004543441386,6.4073997043519935e-06,0.00014547487654298371,0.14190634015140408,0.035416030389354876
209,-586.4616040191884,780178.7801848801,726945.9389116174,120719.30333563582,60150.49210680714,48000.000001346656,535737.9945176115,17361.284157450318,2531.1875303908573,3055.682769293157,3193.508474894257,198.45132560439268,206.8063737696803,878.9694157855203,37534.335903244864,4913.351922619636,617.5547504274023,6.475439895808264e-06,0.0002709339726707876,0.25288675281401796,0.052837626401286766
