sample,ll,T_NDH,T_ND,T_AN,T_CV,T_LY,N_A,N_ND,N_Den,N_N,N_Alt,N_Cha,N_Vin,N_MH,N_Yor,N_Los,m_AD,m_YL,p_H_N,p_H_WN,p_V_L
117,-552.3850464214398,714636.5216883775,677965.6984451166,117996.24204904455,63845.58685791397,57904.4814264042,18230.759687490117,1662.6201296998597,3362.119410314278,2612.3370410789416,133.42043854345962,432.600606409504,1007.0690740120424,32666.163994356695,9804.488181699002,830.5542058516678,3.1751682173595743e-06,0.0001941913798549497,0.09687398147339359,0.00905109239775219,0.034730770644362245
118,-442.1949711305759,734538.3463653307,704298.8271955377,118751.77377546142,71428.13875393762,52672.2423949676,17867.284651209575,1336.0717949367179,3616.473626683931,2389.9143015084046,213.90789308038558,1071.383569797123,1706.0271300038921,30810.98828370158,10150.420440287273,793.1761609617018,3.202524149722275e-06,0.00019808409334918877,0.1043848607539032,0.008078097188427296,0.033502618467324864
119,-433.1431950957301,746485.8375278014,720450.8502671579,118354.00201804361,62923.62166429343,58791.96565815031,17630.961125712478,1297.3850977953205,3538.174739628274,2686.5602911961328,174.43810777906523,448.23720606293546,946.8722930009749,30882.114082149797,11725.033705673455,1042.1254512077833,3.127794688561708e-06,0.00013058923301671117,0.08076301393069145,0.009320288897147833,0.020040780513638
120,-409.86188738333055,786250.0929383786,756256.9655077932,117800.62667099891,67652.23676056052,57528.21527017885,16891.23184688219,1627.7336406379793,3338.6800322845593,2448.777420986671,117.50730543655516,716.7064236776611,1308.4313378374627,30791.921624687602,13857.469660356162,988.6473215969042,4.609154594370296e-06,0.00012424489970214154,0.08722391894788195,0.008627171788659344,0.026496505726228893
121,-660.1882290039816,724369.140902224,663902.4769981898,118268.553890087,61039.48189690241,48708.94713863352,17716.228775667878,3060.8119670376973,3311.19879043736,2594.4629771114264,174.84874455553887,262.42031986523847,767.3901886783383,29883.72764527033,12080.285596887612,750.7031957442821,3.995600793580913e-06,0.00017809041733885008,0.06810292332199926,0.012335034226387317,0.024560566317129696
122,-535.0368792667521,756569.0799265057,708890.5531656784,117685.75855468713,64236.21414195653,53124.82855528949,17640.6461002006,3137.044282021836,3173.742643312431,2459.5040376008274,111.69607144646837,492.3024641323951,1183.3532898282897,34472.740250095834,8793.866356340872,769.5706436066266,5.904583743860315e-06,0.00020512607007211508,0.08624474397259115,0.01019072176646446,0.026278366169174696
123,-555.4519000656244,832285.7742010802,805533.0050352691,120321.56614064056,62194.52224600355,56866.84286807797,16580.267488795653,2069.760266434683,3230.579662721775,2423.8569324295563,272.0167505639058,290.4287853772054,915.3291673315603,35892.652874780244,8185.371365777615,862.7303879335815,6.5378126634431865e-06,0.0002015857139984435,0.08248187180537264,0.01473705693481293,0.028598476522732858
124,-551.4552423445839,780726.0572086738,711049.7850077722,116937.02156976619,63332.66553105496,75888.11023122327,17253.54772977629,4357.226674087368,3041.092401516448,2291.9543527294527,123.75612366593475,339.9825283855872,1071.1788485054965,37644.532493133935,9342.67027334,1028.116960215393,6.066292035993965e-06,0.0001801008041509073,0.08602962774862252,0.018055112159446662,0.033996518714575596
125,-532.5414627527434,767424.4067068209,742902.272377146,119942.32147166158,61713.6017541244,48910.01849894087,17323.41909288775,1501.5276482740985,3337.8433817055534,2442.2704963471965,294.3994921593149,356.52405985334127,832.4460949025832,29799.31433430798,12818.28884374678,818.7728610259122,5.0952333414355415e-06,0.00017028610210598042,0.08137790318232155,0.012614119000498561,0.03503263684224822
126,-548.5972041563089,750845.4111413541,726777.3413605164,118807.72951210354,58967.4826715118,66000.52581475217,17469.136977420654,1268.8500803286358,3362.129211604068,2512.6316806451787,206.5014037496425,200.08565100206013,951.2655124982305,32292.50012440313,11491.43674270305,954.6961518879175,4.534938677640405e-06,0.00016770063162228083,0.0857331810156761,0.011828781187853141,0.03381863758841267
127,-552.0822657459787,755488.0373444643,714105.3520552522,117452.791873704,62708.51080744971,53089.456640375356,17443.259018549983,2232.394735251752,3239.082929886129,2284.247783707908,124.41228311011051,318.14001899217277,902.5493341559885,30143.545544133838,14084.190393737055,869.1781295787594,4.827444183825401e-06,0.00013118532752825804,0.10458423407632327,0.01315861526970831,0.024083662623712677
128,-517.0424905906598,798037.9901457793,789186.0491469073,118940.72343137917,64579.45839305026,48460.17226644893,16648.355015709087,539.3768574532066,3479.2097145752787,2343.920787185059,239.85830718677144,463.6225594916091,991.1604257324243,31950.208945355716,13787.109007450763,791.9369171056501,5.584530710208648e-06,0.00015801160214502888,0.08006920957787762,0.014201812565417252,0.018898762437658992
129,-436.86173268235933,747627.4225370043,703093.2529897916,121628.93528209,67465.0470986066,57768.00702309103,17566.302657457738,2216.8851786057553,3311.588170477059,2315.825569979476,315.34653792727215,588.1901823434803,1159.1717688517328,30017.073313565445,11732.809206044818,911.7489161574197,3.975272124393137e-06,0.00014226503316855987,0.09580398445864408,0.013227393726023823,0.023722517980959198
130,-688.5429744593021,779122.6098378743,755023.9739153953,117504.8192051755,62669.609717962514,53153.72904162711,17215.165810664796,1192.5387464071632,3643.0210513837596,2760.0420742993065,123.66992644310372,329.4778433702398,978.2125908245118,31753.84863668965,12662.710539482758,847.7749990677278,4.1508973030507496e-06,0.00015965495130323737,0.06356510988439437,0.011360459579310126,0.03852750157156706
131,-444.5468340431537,754232.5782459389,727954.2614304234,118968.00620929952,68447.34083715787,83795.16293523644,17258.91148356354,1718.82814574712,2971.8336004261737,2416.220837761918,160.44792606291657,656.7221717880012,1328.1749590884756,35967.576928612136,9332.271717116035,1073.8444184326313,5.506226557291306e-06,0.0001622560024109639,0.07660443639564089,0.010914723286871502,0.030680075963995496
132,-541.8612901288327,719054.3938475434,694420.425560848,117630.76537992687,61761.678245432624,66873.68800881265,17910.188635822935,1309.6750860494603,3393.067903904937,2692.829312147058,115.6322344820774,405.4142282596324,917.7656024037703,31781.78528983038,10145.4956227972,1004.183043296965,4.217616939293562e-06,0.0001682800434917575,0.06395720732892335,0.011958381045668442,0.03486602575361078
133,-525.0597008949824,761872.7372349219,739088.8156235731,118411.86136745002,61111.70212650793,64466.52074335951,17112.918020417572,1094.4076350597704,3636.270374715202,2835.38921179697,243.4783197931735,320.25105595435235,811.5012706100379,31470.73802465983,11293.059722289485,1045.5001815897579,2.675757285112111e-06,0.0001281123187568859,0.05881466731738543,0.01376158449317222,0.02477568748224019
134,-537.7344568988901,757675.9792535128,732237.8206218774,117441.52087502446,59897.64203328621,52784.77032516526,17324.440202377125,2267.490137697626,3030.4304621082556,2361.686196181423,124.71941062842386,245.7632236479435,898.1363967949966,31011.05800407236,11420.208178758177,846.2792996434862,7.349322290332086e-06,0.00014316134304931264,0.05916597958623526,0.017669725514767795,0.035222208400391725
135,-485.7761699986136,764804.3600581291,722743.3779867839,117237.48694538117,62726.550097051295,48000.00000002922,17457.255016884803,2057.329906533814,3385.172245132199,2434.4417624276944,110.41300425318482,392.2900854830215,852.3129861198942,32436.62807044613,9334.66058017859,710.7034628048673,3.987330406168335e-06,0.0002069544421156774,0.08800158981529968,0.014510318466292865,0.0324365736170872
136,-524.0098727382162,776240.9966132405,737279.6325471777,117933.4343068079,64454.82133804263,48000.00000053783,17071.48276194366,2285.0808266270033,3393.784993720715,2425.7858975074487,141.43657059750447,581.2132900207912,964.4076722322917,29525.22974655116,14130.9983779201,867.1367729583042,5.351238641974952e-06,0.00012305519523101964,0.08442595188839679,0.012301001131851876,0.033454695201957305
137,-449.59710109766655,809873.1788293311,784162.9043967982,116417.26241572363,63960.012166795095,68640.18406316351,16286.582910943323,1765.5269592457355,3081.423152970125,2454.519678432194,72.9214824655268,462.0851362668838,1065.5118696290876,36027.41606020209,10359.6924985064,994.2177724230179,6.112655892541349e-06,0.00015676919291984635,0.07415443661970351,0.012899571974234665,0.031043899100087757
138,-393.9471831732478,739823.4684411305,683715.5974185221,121175.40456912688,61720.32123189678,51444.56908213741,17473.270874372603,2756.6826856635184,3548.0601226922163,2487.3297042790464,385.95713940023967,420.2873869585939,766.8340593972675,31841.946711163848,9964.1395251056,747.067236422026,3.841335165897767e-06,0.00021151130382516614,0.08369603372918323,0.0110024793252221,0.029486456094681653
139,-484.8708954451074,746143.0135144539,676929.7971194215,118263.89276356605,60606.64545346682,55990.02467832056,17336.229603012318,3408.4846046264925,3289.5696252959224,2653.903045074712,151.50535415363328,266.854052614683,950.8414186640792,33834.13854923538,8283.408369783165,759.4857926893881,3.5805101379561334e-06,0.00021203178297621303,0.07556815662475205,0.00902048851554313,0.03127948641274536
140,-716.2644610417456,713439.505324025,697634.2690951668,119297.1234202221,59133.43417653728,71676.50439477072,18047.166376393492,809.7738633926588,3462.2011195525934,2661.360823195817,221.24686689876125,166.69460568660213,862.2049331207891,29323.81945251578,13828.932191339889,1096.471320248476,3.7438317089433705e-06,0.00014922968466381432,0.07388170810084602,0.011102109018730195,0.03607925547895118
141,-495.6633453994207,769627.1487661182,721268.7055835439,119873.40133343024,69780.04106715774,72690.3201491925,17242.961122988487,2845.4958258456136,3076.120440363007,2194.399744635114,255.40445258455583,666.7239029159269,1215.9467596268696,36026.151046891835,8490.99259205762,941.0406327132775,5.97087272320377e-06,0.00017505143771172693,0.10525041242362815,0.013664030953667633,0.03107096446206978
142,-475.7913314124213,754793.6722544546,696496.8862738773,116551.29881896419,68693.6016427096,50283.25570443523,17577.121400114313,3576.1413297646486,3308.319890252189,2107.798431771723,81.01286633539017,939.7329256758246,1374.9188496788445,33091.51326603071,8687.671877155532,760.9248936318239,6.505225518962457e-06,0.0002020634934458235,0.10369533419023186,0.015430630939820198,0.034158478768820576
143,-605.7104195501195,735487.7124952953,717652.7441227654,118042.48515770692,62251.100575433506,63442.43627388675,17594.351546783735,1101.4718839025925,3194.644904504772,2407.336059802551,198.20007611380174,373.27876899130604,911.0001566347294,28392.743616079173,17517.204836407534,1125.0579705747086,5.629936594271868e-06,0.00010565792602997375,0.08141261676843169,0.014085260343344187,0.01794718272266833
144,-600.0543899175244,742582.5207173352,699356.9751233011,118185.66119221652,62064.32935425768,71493.1735909649,17630.889526785453,2088.343265053731,3520.294708433882,2667.328674094457,202.2406089860769,358.0645981012578,819.8885149686133,28421.153370507996,16631.006877610766,1191.5717021363541,3.230215406808979e-06,0.00010027239089443254,0.07726711521853526,0.011001117269702617,0.024319611490540453
145,-420.85668138085293,754695.6604165983,738976.1988294831,117066.45721767451,59401.153197982145,55061.48303084199,17596.638833161207,954.9198742283966,3357.5709668934496,2481.8616418344473,91.68606561554091,186.62950198417562,744.7666830909593,31059.416250046754,12547.827126921535,978.9793854207117,5.143913020000376e-06,0.00013091102395396508,0.07601817606115596,0.014947709781540156,0.01444794033134199
146,-502.56575432444924,727961.5069241816,701830.9880399973,117873.30801503031,61845.39835974063,60456.72096451695,17706.46893016754,1347.6581138860358,3626.3725782764054,2451.9755365898905,148.23598583226627,374.02570684279675,1032.8400366543772,34079.47194189118,9678.820978680164,873.3715411903523,4.793225999859895e-06,0.00017933966624130324,0.0926978160444447,0.01111986734954042,0.027179269809387917
147,-657.7566036368927,778478.6298467546,753325.2050361533,116369.51252449858,64724.57952347084,56249.342013556816,17071.606661239817,2172.515471438682,2993.594948847575,2376.9091947748116,66.49312748043734,604.4415043525154,1050.5878849846863,32692.523021280227,9838.039278858145,937.8324818437237,6.969682356571783e-06,0.00016370760616345612,0.07151908269505851,0.013476648095958145,0.0316993349478843
148,-407.6465511672478,771963.0761375033,637293.0265463615,117263.76890547373,63951.704019473014,48000.00000038103,17007.512869401595,5227.086336727605,3373.412280509867,2394.628663031822,155.35527436433912,437.7313640647274,1037.7531841384114,28983.59089767806,14500.08905345902,873.9222665839692,2.1993361057467873e-06,0.0001377372565774946,0.10452820944901264,0.014256084807682676,0.024649994451301314
149,-637.8500833330968,741280.913937909,699796.4647033771,118378.98160710225,62741.91744681881,59753.941443125856,17395.57231598671,2323.013521511933,3351.355097688815,2609.8286004911556,194.82124751112192,331.8623984113967,989.6382102613409,30881.831417953785,15595.70517191142,896.8014057017508,4.289133389445988e-06,0.0001667876818690256,0.06686493161597563,0.010587431168428689,0.03756965406307462
150,-539.2872283499809,734056.909464728,672053.9560887655,119657.49768025885,63166.07900036794,50838.27788965043,17647.654247999246,3369.133685405709,3219.9316811501144,2689.0476223036676,241.8263247527161,427.65047107559315,947.9505000404099,29239.467523905692,12818.711884970047,898.6147490344064,4.4288463540748515e-06,0.00011821712805673725,0.06587640933553827,0.007169420089028408,0.02584042178569049
151,-592.2716111060564,736415.6093412655,666919.1881457124,117093.92153435541,61523.72871029832,66020.48501538397,17609.8437369126,3222.4411064622873,3471.352688097727,2606.8193977189644,97.81416829708866,344.6888049475243,816.3897901085074,30994.678003919642,11721.123927527304,1027.8672250775794,3.1925789663274874e-06,0.0001360857560430128,0.07790033048277935,0.014450747680619791,0.035512915282051825
152,-595.9928069003959,784535.3200271139,757923.5037221484,120128.34369045157,61515.36932682247,75793.03686728819,16898.969190096035,1507.500847361967,3127.067628277971,2558.4455405875447,221.86017636728846,374.9371961439102,819.1170190396094,35026.50903116308,9989.887015520306,1002.9098950410735,5.014696693848898e-06,0.00015500775363250647,0.08881721106670581,0.00738839979810553,0.02719845779756999
153,-535.3021992253223,754834.8751598079,730931.4022858248,117138.8031478711,62584.98131431082,75818.30659695763,17379.387276326237,1318.4478977706187,3371.111609431807,2466.543841377864,95.02585679879184,380.7593143724288,989.4777916122268,30467.76097741324,13961.306051011137,1213.0914253537842,4.756228519738597e-06,0.0001164134121772425,0.08562184163609293,0.011151023076902133,0.029830423421152604
154,-533.6649188155421,738730.8316838417,707645.3948920413,118560.3060634635,63215.42310808411,53084.02473085732,18083.309925447673,1361.4555409301568,3739.2419847718243,2432.7199548408876,177.34853628888504,416.58604133421284,1213.6288002044143,30850.341579231343,10390.74689249825,919.0437029438999,3.4149567479403313e-06,0.0001478938026556569,0.10470505534542063,0.010417367820406084,0.015832070234642726
155,-556.1759044912941,717458.0080811966,660053.7140818388,118795.27338888454,66272.89946045933,48000.00000058413,18284.98362393307,2634.029880216343,3422.3244482172267,2271.8484108829384,220.31981855643096,568.9148167936572,1179.6253806812438,28186.855322991476,13410.707018275012,871.2759005979188,3.6791227358746107e-06,0.00012051128507444594,0.10555910498557007,0.018195495522818055,0.029367425739254212
156,-458.6045653744357,726082.6670281191,705568.4331567342,121236.03991271483,61729.56880353153,62617.364010922545,18033.137298199657,1241.614916246177,3165.4493111685383,2431.8282685641075,322.8679949960652,282.1397332977124,1069.9202270593573,34076.79123346746,8405.550959781242,847.776871859326,5.367145575110817e-06,0.00020380078424505805,0.0731386974982996,0.014385250105049197,0.035465740725158304
157,-560.6825658966284,760541.1829020693,739880.981961662,117137.53748045547,63382.492623521226,58249.01731564381,17427.77924534341,1043.4374784460636,3507.9312749515534,2473.6571825093124,111.68367434416646,461.81779282846935,1061.5901736022468,32639.415213248034,11140.772594290485,902.0773126120728,4.156487820578007e-06,0.000172471661157284,0.09321505940234921,0.012125018106252565,0.02948536526072301
158,-588.2117433536207,739611.1390764519,658917.4526355821,117993.23075307885,61243.86238633057,51251.08345375677,17625.350525101974,3948.5174393374623,3362.822570509375,2380.8593614647098,137.62514025641727,344.03200499777984,838.67520507796,30677.626654281383,9549.660086598864,837.7747588395158,4.087624281653974e-06,0.00016956847030321232,0.08832910917963725,0.016372807323758235,0.028869169008321885
159,-585.0857831127375,750255.1810165653,739953.3754303263,117848.69453638917,59063.06555623752,72611.78828279364,17292.983746712845,653.4168120511633,3266.331659449413,2598.4133982838675,125.75050791432577,172.05250531435019,731.1866018489554,32692.01506867054,11514.558573538503,1137.9224128834612,5.5761661978713565e-06,0.00013723131502987965,0.06976560580680459,0.010085374315414836,0.02551246890457496
160,-598.0877738243717,715007.1145490141,688279.7761213302,117135.28701225971,61128.617618160395,58498.3700300279,18112.848698298363,1470.8774867141485,3543.9058871998313,2443.3426483820353,107.63817534960288,284.1199629040915,1154.0935973809553,34326.63479142818,8078.085924241999,847.8950882182222,5.1834669434949345e-06,0.00021855374674958992,0.07924576365850908,0.013339808618372247,0.024297912850266633
161,-585.6080155154784,778731.9065194497,726911.0547314659,117937.97824090539,63814.98185793814,48000.00000006171,16996.170613671642,2705.7376808390336,3292.561743612179,2558.0277169161327,139.99342757625257,473.4237901810818,923.5470047091561,29980.532682081197,15280.244008578135,884.3512201546093,4.123710835767782e-06,0.00011060715662054708,0.0793443983428449,0.013904627815585761,0.027554538440225467
162,-497.6713549889456,762795.5575251199,751232.1244687368,123920.50475432017,62347.96944420571,56587.52172299529,17332.293302212413,714.2950237045595,3355.8121001009376,2641.0400951293364,536.2114451197361,381.22672547494693,868.2575076574459,30922.56185950846,12834.66934122159,981.2994757932325,5.217024094539787e-06,0.00012871703863694294,0.059573941831887994,0.010434063213903225,0.02737071314140169
163,-430.1355935089365,740237.4859173169,659297.3009367273,118781.14731502773,66617.78495077441,48000.00000045913,17823.933343897665,3421.4388250809607,3694.476899284369,2477.582663278276,163.59466248643258,717.2649896586977,1225.1860491365492,28673.674719784703,11396.808195126046,852.9069676900438,2.35194295289563e-06,0.0001451001645021523,0.10725104122399068,0.012099190733840911,0.026751263512624444
164,-516.3866761173088,737244.8859590838,673035.4487779017,117101.97857069001,62033.242222848436,49560.313286010096,18064.789056383976,2611.528195621022,3706.4991802003005,2562.008812582259,79.8539463060603,312.4227481932509,1033.1682111992627,29918.900154373598,10583.686551583844,862.0375036817039,2.5633607512862683e-06,0.00015621354418061384,0.1024557988473334,0.00990907525332766,0.027292597042636223
165,-714.4231274224487,760570.7924566905,698462.4310060662,116118.77538800292,63002.783723236826,69536.07248379385,17182.399854197713,3766.449944941489,3061.461170068983,2414.0788284911814,52.144930113334944,315.08540098456194,788.9236474419158,29361.329459670513,19882.292397045734,1300.5118536543855,5.229509541112918e-06,9.939698018924148e-05,0.083853606595652,0.01373422948970573,0.02868618382881015
166,-527.4172306182288,757683.1164782195,721098.7952824703,117854.41504170466,63783.492811104436,48544.4987508501,17054.058635523365,1944.4424735282414,3164.900017798241,2650.499313596969,120.52080792246115,410.1746853534314,965.0987731237717,31389.602012414904,12753.152021280988,812.1375710903039,5.031963349344636e-06,0.00018210797077483615,0.06300706813488638,0.010168041953410348,0.034330049337294034
167,-659.2544930263784,739964.2365767205,722851.8909962244,119696.99396174077,59018.74478175331,49558.537511547736,17764.60490764763,825.3910431036422,3525.976055568914,2595.632080547137,330.69487161365146,228.69872523080133,787.6632700669885,30106.941206318792,11989.953045845708,815.6046236321256,3.657348750381698e-06,0.0001825740856733057,0.07761543921877187,0.01339359073045074,0.047617183268715065
168,-550.1516818105993,730505.903847077,678595.0163434232,116565.71599016913,61057.204510963435,49049.982201219624,18027.56219143804,2518.5794387173896,3456.8620290077624,2466.3417718583605,71.3938595027293,288.6915314627666,913.608593705194,32551.0052286171,8990.425903035197,731.5387369826104,3.7869234924739994e-06,0.00022713512663499576,0.08295031232850732,0.013196084771618193,0.04361588424395532
169,-655.0101438243389,763218.0106698761,715646.8709971404,120456.11917000309,62493.87674079724,49695.5591890357,17451.93993094559,2448.1796654787963,3374.554925988464,2514.3178034852313,348.45511757514726,369.3417046602419,858.1453425622179,32180.53202710497,11057.438390378698,795.663855873128,3.897544982998732e-06,0.00017560924540134323,0.07321385831044258,0.01446728587280241,0.03205537828210973
170,-404.44091433798275,769169.061324144,685320.6487075664,119720.29699652702,61503.08061020295,52222.562494259284,17361.616025298375,3596.2118110903975,3515.7522217506717,2705.562763730534,221.8685750235356,274.2355788226898,765.8757582649331,32376.969455461032,9506.129093789872,790.8876640238354,2.2526766508861712e-06,0.0001803126790468674,0.07823593328771532,0.012211865487304505,0.03728725629906473
171,-484.2769737471586,739170.6251016892,716634.1987572646,117528.23800326973,65283.62734935785,48000.00000126625,18110.447239319274,849.1510053290291,3831.0386979045,2309.9712898930134,104.3876548769749,553.4186462930239,1135.3378368980536,29805.47660534006,10928.366519497311,840.6686312618482,2.429315592371289e-06,0.00016274948229002173,0.13791354682411278,0.007498828350261475,0.018897294441537076
172,-427.32315943342974,779128.1160347039,739945.5608043774,119233.96696134271,67524.31729477705,55299.135842959855,17100.741583927836,2218.723104678167,3359.101125837193,2109.122407272377,243.27778982973356,876.8529414713322,1144.8281313955208,33642.02822765236,10315.92844459787,863.1319788471902,5.730407136126866e-06,0.00017114042913602713,0.11315314692750272,0.016371952787112773,0.022747103322878225
173,-461.1370984567638,722091.1021917036,715825.16655908,118200.57656421729,63872.969084336524,68313.36595318498,17647.75148908193,351.581440707074,3204.63083174907,2741.776051115602,148.12824472842317,571.170904355303,991.9486227171132,31193.49334762979,12434.655907007374,1070.6258460090376,4.327651937820861e-06,0.00012631090359972171,0.060095785305111116,0.009765012596223756,0.026465000719229102
174,-535.4402926994167,780393.8926471381,772618.0992530856,120155.02627931144,73435.23773892818,59226.74069464741,17240.30707726366,416.0063913544855,3237.8578049921075,2207.512435562084,276.98032159122437,883.5828298012865,1626.7860166401601,30800.764240136297,12815.02150197701,1041.0054989355606,5.136593901824488e-06,0.00011332461760591464,0.10943953644435302,0.0075364652050888955,0.02458253057789494
175,-557.3564279247544,735558.8901114092,676648.7483594851,117417.83337402051,64060.54941478746,49888.86139216185,17736.276602155944,2300.501869896704,3888.8935797099243,2444.7170325480097,164.98071651167706,434.16515167715414,908.3890777174826,29229.781448036887,13623.023374700493,913.2826449090747,1.9077123292219816e-06,0.00012268627876616298,0.10147382164317326,0.01690371783812769,0.020669984393295603
176,-484.30529406469174,716343.5154753363,662784.6628612101,118797.98418776953,62670.50048076978,54317.7786893661,17720.80504095453,2827.734905752004,3452.9140959678357,2691.9305563639127,176.56991999655972,358.1619242878521,854.8256603136938,30462.05914016364,10262.425853232864,836.1581427856999,3.932844003320998e-06,0.000178804108461721,0.06553921795942176,0.00896988800898296,0.030049316631306992
177,-491.4202479228551,734442.7152724431,674711.1919388204,118032.51420295867,58381.539975234984,58119.024177458814,17542.730679185974,2575.3066610278593,3596.27287282325,2620.751869060059,137.65181090337703,137.3499223194443,619.712931990284,29033.212287177175,11444.397704980905,957.4713607406545,2.6353858462390165e-06,0.00013964536543073202,0.08351289811377526,0.01585098028808214,0.01781760282054471
178,-583.5731491873937,710003.1529662377,685529.2745709581,118519.81324808381,58724.848442034694,48000.00000674897,18106.53653059569,952.4279302744744,3808.782094140236,2723.348566501803,191.67910151905602,146.2445680114904,709.9082484858037,29411.968264858868,10941.33955252754,762.7940740455495,1.2120338879179686e-06,0.00017904573299472147,0.08157104439442084,0.010540166536294313,0.030084490152166674
179,-556.9615755749757,740164.9408900872,729360.2762311607,119016.48733032124,62745.823950909275,49915.86439264869,17514.985975606254,1457.1408613016542,2863.8273016198345,2348.3586127291496,190.6505942732155,454.22676658093536,900.8270697934342,28732.986046106715,14209.75949196239,875.3362812116825,8.491808295673722e-06,0.00013812065917273697,0.055435943030309125,0.01486011685216093,0.03524382515191307
180,-721.7438688803646,698440.5827627603,649184.3602919007,116883.68418603772,58733.365226933056,51740.410918226284,18175.6022119623,2179.1903949672346,3440.933023771538,2570.631857786588,107.17049109612286,134.78274221905866,606.1691517663228,26345.867177112257,17517.58252182521,925.4561836376935,2.1256561019201668e-06,0.00010395880291228753,0.09370033498669059,0.014935848806659614,0.01435972154754261
181,-667.7320812912942,754606.9110395317,717705.6488753629,117698.17624324583,63743.01180138828,48000.00000002692,17354.06534931675,1955.254402604957,3458.6334599613633,2412.395458475816,189.56263599982097,459.0447037901447,1095.4197149219747,29244.378373572734,16510.099758345204,853.6723511363883,4.6229109400675734e-06,0.00012472035004372942,0.10042714983410109,0.011144144676765213,0.02257721783046933
182,-437.55821794070437,757264.2499654343,731181.4502774661,116588.77279928235,58934.982493128766,62175.68063655335,17486.14281883716,1431.4139541097143,3424.972833771656,2388.491444716171,83.01761029593528,181.822494701859,768.4513026733524,32726.172208572858,10470.200741235572,970.1037660991718,4.925373236302816e-06,0.00015701468269977635,0.0922240182784348,0.015611896349615148,0.02701205966147873
183,-500.0791897262011,742390.7449958286,696696.2003179122,120599.89146413998,64997.266399804845,48000.000003929425,17684.76664781623,1559.7957461549997,4105.102074862808,2719.217713319768,319.61955238773555,514.9752014424566,1159.4489574758602,30527.09293230161,9293.960954138101,819.4536775833976,2.5195349989112733e-07,0.00017980890516138562,0.09820876818553591,0.008472776874764937,0.028809598691971937
184,-610.634094421267,739258.0681322378,690772.2721993246,119194.51995759351,67158.12499573386,52782.63387461391,17887.432604939408,2649.711037129103,3156.5196629481534,2123.864664845884,221.11764723972865,534.9444870326386,1156.2411172525306,29882.47071563118,10442.531687380277,873.6353542633835,4.397999856786048e-06,0.00016307494993308866,0.10080463648767232,0.018611943888452196,0.03824086434376994
185,-651.9540510033091,784874.1332867063,752683.2065881079,117817.99052659234,62176.21419331019,51250.03234645024,17106.754688064673,1748.0679421709076,3243.5254987828057,2545.647905144144,128.35488752028246,340.9798134355233,992.5379763230882,30364.67121820922,15183.987773727242,932.4417560341957,4.926467331638671e-06,0.00011448196813051714,0.07576622061768505,0.012718329192751655,0.028175221037960555
186,-487.264327338808,741570.6784748225,722445.554784976,119876.6187466245,63642.70335947975,57824.27198430009,17828.556207619913,980.7924824505457,3449.860092811347,2390.2302715772116,247.27523038681142,416.0409998988443,990.8740610436961,29218.159071468188,15128.524623889743,1052.6110240843905,4.2634663974861595e-06,0.00010228568243520202,0.09186174939546916,0.016218169709369342,0.023126968522915674
187,-592.7326692779313,729533.384816155,667446.0274344629,120026.16064496843,62228.94895322418,56406.61961157189,17757.190405984882,2658.6639180481425,3723.412516585111,2657.301587371708,263.15477298526264,379.0027870401175,1046.3368707042405,30575.664457220137,11629.61257348551,924.723493649614,2.548797070834505e-06,0.00015286980740571727,0.07965869404437928,0.012671424470050633,0.0283068037279517
188,-513.4844809918699,741861.4743062782,719797.7356288591,118255.16181673425,60156.04567234047,66270.36015754851,17532.49382866181,1164.0733386630234,3347.4870992488086,2649.2790663393544,193.99965608669146,217.05421844416193,822.6216553538333,33644.603122933106,9412.444344047803,911.9632344936562,4.533336995636099e-06,0.0001640751271149135,0.07363653314612413,0.00817072010449007,0.03446408582646797
189,-458.63824092757756,732659.737821472,722437.8646509455,118434.00277743899,70183.91319877072,48000.000001038425,17749.68485483233,451.7628574956608,3772.789002392976,2647.3631183158172,139.87224352429476,703.9880017198443,1810.9240001980515,32317.300534138583,7642.469433146291,678.3675371778205,3.3121187414015382e-06,0.0002242444603027101,0.10198074159756969,0.0006750619198704853,0.0218860815683495
190,-542.6842056947374,780902.678974906,754067.5744556538,117529.7231112866,62569.24252797057,63653.436325574454,16665.57835921049,1740.5224799895445,3219.117395050035,2547.5948068538055,131.2608507395392,456.03354845268296,1119.3671333570583,34490.661159458665,10779.8617403071,917.7008105760456,5.945847850032389e-06,0.00017420688066875195,0.08470589092437092,0.006201410052942586,0.03434643894738481
191,-559.8582523367813,781827.9877892383,750161.7002642697,117678.27030591328,64765.78591095415,57975.63394856349,17092.304327930047,1686.7643144690664,3259.887029451204,2498.206658569727,99.70844489446746,558.3344354937805,1071.2288193838006,34265.314644859776,7889.05718877978,890.6971985971057,4.495560550982863e-06,0.00017174042589618386,0.09563652549359036,0.007028385976846315,0.031227143917313207
192,-662.1247896931094,764697.3595591593,710071.4965076838,118626.80644309975,62923.97712739363,61534.67519460421,17667.590224035106,3383.534381170085,3289.8544644141166,2373.609320666521,190.2888558195724,433.5125093558974,1552.9197774584966,33405.872543113124,9557.857250955556,925.2365634895391,5.914963324219066e-06,0.0001624801639550113,0.0792722071336935,0.012998140896607675,0.03230942718384766
