sample,ll,T_NDH,T_ND,T_AN,T_CV,T_LY,N_A,N_ND,N_Den,N_N,N_Alt,N_Cha,N_Vin,N_MH,N_Yor,N_Los,m_AD,m_YL,p_H_N,p_V_L
65,-570.2738688234815,764010.8408967173,728289.7869651935,124264.27738629871,80699.90323610202,51351.2103844665,17754.73235748838,1705.4331410173738,3257.041105946347,2547.536257529453,421.07741315321795,1775.5009427262125,2204.598259569824,34721.87832877612,6428.106120793845,686.4219589397482,4.530922914449446e-06,0.00024524905352805407,0.08971659388486486,0.044976005799425844
66,-595.9881359534221,730678.1979644003,692707.6761215775,120098.30345102506,61737.75024792143,48000.000000213564,17915.268126714658,1792.9994870876528,3542.4979902600667,2935.048074354048,253.42572588748627,346.60630591756177,1125.3143532125935,42241.122813528345,4043.9717573891494,502.1809252979288,3.6294769876705983e-06,0.00039387259922905453,0.0651321851695509,0.08121100829320428
67,-714.4545949762492,733380.9471906972,697241.4585330911,118840.00835054288,69140.69555371637,48000.00000003238,17877.54632975522,1913.9464173913236,3337.5458494311847,2694.2093293936405,152.24164971935494,812.517962269347,1379.8185725359444,38269.053869436204,4817.333683959039,547.7016186195066,4.584709587984584e-06,0.0003101962461541571,0.08623773973168872,0.06787019237521355
68,-533.665398498639,787297.9774568176,748933.7808657753,119302.52131814495,70500.18697232041,58455.89786800413,16978.46576947025,2111.4600969744306,3385.315401731951,2682.3875772307665,213.6645754168647,794.2496713823167,1455.2542132722745,40714.44194562334,6012.602051798792,722.1611131056025,4.576469408750216e-06,0.00026292215375098077,0.08646171246199634,0.04589152780330288
69,-635.8102865838359,715284.8501194642,701810.1947336245,117275.41169958876,69838.21828075267,48000.000000000065,18186.284689498047,571.4331515068608,3619.5475425148384,2842.2287103012895,88.97710923827593,960.3455450041762,1306.421252257844,34970.11674285809,5478.367975358362,567.0557604135101,2.0863480300652154e-06,0.0002770374000096046,0.0892153209996038,0.047366707899553044
70,-600.0814605643383,743997.574099912,734417.4848665689,117430.08038775793,61455.42140685242,48255.979901982886,17294.833828190956,427.7030563591326,3640.7392396624846,3139.743356296032,88.06097682807868,287.74533677755846,823.4648524739116,34042.16805805384,6505.57653177789,621.905523725873,2.63925399188482e-06,0.00025715932048585825,0.056960603991435564,0.061671545342870254
71,-665.7693770658104,788019.5254841765,737885.8029505828,118239.47181686742,67167.8903013231,59819.82506733148,16609.329206623155,2933.1543788111217,3184.5421904278974,2760.9142428574114,124.81144113491908,724.1642156801817,1158.1330378794557,44189.54750885836,5521.553042875998,665.3244693640615,5.14649397506933e-06,0.00028805674822973736,0.07429211199108278,0.04246389887482459
72,-649.1817409875042,753130.0891932399,717911.4531530526,117409.77754226595,70730.2022527269,48996.727391109154,17632.481177030888,2223.0273094520144,3289.3080058204214,2734.15898093993,85.80491156308733,994.8701389165979,1307.7993225765497,34986.56136779166,6811.80453441402,670.4099046298768,5.619309142120674e-06,0.00023161773016178118,0.07095858561283151,0.05087521711519313
73,-635.0240326802397,749003.9656080307,705868.1669320925,120363.86561754232,70415.97770935885,48000.000000220985,17797.152448562938,1942.3670222693843,3575.3308030458156,2724.436563854747,193.4531740598087,868.6873891255325,1437.0592766880766,37733.72182439482,4793.644924113348,558.2544492207576,3.2560878274593282e-06,0.0003236405271180502,0.08800944460870164,0.05650598887194338
74,-612.172916023852,731490.3200252316,702001.9082772953,116846.78772160388,65369.55751643591,48000.00000012054,17727.605330332368,1120.908370518927,3871.591609821122,2922.225520444069,66.09540815816756,548.0676259838815,1178.859471802767,38071.46461120215,5611.219255407411,582.7960049562693,1.6062827724999933e-06,0.000312365968263536,0.08308893110118802,0.03538097076193413
75,-699.9749166438977,747854.1325092792,704614.5558793923,119051.39147260401,67557.19544118382,58206.29277349621,17748.862334257057,1556.4045802328292,3829.224947785737,2816.6828321016183,186.05548129920103,691.1979572367374,1216.631449061436,31659.32237767169,10311.79964056484,861.6332890376403,5.060638681047058e-07,0.00018001876190675044,0.10209145513921115,0.03398727566087855
76,-547.1914003813981,748422.9099722363,643995.6123924329,118089.55680596584,73950.20781666838,53331.58105712209,17520.688074985595,4752.685014726899,3182.3287957691828,2441.2231762402644,127.77973486188228,1088.566257733667,1801.1893130917317,36158.899492633784,6765.815690881988,640.8927326122197,4.005537562382215e-06,0.0002631143013403682,0.1124759076834163,0.04545604449583467
