sample,ll,T_NDH,T_ND,T_AN,T_CV,T_LY,T_H_N,N_A,N_ND,N_Den,N_N,N_Alt,N_Cha,N_Vin,N_MH,N_Yor,N_Los,m_AD,m_YL,p_H_N,p_H_WN,p_V_L
126,-541.9638093698579,732055.2632064198,709936.3349021488,119980.40269041693,58888.76171467108,60741.494031669,322285.1289468849,17792.993252184348,1251.1207401546035,3168.62873120048,2615.1738000015553,269.2119457492393,194.60239456653787,936.3405086800906,32046.45651320666,10211.85322983921,859.6757516755409,5.7280135486986815e-06,0.00018705257282197236,0.11899368277375755,0.011243452086399784,0.03451242401354325
127,-534.4896967250916,800140.8081387426,778103.5834703096,118281.30400402613,59474.240547902125,60985.1798627214,512789.18157954444,16863.673796494033,2561.570648077178,2594.8007239124718,2541.8381905440665,162.803591629221,176.73538010263562,725.7374224633091,33731.25568767028,10967.090306682645,894.188647366253,1.0316646917264084e-05,0.00015725857883413328,0.30783446346397125,0.0128324336198316,0.023774877201037797
128,-501.43450329579457,761797.3563244368,728973.8109672506,120875.98570609656,59983.07660227721,48604.436014271305,386692.4777750409,17247.931856576415,1818.9028704780235,3346.8493423131895,2675.4128621203017,368.6070758589834,228.3231112739198,741.7455758759222,31249.51700373136,12360.151932941528,770.485983711388,5.961616018174792e-06,0.00016917783380157142,0.139704785414888,0.013818862223627389,0.017758643636181633
129,-413.01544588303994,783621.1783698295,760377.3607822959,125233.51853827228,65420.20372174374,68229.62052327761,532762.8309990694,17112.2775188337,1458.6279163136942,2803.931773289295,2682.843004707853,471.40175739127517,482.5367618521796,1045.4933017025437,32834.10636678393,10634.573960695314,992.8231629825016,8.131064038535316e-06,0.00015078808865608405,0.3123580330972359,0.012298137736403326,0.021925097334382877
130,-683.7849960015997,780484.3481221291,742646.1146501849,118047.02877557758,63732.07611864296,70726.09542525379,322446.0518909723,17215.803292655666,1989.019561798457,3465.9426815086113,2767.6160826753858,151.90146581957347,375.4860390829355,1034.7807106716527,34273.1394267452,11311.96942633337,1012.8470400735887,5.16381990004585e-06,0.0001591941465290425,0.09379187049235786,0.011421262597683828,0.03680638593598047
131,-440.46674412131597,763659.2491896776,724999.2163292895,117780.79110729294,63209.150969689654,73825.88174639078,395206.6408510157,17152.751609040177,3151.755712594531,2697.5192055732396,2631.8280451865276,110.72659596258401,384.87287125435023,1010.002764848788,36841.620315705426,8183.648786524782,932.4814314182436,7.586980722059774e-06,0.00018654275946675358,0.1345116830119385,0.011286482466505373,0.03136165171647788
132,-539.2190509283146,725981.0345650094,701692.7523360929,117490.38421116747,61797.29811985306,66010.53779034769,295847.4421381473,17810.17058781527,1471.2344674653586,3215.70342958555,2695.0984017953456,108.33832596736974,404.6673199116406,915.6101598493805,31133.772092399227,11126.03521163749,1031.7326926326143,5.548838530913366e-06,0.0001579470450731033,0.07675561293752108,0.01197577443091292,0.033489952501877585
133,-514.8530471461097,778200.7085155833,741477.9181473796,118951.04255710993,63223.5338447426,60730.521657403784,434086.978262204,16904.822761470627,2500.0968542091387,3096.306697122523,2815.5721753424878,266.2357938652965,436.18171628816305,916.8478076704441,31152.273526633042,12230.836534023734,1027.1715271832577,6.155995608441338e-06,0.0001215304639036273,0.12318032566303527,0.013394388122811218,0.02303470788526362
134,-531.0856506596069,762492.3595741021,745599.9689258559,117674.17398845282,60097.70700778671,51343.81039141107,358919.5807377102,17280.8371254036,2168.0527172743314,2812.1734666993975,2412.41106362568,134.02088597517036,253.7090742597847,900.0539268024138,30648.956850324794,12183.971481771923,844.0714732081318,9.229776674242809e-06,0.00013677050146178126,0.09901461723768704,0.017252806444240255,0.033337110565062035
135,-474.5617827701917,773614.4553975993,740379.4990367226,118572.91142141525,61186.22231016941,54354.82507306798,374902.9881973449,17360.39964596933,1913.672695129646,3069.451658336521,2601.1453665356803,179.78083531056572,305.4374356152265,767.64183179822,33810.71144968068,9065.523643011122,774.3510615282102,6.286204745494874e-06,0.00020407433670659205,0.15165181823001092,0.01450625293398502,0.02952579867085824
136,-511.1292383510323,795784.6060317165,772009.2535236984,118663.0584024386,61521.35491329783,48043.40524697915,410590.777656497,16817.06109085734,1857.1403465717196,3065.9515091842372,2666.223320761458,176.11458698919236,385.80235148686796,805.1168616757557,30122.530454743785,13946.174418778844,863.3259910066266,7.923059614071165e-06,0.00012600964334620571,0.15702127250047604,0.011901710889632197,0.03220864551935607
137,-449.34319508388586,787098.1210854652,765303.7430911356,116765.18229065949,62433.80526674474,65818.4183312122,257232.63153995477,16636.949158603875,1423.9669553503024,3098.841817166053,2536.3859435953086,91.86394344943014,379.32252953602097,976.0976485417052,34908.23250391212,10273.827227418054,962.0922193728397,5.876671263954756e-06,0.00015855261006444924,0.07260859590586703,0.012836811936928809,0.031587791868867884
138,-387.5532007262613,776058.3752148815,744502.3758071024,122231.49252862117,61209.083564766755,63159.954985870405,356879.4186239146,16944.429157529234,1912.909852024279,3283.1918814987107,2598.8163323405925,444.9989617720066,380.3452736761458,740.3447878741999,35407.452900390475,9371.04211053351,850.4523828932058,6.368751306662001e-06,0.0002067066200716071,0.1361638946847327,0.01087610641420575,0.027073037898337843
139,-476.97793513799263,772893.0131459819,731406.7410616665,118135.13340278639,61269.84417345686,56319.89176115026,329832.088117779,16953.201187037143,2532.788363409703,3037.6846076435704,2663.2451803476315,142.613746336374,297.54304616377937,984.238131019849,36270.87170297019,7449.019564783184,727.9787160097846,5.975225126119379e-06,0.00023082842869670672,0.11208036956072363,0.008920686634768284,0.030686319705336456
140,-716.5995336063304,774813.3066265881,755698.8890196877,119321.4221743168,58897.245973802324,67304.60476357793,278188.3500671641,17106.52730267984,1155.3123683834694,3329.73821017926,2677.5322284126573,221.01406161173128,155.92731698084918,849.9448087320654,31786.26949543363,12938.852443707055,1020.6135502194866,5.19978590369943e-06,0.00016234803483351372,0.07967897143390357,0.011175866045328447,0.03702072921752046
141,-493.38032415098877,756090.7623639363,723208.9173147687,120474.3425217495,67814.12705445912,71188.19749294712,268879.9587728372,17453.777727366632,1783.5247733517035,3141.819578948302,2315.4080825923143,291.8628138174071,571.8665707133974,1111.734333542601,34894.76629371688,8655.684045475806,938.7829051506687,5.4905206054013686e-06,0.00017268274277282853,0.11369008927322881,0.01355449598725832,0.03028890921275992
142,-448.31589512453587,769145.549203619,740911.3049436806,117248.41819900926,61318.691582307336,56701.8797902535,525016.6018772728,17440.07986212015,2070.491849697244,2925.7387524241108,2525.6855492287564,119.64755418678929,404.94510003666073,915.2366245003528,34449.73985323503,8591.42487105907,827.4922247896681,9.968599193968008e-06,0.00019786240240489831,0.3428370855613674,0.015540706786376847,0.03044075214702106
143,-600.9795511937791,745658.7454414581,720187.0473905593,119473.55929850978,60723.978037214125,70925.60543105015,310224.4774962331,17454.34557384982,1603.7233771590263,3123.955337819253,2559.1123836574307,299.4505715556341,288.2964107440222,824.9220702948115,29291.54799720949,16389.640521805562,1208.871091346126,6.13238879723251e-06,0.00010953146822383281,0.10339396556232336,0.013818633342101436,0.01752460907625094
144,-595.6529153949845,792675.8397481764,766551.3228066487,117815.68852471154,60091.099826713464,86748.73955962119,405913.8052526714,16893.681718121195,1726.4770116920222,3117.233123529691,2805.7246784241042,173.6094353954476,248.18248367638384,717.6654649988845,31927.988465440187,14144.741233552133,1298.9279958779164,6.5560369689278135e-06,0.000112116923956017,0.1441505718252761,0.010927453506181935,0.023735209865347533
145,-413.8182859959096,793363.850109874,761701.154517096,116533.35069080778,58520.297271435404,77850.87552975342,366772.2441900062,17034.934972193005,2969.7477701427383,2967.7203008065535,2520.729570748801,67.25300043204172,146.11843634747666,695.4551677862644,35679.5210865852,10977.019147408708,1204.0130038119603,8.122417471722864e-06,0.000141237506487222,0.12713336765660768,0.015335318691905879,0.013805090119954323
146,-502.9114135920684,778140.1222512578,762080.4730627962,117816.34022786359,61571.90582176456,64314.457798233496,299495.5804334594,16942.27542837138,1129.1867927735439,3361.2377936604425,2467.5500432011986,143.91577254716316,357.4172884972237,1015.1682223556948,37730.17139710945,9001.57221346318,882.5942031995551,7.235615781083443e-06,0.00018877510327573553,0.11232437015030113,0.011304005003674523,0.02748001485966245
147,-659.4122889653092,799274.4101194274,776114.546602036,116492.20053676439,62030.26015723111,60024.22350963235,355072.4112017178,16770.579310947596,3223.525709358909,2757.5196050582995,2503.614551602739,72.76167692772873,424.6516493695475,900.3218907498417,34865.00980441483,8886.147252257808,939.6538025075964,8.945900616349064e-06,0.00017800457524731362,0.10243529579297896,0.013848319840121958,0.03237601257870854
148,-382.45114491962073,783453.8057089704,694867.480216759,118993.20378511655,60571.875069978145,48000.000000021806,529732.5379724184,16938.08726791218,4308.524833536106,2724.93285787341,2720.532190132265,268.4391380711893,259.9878035676722,836.0911748629039,29380.14489788891,13691.878858153603,857.4489650061232,8.036685606916213e-06,0.00014567344047472554,0.32303812568565654,0.013744686389058448,0.022859239174389766
149,-622.5239982272581,757066.6516800538,718090.4884659383,118140.27070855776,60324.34603120731,62485.6924735308,471155.7026625531,17204.70034651454,2707.68201631801,2985.2223834986653,2795.8382906731763,175.31327922417708,219.73319237910752,835.2894051489478,31520.24868956892,15585.34783833463,930.2832648730749,7.160526036000335e-06,0.0001645510111647548,0.1733691185907679,0.01021042118670214,0.035173190651782246
150,-535.937620374021,759719.3655333751,737836.5442384434,118247.0754577814,61087.8463220456,61112.241204804974,330716.65041782905,17266.450634671415,1500.1010157999847,3036.9613247011794,2764.5601441189465,162.7131814214399,309.19944138774235,830.1480930250328,31529.444011753207,11391.70547657412,1000.8294624676505,6.483029449912805e-06,0.00013180635920519078,0.09278192062964251,0.00706422342800597,0.025836479433276816
151,-587.2826446807596,785794.5691093496,769258.1601292498,116543.956803754,60282.683731532146,73136.34522654627,342309.9918004825,16864.37835332116,1065.2647479610112,3162.893119804228,2651.5288052503465,71.09015268208472,271.94682418801744,750.1267461232427,34551.00709158479,10555.797046566811,1057.1311959641903,6.409063357063671e-06,0.00014711933064719493,0.11275506840647304,0.01488606247259362,0.03553220030115748
152,-594.9535861041197,774530.6621606151,738794.4824628971,121402.2528849963,64064.56532800223,68102.05713965902,226912.46333011636,17046.549719446954,1945.3050063743406,3170.891789538557,2485.6864094016514,279.3340565465863,536.8942081381738,954.227688446058,32705.35368345631,10959.621539061134,968.9639743292647,4.559629378936799e-06,0.00014785578856324092,0.07881267544686076,0.007331929443935457,0.0269855218234931
153,-529.1628062350833,775365.412566678,738441.1891059895,117775.37168038785,60841.47348930317,71395.94192606781,324936.80498737015,17098.088442579057,2356.2375096465917,3158.223103993503,2592.2575725620964,124.63732653644045,286.78396270573813,887.3486822990695,33021.81223508665,10877.724068114088,1054.0740608988212,6.291014254545357e-06,0.00014550942609044013,0.11383807960348609,0.01113943407462979,0.03196351552842385
154,-513.6747905674999,745314.9678693431,704946.4759055744,119207.38351224952,59080.00115933131,61946.12671868622,531620.0153180346,18097.112444539544,1892.8759676275126,3039.3722246953416,2741.796035600245,205.11257351524307,195.0108885698331,911.8323559498451,34005.178174632136,8278.364627270452,935.9868360635516,8.509203077077945e-06,0.00017945885189964595,0.39157356189401693,0.010230086068514265,0.014427536549196051
155,-541.8557657147396,746108.2961037674,716557.3177726171,119443.90051019224,64606.088549073,48672.59216016086,365589.27036509104,17892.687470217432,1959.3502799919952,2969.50811318487,2416.864915396106,251.83458891355355,476.6464939592179,1076.377080299653,29499.973018668516,12398.401029252225,858.7242790519596,7.733532879344409e-06,0.0001324905010653533,0.16516485085989044,0.01795070533436518,0.0292112735628879
156,-452.09993923635636,751999.2985687398,720879.6520719981,124330.7401427225,61627.79997960194,72602.53294298508,373803.96578678745,17664.879102068557,2096.0778813931656,2978.937091282009,2585.2466357970516,488.7055155078204,275.40774830268936,1059.6194774148269,36440.452637003815,8699.533860298348,946.8825274925651,6.873790535425423e-06,0.00019131037352890655,0.12794912938285916,0.014250228857885407,0.032476152169153005
157,-551.5859429408782,758218.5326929989,716775.0375969483,116762.76210651144,61108.70981623672,67269.34097176153,375884.98430111597,17511.662779022474,2599.498141602355,3072.72733240035,2601.7018911753407,90.79798064461464,325.12139437201046,914.0224115861475,34972.33104016698,9694.721083652763,947.3803680223698,6.968257308206409e-06,0.0001837078516729801,0.16428967163853145,0.012265187031279176,0.028580065499569172
158,-580.7176325216964,758826.1165822645,706312.66347937,118542.59865759694,59569.366677081045,50618.37975006772,345285.5211239372,17359.651148207264,3290.197411670814,3079.06460681852,2506.4477640700084,161.74092952200243,244.35715465342858,743.7976643354544,31625.30585510803,9097.470609262167,812.888673753144,6.824352435342279e-06,0.0001789335089987343,0.1269643114890763,0.016240908137124054,0.028617966509435613
159,-583.4153888709559,757997.0107974288,738068.2986760848,118234.26221253401,59207.18652807306,73594.02789294871,304672.59783929976,17192.14152199634,1381.3753661258538,3134.4692483824983,2643.016850316811,142.7919456285135,177.4621616684119,735.4827155283389,33203.546254662964,11355.147586721101,1141.7708470806465,6.4967806787666705e-06,0.00013918214448512903,0.09048649228162314,0.0098516109450613,0.024882977711899228
160,-593.9652770307767,752839.163023924,720155.2232131892,117294.6204098574,60065.84821509515,61776.30462893092,358883.6630114475,17555.21779048656,2471.2491757646258,3199.6521799312086,2513.5972954669724,114.8971983077169,229.5347239080911,1063.3646779735586,35724.339904317494,8563.283564328076,902.4703128192631,8.084650480044954e-06,0.00020815251231598203,0.1249233737642977,0.013554066315836643,0.02202870041428478
161,-574.2428349095031,742745.8975267832,705153.8865206398,117509.8819146131,59428.0024086082,48000.00000006947,409227.15434589784,17595.719898550447,2142.2761209651985,3005.163212898436,2808.703171095159,118.17857832477566,222.4404324921459,689.1528329171074,28953.40903235854,14440.3342160878,871.9304678017274,5.952180746660246e-06,0.00011518058996161207,0.15230335414245907,0.013792336116011963,0.02668027212853582
162,-495.7121956844163,792380.9122427776,786614.130408658,123596.10279920534,61499.90048718338,55804.14418137912,312706.95331596606,16891.459285843648,451.5367070960761,3168.07005954387,2693.74385169799,504.8738746540305,332.13214163876876,823.4137127290265,31993.71540392833,12634.572058547505,962.6987681938502,6.726535045816801e-06,0.00013284712072256398,0.07415447589438727,0.01031184176908158,0.027354921046848207
163,-410.6708539644901,826444.6896850265,820590.6340911327,118611.30699629126,62186.200765506444,59294.17253400288,510309.51811163797,16583.908115689872,487.93026560025095,2952.6867946367634,2739.184526632186,151.57393902623625,422.39654529356557,958.3682219712629,34201.05227479125,8948.34319802184,913.2267311348218,8.994005928517115e-06,0.00017886836927895366,0.2914707662019793,0.012578405274249204,0.02659006757649366
164,-498.4759849974374,792683.3424400338,699999.7131181519,118055.93859185869,59419.54090847501,64525.140520121226,410994.18320439325,17271.842758588868,4521.103000851246,3210.0798420355145,2783.9411936568167,117.85608634840656,188.0880058146154,862.9951490680158,34765.66675282368,9030.605721471567,983.6183443574697,6.348282561833708e-06,0.00017412412443001455,0.19601901062995317,0.009924434017824184,0.026244799046100754
165,-711.194026868746,723943.9687341115,690847.833366546,117628.33572592438,61739.82230776696,54629.12634478034,276556.0031602648,17747.748585852813,1761.4853252780704,3173.8100626031337,2567.31295118533,127.56600132040535,261.2831232508494,724.893851660528,26901.458578521946,28526.96775087944,1138.1872481858168,4.330225450283698e-06,7.643541349687069e-05,0.09465352554647984,0.013355337427976791,0.02681201116743629
166,-526.572940103793,752283.5644818475,709730.4729407104,117387.28277720125,61891.07796385154,59922.20959770895,344628.7437134277,17152.742513208377,2542.3210569140774,2957.0740920781964,2727.7109610789425,100.15198239983265,313.8845197680391,859.3094947977407,32639.29436732345,11835.10657966922,939.9369607796435,6.497021772962106e-06,0.00017859378768123098,0.09403655469721767,0.010494658926306065,0.03289148434671908
167,-655.9920625682845,792885.7104635539,785256.9268701238,118486.42662438373,58965.305173592846,90191.4930616987,366299.4410380201,16958.46087305401,548.2341660700813,3069.57950627807,2588.1996396197874,236.63982886496282,220.70797668553723,773.7139713331208,33335.95172508425,14946.830400042929,1365.061139057174,7.18044414947159e-06,0.00013154785713161293,0.13726912398821434,0.013817529163791926,0.038862150604144774
168,-532.92658073399,756785.0179909072,731409.999151987,117199.85865852157,57921.675717718936,49587.72767435017,461686.54035174556,17676.657827713847,1604.1941173614323,3022.7075616840634,2687.2276146860654,100.18296308416507,131.14539227671548,716.4176878950789,33805.397624653844,8710.695089007775,728.7213700268569,7.5138847124335316e-06,0.00023242052039688355,0.20153317613377206,0.01316048553861411,0.04106221156530581
169,-648.570718996912,807098.2071075916,789263.9983162675,119202.11398359589,59849.852798284206,63612.59363429892,368682.46473858046,16797.33998944408,1252.8389843107516,3055.540983795088,2621.2664081545827,261.24696198856077,228.62515339970744,714.7476189836478,35082.667952854215,11221.209875875891,968.520137353396,6.589454567485894e-06,0.00016432747697487903,0.12222559520399141,0.014726601397842773,0.029052213924395946
170,-391.9976141491632,796879.332219963,767150.5668587676,120375.93550250163,60147.543685685734,60376.911866942704,394455.95442533935,16971.040692699233,1591.4862661067034,3157.623059308731,2845.7819190041328,249.75553380199668,210.71951484732162,695.5909578560818,34935.306366734454,9004.047779541967,860.1563948812948,5.404313434512839e-06,0.0001829149739747642,0.14189605182952852,0.012291977877452103,0.03526529435096925
171,-443.2784596066699,764802.0295806353,722011.3490345944,120450.84006285144,60332.1239831773,50937.18055774349,512980.4709835033,17850.531675606693,1500.3823320061329,3096.9212805399206,2823.6155364963824,227.4040157145444,271.60396128508876,838.711618410088,34111.17511828558,7259.826126948358,747.3864060380681,7.467241232271157e-06,0.00023062951465806664,0.43176791856234414,0.0063747773762767804,0.01883723078433279
172,-419.2327915200785,743120.9231687507,703699.0598224715,119499.20555045048,63434.37349473588,50877.209998913764,311337.5059708742,17698.844100752573,2136.6546502046635,3254.192151330793,2326.849926967411,260.5152546876973,570.2794019248125,921.8374022664789,33184.030816248494,8679.4130397218,757.3108750799921,6.141301471533937e-06,0.00019966988431234942,0.14791021184741826,0.016105084200412453,0.023781185812399644
173,-460.0078267756103,750928.9888719135,710704.3598705943,118534.6144333397,63131.52450263926,69780.53190441773,311081.3365566714,17222.419240778676,2367.7584280143537,3094.4452380539033,2812.8403650868395,164.83930673979037,516.5740439486095,950.7231739214092,32844.10497410872,11824.941880605764,1066.2708196379313,5.015212310242366e-06,0.0001325919827674751,0.07742951576894284,0.009778036790494762,0.026270141705908287
174,-500.56494596657274,793307.8000501011,753336.1612023098,119786.19610661812,61872.20616837528,67697.57995410354,636730.3390561645,17187.713716231247,1104.1136107938846,2760.3230516780995,2864.7268089204517,253.25901210041204,307.1602933570014,937.1842657666181,34880.3819934158,8883.745067632704,991.5035894187178,8.723553346165048e-06,0.00015744629785228515,0.6584531944419599,0.007232127614202234,0.02474515496699014
175,-547.7527101752132,778923.430291859,732321.607848703,119144.11976314658,63766.99349880142,53206.224274756576,350329.1197628565,17114.965373338167,2320.412699742826,3438.7860463065067,2539.405775712654,287.9850850112182,416.6835136456645,895.9102558301705,32823.61953018935,9972.820316688529,866.581083444316,5.528829235668541e-06,0.00016470510028284156,0.14953365231697013,0.017133395978627338,0.02177587135861931
176,-478.3736255493418,791929.7730367742,763633.1674315955,116762.27544993196,59947.66017183968,65479.82356743677,533733.8649084198,16612.347766276387,2827.05656087443,2919.558493422744,2774.7843024350045,76.98298415539932,221.54309619253536,710.4713672828105,35910.90631078154,9022.537946900471,906.6959391508763,9.03840245845088e-06,0.00019113746068934827,0.2216476084963292,0.009355892555068714,0.028847347636107402
177,-482.68022964407237,744171.2353548513,718377.9053468365,119379.88294565366,57477.2468711788,54219.459323937204,352550.54735569836,17426.27415179605,1309.9898385704728,3313.268802037422,2742.5707384270536,201.0635532212553,98.23648929497386,573.8535169564203,30107.885378937954,9758.205589606736,853.9363121047903,5.132008365305671e-06,0.00016339685693954288,0.12438309342035601,0.01582081936771102,0.01794456808129688
178,-558.2676591759003,755001.7388921346,728379.4445218247,118706.00420313318,57934.04493452668,57551.71779516892,543918.7796551329,17503.342150592165,1193.0018778471335,3080.6063094325623,2874.4577939845335,193.75849687309002,111.8450430163072,653.3778228514695,31802.395439589414,10843.008347413637,879.5917132829356,6.580232453495086e-06,0.00017413818920053215,0.3171900070768169,0.010377238979086621,0.025624747150072992
179,-556.6766827970396,765339.5561642454,757599.2886561428,118196.81387266997,62501.468200764786,48006.90019224163,275627.0140543875,17128.291471159453,1856.3193334073992,2747.463542882041,2326.8790362799896,149.48162023549716,437.36961949639266,884.7232989484464,29110.283404522335,15675.284446001495,865.7503828510546,9.656804370781688e-06,0.00013086035481692747,0.06105020961120092,0.015048849714218876,0.03444919734033505
180,-707.2180223887952,730480.6851265414,684242.2818964634,117504.85107371636,58939.867372276836,51621.23903313383,401807.6172515532,17752.436704757023,2772.962916569607,2904.537338214511,2650.913261444412,139.4272221423627,141.70554510930864,612.2716553706513,29218.871855061327,11385.779205234374,815.0991353513149,6.595620599413543e-06,0.00015385653284724786,0.18130150509503887,0.014654911895760136,0.014862844092717275
181,-660.8865948527725,763375.6420845967,727651.8130286915,116601.46252721101,61324.86685593549,48881.23696023053,320564.4943757805,17260.10139780715,2338.7975876424675,3160.360165773757,2505.8502544582,109.1372137906219,321.56815831145656,942.8961034298393,31192.610612949924,11527.046715377413,785.547607976467,6.822726264408937e-06,0.0001663664041432075,0.1367158162308016,0.011174343947458202,0.02416889266504408
182,-424.79997664299754,757669.4272564617,722581.4716114104,119135.88221959466,57951.71525539319,65867.84343871527,374858.26429115876,17536.775875387324,2147.97591591481,3140.2255692492163,2564.4579428435286,224.74460820657106,133.02056442269767,708.6651928845511,35955.60466327487,8221.602540262515,909.5557967869646,6.872822787704739e-06,0.0001887632153610288,0.16170294599974322,0.015490786303173512,0.02789625326777305
183,-496.6529810131203,786538.6814501445,775270.5922422569,120065.36043862361,62918.74756437431,57480.03816232287,366216.22872427845,17033.005088501268,469.1645130816393,3587.1975629093263,2859.4318695002744,278.99739880102726,395.69438549004326,1025.2850660545137,32795.10395384787,9693.930219188329,952.808570438751,4.100850697722421e-06,0.00017119597856107062,0.15417972197854557,0.008435747628968256,0.026044226481688547
184,-573.070302741265,774324.552031186,735979.0212898921,120641.2431323179,60061.82692815794,66952.53310291797,548595.969792271,17454.580004898027,2388.2273909641276,2706.0433035146843,2559.256165315621,299.1380667647882,208.25684486874692,766.3055262796096,34031.26339940447,8819.174538702955,963.5919813091027,8.228792871714748e-06,0.00017971926381776142,0.3689159537756786,0.018610230905975196,0.03685661970598012
185,-648.5738666260191,766627.5943822466,735782.8230037314,118398.41738766011,60136.737546940414,55091.040381712184,319684.7566913795,17412.118814504676,1711.1478281591174,3134.97329938197,2702.0251569219295,156.38485956815924,237.3925861192055,865.6220471881287,30785.101395705933,12753.725734442805,942.2419824758119,5.539044011484692e-06,0.00013168113827166742,0.09989765308801678,0.01242899916125273,0.028922395295196787
186,-473.0562050674242,777199.6946635367,755567.0629519515,119381.88643231062,60414.87755106645,57355.81725666608,501757.5436416227,17370.25003151131,1948.4708665481307,2794.489216661786,2606.1383183998655,211.856804363401,249.61173984405247,806.6062598486534,31443.472465891966,12284.498975596165,973.4976613887108,9.378196617225014e-06,0.00012814236552725832,0.256669990003626,0.015837994648670535,0.023423908846146684
187,-589.5577905171975,750861.5537444851,739151.260707696,119457.03519087745,64949.85102210109,57499.87572793062,307220.9147371323,17447.513067492164,723.347144198626,3299.5207184714773,2543.206338240251,220.7698765873392,529.7550126237826,1213.607729392145,30981.60782919244,12507.730600385861,959.7951717653975,6.361727882370528e-06,0.00014551871666920897,0.1019547919880812,0.01249949253658016,0.027049433633281432
188,-513.1370111603608,772363.7651277588,753075.3588966068,117469.35412097961,58881.74592352142,56899.443469685146,344839.7336693602,17087.556779503062,1394.2870168692646,3014.9351631865225,2709.484657401244,141.80402265720653,159.16813727780965,744.7091236681146,34238.5647652289,8808.991903759408,795.9317466733237,7.167327521388895e-06,0.00018185734756920774,0.10476553550824347,0.008059951246732922,0.03532251114267688
189,-452.270853816025,734247.654325823,731018.2640726499,116599.60809199935,64971.55208592684,49171.57170230563,313611.98955746903,17739.92154522061,156.0707062027692,3559.3778364899813,2807.283269733278,63.54911548193885,444.95691618001206,1409.567326305157,32601.86661652826,7648.71775789586,690.4055859774072,4.737967722294435e-06,0.00022368675023465078,0.13138897395568594,0.0012967156170525334,0.02026608750973898
190,-542.0494216142824,789028.6044947999,771597.8609923373,117880.05835614749,62213.40172646493,59288.84394826369,273680.55420457944,16552.783868406907,1209.070044686863,3163.4081746953284,2587.982470779029,150.20663215648818,430.7830214921951,1093.3581372714975,34904.84464050049,10061.319747669819,849.2222392382581,6.452926436950722e-06,0.00018747879083399143,0.09373209012866016,0.006192196053619394,0.03501825523504508
191,-539.775019773537,830292.2105092638,802245.819735444,116621.0490325429,60643.740653738154,82158.02556872457,460950.2871301522,16405.361451860303,2544.502989880436,2692.2989634527,2697.1616855061825,58.65875701658271,303.88049420789696,825.137928232453,39956.84414126284,8110.665372225918,1118.8304020281512,8.84900901453113e-06,0.00016107543605722722,0.24265795497502932,0.007470674631696327,0.027159903922418377
192,-649.4786886846659,792396.6160342428,745268.174246955,120587.24052893961,61141.894071346556,60898.75205027417,431617.0728669818,17304.582839891435,3923.449223405252,2970.959633369687,2588.686371547754,293.6618874213008,326.6644693657626,1376.3570657442015,36139.02102765775,8112.068051267234,854.9815419773332,8.639298853415354e-06,0.0001880862083052789,0.16613913079755863,0.01272055652973607,0.03262968637597253
193,-488.7073784836817,756586.1844384299,728288.7309407102,118610.42252073366,61318.792501732634,48000.00000299986,291208.1477256738,17599.727933917286,2041.8751515316826,2986.7272542204137,2515.6948172568864,187.33531966550672,317.26461576704537,979.3192163795346,33828.19281227163,8352.322946893031,757.7400135073767,7.0838457844319325e-06,0.00020191292703569588,0.09094473266643455,0.012668995139421511,0.024569427509300204
194,-548.745309549297,756091.6458005329,709539.2429644704,118934.3427641431,61803.74266793964,50172.05220020141,251323.9374053017,17535.7487863071,2359.328965781525,3616.3829056203963,2565.3228660636487,240.4409078677183,387.85928465439764,1358.9186330766468,32349.820127429724,9941.152015165148,819.6081327160716,4.341799647598195e-06,0.00019614989311275536,0.09030199232342985,0.009202997637993409,0.019680471854458464
195,-516.5521077497808,786719.4790448559,753463.3547336963,120168.30177527184,60065.97234485258,61680.76117498631,261953.14970577846,16744.799949226275,2577.6739394785045,3208.70480313799,2542.375771741431,341.7120674091385,255.1433397653266,754.2955794711869,33462.84689992039,9848.36572987444,954.8208932892986,6.657508910725893e-06,0.00015470359900786361,0.05953505753539782,0.012984399901284917,0.029061074885481167
196,-534.1088892236822,773620.9061625643,683404.6417194227,118779.36743170909,59219.13785073914,62909.18719453214,567378.876380399,17158.107282447538,5158.733350516946,2762.311346618907,2611.4302028418188,174.4552640682041,170.42774927958973,766.3299933856038,31549.44086285248,12525.53656950983,1111.8016392792797,8.315492288910343e-06,0.00014162725471259606,0.3499956495651117,0.017808899687127105,0.020192025085973897
197,-490.7573108360704,776766.5641436442,726306.0579823122,126367.9956805414,60545.44872745269,54440.70085207211,382935.5605008304,16851.208994220146,2074.6204974697384,3610.5967121078843,2891.189514669034,685.0916387842697,255.623123490759,737.161427706274,29686.14625453718,13824.719328743651,1054.1482256591084,3.2679640368212767e-06,0.00010499406447035111,0.15047165151745925,0.012142928935552627,0.0229015758913392
198,-469.86768187656173,813457.053557114,797280.7362523607,120208.39072277873,64135.2561461899,60773.47880427593,442194.4639587784,16526.867416664452,1266.4120090139884,2771.679049333155,2460.619424726966,289.60798804960325,457.3488709008559,988.4921031617201,36373.42894686938,7854.570014567976,848.7522778990292,9.39672383771474e-06,0.00019066614685079707,0.2406874731423492,0.013648514983547567,0.021714003776233205
