sample,ll,T_NDH,T_ND,T_AN,T_CV,T_LY,T_H_N,N_A,N_ND,N_Den,N_N,N_Alt,N_Cha,N_Vin,N_MH,N_Yor,N_Los,m_AD,m_YL,p_H_N,p_H_WN,p_V_L
10,-544.8252807755916,734227.6312153644,720051.3633547608,119935.90952111043,62413.67619632842,61570.82989916715,333893.3301089009,17778.54798402941,818.6972271987294,3096.141890097751,2673.0340434087257,245.38743328813558,516.509381349527,948.943705955579,31046.024355211124,10098.581428381149,952.9719961655209,5.491865949621656e-06,0.0001543713397902881,0.127731437093343,0.007263273405404155,0.022200214552148066
11,-475.26311857679843,778299.517987524,760192.0839265188,118167.29097189617,59279.22181792959,51138.58573657679,346222.9624012006,16955.383664307697,1048.919889897531,3239.199292745341,2678.5562733463785,147.4377324626431,194.8023448024011,845.9734584609982,32653.471310011464,10162.99946313834,713.3255472997633,6.27604964879252e-06,0.00022337129524167154,0.1431201260251124,0.009564228019605886,0.03853538783729214
12,-563.9345682081505,767738.8655012441,713451.1887817789,122731.70753691254,60018.76685831969,57052.62091249513,414249.5170052606,17582.716493874894,2761.6142569122635,3159.0389673782497,2684.370922303468,341.11965580189536,247.85554796303347,996.8698078518971,31746.312580002763,9531.727973496709,865.1967513140602,6.4149369535110555e-06,0.00015880657957973403,0.19299099306915818,0.009370318889869887,0.0347444670997231
13,-531.5453156596709,768773.4671272375,702614.479822343,117007.0690548183,59663.85942788194,54975.29940811825,621795.8741384803,17030.712586846712,4444.793369214406,2670.2641716989033,2575.338440847318,92.59515099128559,232.55718715625747,628.3394467331946,29125.36567224559,15332.03728505148,949.2254286644023,1.0716704026965227e-05,0.00014109819130386244,0.5765829203567263,0.012246731628324445,0.02871511416288741
14,-404.8645302718847,803294.6508704971,764278.9183771152,118254.75906567519,61183.52894767825,61214.37784273924,415978.67596368794,16529.951546781547,2223.243634765744,3055.820754669911,2802.5855680613176,142.30742924760983,276.76627124871874,842.148082519942,33080.56427909562,9945.591638275482,997.9391923504209,6.624771698156143e-06,0.0001451457240756076,0.1784892349393693,0.007632080141860625,0.028052119528441458
15,-408.70636519824825,802855.5332084098,734061.2918528244,119900.34367346704,60929.2625592872,54679.34044858414,602768.5429146868,16812.443116183986,2612.6305582838095,2734.7201519177293,2664.8264978376455,247.56022692958294,253.86912188943396,903.2967391110288,35762.6908305366,8987.259700986508,748.5411265749552,8.248650953146071e-06,0.0002100082020756452,0.49038696154677053,0.015407427023766681,0.03373847575616287
16,-430.3616054206517,793139.0628708308,739496.9571693171,119173.88646469785,59321.896429974826,78008.55055969521,426197.4799521903,17147.141834853886,3537.92449492526,3026.786659640841,2719.465263634606,165.93176628233746,186.59218207272738,779.7064030384555,36123.57072379597,9694.313972147249,1029.0976635320928,7.291347824324021e-06,0.0001681607224905252,0.17577164486732152,0.010607041812279061,0.03725209268667752
17,-482.72411303196964,754872.3323500176,718907.9535165109,120902.75501087682,61802.75264104051,61761.7365157311,298145.67231547396,17419.835145550216,1758.8699682309025,3257.5345771521565,2728.4611448830565,271.7348925870854,325.27389410845296,766.8949036291409,28151.565770548477,14842.500769820459,1178.5878661447202,4.387918032227836e-06,9.231702561967103e-05,0.09138204712068912,0.00892457932297027,0.024367702044490704
18,-653.2844133539134,790256.9078600893,766874.1540677273,116542.64489792689,61092.00433987691,51178.48090050984,449335.1594731067,17052.583143056854,3215.5364739817314,2788.761251321028,2412.476402377004,91.2618227931721,319.10032333256936,1057.397698634234,32404.278740552043,10340.360727290814,839.3648122383271,1.0188190124808019e-05,0.00017891627213570565,0.1771447977269643,0.016845944909194964,0.028873028562448423
19,-590.9080641259084,757821.5979219868,708567.6809162799,117800.88721080434,62828.46108871946,51782.98841877788,477079.2380907729,17601.11222633289,2702.885335098875,2950.8053616219395,2678.7745881425913,126.95222465635743,325.8416821422956,1022.8105173466555,32880.751235373136,8968.01266977681,774.3040075228337,7.406494855833547e-06,0.00021018652871410384,0.262953372356004,0.013157267616330256,0.027126900311836507
20,-306.2955350712602,772103.8603358397,761887.0945515392,121766.83261581199,61028.173457647004,59804.16672650727,350553.27863771125,17020.78388643701,522.7663310680447,3329.828882971264,2787.575595810876,385.51229870976886,225.92600886173418,802.1849502287689,32304.012209363405,9911.09350075387,917.0727006553526,4.230951552515053e-06,0.000167463907041262,0.11846947706782787,0.011241344197144074,0.028980612773522266
21,-601.8661983861327,780551.2180905809,770629.7914020321,117504.40492962,61685.22541472694,84570.70080040021,251968.5062403256,16870.491906490566,1007.8895443304414,3015.4208697492786,2495.921367725267,122.22219481794379,317.6858052185486,999.3702511745673,33424.0088307606,11932.340078152356,1260.7439692644696,7.557130706808619e-06,0.00011832294771637426,0.06894031552162092,0.008660389887524008,0.030189189296768924
22,-495.99938724859413,767875.2039870654,727060.1799141035,116682.04687945702,62849.89288154009,51008.38310245747,282903.55895336805,17004.356584961708,2601.9767347902252,3236.6574257039524,2644.1357480038428,72.75480451811792,466.78386977224204,987.0869850654173,33343.26166467614,8983.336636302161,741.9745110513993,6.202681601533832e-06,0.00021572200920144893,0.08846376330466747,0.009195395025638051,0.03110763592500522
23,-458.8110714803147,745150.9069614349,714537.5891044579,118310.01246498786,62900.322382317296,56380.34434278428,258377.43387710024,17468.512145381883,1810.7666909989678,3359.956796399549,2443.964112601337,171.36445128021865,395.3608186436276,980.0552277602108,29108.81788237064,13933.308180495593,1010.0710662348205,5.5490484194853195e-06,0.00013568986130558323,0.08473640289554518,0.01518584426067029,0.024398478151969886
24,-686.1664466517766,736192.4455466997,734969.7698017401,117120.406826656,60237.218769501545,62680.66341649629,251025.84633448313,17682.69256910042,134.22796025649427,2634.7893729991383,2488.5886984228464,93.09564400722583,272.6380364494649,963.8004902253239,27831.200478344897,15717.672465429645,1180.8395438530622,8.266856662622304e-06,0.00011366297889312926,0.054210699294424874,0.011015683433664906,0.02751452971083931
25,-497.78543778328617,795883.3297943712,772712.1872941727,118896.08002618926,61221.85606100616,48125.40784408628,272060.45998083125,17016.135101305998,1065.4314853866047,3396.27354064153,2559.934192554478,196.26413683617812,297.5745246807466,1067.286871888763,33729.89115874936,7846.042166928362,702.4156481601098,4.548589570561116e-06,0.00021623028526335765,0.10922230073272586,0.008831581361736889,0.04066751338429346
26,-588.9153833496005,784543.5892017708,694595.8231453713,118027.58478975816,63778.00938548255,66549.91745906521,694527.7196720089,16696.466013148638,100.0000000005406,2752.9057906922367,2947.6540766300404,112.19887873088773,429.074670486363,875.9449580233096,37158.365185451,7519.665323484783,850.1864713575534,8.47410757342277e-06,0.00019124365597537134,0.8896595250244109,0.005915811384779135,0.026660138654366585
27,-399.54515357705037,767675.5227274157,747784.9225746195,117030.74743117914,63950.03189604036,76051.3458694902,274905.411212868,17201.25766010747,1355.761289608853,3104.358878173504,2404.386992737854,109.48197424716207,500.31457463986914,1259.3410805550827,35075.92584744774,10473.21564285143,1104.258359279871,7.109425736381323e-06,0.00015916676477059058,0.09154501375687842,0.014457263587451098,0.03257898340056446
28,-378.9488390265969,786333.9458525635,744878.8927983629,120961.61546338923,59122.493435910554,62794.38301831738,354868.18253764446,17130.119916139312,2424.5012908754993,3268.0663714140987,2757.742353755339,347.88535575531455,163.59351938780873,700.5046914205759,35942.13063764789,9331.331042870983,889.8186143801157,5.88693311287234e-06,0.0001600720013667436,0.11689573547310338,0.010335578166444674,0.02926649437119738
29,-498.2546974275876,765576.3065155705,745463.373977987,116409.31615201548,60255.07678620518,69751.8821700295,378235.0569818776,17286.343286805506,1769.367728992493,2665.2610435701044,2472.3209059237442,57.320424870732744,257.52794046618266,773.75350134629,37300.20708028352,8569.058087335476,877.9979110721323,8.710870621286293e-06,0.00017973697233224844,0.17034209246589405,0.011862136360482308,0.02752297547831625
30,-498.2405682461581,726022.8085388811,700895.7808759814,119755.48375062725,61214.692193975534,51525.02429083294,235621.5741274135,18034.849190570196,1248.1264869211725,3749.2420002674453,2720.8876145749564,223.04436762225387,316.834639766732,902.9869204396277,31381.363401562972,9758.56260892851,754.6679157204953,3.5382185171576858e-06,0.0001987157386428205,0.07237820323478374,0.008848682348848176,0.02340953076923475
31,-636.757191352128,743646.7704612368,724598.1920887064,118802.80516319758,61364.56162478316,61752.38237138763,321240.98384789814,17795.199791186158,1063.8806797963393,3058.280289780129,2503.6505706732346,209.91118510721935,361.60487048081865,805.8496784892313,31571.981309002767,12037.03514415833,973.9860441096532,5.812978818667473e-06,0.00014720159920024104,0.12049058466130488,0.014633808362004546,0.03196605365477477
32,-543.1875893023705,808482.3242467585,741609.0802519268,118398.68512775852,59347.57737526663,58014.49523342063,573824.0006892089,16722.4357351013,4216.770541103708,2821.99737349197,2715.261668329644,175.12012304428862,192.80700568507717,730.237077972382,37008.33982312281,7611.371425962838,855.2806709138464,7.987396380782533e-06,0.00018707151907313557,0.30730254421771047,0.015628527525155537,0.023671477378204284
33,-517.8799717387503,742496.6910126165,686248.4214770779,122581.23023683406,59560.013972187895,50537.72298626586,380009.4069683736,17211.70847848001,2480.800452934093,3295.7446595407623,2885.0180065843847,432.0868641506605,198.20470934527333,698.9480374126972,30907.8608556348,13777.749664947982,794.8861159449741,3.1959647765945495e-06,0.00015613521974912586,0.11234777617081292,0.01187397545486584,0.01711467247836916
34,-458.5266480533859,752912.0415801762,685897.4914272124,120901.7947079322,60468.677469370545,48000.00000004841,320842.93376504915,17772.851212179583,2877.8084423369223,3653.0142677246963,2775.3113642270005,315.3942974687301,295.47205196618205,1077.3672435100498,32870.14198124589,8647.922103369576,748.0094217017322,3.9605536611898685e-06,0.00020604098065520068,0.1257810969185079,0.008247569929852802,0.022277537781353534
