sample,ll,T_NDH,T_ND,T_AN,T_CV,T_LY,T_H_N,N_A,N_ND,N_Den,N_N,N_Alt,N_Cha,N_Vin,N_MH,N_Yor,N_Los,m_AD,m_YL,p_H_N,p_H_WN,p_V_L
268,-473.9408198196933,833371.8836612665,740540.5509056018,121528.46186248053,59857.8724831777,69467.08131987398,483768.68176769384,16054.015992988518,5826.7457243400795,2850.345514527331,2706.7312405033954,335.9508880449639,188.0590869853828,986.4871909798464,29725.471280494025,15975.337679218152,1396.3921699429627,8.149255362283175e-06,7.569028124951947e-05,0.2396889850347788,0.013032103276142725,0.021046029781490328
269,-658.7894220258422,741195.767636433,677391.2363093009,126638.75011001343,59969.4648818985,48000.01131982942,368537.32797084545,17909.94648246414,2544.503109677611,3122.0152474998995,2860.369024568593,585.513428280699,263.914485957707,696.5094839016602,27360.735872855985,17347.62752084909,927.2321325144152,2.9274721394393735e-06,0.00010868325100434627,0.13303980399693913,0.011559671849680393,0.022775291234440838
270,-595.1585092940638,797650.0856421504,785734.6328942261,122126.2244335273,59658.60361427293,48000.00000694627,348186.0674894438,17160.121613991047,605.0919421248623,3240.403649367441,2644.3057308959733,400.4772319655502,177.6663930817656,716.5131604303684,29469.83861708803,16623.81226225934,947.8305941961863,5.1647978401271726e-06,9.959544852207075e-05,0.12894341558286634,0.013212454287789404,0.016022909832359374
271,-567.26242168005,747865.9983275407,738409.8255467279,118494.50549447964,60765.98442189116,63542.70229216343,379052.59758392326,17679.387812336936,540.2350706728432,3133.830233067879,2559.2441785540714,198.81560548239946,285.1808595161465,789.2492480273013,31497.761769222765,11368.907221962409,992.2953254029983,6.859079497381303e-06,0.00014818588713401938,0.15383358211206064,0.015056783779210622,0.028469439597122136
272,-459.1469968311223,828412.0740260254,790422.6828412851,120960.45280399935,61714.27409276834,49775.42421926973,699207.4159540974,16288.066863304444,816.8415181331201,2920.338068625256,2912.935464659336,254.95985056048136,283.12999798945646,879.5874956327485,28786.137859433995,26127.287261192287,1087.8355580859688,7.858319814376638e-06,4.700032742404726e-05,0.6652314011809453,0.0117487285240544,0.018540758438343245
273,-442.29942604880154,801014.7681215459,749219.447046508,121908.07659321719,59359.98749961647,48027.43888742969,488098.72849535703,16570.97538226271,2732.3247803820027,3131.3570452660974,2789.3334855790145,373.9993967174009,165.96475914013664,695.1392545950972,31211.98854052543,16108.371807046444,883.0638242755543,6.715775209629363e-06,0.0001233062049978061,0.2293398378880825,0.011329933926831714,0.023538546788035748
274,-482.5555361224038,795593.8638502875,764421.9248278328,118925.49444272346,60487.04245138308,59097.7457523017,309772.3060014194,16620.338049776277,2078.8518960530173,3297.605756710281,2643.037967431946,184.4567430474437,216.34214344105388,878.488581574718,30355.174640906942,13897.349419424476,960.4852137363409,7.035941042096663e-06,0.00012917128895955848,0.09999403824375792,0.009122022531618227,0.027668060289586887
275,-581.4477082197914,782461.5163416537,718270.0680539386,121535.86853630398,58712.03400136071,48000.00000028723,394682.7348321507,16907.125793247098,3506.0399232178142,3143.0451515576665,2725.3096539071457,398.6336147096834,156.0665029764711,605.2441770706364,33028.93659112773,9418.412321260612,782.8310310473469,5.950846123649072e-06,0.00018677285263117067,0.15004285089133557,0.013531811466200017,0.01564818328337773
276,-425.38894904015024,844517.1549130295,802530.9272291829,121410.8222003717,58125.42621839328,57480.38640846332,452283.56024844653,16095.793884791636,3681.0973352315946,2934.0797060276955,2750.3816736739595,300.980889618659,109.51917078270645,694.7110971675087,34821.62899626294,12034.741653317786,941.4131909740175,7.97993848846517e-06,0.00015117969297247087,0.1546213853980117,0.008309464318266653,0.02397103210838647
277,-504.08763147423275,814343.7962705089,747729.3639627118,118903.05472059154,58354.97083905413,51227.29100400626,495342.1727657631,16748.893095763964,3945.288059850514,2974.4267067727087,2849.144254619205,154.3975774645791,116.49094045765604,698.2791540069686,30047.02248812266,17070.101481459496,1013.1503826828648,7.590895094301703e-06,9.452710087484836e-05,0.21701110857671102,0.011631623269885158,0.016711989516291107
278,-535.300107104015,780182.9186711094,700910.510723106,128503.09098054837,59639.41400371343,58378.23018544399,454565.63775258494,17168.37056113678,3038.9257569101837,3323.52448730177,2823.465857751927,900.0249359527294,193.730653994741,828.7733507052845,28347.682173890367,26132.92640611322,1164.5391000261875,4.45300593731095e-06,7.807641818602898e-05,0.19869983251812603,0.016110557897150192,0.019096855403316616
279,-519.4239952522084,780498.2968432122,744614.9614409043,117698.77186027984,58927.890463164294,50761.62457163682,281503.4334906515,17202.010775966348,2361.0321806230118,3163.2686701428365,2600.6361943778984,157.5008980638048,164.9014860915335,774.4040820890683,30474.43450798204,13882.31734751899,847.9402001015724,6.41386188875523e-06,0.00014320600007123742,0.08520911744855267,0.009881795976704287,0.027742589175929273
280,-492.0356904467803,828854.1558265759,772049.5751150262,125332.5773268574,58853.52699262275,48000.000000000065,527876.3645195243,16683.16942924161,2054.362699719583,3146.00767624668,2849.6353923523893,542.5746832500869,150.58482181007616,622.0816503959104,29289.627029726907,15205.610873921227,979.8152375083001,6.135725543413634e-06,9.75332222011782e-05,0.3099267693771846,0.014753175438704713,0.0219775173519506
281,-705.2521618497804,813221.4075014121,794876.8491312949,120682.71193557033,59064.14359337671,48866.60774280186,315527.869143705,16725.94051468911,1145.8007065129596,3141.1470021919126,2565.467577994875,311.1943490828258,164.0044830673389,823.2006760918094,29111.022774763343,18363.66624291932,1091.4986632987786,5.807380034957533e-06,4.597626062445341e-05,0.1183055877180717,0.01374596885993454,0.01787943621005533
282,-592.4032143696065,806030.3654252483,746646.773651254,121775.3627574873,63316.30219247478,49906.91175257065,600383.7191164559,16547.992377622984,2570.3338027414834,2818.501927611109,2741.986234001773,301.602763297022,364.11727662787325,971.7610824581615,32781.71688356768,7940.385061619514,789.5132661924325,8.332077845919155e-06,0.00018619295397058326,0.48002095694237407,0.012874645528985948,0.014192815816089598
283,-463.1642197297861,808807.800434055,763468.6206801077,128336.5024368897,60610.17872516527,50437.250433217785,435521.9669663149,17047.45539118016,2214.659393459649,3054.7156402257815,2920.42812889463,867.8737520720094,207.8268917542971,823.040968471475,31433.64154723616,14715.598776159937,921.8535950865803,4.455086621082831e-06,0.00012264427977808757,0.14854386802584474,0.015450953933812918,0.02861502448423501
284,-496.0074530636091,780062.1691928311,719917.9191457035,119780.97490920073,59658.00101746924,51127.07923852708,531288.7558950334,17428.793791949833,1950.5586893529667,3362.4809730746347,3000.609342502702,288.6090681603285,217.85282864098644,971.390937917796,28737.74241349175,20115.711078547196,1005.9926315727788,6.2794429768709265e-06,0.00011598911672199962,0.379766893213385,0.007508648449973518,0.013534721213000499
285,-402.58425157690687,810752.0536509565,749544.6339440353,117479.7422842287,61053.67667225755,49092.92374123986,495299.4244876317,16405.286540840363,3712.6512171509617,2722.0172080541383,2748.268825468667,102.54401086776322,238.73876346833552,691.9474721849842,27078.278427907986,29929.68066181183,1100.597715857128,7.888246120997516e-06,4.7361802358770024e-05,0.24493172336759045,0.01092804610163889,0.01992890286146971
286,-361.38995929378393,803641.5434690876,723782.5781679361,118300.62217000415,60172.817161603554,52323.367568845664,568669.3854607933,16722.648619786512,3106.1595882775223,3138.3239450083365,2977.362292506021,171.76241594494988,173.5053977722738,862.3424096278218,31039.59204332376,11336.858785609487,876.9024202403759,6.38619786890445e-06,0.00013395601807575288,0.3403269153691452,0.00836295482046916,0.012245306729503164
287,-413.66404280450416,814207.0916531082,692897.0724819276,122915.98174171768,58812.59514854884,63045.244869373346,548108.1274912058,16463.74460741654,7414.994510950224,2803.842939199229,2731.875178864459,455.9048739253711,138.891967003741,723.7394949146592,31833.39500002415,14143.1083519398,1115.2557960534846,7.964768647810274e-06,0.00011195684712713765,0.23839225369028616,0.014590360444363673,0.022892851726857347
288,-442.7435625130214,803140.1711025567,770563.3393833771,128263.32417849568,59364.16540841252,66857.37858112382,395224.51401845366,16750.464376237793,1369.493939808257,3430.224070863252,2997.3100251569304,856.5702147454166,164.86225760958325,884.2572982481164,32343.5537847855,12653.816313900537,1065.7807809658023,3.746974781083253e-06,0.00012613135727436025,0.12518450316966803,0.011324189005209977,0.03200018477855835
289,-512.9315644166502,799080.4420512348,757040.6089123386,124719.47186538942,59706.08463613035,57418.81615117869,430619.2255893462,17183.727294462304,1795.2369957755561,3243.067346618206,2909.579999799617,526.0170902062506,210.1510519723806,813.805908155622,33781.42503367945,10745.79471456435,882.027888061972,4.810249452618297e-06,0.00015291162932144938,0.17681257429539307,0.01080776663406319,0.022437106022609073
290,-339.6669642033679,807003.7668318659,796620.1573912278,117560.83098977909,59704.6229037088,48000.00000007706,567481.1239942356,16602.115062618923,457.7614186336846,2823.479614714112,2612.87890946707,137.84063404464004,198.66235099385366,722.6884601574715,29102.013226509698,16588.585879449976,1040.1331585761618,8.213012361567278e-06,8.021989460872636e-05,0.39396880529125494,0.016844758773767256,0.01381970930216704
291,-404.8897199875813,822651.2361702772,770649.1980036661,116763.85539438007,60495.91569139155,49725.13535731086,473314.7553179573,16706.418979859583,2881.4076961531528,3036.9790205307386,2807.6154411202606,65.12532896689596,261.6285722203813,731.9539741517102,32460.66012139348,9670.494291749306,814.8323678255498,8.029919571950706e-06,0.00016239916289795093,0.24913829916540448,0.006248439202552353,0.027904680234706485
292,-378.1872983885286,788619.5524302901,761423.4947136405,118370.68532979592,60401.46062927644,48077.764842073135,337164.4646887528,17000.270019605592,1622.3450449746772,3100.283556075656,2702.5756442306156,155.7330298629827,247.4442442759749,858.5172333210455,29661.62885458099,12816.961137422702,812.749273035846,6.240747560383636e-06,0.00015334556313587394,0.11613640631731169,0.00995438963764672,0.03839721837415671
293,-564.3925979848511,810566.4029253187,701105.4380816129,122238.84181708487,60916.96174447823,48028.44095843833,485726.95689760655,17014.589358611513,5429.253172145948,3061.103318527724,2925.7709027482992,419.2879651833046,223.6317296271918,788.4816512876054,30732.80837704523,12272.866957154009,831.4267893701619,6.605805112151762e-06,0.00011533894296522767,0.2077944124015694,0.009327649524749793,0.02594405835886448
294,-518.8222549370573,754047.3061935893,705426.2202705565,117138.39825775324,60873.90803853609,60994.027487903564,363898.06199488766,17294.005770425953,2992.4120168571503,2964.844057004586,2555.316315295585,100.79248786646818,233.63524223812692,761.1117361620771,29460.341728239102,13424.433084712284,1046.2514876981754,7.2577073706514414e-06,9.925414511740383e-05,0.1387787603429153,0.013472447745763866,0.02319721923754535
295,-506.9242917899879,789592.1219285147,762529.804259797,118026.55912193391,59110.691265129324,66102.75180647487,447087.3922374605,16638.876776398294,2637.5047716263866,2772.427767009969,2565.073976201149,162.15920544908366,173.95003997847076,795.6885289965608,32365.874591677868,12302.56446236085,1075.9615041645034,8.148887930251776e-06,0.0001263176224363376,0.1468874411354867,0.017155961355065353,0.013694325931822116
296,-468.7981348434866,754732.3475143452,699193.8083145763,121635.0090753546,59350.503783183514,49899.85414039048,479432.5754405382,17775.520387748817,2151.076560973746,3087.5384466218043,2937.035272230917,359.505789756293,191.42363172473364,710.7929568387458,30586.583390074946,10580.943249518465,816.6683531321682,6.057456539671577e-06,0.00014397127396426293,0.2808585930744547,0.007808832135829961,0.026927143732609068
297,-515.9673986795965,836943.2440516545,762355.3027302935,122494.48294670161,61515.87329975787,66032.96870441627,460487.774876157,16229.304663652194,3754.6495233379205,3308.1325001188607,2963.354556366751,505.90695425184515,266.12951070219276,909.539680603813,30082.626276733245,22317.698172556033,1286.5218965039855,5.498668856642766e-06,7.021072155301912e-05,0.17103615199244554,0.010011679062667731,0.014666418937860191
298,-592.5695646737036,799725.3442066105,735967.5935077054,126094.31183568647,63031.96087916837,60521.182736205796,489812.5852856021,17070.864759988577,2601.7926054097793,3433.513297418429,2908.0997531887465,589.5531106167822,298.39340563762255,976.011903531352,30844.56100477136,14170.139646631675,1100.1848019225545,5.133614983424346e-06,0.00012192856389226302,0.20693269517509896,0.012023127156950992,0.03135294074129071
299,-469.97925373658694,777069.6168351931,713350.62847285,126813.03705546133,60070.015053114636,52893.72508703882,648737.1455588825,16999.340338679584,1790.0221344948059,3150.618242773475,2953.2873581429067,554.9759553339767,220.95542482227083,873.9005807249193,30101.03438167447,15120.0360589308,923.5626503086356,6.647162587608672e-06,0.00011752794810434621,0.5242284243513685,0.009108005275690936,0.027973087560091224
300,-440.3086170546345,805032.939721613,763085.0461315985,119123.52348633559,58580.64260817043,67588.4157893031,279165.0029813597,16946.682820110615,2662.8355498724823,3144.583809429501,2718.8920102987713,246.79306612084548,140.78467025202795,788.0968147076782,29043.93309296543,19329.61757490236,1296.3983465520591,5.659638706385317e-06,9.671173722803891e-05,0.07279377188852612,0.012423750719182211,0.03468068261833875
301,-603.7478776744737,773893.2875938787,725247.3170626755,120509.89523242092,59419.768430349504,52308.97205851317,359833.34344314545,17175.07368532998,2059.8604704307336,3546.4500063160745,2965.074958132224,299.1168669746719,157.51796996195696,738.2805773943252,31239.87994794535,16845.39526088378,877.0059039395973,3.5943766768402274e-06,0.00013731005773018126,0.10485770317127334,0.006940732578450835,0.03690460215994878
302,-484.65499827453675,765511.1571797965,724133.5126239918,121092.14402936722,61624.70796465664,48000.00000003843,335141.451483905,17451.957748352732,1750.5767024852837,3483.8398384371258,2914.7760314050206,325.4767403504131,355.01562305833835,894.3114658514668,27328.719222144653,28252.888508115957,1011.1079155021714,2.90531872902009e-06,5.017723645257004e-05,0.12265658563039218,0.006807872640187576,0.023688631495827905
303,-396.0566976579108,832410.3787151673,759829.3937709081,121091.51053696522,60349.01958504648,48000.00000007833,540535.7742202752,16311.686171337718,3134.668019632234,3031.6725454182956,2843.031754248498,346.6676453923578,251.12363844029838,943.8790457170352,31858.639389432126,9017.576721548852,821.3473728456254,6.8164330180619255e-06,0.00015298085605863076,0.3216617921974412,0.01151950839233029,0.015787402568203452
304,-543.4060140249375,810369.5612760553,727170.840608852,119295.58967009222,61166.86968629799,48000.000000177584,320670.78619100293,16712.303938703673,5203.833627715651,3106.7823238733326,2471.7648630859835,208.15326020947472,354.64015519023377,867.6817650541165,30018.08187404311,13037.232108728673,919.3533297350286,6.7340679202364435e-06,0.00012629078495173738,0.1205313776618725,0.014052151294947204,0.030672126991796556
305,-380.5482073470866,860371.5037972959,787160.7559165764,122440.59273650574,58773.55797212244,48393.78504454268,537433.2509546203,16102.775006225569,3321.849334764159,2921.7577294100383,3062.7008188769582,347.37132184446887,151.70947565069713,692.952996492399,27911.84442422383,77403.89502822337,1182.9700198683233,6.099197504572775e-06,1.0000005628729522e-08,0.2393622537306342,0.010747813772564906,0.02749266301772386
306,-451.5135831999104,817370.5078744877,788098.4511426836,119334.0239825424,59492.59033134523,51282.62036079517,548108.3212244313,16901.55466326781,1692.665431499902,2812.702725262606,2876.1628880501344,194.83574779924945,192.53630465239982,884.7081725635284,30939.47256299363,16907.988874022267,963.3556449119798,8.053560758639878e-06,9.893613486212868e-05,0.32003107107732337,0.008506716470100812,0.020280577616096772
307,-568.6797601864864,756980.1510769832,702662.7013729463,120372.38125003954,60763.40798067317,48000.00000113622,315005.0352852966,17309.639667659714,2946.6358334035126,3245.697092775027,2642.94434420426,240.76413473205974,253.45251975761332,765.2841930215385,27176.606916019056,16327.987873412088,995.9371637797309,5.342091747812435e-06,7.261744566541141e-05,0.10721680381509048,0.012842664493196388,0.018359469828449985
308,-528.0383819270843,805130.4638456061,786362.918232357,120853.8212023238,59527.456671797576,62957.72717421301,463162.60156218015,16847.31975884709,789.6999293968106,3220.6880430642436,3052.384391686381,287.74533459988123,188.16899683784257,811.0365532766361,28181.645738220373,35421.245039793335,1337.987367047795,4.854184640726266e-06,5.857942910933188e-05,0.1773156581224723,0.01178809689721725,0.029154410364035873
309,-514.9595478727978,815225.573451922,720258.1305129637,120457.10156897923,59464.69380583524,48000.00000355826,583182.4637888394,16449.52502813865,4318.792723394226,2853.1604847468325,2982.3622811981036,249.47306366982585,174.984291548107,722.7582327773596,29943.357967019572,18486.21383633845,981.5963636754157,7.320189190233862e-06,8.476613761468227e-05,0.3170534641158151,0.010338175283828518,0.031619909415510954
310,-373.3347755324728,808353.0094031305,752285.3169268639,128866.65994159227,63045.97313848044,48026.85837805378,529144.2290731154,16796.52954211068,1887.2479101656154,3365.7768132512306,3095.2367450673987,736.6065264357609,339.99235633394574,1065.824965981371,30369.21408422693,11848.090070569933,811.4109564275235,4.325398534771381e-06,0.00016400873691198049,0.25280364144560596,0.007398633154771996,0.021154041873168026
311,-506.23501911969134,763075.6252882523,713188.6337473186,118077.78303607342,59935.10063229913,50823.545064489066,297405.86857617967,17645.6896072848,3465.071154817273,3219.463647586805,2609.3114110522797,151.8078419740335,220.07385932842257,852.5332714406397,30985.96204575993,13348.972130092297,880.6422228482365,6.4985956892051665e-06,0.00015710142003656693,0.07618245513205103,0.015482942748628208,0.029989432023045097
312,-553.314858497553,832044.8921637964,729833.2245344799,121317.93460065033,59245.990852534,57479.91338101112,445290.43210724037,16396.72811773887,4447.090412833198,3109.530250638013,2918.3415428620847,367.76141531356956,152.8040490018865,876.5758954754859,32937.325142342415,14314.177376858377,946.6691459934852,5.614521263030503e-06,0.00014948287312374143,0.20012703021227377,0.008805798879328877,0.030131647731920983
313,-511.68717401802434,832130.7889830935,721127.152567081,118157.24784592759,58859.9928870294,56897.83168879665,380726.55049611797,16142.405458368323,7325.352279375736,2786.351679330185,2530.5664806818177,149.84687323151104,137.3267035066786,777.3130132175943,33564.94209389046,12790.739891214911,950.0464450371401,7.389201127138261e-06,0.00013194477888723807,0.14831468649696958,0.01634911868259356,0.022152765026744105
314,-390.35219565864463,854990.331019163,751558.8662676316,121268.94131378367,64218.19838953048,48608.02984210701,310482.58709652035,15773.00424428818,4774.082490260921,3137.8753501321576,2771.7637464350287,356.9439321519814,427.8222942893787,1129.885706594037,31248.59022374758,13958.779828400613,893.006492596548,4.476473833679452e-06,0.00012229923047871633,0.09949003651387488,0.01063685734415662,0.02823036109364864
315,-607.9393071040079,806537.9409963643,775018.1789658916,119780.37216959042,59624.054327865364,48684.52137758928,294011.96483143396,16683.97685753175,1762.1806690790318,3024.982714113345,2588.558714263897,244.99985629825784,200.87969058144427,766.3035812703246,28698.96370019218,34729.82315416904,989.3385293730933,5.379518403048486e-06,7.557623242081839e-05,0.09439426101408388,0.010946795310778936,0.02559592259123244
316,-687.0202564123832,776502.8780883336,681730.6053539858,118795.01904356564,60586.44585558463,48000.00000290939,629787.2081386241,17445.808596488,2969.084920893583,2857.468696594714,3011.6005994876014,169.06367831597038,261.72836404442455,1001.8023367691701,28156.0109350914,15413.228000012006,942.4538823584426,7.320264911082765e-06,9.012257711760532e-05,0.5353906924118722,0.010583596318115179,0.02856639604428948
317,-334.6299236704803,836418.6382285928,744482.0730840267,127323.7496538995,63513.630560732,71415.78809808806,569240.8041417871,16188.135554709554,3092.669764531916,3264.168293844006,2860.458906134644,846.2268001658687,368.14523548175873,1134.0770978313749,36932.66847533574,9509.290477488483,1049.8869080558097,6.432476002948365e-06,0.0001759506811539183,0.3732550133430663,0.011831839476930254,0.0261242261719304
318,-589.8510061305914,802845.5977687327,760775.2626441014,120413.3877265575,61060.94660607091,81278.7307589237,350112.1125336456,16678.087270535358,1906.4717992124558,3225.0260563122865,2877.453864855767,261.9527539870649,232.65628629660944,859.450932124029,31659.121649954093,17072.44986918989,1281.9585926895015,3.922390557149218e-06,0.00010607398457563367,0.10097119576352562,0.009971981003485111,0.031160353161937826
319,-465.0571833876713,794699.4623782967,751042.025448408,124258.29056103773,59808.283269253785,50046.34875340317,383478.9572020436,16999.3771322562,2277.1578981127345,3218.598179627855,2795.986359881967,568.0404035967691,185.03180750292324,773.4283679169077,29040.167076184924,20261.574343286273,1011.4882623012237,5.406819177544528e-06,0.00010514014012109372,0.12987464503529442,0.013123721949974057,0.022699614645111357
320,-488.81221220555733,779044.8530908545,726747.5995841896,121360.00465593296,61733.654003151605,50095.0297892542,290607.1780469324,17099.80254445494,2675.6463956465873,3409.9091262315214,2650.712236249659,346.2674148233107,309.04432884976654,897.8669385186032,28863.004336024802,22814.032760157374,959.9626715337002,4.457871251882389e-06,9.110185335688852e-05,0.10457332118724288,0.009797829010893438,0.021115529745923012
321,-417.8825149622884,790062.1106638421,683701.8679893034,120587.58821766933,62816.74803377989,54623.05337923603,420928.875716401,17063.539752839006,5259.265739828787,3154.665636060787,2806.928656692308,277.4802446857831,361.05494462056305,812.4248061037468,29389.315213535825,15391.350891225418,1044.3552125058407,5.9517541115412655e-06,8.59847440479081e-05,0.17300391408014565,0.009847046485966954,0.02341128323610698
322,-359.2588978070537,796634.2079411619,716984.8027719861,120045.77343680145,60519.96170564005,48491.00044234016,305139.88216140965,16854.896733893576,3916.3540532685297,3171.9620253458297,2765.788995769218,258.7816751476141,289.1597756156412,877.403115671392,28811.492448554192,20199.178762382508,975.2276387598798,4.347605638264648e-06,8.432429939271863e-05,0.10007815170402852,0.00797688149934027,0.02507738370799169
323,-437.29653999230095,815411.2078084387,775057.5075607959,118418.11235206178,59594.33253883294,48000.00000000748,570530.3398110021,16588.434609413143,2507.8126571078687,2920.2911109810466,2729.2491950837702,212.71311489200156,183.85812453034575,916.610792927635,29490.764752073028,17060.79357176507,887.3372694242233,9.019546586479773e-06,0.00011044123769423754,0.32605550958568214,0.012134124868665823,0.024662438991036047
324,-593.1283823731602,756355.7498304275,720468.1824785422,123786.78622264025,61823.40751426766,48000.00000013299,414333.31536398473,17366.048766678865,1651.0787330062067,3141.90116620451,2699.8510224035645,542.5191811351472,292.8630600662315,1008.5019354412943,26794.680294951326,33821.662799319776,1104.3313357314596,4.830228757365346e-06,3.422959398548177e-05,0.16385039467443355,0.017240796189061384,0.023841730811748757
325,-528.1608125084393,782405.5823531176,710937.9034906647,120556.39969436637,58059.674141675256,48000.000000511485,335445.26415126544,17060.103694404846,3696.022916759799,3391.537622986366,2724.502552667203,344.687425343322,109.33377508634375,568.1359726797555,27666.842083392414,34715.22434285331,1096.0411424274841,5.227250970344098e-06,5.026535828127619e-05,0.10215858627896333,0.014037669403055454,0.02028248569905193
326,-491.7405938324787,814111.7700720843,774495.1595645753,121495.59957161812,60160.636311807175,54307.56082140687,379658.6847450685,16533.977109105283,1787.432678441561,3436.4994350008774,2812.560133126025,377.31502166687295,279.37239812644845,857.4476235561312,29885.51210184912,17953.465688751865,1025.9215837015126,4.958555509137585e-06,9.537569125730189e-05,0.15871646297284692,0.009609431883626202,0.029628529036696587
327,-431.57162343110076,814154.6954698036,710267.778737963,121039.29360510116,58116.02840689359,49733.60695384322,343270.5760775154,16715.838127602652,5513.01283031982,3337.877515521758,2643.9341076480264,242.78370180217254,114.26765365902743,626.7510417487621,30206.63943942619,13046.181126001375,1019.2842672514334,5.981551980501006e-06,8.337744424880945e-05,0.1403843578597442,0.011889454079190412,0.014519903800430051
328,-554.0641363902585,790866.7044752698,714834.5196140435,116631.03898329144,61434.99155247335,48000.000000551816,463651.5326243677,17064.58497073388,4073.45999289652,2836.7756581015824,2717.0687496789023,89.7478318861385,273.4696602108315,766.402379550561,31540.442178524754,12813.367871957273,810.6361268243807,7.2546388755821425e-06,0.00013609634707630535,0.22118834849763272,0.011138807040862628,0.023186602411193646
329,-465.48833675466494,838161.2522956526,801015.0777393559,122284.27974404575,59997.85719801833,73417.50979126005,366991.1916686602,16081.521657245425,1902.9775104553578,3222.2657859514093,2795.0655391373407,333.13460933383186,191.11611237567942,690.0695987407853,34274.50953958527,12784.281923592343,1208.3456402495863,5.516190961461776e-06,0.00012912374374779756,0.1275209712302256,0.010044419075066997,0.02150829694923596
330,-534.0283896598459,817660.1270310951,767598.3127975087,116898.2922082103,58096.01964042239,56044.38002626362,527137.7490522023,16686.345000219946,3411.5587228739746,3129.4323964187547,2761.716009106357,87.59039934487522,147.58972598464229,755.2485486170328,30387.758713892865,18004.361255510164,1018.6792005693864,8.871675868530508e-06,0.00012181973355567269,0.2434240887616556,0.009477495165293118,0.028827184686834005
331,-450.2614535911878,781687.2413752689,660427.6627241663,119697.72188240547,59018.06665329182,48000.00000031384,450220.0760027307,16861.06708510718,5243.151841991747,3260.4647215353375,2775.315574619129,339.5301335450411,168.05855764087886,690.2222315181476,28132.343438819542,19285.28636452139,914.9438461329403,5.3556960915225394e-06,8.980610172726957e-05,0.2164302641302541,0.011627787858020268,0.015581837928309248
332,-606.3750090948463,763408.4788888034,610074.4501303488,123068.0285894329,57251.22586619297,48000.000000814856,437443.80018931493,17383.893501572602,7591.125975524675,3024.6424386856297,2631.4877934816686,577.4651087263937,84.86822222175856,623.8550360195268,27509.048762330436,21412.799554059795,1021.5873801558229,5.859719079181376e-06,5.567837201073409e-05,0.14407969835403148,0.017657740801583572,0.019056575594916966
333,-565.1993747107258,798357.8246538462,701549.0001922902,116631.34709329867,57547.49500595951,48000.00000132926,655084.5816422355,17018.54850250191,3729.853803715093,2696.353398197477,2864.448345768672,59.95817349485762,81.3660992103248,604.0024093264111,29942.835471971102,19094.28719427089,893.5497398583585,8.701191665734303e-06,9.254295591283906e-05,0.5820210340225931,0.012086514352408383,0.02641702599246359
334,-418.2740695949891,789596.4374889843,749706.7537822663,118766.37959238057,60275.08301472371,48901.78386943635,258136.40227133015,16626.962382709025,2035.345319515646,3425.167401542373,2566.6856935684164,184.02428584878433,206.4433379539884,883.9319796290686,28815.97112734507,14799.00177727761,1016.2888361909527,4.562635754401676e-06,8.52443786816387e-05,0.08171799051007084,0.009876475409575286,0.028257199715109545
335,-317.5944494730208,848968.4822375983,801467.0082696838,126734.28188371283,60555.18306780301,55679.28295592621,428298.0715270937,16105.929219538588,2556.9713170596615,3086.459298143576,2866.8091521662604,489.1639229914266,195.33880445586894,873.0802828959231,32098.186972301348,13641.90298680109,989.5727827601974,5.957442999754176e-06,0.00011135556197189448,0.14874787499132863,0.009885655493920358,0.023071173588160108
336,-563.6777893218042,806160.6041519201,783609.6018444574,128878.62143575652,60915.993765861655,48000.00000005429,408395.6595025482,16368.921067115672,1111.3579112829939,3308.414015938405,2940.455636909275,813.2098996785987,242.12206508544,837.0854550973897,28735.608432521367,27621.56846254845,980.9168514611254,4.854099650963362e-06,5.8262735184018304e-05,0.12349929859148212,0.009719130522409636,0.027012033758846966
337,-774.0043881716508,766126.6551658564,727151.1769980752,116957.17728850654,60884.331123745855,50434.799138975795,339668.02871739055,17263.701464215952,2075.4457584387405,3039.3896491724167,2607.8543604105016,78.62756890406276,261.1644141930084,783.6577541365092,27883.843279176464,17586.98923359057,956.4319579704922,5.85433966834937e-06,7.760365962507418e-05,0.15003993091065546,0.008801462941204343,0.01917291924067929
338,-394.9388008129721,773876.6566415759,718883.22677699,128353.18094290735,62427.563167751134,48000.00000032893,581965.0210252802,17095.914750602216,2149.6050623664587,3104.8082230001155,2956.2681085156796,864.8385609237699,303.21490496517976,928.846001223938,29708.061457839838,15354.852259529278,892.6881651067347,5.731515200952262e-06,0.00010576164328305903,0.3249216683285644,0.011476300536806126,0.021933984170541772
339,-490.3316797234201,820770.3681461542,779887.4540856477,126533.73962454167,61703.09435374228,64821.561897507985,682303.4312314411,16653.121849644405,1679.8522127939038,2796.437941656169,2915.274714941024,592.477209837215,259.3713371263352,1012.6071326431083,31989.35478797515,14099.853475592545,1081.675944333918,7.592207157410342e-06,0.00013677770371605465,0.511859034356994,0.01130541280026856,0.03376043455465296
340,-418.29938474671087,822261.3991707142,798863.2907145196,122719.52831013886,60201.58775213854,52160.39177982352,527970.5138449193,16547.465107359614,1153.6257312984512,3085.918089097873,2708.4081968513055,390.25925666344864,213.59357488820325,725.6931246560425,29378.451534538162,15362.141664344734,1032.6275891845587,7.808781631078594e-06,8.956469982710333e-05,0.3166182397180333,0.015058093863353167,0.010093738565078041
