sample,ll,T_NDH,T_ND,T_AWN,T_CV,N_Anc,N_H,N_ND,N_Den,N_N,N_Alt,N_Chag,N_Vin,p_H_N,p_H_WN,m_ND
96,-470.22977928397347,721030.5406691406,689275.9860952634,136583.34005163415,66825.60738971092,17872.197319626768,27625.118309372963,1120.1390239916589,4032.4565017940795,2668.946375030721,1593.747495883754,639.7842787780307,1222.4712604337312,0.07334617365396087,0.015159443708582559,1.2972930301491868e-07
97,-234.09984800803315,723684.9148697716,685366.5181704295,116658.48006755856,60519.79806396122,17531.371319521462,26637.084796348194,2052.8952972657403,3018.905594015569,2416.568141919635,56.59366427360639,234.9085689427038,752.1476402784231,0.0926194146166007,0.014661968011852534,4.576786770172621e-06
98,-283.7809347194066,722553.4588307396,705560.3450575889,121445.94278291984,66092.4493468682,17662.20840929484,26585.56123982169,842.8085328372647,3430.0063834101275,2523.1758937369805,270.7819578971093,563.715820365597,1077.105785940905,0.08832750306568879,0.010579320002426906,4.380674738377937e-06
99,-372.1986467158214,703895.7649515017,657226.4105791819,118178.954852834,64124.93592407059,18500.728749277718,26955.10332306676,2064.8164855721097,3624.987013070621,2583.991302559129,122.15514096020433,498.3377560136448,1008.8758078131447,0.10368366001589682,0.009681032941203963,2.9822860501695093e-06
100,-376.1577543043071,704236.417735533,694630.5565997286,138026.82847406025,62125.89040004048,18278.466026054346,26494.978856335594,334.6585040284007,3913.413344306728,2722.9940974939764,1824.6813070622547,288.8708898636764,912.0743689078098,0.07014270720607445,0.017294523758473127,1.0000000064645338e-08
101,-424.7613785673324,725715.5069509187,677156.6457519897,119324.26163740062,62449.32914874559,18049.74191698167,26685.87625680108,2198.0521625942592,3512.8084635392756,2527.3128422088676,242.05183693798438,311.13434379323536,980.4910837397923,0.0903247991900969,0.012315244295082545,2.848535721095293e-06
102,-357.55071759600685,732645.1237996666,725110.1015927955,117054.88252161659,61530.28920113053,17411.409789717894,27019.849436416094,555.9272138207225,2967.6615983906277,2450.400153449611,93.27153630718769,279.8985417957455,940.0855762146305,0.06852341533488919,0.014381482117313436,6.743934696894989e-06
103,-294.13989129415995,751471.8449681412,707409.7362745021,116280.14601336916,57982.69164655361,17481.68599274076,27034.306983843984,2799.238920019259,3153.2111001155467,2541.6872561753576,61.83783638320487,125.16201151506526,698.2005708460323,0.08413617320440932,0.01157761649337128,5.204373481113784e-06
104,-242.17810408507128,705255.3672689502,687692.4277920194,127104.98813019697,68781.15640238758,18035.631284674924,26037.117384075387,770.6036490598294,3694.2003777592195,2595.299473503913,576.4491912312593,811.2793495772364,1329.8986502716718,0.0833172784139686,0.008961600020943615,2.241057319518104e-06
105,-299.98977321057066,736800.7998059323,729506.7805113153,118300.37893593217,62027.27068054562,17361.27922099029,27358.346278591653,413.4925576481131,3287.2134223416715,2418.188456708534,204.81249794525306,306.74565137151245,812.4679574055959,0.07743445003190655,0.01464559849999612,5.146924395443668e-06
106,-421.1998261233995,711254.2217975911,692806.6365697641,124285.05958369833,65855.79413301477,18100.158601799452,26576.923128006114,651.993167060157,3716.6440720105356,2601.0022278767888,568.1705583110294,494.4918996332566,1172.6809875943086,0.09456267866273739,0.012060653559231348,3.8078342101870404e-07
107,-287.19311490097135,723819.6634825343,713507.2378206982,117906.19692918147,62134.7326762085,17887.39449766093,27016.414457677445,527.3560413632589,3466.9509294097584,2572.4706240178307,149.07717335164617,280.44233591915315,922.4064401531065,0.08526539157337457,0.010880462301597513,4.340588779588245e-06
108,-356.07131456933985,724863.6823927654,692927.3741448246,120456.56379367081,64700.22934322951,17836.163032617238,27297.416958446138,1547.1440655533395,3505.61383052857,2429.117135670902,267.2610295744211,589.5271347358258,1002.3779638919486,0.09571299214780261,0.009384817397757856,4.186053057236724e-06
109,-354.58471389328145,713262.3488874629,672210.4986961153,131108.90077194854,64289.999705916525,18100.353990150208,26380.794594798033,1562.6307078439327,3841.877111004777,2433.5156742489094,1328.3214685085918,574.508613696376,994.654668988506,0.09304607161703865,0.018774510045709687,8.198917867864744e-07
110,-400.407186495785,714943.9770587076,634994.8065604264,116827.28568547407,62752.72754658769,18067.485128759377,27013.887277139816,4279.787245448123,3453.682878642121,2431.6599188952287,98.44612735011026,384.9268521133229,1086.1478094593197,0.08897684328206222,0.01344049848483663,4.586658629165934e-06
111,-402.50446852714225,745169.6236598965,713376.2385614797,117245.72668500316,62999.14182136814,17462.60295772654,27683.107429621563,1402.0100936438535,3453.1041977678537,2298.4687540690925,115.09939968936382,483.85122815376064,1174.229251553822,0.10611826757941109,0.016542639193080754,3.3709504654618436e-06
112,-445.4708169971644,706910.166097039,686967.084088109,123544.09291543352,63439.94117100784,18347.58803292274,26201.390720099527,796.2734719043663,3896.630777474783,2853.1797964682955,473.0231819689062,408.2561462745812,839.894189198011,0.08035152720629375,0.008932404623068348,9.059749755462726e-07
113,-413.77582769546837,727112.2582796256,684743.8087007538,127286.63530394096,63796.070158358205,17629.684323826044,27545.955935104957,2038.6188449699177,3230.8670308114347,2637.126339009042,673.6171746260443,389.5957553886404,852.974630816658,0.06871753603557813,0.015888692038503287,2.9881909611633488e-06
114,-430.53584301316744,754358.0751491982,708240.3045952343,118278.73559871865,67012.62078315114,17628.130676412056,28239.926026561167,2864.4008762579047,2990.5445420675105,2391.095393349041,166.85405243224383,715.5500950796514,1006.3363896905098,0.09666803783643904,0.009782653022019649,5.972951208980297e-06
115,-332.79671593099386,694182.7963842641,662447.6432228828,134729.27565457526,64789.21932181043,18388.162545354717,27503.484070679428,1340.9241679698532,3511.263526353382,2704.4889294866935,1318.7373818633646,426.27235746112376,897.6483846397043,0.05904053939492367,0.014939601190899965,1.8242398667712576e-06
116,-351.2698392493269,764934.9964129379,735666.3291041764,115981.88041194313,64965.69890853248,17365.81552858938,29221.447433441415,1871.7420271779026,3030.8077352516916,2179.674430344098,50.81889435929445,564.8969547963076,1271.518201593226,0.09577718422754003,0.020014809968116557,6.633143018997403e-06
117,-399.6852333532307,673878.0327301506,652986.3276491972,118044.27667734066,64344.086425291214,18845.23404427482,26597.340032890832,870.8849260461917,3461.3931962257057,2617.9550298272675,132.18056731594572,434.7948340661445,1005.8672536307947,0.10636115679233855,0.008778746612765684,2.273165861201664e-06
118,-340.38107165887953,706052.809956502,674909.0179784322,118741.98679690532,69051.79792084583,18230.71495207359,26474.758629796055,1238.9872441601153,3767.246870853821,2432.401973949923,228.52864524630607,867.0411216766917,1469.2873088446372,0.10909560454748923,0.009981505330045262,1.8284463120564948e-06
119,-326.49468693324104,733561.7626257406,691625.7234019812,121980.78300334205,66310.22673470454,17787.212522323043,27353.137010340797,2008.9721720687976,3526.885148865158,2693.4390715710706,367.36724482774326,637.0342537563126,1136.7394502445104,0.08064141223714465,0.008380617760715085,2.6494304673794916e-06
120,-311.0510042234504,748676.7120233193,725544.6296406597,117814.37870020705,65082.96600434341,17406.489954461416,27629.05605979261,1129.0035202240879,3446.974152006449,2521.1137942676137,124.43479849624022,542.6716904617413,1098.2674626156306,0.08642634580078545,0.010324851164255133,3.6055459098230577e-06
121,-526.6764417357513,679877.310746183,617294.2051762093,125879.15993379375,64524.84257102853,18360.064477453965,26142.78604834834,2441.663981668754,3678.7226406647965,2688.383081786602,654.0028247281599,413.7022992244409,913.8236142924231,0.07640377834240268,0.012551171995154414,5.850782979677227e-07
122,-384.94871855652303,728250.0923104682,690145.8615510564,117706.1247657742,63918.91896787614,17988.98359263772,28239.08994122187,2613.6952207736344,3113.2691405785945,2436.9678521822875,114.82026614107968,455.7317829256918,1119.2776905866226,0.08509857841084385,0.01152272347671553,6.181373331407094e-06
123,-438.2906954317814,752294.3671050374,734346.8967290053,130542.45263956589,72801.01910645982,17818.150196498194,27352.818810781584,1033.2956024388175,3393.8796990457517,2351.279940981536,830.5741083044541,740.7668153921454,1456.089533839137,0.08731835821417822,0.014421969353281659,5.072720308600472e-06
124,-414.0478013175033,774340.1710851631,719879.129176859,116910.40753705459,64069.75038671878,17254.13549992546,29433.81748143025,4249.836585747533,2892.2993063711724,2206.460568015466,133.24865819065795,361.6507570485563,1047.9681956515049,0.08066760605743722,0.02068445462027228,7.247163827935412e-06
125,-430.76572818945783,699755.1307728402,666491.5537248681,129910.0807503228,64809.81737750781,18276.72223016136,25930.659882199976,1352.116532321005,3814.86558686814,2563.890423312977,1053.2335304980013,519.175473319641,983.7438020826584,0.087798856593973,0.013606307172815428,9.552086455729599e-07
126,-400.3518043172369,696877.2136280363,678225.5932820364,119653.86974093285,59773.4104381654,18230.37578701368,26723.12977535381,936.407282567672,3370.2738110172595,2451.742580826113,280.76836628867926,236.13684581155903,953.6583745807206,0.08883657107064705,0.014327898128355596,4.0334317730396294e-06
127,-406.9135545754955,715257.6983421129,642990.7561631298,117098.31581446897,62464.5299866114,18049.12773141512,27055.73073393108,3638.688312835878,3182.852342701778,2280.3918226158444,104.09298036577135,291.2026814088239,858.3908858143155,0.10845535247511084,0.01369641903438534,4.323804342053824e-06
128,-330.58338203284666,722531.8704201847,692850.289541948,129221.5774069423,66245.54203138246,17708.57774035411,27654.75173240399,1202.6834192989027,3916.4211759364316,2585.8746512725115,1005.0729972301006,536.4227557831674,1071.4211780638193,0.07730896771880147,0.013993995137117852,1.7099028512414156e-06
129,-314.8390498200837,726910.6724486947,701885.1371492164,134377.6526816781,80286.2685695277,17798.57410275062,26558.81623056203,1229.9728772886851,3299.4007091398903,2172.883154867396,942.2728683676322,1212.5213080007456,1863.1537677055055,0.09360113602952735,0.012717837598056178,3.68338012459172e-06
130,-562.0510656719396,718146.1286637676,693176.6321524128,121073.61381477847,64900.69345350026,18126.031727543606,27549.886738231948,983.9692493260154,3951.5786545747965,2757.1704775791973,348.8126406930169,416.4301783013211,1026.973003256715,0.07447551308164131,0.01340350218447147,1.6992914901653315e-06
131,-306.786747963032,743245.192703996,706920.5106722009,118684.39539895872,67966.30972440433,17298.595470753895,27594.02437240968,3135.1707381900724,2729.309096671585,2331.8966163350665,155.6502406316538,615.2604420863511,1237.9196469823912,0.06625501326362816,0.0132926977243525,6.989885678435751e-06
132,-354.9470291806319,714488.0421845143,681722.9452267988,117194.76990766202,62775.847154677256,17879.666118723067,27006.5057582289,1875.4945809385188,3262.995065736082,2643.88541743218,91.38239935640394,450.61405241914986,948.0632684418481,0.06573613792464152,0.011416787450657865,4.849517293536526e-06
133,-343.37446837480275,713355.6330838234,698149.3575657535,119587.59350006518,62178.57492083386,17785.15663664085,26390.953933346547,724.1181756885097,3582.553687375774,2826.300117633403,338.901412544043,360.4925607560988,826.3067005588957,0.05798812494552949,0.014334979382656828,2.3415164310952822e-06
134,-330.88588987483524,706120.9352139804,684746.3230443015,117642.1274422829,62550.10173189663,18012.082001076946,26811.066785865725,1949.2515787958878,2920.510304091438,2217.3304699852893,138.84680169677898,367.3984014465397,1000.3846310330974,0.06578969570774602,0.019707150191192947,7.832040851773249e-06
135,-371.46177762387185,729209.2019893847,714828.6867072558,116882.25485214441,62550.94091256003,17949.396234693093,27505.1378065164,678.0412958167447,3438.8771643821274,2369.396877133633,99.288278606259,366.07754050929054,783.1121576412983,0.09412268283110631,0.017159605846690087,3.6275280496832655e-06
136,-381.44493611178814,724728.5413276984,698992.6845162138,120106.33941046815,69760.12596876078,17872.77544829754,26575.61602459235,1432.855724250904,3391.016146586409,2284.7955615993515,245.56744107020273,882.5904772156002,1186.632551944587,0.09734509384400773,0.012757302227653793,5.229193824075116e-06
137,-358.1490925099595,722115.5122763601,710166.7214398665,117384.33539691,62282.51793500266,17615.91727703495,27508.764890418868,633.7180556099015,3248.425756550924,2569.15124194745,127.85934497687674,356.3452350576943,916.0386384088918,0.07480923832180335,0.01354826209138047,4.4672478120653854e-06
138,-258.5350576652674,715255.9794986723,692183.36814309,130425.68519417993,71253.59756709175,17810.86224604855,27254.19970406678,1040.312206133564,3697.741421355904,2380.99559008048,1037.6477529875729,1034.9285298673133,1196.8721661733496,0.08908200810145098,0.011332055272024794,3.028131880118041e-06
139,-298.57207118327324,756942.9554327201,695724.8110689095,117044.32269277927,61791.739278763824,17046.98205688194,28384.574091257222,3753.595051267647,3042.369913487771,2479.4130590706013,95.9589225400287,309.0883904767997,964.0831685914361,0.07630186561402878,0.011345686201085173,5.39860836902426e-06
140,-464.41542250978097,682193.4827063739,659512.9744668781,127172.26078200276,59926.33223515101,18432.800678237854,25936.5339454866,909.5235695760038,3850.1178811756063,2783.218978538173,772.4192914379764,192.60066295844663,857.4708985810913,0.07533869400157985,0.013875747860389675,7.176438373775902e-07
141,-353.8950584367643,685649.5229215582,665502.0290832248,119797.36442660779,62303.52456447089,18411.78917136797,25644.35283191695,941.9025254487588,3306.9304089478787,2438.768027859861,283.91213032683027,306.4271751838753,775.9515697916415,0.0932051574395959,0.016416166775036836,3.5329604458260306e-06
142,-366.1415717756603,672973.2606539504,616699.8261986239,118209.87685648227,67143.82682944278,18820.265728312363,25785.293484025173,2378.5360546092675,3643.121446304967,2260.7947442380473,172.95654160627242,776.1110442437908,1223.1517327951842,0.1128556129194091,0.015432386167769053,2.830752345591345e-06
143,-448.7556003985652,701649.2902521209,670040.1598295673,132971.86520641917,65759.14492965664,18031.33236106317,26296.955672900804,1262.230666588036,3762.9184854852206,2658.1601954085845,1531.083038824564,558.0247535452459,1107.0118924201502,0.07612508308629228,0.014902068487401748,1.0875848633375386e-06
144,-398.8314411224619,723559.4787590109,704773.1918879017,120726.47295546102,61296.04721235244,17813.311834781987,26584.04377895515,839.4255048681065,3667.532785887402,2766.0484634441395,414.94548516562725,303.6631471955856,741.8754384903806,0.07322044643904746,0.012648733616134795,2.2992550553610616e-06
145,-285.73138499826246,762910.4168043489,741349.9851478952,116257.84397700326,58687.9509717709,17407.070905094235,28764.127940092858,1684.4869043153653,3169.589279313382,2381.5496703436393,59.6404784437482,151.16134316927824,673.7629958376242,0.06849296419086577,0.018333927880378513,6.52525604782581e-06
146,-387.57577445088225,705923.1358586084,650921.399827185,117837.92057403906,61904.80020199464,18028.414596120954,27913.6027667425,2789.2472732469814,3548.3347074860526,2432.6840814159377,147.99170307607113,360.03381139670375,984.0367220640463,0.09357287385658855,0.012170258138047993,4.677695080919454e-06
147,-395.3136494514261,725240.0393393739,687409.7618414396,118732.423076197,62839.69810554139,17784.828556702156,27235.804056321176,2531.4955879251256,3099.9253002403507,2412.2422745173476,234.4615707239352,454.8293768515515,853.0510637786617,0.06554755381388257,0.018577260743129303,5.569156596897571e-06
148,-279.6636045596898,762841.5543194199,675210.5393887379,118183.30424291965,68006.14313492368,17083.93963866852,27506.63006332005,4011.7382760484197,3181.0234612864133,2202.682926210337,226.95784364693054,635.1652549873819,1248.6210728353271,0.10894724319002508,0.015648016024865968,4.244541814158296e-06
149,-450.3964627813489,727050.1596880236,669665.0205355147,120070.62442048271,63928.34765673487,17509.612143654882,28610.928457807888,2876.632218322344,3426.805076603577,2596.9902133575843,305.9071539210559,367.9531950571673,1014.5411101907428,0.07407974746416535,0.011348758280006295,3.248888126364894e-06
150,-413.52706064269705,683387.7689689114,652613.3228319562,131902.85274424657,65157.2251963426,18372.172369060234,25711.75919765318,1167.4711508066166,3838.9553146104595,2913.7551335751787,1142.9000002855248,522.5431551257186,1004.4695678984007,0.06801856099928527,0.00958735198789028,1.0000001531377863e-08
151,-427.76974096389074,693773.7822781935,677115.6507005567,117046.33813566995,61167.8483203474,18175.44723384259,26387.1458675775,831.6093788400906,3409.4951572935975,2559.847113859173,99.24009527872494,311.0027578336449,752.0095356935326,0.0757388017555786,0.016417047117491933,3.8199319416121196e-06
152,-460.9055807079576,714655.8216598267,678865.7621215307,134844.80126943885,65054.707008687365,17948.76568774206,26464.242311193964,1323.1976646345395,3746.1456921206845,2779.759775538993,1092.239552232694,577.2619374687924,935.9426734294258,0.08305847674665451,0.0102468493111645,3.5758437597739507e-07
153,-436.5481888900324,730993.9021629118,682446.7240978769,119729.92707976115,62807.495361241374,17743.285471631414,26909.422379682066,2149.6805820415934,3610.4677739360277,2571.3296948692855,223.80408229913786,377.95849355843404,946.3037298412869,0.08897895850499152,0.011523272688639983,2.725981559755827e-06
154,-423.6331861541171,726899.7163250822,703297.2197632629,119242.49800594212,60722.99541917797,18183.12880056445,27084.094356900787,1039.8412157763803,3735.5177727089117,2543.512725484246,218.7258214879716,275.9491174169644,1030.0929073354348,0.09551944634614207,0.010743310318544494,3.1953699861715184e-06
155,-407.1862654984543,686092.6124690684,600957.9304577274,125556.6446917162,71291.19780228082,18742.779799401185,25784.962184467917,3486.756166888828,3494.846611521264,2209.0008428053775,694.7403125373754,806.6291025746384,1403.1769314493145,0.10878633129340559,0.020050312040985615,2.039614985328346e-06
156,-329.96120592718614,704477.3837540721,677850.3763596577,130268.34024699606,70820.13845817279,18303.74410600184,26944.93953645294,1485.6032898389094,3222.167175224002,2301.242666373366,849.4458882214886,679.7003936047618,1594.269029836568,0.07637511899566916,0.01575719812029992,4.740698669082304e-06
157,-376.7175115846226,700933.404851377,657572.2899484813,117137.0471777813,63728.39584576844,18301.85099390462,27002.205749481578,1963.1787202056273,3516.4428385697374,2494.304230509443,107.51471646193497,453.82388078586115,1041.8045506693884,0.10014093294017178,0.011636021285211228,3.0147190010314536e-06
158,-398.44260238677055,685129.1997416454,621640.494201453,119503.28048140174,62787.935584641295,18470.27273714987,25461.427217181637,2798.1275989417995,3459.0858473458825,2382.9599540528075,212.1112081770687,409.64131222813245,874.1607654030761,0.09509123464088612,0.017000069412388248,2.9224078664768166e-06
159,-476.187474480784,670503.4147332856,667235.1786645133,123989.70303250084,59561.78866983376,18466.761516815655,25735.60685202405,146.5212170077653,3604.796009457181,2793.248968729196,451.47337414037054,188.1505415660086,725.6802009976138,0.06993340170572658,0.010637011738639162,2.3611473152002796e-06
160,-445.02264122573024,698249.3148668496,686912.3789908576,117295.34702635984,61042.73675381043,18302.31392345422,27082.87765470423,657.474244890533,3481.240649408365,2456.2108673835496,113.94101691577806,267.95530503023355,1111.2609644255522,0.07712930600836138,0.013439792012849085,5.61191625265998e-06
161,-409.6374610098731,714989.0160114806,643729.1109242225,118704.05299969879,62282.72821749398,17982.193792926075,26738.864916359293,2829.3820083210826,3607.1972570026633,2730.296864315578,173.81117051679686,365.32897888231236,826.2288012719133,0.08841699482773455,0.012746506347042011,1.0183264878273486e-06
162,-381.71957479752353,775265.4725262887,750050.8448091937,125635.77365828933,64418.54069952848,17126.96448198867,28782.02918866965,1494.0667023999183,3384.686970070834,2642.2778932897245,624.6325604292017,475.7743860737654,944.0883969175156,0.06244384744732693,0.009939235113766907,4.994266699281331e-06
163,-270.3932737924099,692686.9921661189,687978.7187728699,119639.53071712093,67657.50003953512,18518.150166665637,25250.34049473964,208.68468278599954,3702.3273848278864,2413.4476108853773,208.97936011717488,743.6844359028256,1213.3223036040436,0.10855315565350133,0.014054859659345267,3.0028635447796675e-06
164,-383.41919325650025,717921.3175132823,708435.2851658892,117019.68928064009,60663.99289593852,18253.031876964356,26632.055051228777,403.7568791467423,3684.71534877456,2560.0448826891406,77.69277154921255,238.86378537503407,922.2372941965833,0.10041036221176812,0.011240203211083157,3.0550026690136828e-06
165,-518.4740343996614,713589.2242830013,644257.7850410579,116113.75216817518,62882.74244292675,17846.824442947916,27062.120309251906,3605.222634436379,3096.8425897134225,2484.1276168193704,46.962980329662834,295.42765027043885,775.6458294237297,0.09110734645862216,0.011699585689921695,4.02046679201268e-06
166,-413.04349908824315,756324.3358031298,709790.3164954422,117701.56978880096,63567.23046850222,16967.957623514994,29359.24730081184,2419.715789003368,3176.3169558477866,2577.142329391402,123.9135785842731,385.2992618526532,899.0438833362746,0.06664902637448061,0.013071816241521383,4.784323002277351e-06
167,-516.0936870866565,694640.6763334086,677738.8947158045,129703.16281028837,63377.08583917004,18393.071120752244,26648.71937992525,602.9735355724725,4051.251619452678,2595.80240401084,1435.0115300818654,476.089273716854,960.3957371656086,0.08868726942568542,0.01685200467293924,1.0000000034752166e-08
168,-316.3049135816344,690870.2828287266,658336.9099638581,116099.033911244,62303.54544631909,18528.585412995566,27019.805036171667,1531.9591092117307,3434.9100586242685,2397.1856839148436,45.921430947607234,328.03572840320203,955.7562455848582,0.0975583523464996,0.01288682649005124,3.5480337628003903e-06
169,-515.8607714872765,726325.73559413,683289.2007379069,131820.02588004197,65570.84081067395,17924.976566852467,28041.61367466588,1646.6393057151781,3847.789536095895,2572.4082048794353,1519.3265955497661,516.3256632343749,964.3299841189169,0.07613543457461754,0.01784820929601083,4.861538011233563e-07
170,-279.7323219060542,734803.6140042556,691547.8254908406,120332.58253508838,62064.342941151095,17819.493966372975,27368.770241153292,1756.9307442993131,3631.4949570294393,2713.6468205555134,248.7490607712172,286.7349774673807,755.2543143044313,0.08481205314110059,0.012309648767958859,1.648487363556483e-06
171,-403.24031676861784,679801.4348239562,674608.1159014676,157941.64611267886,104813.78606973002,18981.150107856,25278.805469024497,167.6749158818321,4144.842450166977,1722.8704644653806,2443.0059863369565,2827.9083827819836,3271.336285837295,0.1351879458650119,0.011369839549284472,1.0000000002041834e-08
172,-302.8646832496923,710583.1644384338,598286.2326776031,165152.98220963668,102868.28831057441,18121.551571140146,27292.840819086774,3994.894558956454,3838.7895828188884,1645.427988512728,4601.936258227781,3489.49840102813,2825.8872126132133,0.11187824584772184,0.019937358302192003,1.000000000207125e-08
173,-272.7542805881262,707974.4760508629,693618.1785066013,120101.91497395471,66032.11679696858,17751.343641641644,27486.552750916206,907.7084841374636,3034.0955753378503,2669.084028694864,249.42206813876274,687.8949705901383,1057.7979803506546,0.05312308935606407,0.011144197253971824,5.074343613572173e-06
174,-360.59102680681934,718166.2322196127,698302.6094896268,122537.5259730105,69082.08913950811,18068.58857856157,26545.68284028799,858.2238082919386,3449.0853917795575,2369.155814793642,472.3030247583517,651.9398658954742,1302.0435584518304,0.10070831844696221,0.010228034699484,2.8205431094306e-06
175,-402.6253958682411,722584.1570329503,665724.6030958196,119304.30886118801,64232.797278930295,17896.470915646656,27222.2545610943,2252.657128979349,3860.8546397780597,2461.0558294840853,321.4453075445838,425.9986867660323,884.0968523961237,0.09602553338744513,0.01842939757957728,1.8958386026036433e-06
176,-316.49462260137693,728023.4398688817,680523.291268675,116825.24356341209,64861.17938785857,17466.18048023049,27345.113590425655,3017.9837344863204,3252.0380850796746,2541.6856411532463,77.47083089871869,441.640158081182,928.1898787364959,0.07179501660403922,0.008588860799074614,5.636669483240359e-06
177,-300.4426796626017,748591.759477565,738629.8583983636,119401.73468281497,57744.057724232924,17208.36821444623,26855.34837099011,511.3826863547914,3462.499602262308,2598.120437520107,220.2760108179512,107.58605485433976,573.54196583272,0.07117022166332575,0.018420059654521183,4.20551015533008e-06
178,-414.8359210474466,700245.11197401,666029.6244977183,117556.38836523192,60793.0896212924,18164.075933718854,26652.48546819725,1381.246707474717,3673.361204052124,2598.6220223150085,134.3554517198419,222.10734008105976,797.3385460719226,0.08901931719377965,0.011138094827841094,1.6113145084830905e-06
179,-379.4573498553729,727126.1762019787,715463.9333910212,119243.97679047682,64134.657805763876,17726.395661920295,26846.676279166997,1169.5859869584935,2964.2219777024957,2360.869718368314,184.44689362787014,507.93573821839135,963.9528668490601,0.06985231099540956,0.013220898139420007,7.689189639387298e-06
180,-568.8055833931855,676549.7172471733,596054.1729399228,125673.60870661563,64480.304192250456,18462.59733083704,25060.82661871933,3176.2547571312853,3553.3425011664867,2541.371474011741,750.6144579471096,355.20553865724685,853.7294413827692,0.09260943026705083,0.01635597187216822,5.1035108362823587e-08
181,-469.29577507919805,712369.0322131716,653862.8955332433,117318.67228319882,60589.25595522137,17917.31038071755,27089.13698953675,2660.968652011721,3561.8015820549517,2532.0950628114037,169.9628267015997,270.64792183314097,863.0143529070266,0.09986036163910719,0.012075706535553229,2.936006627574229e-06
182,-280.75737946033826,730679.4041841276,693056.2982540746,118616.69868097258,59264.08515341049,17782.865001516147,27608.961116761722,2082.7274090563906,3349.219743548212,2408.808027681353,201.8029110699431,191.7926607503553,763.215073730641,0.08600882162048933,0.016735463423822303,4.809106748048428e-06
183,-348.7288543709321,717429.469512528,686105.787790502,121697.43915924932,65395.93052765389,17964.14799766714,26470.259127509245,1071.0415467896692,4087.057317138271,2716.8365309789797,393.8088969441718,512.7815159713377,1148.3442500590013,0.09903870144925674,0.009071233718932042,3.0464073374376745e-08
184,-477.2367414396048,683932.8300544864,662003.2059511532,119726.17837257046,63925.08403572013,18661.9296665569,25284.92900288935,974.3541324956731,3416.55329988083,2217.3650114830025,263.7496328049216,371.6025074049698,922.2697645370471,0.10606436555755783,0.020602196880698295,2.2278933906375404e-06
185,-483.81075974304616,745776.038438406,651533.2283858656,118475.10672051263,62255.73009506356,17635.7145690122,27808.113031114302,4671.8665528969,3173.9057709778667,2574.557879136023,154.201430097382,329.1281806920554,980.2184126993022,0.07639700970908865,0.012273499171131437,4.124268225714141e-06
186,-320.3249031393239,740682.5487828061,713959.6409105182,119835.15358751893,62854.72655219789,17770.729728247865,27757.035159572275,1474.0903755613563,3355.9416619177446,2382.3758341656962,251.5186869970444,357.9787768939271,909.5212633844743,0.08747220071253738,0.01783730265440336,4.771821642873284e-06
187,-413.4898708544367,706331.6047911693,678902.8179869009,123820.86789627276,64919.92984059817,18027.297268995568,27167.392881928496,1213.7679757792873,3716.831128458188,2568.9491758427216,542.8315822939226,513.4610541037885,1141.2986536410606,0.07665811511184767,0.01576008780329828,2.810991298760872e-06
188,-359.88081221830055,725007.4311425027,670919.7875705492,116663.96453497701,60828.797971947075,17718.85497245634,27312.31246004975,2935.1758076236492,3193.891350126068,2574.504251736392,90.04682860696062,234.97549840531212,831.4375344058649,0.07938289566106572,0.007658997867514176,4.898656681118121e-06
189,-354.98388020189907,715044.9107054196,664960.6887992084,116501.79265345847,65638.20189969249,18012.99949830232,26504.47425020176,2054.306170919512,3813.168974559215,2753.8513644428954,59.4609746070247,459.7927791645445,1421.343063435004,0.10198718582408683,0.0013977287836792313,2.2076087086390894e-06
190,-390.4593991188806,747135.8729782639,700467.2118896866,120983.30650967272,64229.609577013325,17084.177561565557,28826.93353673637,2738.8425126344578,3241.706036943317,2500.620144960481,375.0548153972176,535.4202184650846,1142.416603114786,0.08210828577396849,0.00999607227028526,5.220007257307207e-06
191,-411.21319294273854,719952.8879804173,698646.0133090832,118003.4674630305,62248.29564630743,17954.090352342584,26342.015179077178,1042.5031437750079,3306.045038507819,2558.292041517492,119.43534389249668,381.4798067845308,860.2290050919,0.0923687859087293,0.009516029436709693,3.5294990769348244e-06
192,-522.5949265097091,747831.1586776617,692665.0805152621,118127.02253061633,61966.98541862028,17869.226259512587,27930.983830576337,3327.7727485482988,3281.8770522718796,2355.182369540132,170.16751512705872,356.7997082572278,1354.0415547630078,0.0816244339245379,0.014835191145964082,5.745670648453102e-06
193,-323.3178554216172,741377.3063513404,685116.0109735552,123497.84779381023,63533.910856313225,17731.39391539765,28633.63372583601,3142.827041522053,3207.7630631622583,2496.7140466224673,541.4289426579729,423.51238136866243,1061.5973761863365,0.07041269738983554,0.01572430977591611,4.921266411639492e-06
194,-409.5484820105964,739753.3756298465,721023.5820200696,119669.91463910547,62505.98066218296,17699.012013575983,28088.705766953233,1033.8956973084516,3537.4290695761806,2523.2364930043227,296.50355479706536,416.01097728351164,1379.8893644175735,0.08717410215035801,0.010385265456102825,4.944254506021954e-06
195,-421.7812871534989,700347.6462185566,691640.1105463536,134054.30154536682,64921.35049236932,18009.659450525978,26103.067567459122,387.11421826558194,3771.496058402501,2694.3889203429158,1620.8953358591077,512.0638152582125,968.1079443837567,0.05950506700158968,0.01468405936802345,2.2059593834033747e-06
