sample,ll,T_NDH,T_ND,T_AWN,T_CV,N_Anc,N_H,N_ND,N_Den,N_N,N_Alt,N_Chag,N_Vin,m_ND
46,-582.684318721218,775018.1970050042,691381.3903639466,122873.41078665915,62352.60884751249,16632.697085122498,29223.601224491027,8379.885347057809,2992.8777613850352,3204.618299041218,350.9301011630735,323.2985262237734,852.1775668086427,8.189625724532219e-06
47,-999.0277302735656,744676.4362385067,678585.092524951,117285.16757736274,58280.00216242929,17181.057430416986,28321.107503618678,8450.52053227408,2485.1136982386715,3011.436162626153,78.8540396996196,112.82245755040333,654.914810833584,8.981986231081885e-06
48,-619.2988061747897,785077.5997025858,589357.8057175612,122333.99945156237,65231.60108569144,16444.400897342774,29227.310871495196,16182.230822140737,2548.9002447091166,2935.0496685462217,304.49920782785426,506.9868580331786,1000.1462451656333,7.451599354368488e-06
49,-816.3405565022133,807921.6043122981,707134.8621279272,121161.07037197835,67785.10592896168,16503.707615299078,29020.21961289246,15218.86874792723,2511.204796088407,3091.3472769096466,211.31450116604,508.7687709826825,1088.7861304136666,8.907247949089615e-06
50,-729.5798215963761,816705.3858894961,700205.5535449026,127057.28284051736,66659.07027465448,16528.265741945936,30798.982770681567,13454.400404524344,2633.16418003204,3165.6354057047706,531.550667892822,653.7252515421668,1436.4458812611801,8.524511684768383e-06
51,-567.2374092803781,783844.5535493125,673114.6505652149,123895.62597489277,65168.69431884226,16801.15680801056,29841.41569307469,10544.79864188151,2730.1220416451188,3087.1906082311116,358.6672086000568,510.9781576665759,1024.0037163607394,7.834472754361496e-06
52,-751.7662492829552,814525.6425163584,633505.9640744943,124093.41541826837,68313.2110868749,15913.003044885132,31177.946582307362,18443.400486104587,2441.902957959349,3017.3944529135106,433.0997783962837,686.8795054273131,1100.594017257104,8.309808097810115e-06
53,-803.1150157482307,781926.1388783241,717143.3283064243,127082.7057725174,67275.50766850711,16927.29989316012,29466.62747961864,6600.3902782135565,2826.8776917360055,3283.438407677459,584.5121228305152,590.9956017036515,1334.8478190383373,7.0930916984205265e-06
54,-621.1176575395784,764720.1984932763,632321.86967182,127519.49009425926,67553.38579783776,17085.205542984386,29078.113499808755,12537.33551604844,2724.742025135385,2961.9484581007955,542.8477441727248,773.2468798447852,1265.486067174677,7.973600332719052e-06
55,-556.1228881283145,770180.8201179946,717362.7950539334,125645.93812162506,69767.73202631659,16850.98993118358,29517.862834844756,5091.47119558102,2940.122555406691,3385.650565158863,431.28090658073916,611.7366122763988,1091.2490230806661,7.232479651230535e-06
56,-737.0102792725211,791850.3508393621,649235.4349130158,127002.62100406298,70719.32271897575,16458.12622714677,30521.67126466169,12597.979590884548,2711.931847286599,3106.3391640123677,527.34517445395,779.5735892455328,1381.7662751975108,7.663389078578018e-06
57,-596.4664092530193,757416.4809557296,689596.7822195748,122918.2249287124,62564.53662348162,17278.11343286605,29328.968061222873,6384.150624768425,2790.0969407375997,3205.72367309292,327.72270655274366,313.7290742626299,985.4558599774095,7.26553835224324e-06
58,-610.4986714056863,765834.471023811,672499.2179086789,118730.32439839393,62847.846385223194,16894.87228173671,28968.5479389005,8894.791207832659,2705.992522227848,3081.2599292199484,135.7621252372143,371.43838294328145,910.4465076750785,8.218402012665876e-06
59,-628.1621887633476,815769.2991823902,612042.5456894737,120827.9426873652,61507.73047818109,16202.551464090737,28848.885604843086,15925.235340086156,2845.7339572648357,3122.621729044696,227.47103725766414,303.723070899608,824.9693444909925,7.0674415963631145e-06
60,-798.4373119269876,805219.3557985277,694816.8624181558,124333.31619601024,64234.25995995518,16134.617594666845,29433.774533954427,8704.713463761856,3011.1807615923467,3323.631327310667,380.4409993542502,406.5669605208126,876.1932087229468,6.610210645162733e-06
61,-687.6082968981259,824299.9480650383,770012.4099968433,125786.32449465769,68347.72960074889,16021.735577123167,30554.84468509716,10250.809787924556,2703.5384589656114,3165.6100649526106,429.41014861400646,697.7468866140965,1162.3070245025692,8.524042219829756e-06
62,-664.2438029634662,799915.7249430876,725912.117365495,128921.30074655227,65459.07413143208,16443.287636066878,29994.49230380081,6556.5792930860935,2889.8905239507017,3235.558654628407,714.4486500450864,483.9711544764551,1195.2945497425505,6.650205819900373e-06
63,-648.4007001186826,788816.7057018415,764990.3461663905,126394.38626780408,64291.50843636933,16482.88450560726,30608.277015422427,2748.7236475337354,2692.553099176007,3210.0834034213235,552.3436609619279,472.7586822665957,1188.8201492077858,7.918433985632419e-06
64,-491.8119046872386,817557.8560631523,757983.1253411338,122955.59008084211,62949.16366224899,16221.032343661129,30279.545297033303,8772.240866314629,2858.606353247922,3179.8027028345223,346.55526893152864,345.0617945624942,1037.2241067280108,8.64458907343955e-06
65,-641.8586581682024,804974.2661209392,609574.1879027704,119566.78473418804,64085.58550859722,16393.903356524766,30312.987099455204,19316.595727219243,2407.996524355701,3005.507868947285,192.32658708047222,417.7039308105909,981.22331795511,8.655067749989427e-06
66,-631.5666978435789,779630.2588934143,668193.5041602838,123208.15531067191,62058.66932378167,16743.945790675316,28619.280160908533,10237.251733431996,2756.519333145696,3144.763600587365,349.1197054366348,322.3071169389695,936.3132627431577,7.129393154880578e-06
67,-631.8571872475068,774995.7466509693,722870.252768715,119116.13960617947,61340.08688474697,16837.61263571804,28941.130576312113,8863.157647010772,2584.5675565875326,3058.3720289363523,181.19318108702484,267.8909041134252,890.5755473445614,9.438016796978188e-06
68,-734.4222854224931,818531.4348744528,643398.6846790231,121621.52015507365,63338.25891766187,16164.195450734629,29431.444813782848,11405.97149030773,2863.9744859610664,3426.9797129544268,311.5733628518193,351.23305737067165,1163.2199155015703,5.422755522597758e-06
69,-742.4011651545486,767963.8712379014,632784.3748550416,126251.54107834151,71446.86344084912,16740.67324213525,28401.607768832884,13428.160025142584,2722.788092010929,3007.7048134377924,491.785054597359,845.5843578536142,1351.297530852012,7.928660506018905e-06
70,-708.394255462501,746085.9930346684,696313.2745231056,122663.83520894426,65672.43082348412,17243.672453792326,28625.84224232524,4699.428557259403,2711.249541791246,3228.0464470327056,342.1413988359609,566.9863085178566,976.4870944624423,7.410051058045622e-06
71,-604.5909144040589,776918.6463336915,688285.494809592,125114.04584125921,64814.071992958256,16797.711153840864,28065.699966321652,20965.337042068793,2544.3943107164223,2902.7959958211127,403.6770409953787,492.99247275736525,1074.223196142501,1.0396355701910922e-05
72,-668.9753421382946,775413.1799962438,741923.0007510957,125936.64117843243,63168.26370460268,17287.879833394894,28547.64822640953,3481.1429038625674,2815.784668175007,3338.905020325809,431.84978661557585,339.6352263509634,950.0471124837707,7.77614220337642e-06
73,-630.9324614328912,786995.8249551503,737282.423075254,129474.74192668925,77846.03056061486,16369.12089547316,30410.03934471266,7434.146743533977,2509.30166595525,3005.4139960490434,567.7109479794756,1020.8945342777803,1579.7996717678327,8.73128534254438e-06
74,-679.8235037350947,786283.3535495425,710492.3272494612,124611.48612925579,62676.13077750138,16415.99616499132,29410.728497178963,8744.813447157732,2703.2218006334106,3148.9450018411235,441.8398751347038,341.57723756481124,950.6141717339818,8.10652226371485e-06
75,-557.9570468502518,804314.1086053549,747765.3570640057,128461.0267121701,68333.92972194336,16358.438311897817,29771.494449189693,6152.266285017838,2894.6135817177587,3201.5536455715205,573.7954548014432,682.4052808242128,1545.5256389754438,7.3595113472505364e-06
76,-604.9818091835909,772581.1943332563,711058.5501945056,129495.77316402711,69491.70669806637,16749.579950556104,29385.964108463646,5576.619502838631,2812.763141967098,3282.3230201802435,607.4599662456693,606.0414781947512,1618.7835084813958,7.013983982870135e-06
77,-672.3624333957217,781304.1475356775,641767.7464895921,125641.08207471727,68768.12485857206,16659.85387659427,29465.417646919235,14194.904012767825,2617.5699482505524,2990.1637583122915,504.8284895131224,783.7857053772551,1119.6494048256925,8.225337358322526e-06
78,-556.4949560815696,808962.3975440827,652234.9398913627,125342.46831129766,65658.90843204805,15916.181139732562,30292.78136308824,12380.995612556293,2763.109360683549,3148.5238302296116,428.50559295715425,507.3819293725877,1251.508679246349,6.775622120292242e-06
79,-779.162521485682,825222.9345231352,669740.9703040211,123765.92656761823,66040.66864250446,15976.558432526746,30463.223019674828,18924.7793532128,2449.154998563056,3058.711136967336,316.6489415136785,628.5611920983056,1096.9693752588475,8.35333071746115e-06
80,-725.8947124069308,801800.6445695411,612308.7397700241,126003.36341574871,63148.062069604006,16425.71357115178,29009.836667657477,13554.029933278236,2699.507187327768,3234.9217003831477,474.66860464648477,340.2016215441164,748.4308239589564,6.444066488477198e-06
81,-485.91229421064395,808651.3995308257,712057.8140923346,128241.5903140716,66385.56023723261,16277.127417595091,30077.56213981709,12948.391752307289,2733.5932408305644,3103.528495138639,632.1105775469405,567.7248526705571,1116.7517936469276,8.156974717286038e-06
82,-699.1256713932125,794074.6539623586,685859.0408445005,126124.34864337146,64363.52529509545,16687.886232600602,29257.874392161615,12044.879539831958,2633.456021505062,3136.5450746633855,583.9354829319892,494.0143474129076,1212.832785232649,8.411102606475345e-06
83,-668.7389616097554,807110.0048227708,732320.9466965565,127298.06161485126,63752.89390823187,16405.38795970346,30287.571317116777,7329.364658565731,2863.7386727390694,3193.2900139631056,526.5723645778335,425.6529293969602,1215.179350628559,7.64069884689053e-06
84,-654.0386767605974,758679.6233034395,685493.1183899698,123123.20466086727,66043.19757676384,17016.133337203875,27332.739463490543,8444.553592932542,3040.0920668045233,3127.373670962573,401.8002455170427,610.7079629291295,1057.185364685561,8.389437739810776e-06
85,-591.6076465427467,791382.6947900547,652663.8006001895,120405.67737251801,65144.321966846655,16677.030751075545,30059.38310051857,13608.733804691183,2709.928338404402,3176.511077535804,219.27663705128842,537.3797688887652,1232.0627515689305,7.92607052119287e-06
86,-647.0018710790262,746454.2319582355,727455.3210543479,123182.80483674289,68558.71485084349,17048.65056460033,28622.75776963351,2247.8739573525386,2608.2602415216697,3174.948201570944,327.72748126225383,600.0923468784216,997.1290239750961,7.663364088286888e-06
87,-602.810694561822,806241.0394982455,659516.5087890791,121789.94192548326,67437.35058934924,16271.74753087462,30785.26046728294,15620.641484120284,2575.614965372732,3026.931257031553,283.9466792817703,567.3599446667196,1253.29709159476,8.66842352823654e-06
88,-590.2950814506704,744881.5921793671,656460.1499175746,126434.6643994241,65547.3873993621,17153.47650709906,28660.234708010466,6152.462748578321,2916.8058471241543,3303.233909929588,555.8096300531312,460.5678172869128,878.8511453949825,6.118359090200941e-06
89,-458.89014468507526,748335.2578201485,681113.0393769315,137982.61085056807,90746.22042178233,17236.706263851,29032.5756712537,13859.431772094005,2443.5473243305596,2673.081559196849,1068.1015675028807,1714.4493426346592,2576.295571259927,1.00663561897295e-05
90,-530.4528169759897,758979.796532978,705140.8259298259,124555.54027941739,67790.46432711487,17216.19324462837,28553.068452986652,5712.47488793332,2805.1104056348886,3067.448598664257,394.9748937915592,694.4089090613305,1496.8980287610284,8.204408171852105e-06
91,-678.9808763964536,762544.9840428034,670689.7170633927,120866.22027325883,63437.88176333421,16762.898418752804,28619.520717531712,10704.293361731512,2548.7615349975063,3128.820671905538,231.23234422502432,356.2202644579515,954.4610957048367,8.533250188815352e-06
92,-721.7169512263763,767261.1744941296,728495.2971504891,126991.67988753683,63348.12331882672,16866.919858831297,28793.73059395363,3565.903889106044,2742.740837755883,3242.7627505639916,497.2012900622931,314.7761985998396,889.5363397424954,6.987172651710328e-06
93,-743.4598918885779,807363.909467107,764690.9235532315,124039.20993677204,66758.07704783652,16474.026313420643,29225.899000801037,5209.617893751276,2928.0391111710164,3237.8469442730657,380.40642677315236,724.0372345497594,1274.8003914246758,8.11178353800764e-06
94,-674.4302780150063,799150.1624610208,621324.473156698,121429.38516054284,60813.45963407225,16539.064797831743,29955.177097459382,14427.069003018722,2750.314187483077,3125.0680120564416,296.86612790773376,247.50632229421296,826.6170839250184,7.409350321530288e-06
95,-600.9149680357363,771360.1813748581,727095.8221059514,122497.96785323555,61630.00842485245,16955.577270111273,30687.615161080015,5584.485728664623,2821.0179367257238,3182.7419364081475,323.55223193231893,296.5669824079633,870.2078925764112,8.534856850764058e-06
96,-658.6905760163263,822757.4737934129,649558.9604175703,122340.54240150926,63868.324714858594,16204.694660542431,30221.716463831002,16245.464756290992,2643.1145643486393,3147.344506949469,263.91840905311767,416.86380897939756,1131.5145141719554,8.033112373806706e-06
97,-901.0464315102031,839672.2537927806,620916.0816497414,131875.99645240538,76176.48838179969,16006.936462953903,30949.67318565159,18839.42617226831,2579.343329314363,2957.812895769305,764.8372632073575,1030.8614727608374,2018.9444147442211,8.075057219449043e-06
98,-645.32552868954,774618.9426967286,688488.2192672772,122882.12182740531,64707.772481716434,16545.70553067742,28768.41090803349,8775.285178542712,2724.0317134599695,3156.844780231823,257.51562395974844,398.78699264753726,932.1120055395896,7.971201702559915e-06
99,-535.5396976584707,795623.0619935528,683777.4159358136,128243.65921101319,64709.669017154134,16310.463008192635,29173.83218772337,10439.776692375419,2586.027304060171,3039.027959737624,667.7026588079043,612.0897174205091,1164.1899386521095,7.6728051459845e-06
100,-699.0115319323679,813287.3837763208,660301.5494724285,123927.75590113772,64487.97604097486,16312.444519740104,29807.14944411425,15441.82410103553,2952.02190148923,3168.8467927330253,436.7088763763278,427.93642411665934,1220.3350842197608,7.648662898095188e-06
101,-499.6174086645772,767374.0385330202,709798.4061092238,120553.13035517414,61780.96065983388,16678.36304944636,29301.028586026114,7767.244102353087,2689.0206285350173,3103.077661505741,204.6474649587043,295.9958824217168,850.0377884564855,8.885097902940182e-06
102,-664.9459636262236,774427.0077735733,690041.0084254133,127527.05038925594,64158.10664752424,16652.007097630034,29631.29530388084,7411.234165574694,2808.542400091138,3324.77178536462,599.1972005867393,384.0738385480301,953.9132147087327,6.750276032218386e-06
103,-770.6471052798834,806597.6750536013,669624.6223684753,121375.05769985565,59460.01056808142,16099.578219464718,29321.94001153988,10501.53245209364,2637.484460565196,3273.362065583917,234.36476830616405,166.6387567424339,734.3493727546951,7.094381118285154e-06
104,-601.2946413501595,772127.391748754,687394.4830863237,125278.11375571691,69738.30969141933,16714.461193002673,29806.636979148992,10223.917076594464,2672.3889852111615,3042.1328746575346,398.2370929174133,741.4422919156902,1118.7442615370012,8.10861272347405e-06
105,-641.5937104058826,799592.3261298878,713818.3253652251,126656.86359051998,65870.41965895801,16035.701378715616,29037.365701621056,7895.681943951536,2902.7355330064547,3196.129312034205,464.6763581071395,434.8941822985616,999.9804113620854,7.339730240739343e-06
106,-625.424819506512,750500.734548518,607644.173564942,124949.10896542387,64308.3258403759,17056.705352458877,29720.41271051044,8579.767845425784,2942.672332528862,3224.70461457559,475.57303752989196,408.1184213977952,1174.990869404128,5.195095651555035e-06
107,-943.6495035759133,797354.9129364183,660740.9860424992,122198.99822192916,60523.98227365695,16225.808487978595,29917.50196881912,14733.63318188714,2715.111645439677,3151.720509953949,278.3780799510978,213.95447346206024,768.9679151766463,8.614022087325135e-06
108,-656.3183743909947,776757.1623161451,712962.1268720615,121845.10172460135,61092.02058584191,16799.272325038964,29447.389137659186,7323.5455351445335,2757.4727836533607,3096.247815796566,272.21333685806326,290.36175818872044,900.2448673252752,8.543658087107526e-06
109,-681.4031246394106,822427.899488849,654348.6823724717,129914.77414869698,66222.04071494321,16514.7165379832,29701.244499415683,12229.719775304664,2767.8008990402377,3266.5619578025594,679.8764068924565,723.8486522961775,1446.218120082335,6.401188551330943e-06
110,-700.371963623299,788999.6920908752,693923.8535235304,117029.20078760598,60851.82463454167,16430.587875841797,29503.45271363505,25078.397292269758,2302.2748169526776,2865.8185319576205,64.82427052106708,269.15524291689024,1104.567183833997,1.0751294613132012e-05
111,-733.0351962755005,780991.1917313776,660954.7893216794,123148.02255452109,65091.18778496284,17114.685950066672,29494.80235665494,10854.66889412709,2782.5787726458893,3191.97704089187,356.60570756761666,495.2318538389121,1220.342967496472,7.761902080392354e-06
112,-658.6708789768709,778499.1251866586,747679.5186964384,127412.52064957091,66837.81816966712,16837.413807259632,30443.99272135877,4248.736570097855,2797.276162103966,3134.8883232667085,579.4987096432226,501.9566977294215,1240.61634369243,8.297785655435781e-06
113,-601.8456917152373,795335.534754867,645068.8262923771,127901.58394992315,65357.915159831704,16374.82469516336,28935.026804249497,11624.460886550854,2730.2127116411198,3167.955442441931,431.5298916457709,467.37988531153286,1150.8862661825178,7.407246883484402e-06
114,-535.8656805815046,767714.755593849,603090.6207071905,122546.84422764578,66062.39215510985,17033.999494866686,29794.782625768545,12778.508787148625,2596.8582066412423,3095.216408853074,341.9259670657639,567.3664378409671,997.0593120541479,7.286276557138857e-06
115,-805.277323587469,804289.9444228021,696340.6866417406,122324.14018840429,62904.42470364437,16481.564526492606,30491.525665327496,12485.595922077762,2677.367234626099,3080.025656126822,295.3906794971874,370.90202876636954,982.787279407326,8.770206336044798e-06
116,-688.4792615387512,837880.5046148755,672506.0271813233,126935.7358677088,62056.53924207011,15673.92835402498,30083.94655826682,15196.860987141123,2627.7459964606473,3107.603275427932,435.2793257152451,327.14248888328405,874.2000530240538,7.869127131974653e-06
117,-516.6088708642648,805170.5785315355,744674.1879175656,140600.4439633759,74123.90695293102,16159.213218940056,29470.27872712022,5813.068324806132,2750.9520068781544,3088.444331510689,868.165587571331,809.6978211865955,1610.6412863214614,7.818769797980253e-06
118,-534.1123449339226,784744.9470078627,672556.3243094482,124473.8864781682,66185.50099872042,16417.810550894872,29329.865558550347,8650.312023105867,2918.3361508740472,3269.5057655266965,380.88795400693914,594.5832035812259,1080.3284625926105,6.645243968008706e-06
119,-723.2892217368807,776600.0006192152,668030.2963221979,119536.5705946656,63743.41544591214,16831.713344267017,29904.192947816275,10905.467531707161,2624.5800246767653,3075.3735621399524,139.42701577689718,434.0860665472716,890.5011872297149,8.482511819145698e-06
120,-616.432078597391,833271.9263201611,748376.49402012,123704.74515231942,66690.37619821665,16016.84751564955,30599.647891539324,11518.777413676144,2643.1168592874737,3142.040990196491,378.2467178830734,580.5256407961233,1215.0966369200808,8.289975304354756e-06
121,-687.3306361196387,776896.5832999429,610389.3829050486,123408.16542515972,63767.27664939752,17076.78580084477,29226.86646335711,13275.645687777249,2570.520052032066,3124.787256414768,353.46989440259415,436.766127504215,1057.8342491961953,7.405205788311291e-06
122,-827.4801983579201,814271.733592915,735946.8478423571,123632.86476064465,67993.50688529822,16309.470839910768,31272.116418833444,7736.337764189022,2796.6832418387826,3312.943016505402,384.4455721641632,585.1175467624068,1263.821720448451,7.301647170995447e-06
123,-683.0081677463875,804070.6646370072,700734.5816073878,121387.96954552898,66255.19791508063,16087.719392492314,29619.629843930954,12200.664790106863,2675.054041078319,3106.456967249973,263.3036336242754,513.1743106909076,1063.4167373974467,8.282918676497028e-06
124,-871.5331204182031,814908.5811302175,622378.4701168468,125469.58997630088,64976.49208829836,16239.371707633103,29285.92580987649,15242.47369522319,2648.9284034626953,3095.5428480905143,490.88523929813834,600.8423500927717,1116.8226705965058,7.664600759114882e-06
125,-583.8051776827591,756065.2113562883,668046.2808135296,125810.84293612813,70285.2680160943,17095.62928192273,28816.341527146706,17953.090621616157,2498.5152758308727,2937.1152026601867,401.12367327395316,746.8840148858903,1105.4724395580981,1.0240369510378603e-05
126,-686.2597232914044,799160.9347474696,671344.9155091215,123764.33521402595,62823.89030889787,16726.459609623056,30103.3839710636,9651.995363285201,2858.5444350382013,3236.8608953086255,407.99254275837785,466.62908879637894,1197.587034648276,7.3248547799628684e-06
127,-541.6998820925903,800826.9713681971,694169.155276768,120380.09437663804,61458.71866854379,16400.932722146328,29967.757625657236,12666.087581279227,2672.838225611607,3152.7992877228826,221.7351792069209,309.4659819322394,863.8205192770755,8.63823893747457e-06
128,-579.5753629714743,803348.0757165914,764450.9431591739,119216.18596537033,63136.6038832368,15949.399949757755,29155.462636832435,6159.484052973118,2533.8832671616806,3157.4882556491684,160.03599131431466,433.88407724094475,892.0232236429964,8.576285699511753e-06
129,-759.3966820987589,777691.2835951142,754667.1592983108,122876.63873430852,60705.13021487624,16914.30368724381,29491.12327742391,2382.529603401227,2873.0819749612524,3333.945631813749,303.213579858991,322.94221022675714,907.4117944505963,7.068247940408597e-06
130,-793.850177095154,823876.177252321,623828.4929668077,125065.7017966555,67780.57716583653,16123.31377441361,31436.195285229467,15090.639481805953,2699.7650303350906,3096.9471458832595,487.3001839822757,554.0090274593636,1233.4478841669943,7.608385797864503e-06
131,-678.7892393229635,763081.9164838768,654715.0382833696,123400.70346491085,64883.57871607105,16825.119097666407,27776.13982337402,13279.007239163111,2548.2063965600073,2994.6826818905806,326.83503882106714,647.6922969549798,1256.0885193655033,9.028298553209225e-06
132,-756.1101118086845,788976.3532743588,692149.2131215689,119832.20422730975,64428.08708454178,16621.230844653262,29414.579657691982,15237.916682738214,2624.802837702862,3000.071898092503,183.58366222485643,485.5486020648948,961.0398649584861,9.58051569447576e-06
133,-736.3120147730681,792334.0096495468,684838.0160407855,125633.59886151797,64673.89108019559,16435.514701067128,28659.162511752715,10239.43769419712,2729.921781392669,3187.5666788429476,449.7481510631057,411.69417790166955,937.510820253659,7.803575102499278e-06
134,-512.5294014286994,800640.163930646,690133.1811450521,124334.6322412112,63535.71601628043,15925.038971359652,29926.131366141984,8834.310198046473,2941.6641999194935,3223.7528378599436,408.4871045185853,399.69069978612447,939.5983738270021,6.836805457404241e-06
135,-552.5517034832325,748699.9454232355,684877.8389811484,125952.53522199884,64887.37686995057,17458.227914010517,28108.882599315446,4617.945460659144,2951.156433389838,3397.163789320215,478.4802127728152,429.18962412347116,1142.1441619984698,5.9282922534273605e-06
136,-486.23850418696327,796520.6321100066,646579.4985391675,123797.71980246,69284.03686757393,16306.554560372688,30040.995113100595,9775.941148831615,2741.1119521929777,3210.1792073493484,350.73460920038946,731.5557092558469,1121.8413639674134,5.683826443806179e-06
137,-620.637268079576,775289.9989440934,648937.6536478159,122223.92305374703,61936.778090418964,17042.913924977,29844.779013201856,13222.782637449243,2726.1508543859322,3120.2946231230776,317.61118679667385,392.1148202269815,888.8190121305681,8.141192762632588e-06
138,-575.6269904625113,779203.4309705647,679973.9494965019,122484.96879332139,59953.83301250869,16770.470957889705,28429.690108176368,10363.577249208443,2614.553266909029,3040.9644603035254,301.59371512948974,213.1637576609965,728.4656699360496,8.35117054305334e-06
139,-578.4868270633945,792520.3378873353,617487.2680611928,122680.2848288298,65175.891155859244,16505.924839243737,29364.157434059678,14575.070546601984,2813.479344738625,3142.2468605027652,347.9458505902606,488.4192440772105,1168.2592526060253,7.08342294914618e-06
140,-798.0099339277466,818596.0487879289,740175.6561608942,126595.62029388161,65944.04366284586,16087.851575759694,30135.76819166192,9098.371500397554,2784.2055624270524,3212.5143522657777,459.7249918678697,537.8690320104116,1145.995830969058,8.215229307259374e-06
141,-798.9809540086484,800498.4137929287,703732.5492121375,122289.34205353794,61965.04349955808,16599.364520853364,28248.632455529092,9042.672870398881,2949.871001109491,3318.226065422869,271.4103850084759,391.3985460656871,947.009934643578,7.755417343531407e-06
142,-596.3375020769538,777152.4799448447,725997.1214220802,127860.1702424076,68215.36918744873,16644.35869740052,28474.867452911887,5144.561176137358,2993.5272434625654,3207.8114488226483,555.7978823896362,646.7990021629598,1273.4074015938215,7.444995393739408e-06
143,-759.159745542248,787200.6446460292,768719.3559187794,121929.98361587981,64399.30409622505,16904.118792502446,29496.602369740664,2121.0929604723383,2847.0843674511025,3220.5136564647505,283.85539304519017,511.0766490330869,1040.0033762724165,7.648051323723112e-06
144,-487.0038690151023,791778.5461873007,672185.5495429388,127514.64971755253,64378.74411250527,16688.6351476898,29581.93302169234,9959.784705834949,2948.1286372334193,3271.8953599027154,533.7291488719458,385.5013594418742,1055.68176092709,7.0837998202714195e-06
145,-638.2579178814794,784371.4809892421,678829.2647606977,123857.88469839841,63977.03094048882,16610.07117100659,29633.51521736514,10231.810696817156,2669.244938864006,3039.369084219961,445.76784036290366,492.1701805407428,1071.8182067811326,8.193907434191812e-06
146,-685.2600192101837,806744.9567162932,750863.3486814139,133723.02956983395,74982.73445748418,16154.990335869601,29325.726196494397,6622.661668243259,2897.447619932271,3061.7790697164182,605.157472832928,1149.3422451728272,1450.0898638974224,8.433233855118244e-06
147,-709.4517876228601,796967.5397396034,621873.2947947559,120933.50845500069,64758.98525954192,16355.323218596342,29260.00940805186,16930.451419832385,2561.9106785453887,3001.0041036572884,270.73254264221293,456.4677630386358,1029.9538896009856,8.177892297307656e-06
148,-652.6281383353714,790354.8941360381,640431.0476146602,120261.32519326996,61667.054114707316,16933.67484183327,29258.12729284904,15713.526379725405,2837.0910365823274,3127.1306947921994,178.74721220979623,272.7479612257248,898.1440186777205,8.579148493857322e-06
149,-623.4002568519131,792129.8769147098,716956.0480901458,128194.24901328921,66305.52279750422,16697.198042340693,29283.132738346725,8547.170037978462,2905.9456258268497,3115.9961849565902,660.8760670736907,636.5187555754369,1242.0021435334133,8.644549833515161e-06
150,-748.2714215459548,811919.86745371,642885.1747169917,120487.53770035694,60325.514935857405,16434.850157454188,29265.894401964753,17259.31592490829,2787.3809208507705,3138.142654395927,190.66052911031153,240.04019003871142,1037.6719055326823,8.330217900989468e-06
151,-609.3039308712844,815164.059930227,620158.538974481,123213.06292457723,65839.93381384971,16143.757292694449,29562.345737396096,19952.50573263047,2542.505468167487,3031.6578119915002,344.70273240743956,607.8589433190485,1073.911354517167,8.733780205304445e-06
152,-801.8049760271999,762792.8376803595,691234.8571560445,121273.91675820123,63629.76944986941,17297.336487959034,28667.89522017921,7521.743158455414,2683.375685037579,3177.0016154000145,289.3294573511963,418.7708704144926,919.6352034860535,7.79308868321198e-06
153,-674.6138814533718,815512.7689951351,782306.2252721451,131329.6322910008,78017.36831251493,16141.96260020343,29756.718168231357,5193.735329805393,2775.018549872975,2997.785034714953,652.4744456629303,1170.0271432878517,1627.6905958630546,8.6557342486919e-06
154,-496.2110506382659,789883.3140444699,658521.9948492913,122977.47947076552,64069.555721304474,16525.527978280094,29501.928211000144,10888.496445641067,2839.54924222113,3181.1158269014563,340.17101336523564,366.67796806231553,1073.283443759538,7.121106973859127e-06
155,-667.1107543847486,820278.8111764787,683676.2607316496,124532.38539577667,65860.02942248057,16214.238325107828,29892.55789145589,14259.55204864012,2819.3669714187263,3154.7813493211524,352.987629652807,487.3796311388611,957.7910414182444,8.098891283486442e-06
156,-750.7409595214071,750386.511275736,662901.154752572,121452.15937615036,64215.54196222269,17320.67519488346,28603.931120106237,8366.887552997208,2697.0602170859834,3197.261588056265,281.75296246598305,470.50862487426826,1069.207753360841,7.70607554525295e-06
157,-661.0372137126362,782180.0611432034,681101.9858304418,123676.05442525656,66811.98640382449,16382.960713488683,28705.392442795437,10218.473228479847,3023.3171618329184,3070.984086218689,352.6068637231666,721.8716774586163,1291.8134131645152,8.07116749558233e-06
158,-547.4246818922348,780607.7086952865,686958.1227803801,121547.40972175657,65786.19804558085,16562.367531390577,29143.58693417978,7965.88197070597,2956.9802718082356,3197.484022639434,255.799934231477,604.0789047568634,877.3875844914285,7.652823334683795e-06
159,-652.6580897532286,777372.4541617847,734890.7977656799,122957.99026030878,62389.95327478122,17114.580904837738,29944.27804576641,5912.717165959411,2633.9481825763405,3156.1755687358136,290.74548836222533,396.3603138400549,1117.2209373601725,8.598534316033714e-06
160,-747.1542383448352,765697.4819290551,603434.3093707988,120889.3008172223,64423.13415376963,16703.991103435208,28464.92648708935,17441.430240932794,2516.686704700604,2967.832171710791,229.22226186502596,409.97683037625245,1052.1116967815622,8.338529598338755e-06
161,-691.9617494995549,791423.383092915,687284.5328097973,126671.54901361009,66346.35527147407,16718.14287915804,28866.680762282173,8415.379901926575,2834.5503178320996,3287.7300510836876,549.4860719083983,444.2097814492977,1136.207332638705,6.964005313458387e-06
