sample,ll,T_NDH,T_ND,T_AWN,T_CV,N_Anc,N_H,N_ND,N_Den,N_N,N_Alt,N_Chag,N_Vin,p_S_D,m_ND
111,-536.4722612439888,728087.1483726237,706480.7280541686,120777.24843989492,70483.50384463684,16890.63398404628,30078.35688837338,3385.5212905167946,2515.7499520168517,2916.494001117918,219.93217678598876,1127.1001580881832,1765.2254391846259,0.044582928968668924,1.0680050487304148e-05
112,-505.19313336095667,716828.1583242409,669985.1655153343,118614.90255557602,65129.99071193684,17634.60329742768,28406.37730823855,5139.157600661161,2725.088110279041,3119.862796883723,147.35758418174163,528.5009745307125,945.6542300949862,0.02937357936020048,8.988941422955323e-06
113,-532.9247730004342,730851.1227344493,697173.3761489922,124127.08738178494,75595.90098969881,17036.143336794616,29594.858954559404,10380.533913036415,2284.5901528848103,2826.608006058269,332.9796949122971,1055.442659388317,1489.6181302480538,0.028959807474079856,1.1409287290511229e-05
114,-512.8209173525997,713952.1830625155,672232.3628342985,120268.71079357922,70030.51748083893,17563.512431250532,29327.598811173288,10859.67411506689,2307.714819819989,2848.3022078043286,222.69671044925636,981.168591651985,1181.4060527066654,0.035693648098224035,1.2071846403469046e-05
115,-459.06192271128776,689830.982878203,676849.3645783701,128648.80268675857,73267.47683949475,18075.530823279947,28749.976949206593,1339.1386260508477,2633.3485865822963,3026.8328862403773,571.831966858351,919.0131595845291,1381.1581233163847,0.018130297512453472,8.959253481340178e-06
116,-566.4074420669167,710870.0955849644,626654.2595736673,117393.7305348769,70651.93137291059,17453.156546916696,30159.092390181817,10833.71569013281,2401.128504442048,2825.777761830968,87.47363148592616,1070.9823870868297,1745.738722324031,0.03780113862913703,1.1664076157035765e-05
117,-436.2510720370387,668325.3304289619,630070.5520113138,117837.60039415435,66116.19772714251,18206.339586600003,28924.52385542383,4462.861114923985,2427.575917230132,3016.667780684975,103.13780817163398,556.3825005308324,1110.6800655944253,0.03660325367087454,1.0620202080655994e-05
118,-397.067285917147,717517.7495137411,642198.6239770245,119753.7919114202,74192.87809407698,17282.201262130293,29499.591198692557,9270.940979324449,2576.484141948203,2819.641703282081,219.71719530714148,1312.202578929163,1854.5974572848027,0.04100772872521422,1.0610034807433045e-05
119,-378.8250468142204,727811.8114700639,685222.4108933014,120131.7645301109,69401.97631540967,17304.41882017938,29134.607688520093,7209.952933171585,2568.6282275243493,2976.1114338300827,211.30103099427,871.959305942175,1344.8839603056365,0.03040464409736941,9.965277905573488e-06
120,-374.1408263284728,746348.4848071289,674565.8037048926,117763.11115402673,67057.69408776717,16809.102596311124,29728.543892207657,8351.290175898019,2620.1997391101163,3010.64345504102,99.85326974105448,717.7262117929681,1243.6748588547168,0.033543136845844895,9.40864761585715e-06
121,-606.4791539265107,676866.5978186186,651663.8915509032,120346.85626852534,67252.54440942961,17881.348524410143,27814.190849810453,2315.173892727269,2721.4300176141664,3071.999756753759,217.31446299358018,595.1050556466896,1087.6384194888408,0.02601954086729125,8.854251679277371e-06
122,-461.60745910170385,705776.8706514692,667187.5350978796,119470.94327807584,67914.82385039674,17732.905047581637,29603.792171594654,9213.535184065875,2496.9949326016504,2884.839187296878,158.93686692948756,738.449003456627,1413.1897782122007,0.03090517669937749,1.1608271533774079e-05
123,-587.7463990911508,733377.8013860383,589804.2013419027,132433.02988798873,89518.17490417363,17518.073764365665,28887.35742382315,30587.227486274307,2337.141657565469,2492.0367576179337,641.9055110268273,1610.1252413388365,2493.2229589018084,0.03167661866489763,1.3295374210483598e-05
124,-645.253966918454,732772.1965032128,558639.5134040568,129317.48584293097,93337.55513404727,17335.993596515713,30306.25786792702,35171.396112454226,2136.211016991343,2300.829072216161,595.724864670423,1858.8431474754834,2964.903682159328,0.02967860343897139,1.4077848018339946e-05
125,-522.6227051652037,711768.2651471857,665455.0269586486,121527.49547391322,67385.52036694948,17450.881789416475,28500.263152950232,7599.062488381572,2570.6715720977595,2891.802574112014,285.99994250938926,732.1886408837785,1146.3487034188686,0.03403923309406725,1.0552884587598724e-05
126,-501.56588246574086,699115.9338699293,622022.5112087171,123579.89579539155,66969.57839017306,17584.367057376705,28883.82071321344,7283.389035831663,2636.837310715274,2992.8800677349536,385.1639039547097,718.201909670247,1506.1580521959859,0.030656046731867264,9.29771106772107e-06
127,-491.0649046767369,704224.0617316939,639647.2241815359,121926.62207839279,67556.757525357,17452.098701843184,29342.906606208006,7739.003987167458,2494.1976869536243,2916.1050675940237,279.2408307445434,558.4647328279567,1167.8753069432653,0.03918710568184056,1.0375832552420339e-05
128,-420.397274013389,729141.3461390919,720846.6804970875,123645.15218037901,69431.4891454655,17036.154063385908,29989.454170384593,966.1266861025052,2886.990397993359,3079.0528792909736,389.9564200722062,777.5166135116551,1292.9135712769016,0.030782787851575656,9.275862257946496e-06
129,-383.34002167110054,722031.4559465661,685895.247404004,129521.94819868516,83408.02161817497,17171.771683133342,28824.401226879163,9282.818300659985,2361.7958757579167,2669.5950949908674,510.2640286783888,1481.8550840305973,2102.2682027078254,0.03868743736158889,1.1544032671083275e-05
130,-677.2670444338695,712437.854464005,695229.1673745442,122316.71931951362,75626.2461818139,17678.101099490774,29214.303655645333,1642.0688907258702,2921.815988738399,3109.3762870901087,300.5939235260408,1008.2502979828523,1679.9381703408221,0.02769097863589507,8.95895067564425e-06
131,-399.1237311247908,706830.2189400966,611958.9652438095,122947.7069706411,82649.92911626778,17380.9382155885,28053.51984357203,25281.94761159186,2155.9393547557615,2495.6119275059496,264.7969389682663,1501.288877597451,2140.1688611403633,0.02493766518463817,1.2389899165209111e-05
132,-444.3202455032042,698364.3667998118,622468.1469278941,118944.04939768116,69723.63619697017,17687.80791799913,27905.77005299365,7735.5226871692885,2648.5894892634205,2976.384315016111,137.76644150033738,981.1043187691196,1403.8455568763386,0.021301494196055582,9.348068318631713e-06
133,-453.3287609880409,728255.2745056812,707674.7246588428,123691.15845826294,81568.22403473995,17115.77088205154,28338.511231102046,3241.54602565815,2662.1316587755005,2913.496635201692,412.15705943206245,1631.5088698258057,1920.5791279093137,0.023576711800653603,9.38295259357461e-06
134,-517.7499181370723,689860.8974263147,676924.8135622477,121467.42309518372,73570.28488198502,17733.589391803453,28010.159069626083,3670.2366646718456,2518.361309133619,2732.659902492536,239.42628668408395,1112.277128251193,1786.188547007181,0.02660610332056505,1.1830618189429804e-05
135,-530.0058781768992,704332.834871822,632161.5854672558,119969.70839102972,71123.95274755181,17642.436315050014,29054.834643504662,7337.320007539167,2564.951003141428,2929.6148339351885,191.38909244233068,939.2301024595604,1248.4107456169404,0.03469589890470921,9.681617245698527e-06
136,-468.9374030944466,706658.2903076353,664264.6127909962,121701.1474975765,72243.05638303139,17443.412597611616,28336.417758918356,5409.7529202967025,2711.618811894307,2935.5801046617144,258.07875904707913,1172.1132795296921,1368.1354904560692,0.036757618424460806,1.0470704388570964e-05
137,-480.8148950778244,714641.7856317679,663603.4752762475,118120.21300328783,69367.89534315893,17205.703264246367,29033.070882339904,7205.051175416202,2493.9755426744946,2928.408853574542,125.52459059797954,823.612986665739,1367.268118568966,0.025723246078544867,1.044935507539489e-05
138,-332.2396885358627,705261.9550163021,648379.9991734234,127057.97490723798,73247.04475342379,17369.42393815369,29120.49729437802,6562.834104197469,2719.2916361567754,2860.1039106631056,564.4371658048574,1278.807425812886,1337.2964376439882,0.031249984170145878,1.0070469090058833e-05
139,-372.772500738486,733171.6587344657,685205.7908619967,119818.96271102414,66136.67624547982,16869.206551553096,29519.824097152337,6970.73532918047,2507.6482255832807,2979.9355958252936,189.04988312786006,576.8463237534684,1264.46542968806,0.02793962766641309,9.956759493588937e-06
140,-578.51744564399,707236.3102418109,659642.2869864607,121621.27157674487,66727.3207790905,17526.238575271436,28525.69919575572,5582.017047121965,2692.066819593858,3032.257884247135,273.2416890789732,537.6984334117882,1326.8184332670862,0.02625365023625922,9.456902942418684e-06
141,-495.69870205284184,691746.0853213676,550774.4591811175,127742.09596969614,89062.47977695178,17693.121400974585,28007.50085755755,24794.268519515328,2128.0785699071967,2340.6705626767657,493.84794833710276,1718.5882288292212,2167.7620574658245,0.03275168928736818,1.4006882769697288e-05
142,-470.71960885518473,659579.3745624808,634509.9515710376,119611.43818331268,70475.45683904224,18212.08899379711,27988.863827648398,2443.076283405332,2787.343056141395,2945.9323002090273,183.74206110843107,1155.3678308228016,1466.4933917595067,0.04009831102042863,1.0211980486497868e-05
143,-562.1905720991559,703151.4641180771,671440.4553510878,122955.51605434545,68562.08787207727,17462.156520540513,28242.81871648504,3938.6491760960166,2628.6103391789047,3020.250157328977,385.8068792969483,788.3073110283098,1319.398510647196,0.02838737364968129,9.845401054872407e-06
144,-497.81674064575634,717515.6872820606,692244.1973780611,119297.97650134368,65541.52076809813,17374.720298341883,28154.836330447502,2582.341500265047,2796.5987522776104,3219.967347137635,211.06542199927227,582.9278413696038,991.0949657717518,0.02715691364383608,8.397331980453593e-06
145,-471.5614212967595,700752.922016356,650516.095937462,119542.59000577587,68034.5500602401,17846.266563599816,28611.21334415948,6948.6547442698375,2653.590789958892,2912.149729967402,162.12244153107474,667.2312184135136,1240.851386509904,0.025806259547464065,1.0230535260423795e-05
146,-483.36055071126725,685385.7424658207,648225.9624975519,120177.41773923564,67521.43503352367,17714.1065406009,29482.21483591494,5435.788297379459,2752.848672690405,2861.950962324543,214.04644848643076,762.1666147009992,1360.9032501432953,0.0312543115119823,1.1536165417242105e-05
147,-587.9166210371666,688733.9684770169,687874.8057110202,122312.69419881077,77676.1313477127,17837.062658613802,27762.997839626103,271.41451425646005,2470.3516857269856,2754.142390587401,298.8312449567806,1633.3081423392318,1715.6169254630222,0.02529711807705966,1.14608030870137e-05
148,-380.8496533802024,744074.8246428642,589291.5542231565,125582.75605623555,81827.93425123944,16578.172582977753,29734.434841814713,14538.99834037854,2349.5186533313995,2686.643365037351,516.6352306874489,1535.7917080155364,2156.2126221344315,0.04262951672923883,1.0806170402218958e-05
149,-499.36751108607575,717923.9018421301,676492.5108476739,118835.3047215671,66808.79280329116,17116.948059833936,30306.36734535596,4739.095894026904,2714.1704215610566,3055.7778757670185,169.22193252604086,537.4114556401241,1197.3975158588105,0.028088965877240572,8.966642693118216e-06
150,-461.08624075259263,706081.6462112007,683828.6844470048,119318.5024315682,64493.441155220215,17560.73895920667,28044.126596123428,2686.0848279526435,2636.6667363514816,3069.276537587062,188.52736673809338,512.8077293149508,993.893744268378,0.024300108020381978,9.437193396198949e-06
151,-580.72347284344,690797.7182115702,603985.0855810952,120191.28604710252,71858.06572614913,17690.75566761379,28021.868106639657,7427.501381404236,2680.5847668291426,3003.530256558414,193.5332487187489,1038.058490389086,1364.6841344099898,0.025838850377822558,8.788770603759636e-06
152,-549.7784997846416,703919.3744872395,628534.7844840665,122729.59992324242,65193.60236761066,17587.946314207187,27997.62750856225,9104.852752427594,2402.6390724893536,2954.3745553269905,294.32878810647475,620.0963979483391,970.5268702596354,0.02676755288643933,1.0283453632192654e-05
153,-513.2905668019207,721922.3132585376,660166.8651249643,120103.72968096547,67892.27116690691,17236.834829788917,28803.833078268464,7204.02401400682,2661.179251892859,2981.199254769868,190.4950154791681,709.2780166657809,1269.3071356140815,0.033763904978897516,9.885731810405824e-06
154,-480.25327760066756,702701.7541814116,679600.131450818,122459.88646500089,66536.35833856925,17849.630965731594,28729.68707680028,2551.68606674419,2789.2618479460134,3041.304797934066,311.84669356724964,642.4731323810844,1468.9991169527852,0.0376187810794124,9.944521003081421e-06
155,-589.3967106246421,681161.6714943438,584321.6372328935,129195.84249659597,92307.93916869587,18002.14564761819,28431.817123110937,16516.113565662097,2312.051675282047,2432.5745366366154,531.6376831952003,2152.1529004395834,2710.3332365421284,0.04313074018789345,1.3530740765216504e-05
156,-450.40022194543354,684430.57250817,603358.81909508,134400.4811282774,92716.86411583929,18090.17367927964,28226.637034985117,17104.34501777986,2303.659049181076,2405.701624071339,692.2775749120811,1840.5227134104773,3174.6435806672225,0.02838710478205915,1.2875397689360458e-05
157,-468.71359816355914,713636.1664371144,667406.4642534584,118620.76594155801,68446.27462251091,17403.930875890335,29836.484933384905,7025.882643961162,2581.506911619067,2939.830323979642,146.10909127566467,797.0175352195979,1361.3424200527554,0.035938432109939814,1.0802456349025266e-05
158,-555.8294124038874,695356.093901257,636260.4161333236,122395.50405243822,73519.00347102908,17610.185005311367,27992.76544658008,7438.000663041107,2570.519785164378,2822.726333771165,255.52025911248396,1181.3889898199718,1515.6389339819775,0.03523589954335204,1.1054024296366483e-05
159,-539.4743283405611,716832.6383899064,692875.3451989561,118705.11177396019,61948.81056889485,17273.949912434422,28836.772967784356,3724.773923910662,2648.4751855570294,3030.420412593427,137.40144688084277,317.48382377761754,876.6309557232435,0.02417562212528779,1.019079680478708e-05
160,-550.3479978018308,693631.0527834974,676291.2993671049,121129.53922082328,71511.18340101714,17813.47423765897,28815.762841804106,3244.2924541226403,2752.661186895702,2796.8169907828983,239.73913151172994,875.4651845643215,1952.4265513190774,0.02855607120844582,1.1730557624133637e-05
161,-497.0912591350322,705384.5743749859,637903.458861102,119872.97211032055,71816.93597245721,17485.855807506843,28613.473017190205,6778.391382800387,2555.6139589432787,3039.7016342132947,176.6632999347774,987.1743569599057,1358.624951348011,0.033164285814044465,9.363301501492646e-06
162,-440.3171338123206,728207.3410008508,703702.868656234,126837.8496761488,71189.06198332565,17412.625389552315,28947.348861127655,3422.5008117776883,2731.0589508128023,2995.476122947618,535.3515933700357,918.578878688634,1337.026287603028,0.023825880527116296,9.735730878474859e-06
163,-373.8597890130959,708845.60066055,651681.0383570531,121918.4293579657,73431.63051876808,17465.369398501454,28303.279795557086,6675.549241882696,2695.2201819434413,3006.644321788676,246.675417702152,1240.619550209781,1598.9261718615712,0.04223410245977693,1.0251758324408448e-05
164,-467.2342620780276,724935.5023199812,620003.359431525,117278.95690919299,61928.60762071763,17442.36725505283,29183.78328536879,8918.384368644003,2696.8180520261617,3100.1342441160946,74.32860088847578,322.82258291860404,1032.3456496832173,0.03579795693997177,9.302512684841953e-06
165,-593.8976797234394,715582.8449129282,673826.935508401,116469.68312644801,66675.6256870527,17136.16327330421,29432.541932775155,8874.945956986185,2345.3241732073016,2898.1148440793277,50.2695804545903,483.1536832873177,973.4730317759464,0.0348925232659802,1.1204774268776885e-05
166,-509.4366012984663,727007.3121520268,661413.6668932898,118631.9084091168,70086.64767206668,16949.14337503518,30131.06910619613,6797.991116492988,2551.5897174938796,2979.279876541406,130.57882009746328,781.2674365083352,1278.3625517374533,0.023580280361855672,9.706426711490739e-06
167,-649.2746455462894,708314.4793996935,694929.3779584517,123576.30889386669,69029.0378085355,17517.873207497403,29534.208696175952,1434.3397659421612,2753.2828238518928,3102.447635593956,433.26470165044265,942.8619420115087,1338.33284242561,0.035412118366454984,9.248840305701824e-06
168,-391.99661058571513,676401.134317817,625696.3431082983,118166.72516818102,66898.47510078724,18071.155581426116,28867.14698600242,5109.439703447228,2625.429872263763,2925.7941394208196,109.38993797288141,610.7267864082556,1266.5700797195352,0.03388885084218937,9.814698293448378e-06
169,-668.1813222445686,727854.2076996379,676660.1034783637,124591.8551528502,74471.56676035738,17339.665717116623,30229.220730525336,5817.922235879181,2642.6170306676972,2967.047281329332,439.6136471500091,1128.8219733773042,1468.4168670434499,0.02983933217770363,9.164962019133472e-06
170,-371.5376250607434,751726.7429959119,629467.4824954899,120289.45685244369,68443.31450095277,16957.43286337976,29964.05321493277,10267.250488470789,2617.3743809152033,3115.200976522069,191.6877167347154,624.6614331710615,1093.932603434263,0.031404857731106926,8.346450522641397e-06
171,-433.0136737015181,696211.4835131989,637352.8628464066,122363.12067703177,62693.12337151539,17804.235919492618,29098.117072712954,4348.643497282885,2784.139709639191,3188.7059801906375,288.2242709862043,420.9058523079439,951.1012164015483,0.04859074078611463,8.569546670485442e-06
172,-477.8378572062704,707597.2920370849,597805.3906253844,128279.46014222772,84522.81571064792,17400.547371347846,30180.986078221784,16437.715430641438,2450.6535071672038,2537.1777841215016,547.3403056814756,2395.424744441254,2072.8316911640254,0.040921471094037876,1.2606312608883164e-05
173,-347.6799069218555,708241.0310648291,655212.2584698736,120787.82943820267,73382.92985869007,17386.89775315243,28711.546808561707,6265.988221359124,2528.013962494738,2972.9043466213147,224.99541938929445,1307.00089922688,1510.9597933365196,0.017734097216681757,9.08411043545014e-06
174,-404.37381973386107,717697.6875657531,685771.1346303704,121884.80391558114,68828.62685251342,17343.830536060384,29016.637966010097,3602.805683284671,2550.5575122943683,2990.335078312343,324.496393547371,692.5144516912233,1324.8186617176066,0.03896533341662247,9.551653373462129e-06
175,-588.9549871756328,701855.7031473194,656845.7900290897,129790.98922214589,91103.566768266,17513.135765260216,29142.20578922384,7503.872457321609,2616.197167087404,2642.4166123466475,646.8080587199316,2026.8697432900958,2337.402745785251,0.037763613946922986,1.1877085843487077e-05
176,-358.40493248650546,716227.0621027442,662166.1847445888,118869.58654453522,67901.4041858412,17152.40834239262,28653.016644347095,6825.419761806139,2735.1504254815286,2977.4359462961934,145.3905662965408,631.1107816533514,1102.6011801561945,0.02560999336437647,9.80695406963883e-06
177,-472.74089744598774,718600.8085869619,667284.1033004659,132847.49476610016,90431.0285793037,17134.447211211005,27902.55781573232,10634.830987450763,2501.6373417646473,2644.1597735853325,614.268942144255,1860.4318302308475,2339.9207153027687,0.02968915593602812,1.1795607222236741e-05
178,-466.11837872742024,714749.549360501,671075.2473650709,120307.60843408393,65096.44002128198,17313.662389905454,29243.195296285394,3526.601712272295,2806.8623625851446,3170.268556783294,225.42201176915916,443.6755816275212,1049.6282368709626,0.03222743643070329,7.883881783737338e-06
179,-484.6892906444572,709858.1347284846,623774.1039302638,121244.56345273291,71633.89235464411,17497.94275690822,27896.350966846097,20987.59054107296,2439.823265530077,2698.6257974919317,219.33738259451596,1062.6672103634676,1422.5160498549117,0.02484089988858147,1.2004532503159046e-05
180,-681.9470946356425,672254.4741524069,626605.874126748,120583.14740953433,70173.7287172445,17845.875776592806,27112.17151180147,5273.869807582951,2484.0462897094444,2950.9532507095923,236.15767827441212,648.106198930346,1156.6744815300792,0.034056300055892365,9.882419987757792e-06
181,-553.3699052673785,696717.7962115448,652866.630018731,119701.34445055178,66593.44525053534,17455.885344477116,29042.618336077783,6107.155338920277,2622.75037163016,2957.1164820613067,251.02932380216632,650.6743320329132,1257.326122314974,0.036068002710353465,1.069787380785748e-05
182,-403.3409830806211,711642.0199016123,690960.3995089702,129420.25153318806,82059.71028664836,17421.01049114104,29422.343570216824,6604.677448787617,2516.7663349251866,2686.630468533594,566.4831523203616,1559.6374710643092,2208.1368223116915,0.036176482125157,1.2110941305302982e-05
183,-421.7882959144591,725887.783209386,620100.1579140831,119715.63522985311,68142.87893056743,17168.225543402223,29024.063112186595,8232.486626663514,2719.597385617091,3079.187801274274,208.5351850583875,709.648198744159,1343.578597500913,0.03456963374673732,8.51424328101939e-06
184,-632.5210681885487,685807.129913185,632111.2698822865,133190.48554384784,94773.9965115318,17836.49407280177,28117.317463495747,11958.670035006524,2272.9074299731246,2449.7124200126514,618.6152414729967,2016.0581867314393,2702.8526623588277,0.043612993487428,1.196218422911041e-05
185,-580.2184187056312,722474.869943003,647765.7414216488,118275.2594882205,64766.98734929195,17434.489136199587,28945.21025179771,7321.352248533838,2560.0976095903766,3083.073830145594,115.89463709374637,496.7841130279832,1172.2561391292388,0.0279370290490133,9.40463388227952e-06
186,-466.1767917341643,694126.3006440717,662343.7095654786,127217.50446748649,81083.674995155,17808.248201452872,28706.352842246306,5893.572372912485,2517.2894891220917,2761.476235095233,449.0141362506297,1435.024723261663,2015.9800584887685,0.03678858745586339,1.1569596639115438e-05
187,-539.052267517065,698974.1114707104,668312.5324905217,127343.94700475798,84613.37331301723,17578.27750380686,28987.85721978462,5849.052755306513,2615.2084947657504,2685.0254980370128,488.7347821021216,1827.9926715462254,2466.4437926060614,0.030518135915674767,1.1810487904695443e-05
188,-411.38997806862767,686700.1155902323,616969.8534635686,117670.07597469124,62163.200840322264,17795.43115386558,27792.37165336462,6917.110229209054,2568.3838096992063,2965.23723693902,123.42582308123058,311.58637660414774,920.425833807074,0.024738143623478957,9.665510652728354e-06
189,-378.6456603190204,699728.0240556663,583363.1109660099,116980.12752173882,62036.23459187544,17627.386886813445,28113.96137194743,8430.329898565504,2805.6598398413303,3137.4468429126064,76.34017173647244,301.2990219905587,1152.450743738473,0.031176395991474516,8.185921586090456e-06
190,-455.9879775907868,728860.3102443771,675630.6344402197,120190.90718425976,65499.90619546367,16803.305183135508,30328.367700244682,9829.33343115684,2545.1227850565365,2926.3903232710795,249.22117624918621,664.9243081502294,1250.1677302814626,0.029209250769919343,1.1014579296579571e-05
191,-464.8234241828639,709896.6345828677,661910.7168577741,118681.9624935035,64939.86494509801,17437.765690193584,28203.016626990957,6376.066503121392,2460.540945398344,2993.206788962902,124.80269726357336,575.9542295711822,1020.7555968394055,0.03477989625800328,1.004340350977449e-05
192,-638.6425500352245,731080.743052355,620145.770367057,127639.47835508168,81914.83263739766,17530.96052488621,29513.74899979923,17314.002796833527,2518.7525042020225,2599.0135574208957,507.259474855445,1692.1451772154685,3220.2592418687946,0.03250621764400947,1.19420559553946e-05
193,-466.31617925741295,721362.8570619387,707752.6115166238,123285.25336963637,70374.41351610857,17509.18407291392,29854.16949302307,2620.9588523156467,2555.2533463413056,2964.2408968012437,359.55995600503735,898.7303835157334,1552.3716063252014,0.026710450547103005,1.083652635267764e-05
194,-491.46975379792025,716373.6297275154,696415.4585007529,121021.09375515534,67005.72366051658,17445.853184854197,29504.914360019313,4481.0394456970425,2698.9244334656755,2913.7954088356755,293.7408023924045,761.5479090197897,1808.0986542683365,0.032154270145856624,1.150441082920081e-05
195,-546.0814729201074,726580.8960100742,689905.5652834359,124066.75185096548,68482.96638110478,17193.479669909564,28307.848076467406,4641.611954600593,2800.8058838198976,3010.6564233866075,447.53200653893344,794.9664505031427,1210.421558477681,0.02033977196103651,9.416630431445159e-06
196,-600.4171423336461,689276.1935203017,634655.3660995819,127717.24181894978,83208.87400308618,17643.95002261963,28370.686176682622,6123.6178064317255,2545.691533499904,2753.7205734334098,437.7315765434951,1433.889507099799,2234.35949824567,0.03327739811985991,9.976983279033483e-06
197,-476.70601091481296,734073.0032730069,687255.4586241473,123739.27846887785,67178.78169218099,16741.350066396393,29006.704299482448,4204.202707235504,2832.1130379984616,3194.909564038613,386.3837410721737,646.9201587991269,1068.2248498529927,0.034630478485471794,8.178458769536344e-06
198,-435.29050758182314,727066.9579456388,575822.9829006487,130484.21081195134,88364.00977834716,16989.085459630358,29198.80093119597,18000.84749238352,2304.729448316792,2460.476431708146,640.6218585897941,1921.1030021606514,2387.3101396744523,0.03853518191759801,1.244392277269436e-05
199,-492.31378853781666,712532.8632673514,703917.1116231836,117242.26663571016,65009.18472323824,17511.3462489478,29375.66307386432,2207.162137629063,2466.7243289368257,2932.0478955038334,77.4842601110706,466.00768237198037,983.8483322192595,0.025757575848267295,1.1476299182640449e-05
200,-458.8912257591834,675037.8796532343,635344.8895223285,118179.03913416254,64816.86361133064,17992.99763962543,28864.198024027526,3316.0040454164964,2661.848241848323,3095.475130638549,110.29907484186937,415.2346505172574,1005.6525525092258,0.028481882938265667,8.456386186446854e-06
201,-440.45425712709704,691020.3674402833,662235.2253721007,121355.74574878902,65267.91530802788,17819.562942899225,29047.8717980762,3388.442818985173,2483.1507927076254,3029.8468607529367,237.20355629196553,491.8280846749785,1054.848552372884,0.03285885761356561,9.881044755643767e-06
202,-659.466176669825,688168.0673857904,667717.2416017485,120524.66141541046,70658.2551376693,17948.98326325153,28095.998115975995,8353.760066274528,2443.3458289029077,2749.455577506384,203.06860220878957,1044.725575079443,1619.6277942635147,0.023705567246525835,1.2179808675000234e-05
203,-555.2752472109174,717055.2845480794,683491.4937808438,127082.05835942249,76756.48814612687,17582.001679562636,30393.40637495945,4361.083179075819,2754.4001675883173,2957.8470707367214,548.474283674023,1144.9906083144385,1675.7601969396658,0.02831981382446226,9.615270951495751e-06
204,-475.8012111945104,719589.3587570841,655198.6677891673,120857.06054086635,64669.02046073846,17639.046453339895,28550.14239343309,9806.056147887148,2461.0495025452615,2962.6540480154626,231.656437822574,517.3038701497178,1019.23026608189,0.027730859672222916,1.0443165899880144e-05
205,-576.6417602094873,714257.2892006518,662345.0309929481,124321.06307428048,70854.34346516684,17476.17775890357,30867.799395226066,6768.811629646679,2495.4857373543164,2901.321722931325,387.45987083301117,812.3747278366168,1573.3033581426803,0.03293176040230984,1.0174191894263513e-05
206,-413.65102460433013,722140.0502141183,649470.0109078257,120202.18826442253,64726.63013725248,17565.466554179657,28120.77932474776,9874.597255288163,2441.619975047539,2907.716603126994,196.44635421470045,464.5325941422952,1169.1841651248242,0.02627860262119648,1.073015645730871e-05
207,-391.1946258734776,702182.1380175937,655299.2827115123,120966.28747106239,66905.4128884358,17638.929930725437,28524.47473216154,8003.226984506509,2432.0439784926184,2925.209384210805,223.24865823785456,688.9172929601497,1377.9845941240067,0.026072704778483682,1.0501685180857396e-05
208,-381.98155142913237,730066.7545768542,678133.6284893899,122765.71370245008,73032.58782370164,16748.5318668976,29450.038785488672,7438.79846722324,2446.122277921712,2942.7266384420573,284.11270914907834,973.6039150448834,1361.6441103787731,0.032431682593437275,1.0135250302138906e-05
209,-328.919365931886,724011.4208531363,696116.6296830568,120920.39605904892,67913.63281477721,17286.138037309574,29791.493529715535,2895.249383565381,2584.5354129844286,3110.717248799182,268.4121835523639,758.2396887697216,1185.564126314675,0.031162762661342873,9.336067658242234e-06
210,-400.28534713815395,712367.8499140699,656257.9978823605,124527.23407342713,73735.26013511863,17118.798928691394,29646.91412812737,8273.684979332877,2499.6256958745967,2771.4969677203944,434.92479840972766,1052.336814781429,1441.3053827858562,0.03331715650718854,1.0882851374127263e-05
211,-573.5816142402134,686250.0689980091,648584.5539961956,120279.96016845459,68811.91966312386,17839.943388098196,28457.14470415385,5617.282875755263,2374.321852008428,2874.5765046004294,186.11319767351821,739.45201697678,1145.5606727898898,0.018721066110160632,1.1177393229361506e-05
212,-521.2244137437068,679887.513788194,636646.3358631188,118185.42761435903,68626.0631798117,18157.915360668463,28525.599470255052,4195.715991561447,2587.171780831974,3064.2707931323225,131.52342585300346,851.1885372081795,1508.7979174627715,0.031747396022040346,9.235384627958832e-06
213,-541.817257040892,703808.3668342627,607897.9475046411,117842.18776496894,66935.32738438771,17409.07807067299,28407.87944595544,9174.649907340023,2511.0331845905057,2959.4647496368416,102.98303445522419,681.4837465916293,1169.9110448576905,0.02922875291760956,9.487641474730958e-06
214,-446.29421370342664,735985.7724859826,595250.6602101047,124956.7303628309,80226.15429153186,17238.31657975898,29692.69095180507,19585.15339471795,2383.1690648056288,2646.376775513133,330.0833725029939,1403.1567621564952,2222.413685546337,0.035497337911953884,1.2345524251288497e-05
215,-382.99467622741076,709073.050165498,673800.251781098,118820.7588986848,64457.22734862176,17544.01156165759,28716.41645560759,4227.064414800906,2659.2172194274117,3085.2293128601423,144.07446833134333,537.2427415019984,1056.9358153330982,0.023959367304417313,9.263487053649642e-06
216,-499.4254909605902,706048.3347120765,639845.6311231122,122739.20962726296,80378.3913191685,17560.355984716396,29213.914004675986,14456.177111338124,2302.272620197313,2573.7003083144173,332.08437900079923,1584.4553886764124,1593.475949939085,0.0311800444689042,1.2520867369330159e-05
217,-399.03197362496843,695281.8331764182,675387.4030480661,122090.55315100349,67748.53629777166,17366.75266328886,28871.754943886186,2032.6497674658356,2953.9730191767353,3023.469664363509,381.22161710976854,865.5534544425702,1209.328758885883,0.0370398520522806,8.996059569461695e-06
