sample,ll,T_NDH,T_ND,T_AN,T_CV,T_LY,N_A,N_ND,N_Den,N_N,N_Alt,N_Cha,N_Vin,N_MH,N_Yor,N_Los,m_AD,m_YL,p_H_N,p_H_WN,p_V_L
120,-535.0805792988333,803722.5275118588,732507.6882001427,117922.13904318245,61454.302786147935,48000.00000029883,16892.78687024423,2802.2833659406747,3625.210781181098,2624.526126719824,155.14245361822364,276.82783668337095,920.98786398368,29527.352809278105,17240.55306291153,908.1967475676117,2.0799871695178975e-06,0.00012302081733623423,0.08745717454281032,0.010638619350835495,0.03516287134531783
121,-568.0831480931402,769793.6168344266,715334.9251268945,119735.18855439959,60567.772525901666,49551.397345001875,17522.02739737923,2293.776923394358,3414.7103647943504,2656.4057024097056,243.23225702300948,247.98788522217805,844.327337559203,28807.704799918774,18796.652780491742,940.9969284117623,2.932619624951751e-06,8.617239916418143e-05,0.0841503536742837,0.010359763505929608,0.023811335327452596
122,-682.5542646298567,811636.9555242782,745869.2357827871,118605.46457130444,64168.237957320336,49491.963261680685,16729.13385466603,2746.177187735611,3541.145117499769,2576.9690205594266,205.64680006553934,367.47779074874234,1056.3194823751544,30005.55665996139,26358.98810931204,987.8595924644857,2.743788015895264e-06,8.685632515903874e-05,0.08334043746487425,0.013217059407713696,0.033913228852732236
123,-588.8252429179922,796096.5614290568,669369.4590955873,119050.70770247637,67178.85466435934,48835.903184196985,16634.564410653464,4863.88831351327,3580.869277676088,2479.118615919304,200.20415068724074,516.9901842709771,1157.2028740629396,30457.175900612496,12176.625479117047,914.017970469621,1.7850875798992837e-06,0.00013675737478396067,0.09976224297600994,0.00928574732906509,0.030986291803797264
124,-541.619374714556,804070.3205390428,714243.2483025271,119017.21410732045,62679.54746104487,50157.8112152693,16849.655725944373,3274.119142767054,3592.729392157394,2370.9973014023344,237.43147913311887,392.2619597171178,951.5125385842251,27965.94880609529,23775.601071854733,1108.914081454479,2.387800218458088e-06,6.570754345411679e-05,0.11179058250773799,0.013312562909827364,0.021331943063560163
125,-457.1155870682054,750474.0160407403,725315.7894200992,120076.98916888307,61643.123446801146,48000.00000021945,17550.067801428828,1697.925400959913,3081.009514837433,2469.3266432132023,239.91524825193093,283.3911608438678,717.3516551115979,28550.52591143989,17242.524952979835,872.0431777719398,5.951459824140726e-06,9.566325615977978e-05,0.0754925246802517,0.014778301297130461,0.03531313054061589
126,-534.6841443819408,782797.5944484363,717007.7842062447,119554.00838706762,59889.04774410259,55043.20770309774,17278.248958431817,2647.1754184812703,3571.876905300529,2612.6182536004426,269.0427756245289,255.1057012137576,930.6176027215608,30179.540624830643,16422.44495722371,1018.943568961895,3.0531735329972813e-06,0.00010699281615762631,0.07858090904692881,0.011488200046516185,0.02969572000387463
127,-445.5242887130782,784042.4984412167,713769.1812503727,118021.12576544331,59590.67911909125,48000.00000036363,17117.50207763116,2916.267518201647,3613.023431907715,2629.960983343369,158.61690954817934,196.23409279147518,771.241077147888,29664.752260022557,15950.767982579195,886.7295614490494,2.7617294183162287e-06,0.00011704262597075611,0.0864358895960218,0.012069183492170506,0.027518103655998282
128,-475.1064585798574,795792.5225265397,760638.7532921194,116121.52227150828,60768.18538941152,48903.97521065072,16491.893079088673,1592.4524835611585,3337.5676399700274,2553.1881043664534,53.4560120322366,261.117020270443,777.3544073481297,28188.988312902,24735.69101703832,1001.1566355798254,3.4494393454849114e-06,4.713316767683042e-05,0.08107451781904344,0.013565191432629558,0.010667204238143869
129,-560.407313885457,771451.9205609115,699553.9781284302,119014.56454497743,61725.158158782404,48508.32888954845,17423.440443096453,2617.868243344739,3850.4952213633214,2564.5310905566953,185.14445923746217,344.01122692246787,961.6911611829319,29404.055033731704,15914.081489114411,923.2347906848415,8.428183281300614e-07,0.00010126819216430666,0.09905323034504142,0.010459991911248145,0.028690407240335572
130,-443.70235340383124,777369.6147835124,703373.6466760018,118841.63005162272,62234.78859116426,48000.00000005097,17336.522572445763,2432.5926957919337,3845.897401713916,2424.0788577460285,266.3493135863138,263.82829019962924,922.8576355740962,28925.66796629743,23692.05818633768,952.4558323566728,1.231484773887529e-06,8.638834883364681e-05,0.11027587850072687,0.015737885447922647,0.021408479887386575
131,-422.0391122284447,773712.318711076,742775.6805106315,118362.27171244353,64156.41382370144,52761.38125947036,17088.501979352717,1399.381144795968,3411.6626635311627,2399.2606664944883,152.30963835485636,520.0431040656376,1188.8663806734924,27787.275826061537,18525.009969734023,1027.3716250658995,3.827585303703989e-06,7.721594441979822e-05,0.10443685522446429,0.010322633489374254,0.025474574754053753
132,-518.7974405225609,758653.520294262,698786.3475007914,117281.79015282137,64275.868134027514,52315.90781030048,17556.56255165676,2421.180663682907,3667.0676194141665,2451.6000070986147,104.89821248854041,420.65223173335033,945.358964849448,27590.25288561633,23646.448045193116,1040.9257036039949,2.600186901951073e-06,7.648886923123718e-05,0.10564439164109109,0.010852266799622855,0.02130590764004388
133,-524.0481532750524,794495.1962251234,716340.6777884819,118506.27370610161,60793.06759213178,49106.03577598206,16821.35241061557,2909.977092957616,3706.315694531353,2567.65461144944,180.01238356888365,214.27370726279455,746.548598487321,28089.412994164002,21044.40869205145,1013.469753568348,1.9492139661546605e-06,7.263383284560881e-05,0.09915164604324544,0.011337410940433328,0.01702329245018143
134,-363.90419784050954,793302.3412734083,713134.8848284268,119485.18787473699,61186.578511723346,48000.00000118397,16385.550346012064,2985.080080787348,3768.961322147706,2535.8282427163776,241.68716353344644,254.72476530616373,812.09434667323,29252.00920532948,20453.586524746963,946.586609658814,1.7894971543783292e-06,7.815244977962885e-05,0.08969810163537716,0.011428163635499191,0.019097372852153894
135,-514.8121776106952,746738.9112521345,691078.1820462366,121278.10301537791,59622.0425910408,48000.000000000065,17775.059576465486,2247.856726719664,3636.289345599751,2919.747854549021,333.37246731290566,179.37489888608985,828.4345931217072,28177.126220200917,16429.768916071607,839.3269972918663,1.6611258940369838e-06,0.00012170490775943889,0.06415611762467766,0.009049336407283236,0.03358318701851794
136,-364.02718519782275,775529.0268998282,676428.0689595942,116803.98547889398,62238.44395432479,48000.000000001004,17021.04602403524,3445.103281748801,3631.8007611743633,2637.453837771767,88.89457103020662,311.4549170190179,768.9961286795551,29352.04980308203,19064.344698406243,960.0662284465765,6.244931300145945e-07,8.000098551838683e-05,0.08233929133987376,0.012739497009284565,0.014150093173234953
137,-511.2827988917702,763498.883895478,708153.6934668374,118327.94054840363,61521.23317205082,54951.03738568319,17568.71628507166,1984.9520735833105,4004.1157377161658,2792.1908272709616,154.7124523944048,351.42571342967506,878.3376990443722,30379.1429373102,14502.42433292026,941.0999660570732,7.558208444206537e-07,0.0001383854431732157,0.10307093283684199,0.003354412939764561,0.018793256604288544
138,-461.48136035802213,800804.0861283772,736362.757105463,117909.40931413374,58756.25495719349,54576.07254496766,16784.79654896644,3327.4878801662817,3195.5447907700645,2520.5067187463196,133.7147789907614,148.37406226200576,682.2968217324722,30629.07113551409,12299.729468951895,966.1958906023116,4.7936091930170134e-06,0.00012945218880343174,0.07459401140786297,0.00881133678077894,0.036136784994550135
139,-477.2992847073714,804935.6259613957,776595.2881070261,119163.03883809363,62218.13687056231,50254.71623434574,16658.88044263525,1320.7496333660881,3671.0082411086755,2661.1833536957038,233.15498667888812,311.1959896661276,960.4862412994175,30565.427364810083,14893.984555413943,923.180236659952,3.5199176417477826e-06,0.00012335641254782343,0.07950290948802598,0.010442807587304051,0.018325046424575143
140,-602.4966206603649,793225.3266045239,723437.885351433,119679.982534837,61376.94807474104,48080.616155089796,16889.73293827383,2584.0171755471874,3779.8033695736617,2570.5117478723405,226.98525191879878,269.63862204628117,884.9473831702707,28237.845592488575,24688.80270982104,984.4739858089091,1.8813344487432366e-06,7.978308449563077e-05,0.09767110465898117,0.011522224360324884,0.02940360115969438
141,-711.8751841996279,780538.8056031639,739411.1117958651,117351.34303213422,57844.79216358428,50985.33337158079,17292.463560038246,1393.3221968193043,4185.224484016498,2863.502539262095,96.24713421388725,135.09070020142266,697.9486178119334,28458.70354072359,13562.723310782041,948.3273396732577,8.532033708082314e-07,0.00010694698447247087,0.09410515543041859,0.008349429671325905,0.01995418537568821
142,-542.2841970160764,767319.1606684066,752150.4866520702,121317.05016499636,60524.62437947146,67170.994177847,17059.812914306727,679.5763265139333,3752.405115745523,2794.632781985063,328.19176960775735,233.53158531624848,829.66664883633,31640.05584843615,10854.488783554407,1133.0463309547383,2.9405342617349715e-06,0.00013404221571379312,0.06689823329434375,0.008968320938067173,0.02851607138026821
143,-605.7703114965029,764162.504270219,682525.5188140477,119502.88522113099,64060.39075600791,48000.000000379405,17652.717363847038,3087.596993096462,3761.254806976842,2498.2340733318547,246.35281697305666,430.7472649666454,982.5209937864954,29724.53021160041,13624.505803064316,934.6827362488522,1.3209215699411763e-06,0.00010786992789091544,0.09037198932861105,0.012687379731224514,0.020054442055787883
144,-499.116582951182,769592.9849906402,702713.9215079524,124246.89339180932,59785.157327697096,48000.00001084485,17309.747199785677,3013.2226517344116,3639.788479454257,2799.813291300444,508.1472532918384,175.3613139870433,769.2262884762064,29514.780442342784,16151.511332138496,927.3740592770956,2.9739323753358984e-06,9.456529496614713e-05,0.06314173107626272,0.011107744994875575,0.017050086478203386
145,-476.9780342866231,765834.5819463216,719350.269390377,117979.21541301586,62414.06583053569,52177.96169046858,17321.973685797144,1731.2344347687956,3683.517324444872,2451.3626593427125,184.40044781745664,358.20725688161104,938.4666964642539,28273.49378310531,23213.017832479054,1096.2178282959349,2.238239995904455e-06,6.720766436360622e-05,0.10142117982079153,0.009722706036299985,0.01719585536651222
146,-581.6148482841461,804697.1459649082,686082.5869029345,119720.20433366398,59200.385957603685,48000.00000031972,16617.64320011229,4827.334910153666,3674.5287144642707,2466.1958624075805,198.6402794822263,189.1990744386324,641.9597815320551,30073.083556342142,13844.886095391219,973.7459203180294,2.819956745968649e-06,9.258658797892406e-05,0.08367703116348173,0.016164856476479424,0.02281986197044891
147,-605.4747496810808,782444.1865124144,752136.1588955635,118361.05068588218,64012.65339205564,54463.65136998255,16947.184403119943,1274.2039892014466,3562.707062960478,2566.8605771423017,182.70591102000566,391.11234193440526,986.3546664717474,26611.871458971927,59574.17158385203,1322.2119355477726,2.887947327965578e-06,1.641051441329319e-05,0.0937268615062617,0.00838248163318526,0.0202739860417104
148,-474.8879916236193,772164.0701489092,730882.0142204446,118144.13715501328,59935.95807307675,50490.49204892536,17598.72593450784,2065.6835705016515,3622.408289035211,2604.7199174333546,127.14534836860207,183.53884650984102,804.3370692582444,28916.972537285765,16122.364318577307,933.8852070189026,4.264530554662797e-06,9.981472005060774e-05,0.08300707922375261,0.011884987130885743,0.03439885965543127
149,-536.7098456506791,813721.8952799696,748797.6129643632,120524.74163732961,59018.163722960315,48000.00000053178,16699.333754275543,3241.8187472133263,3526.4416997490016,2577.455705456432,358.92471824153193,188.98049806856656,808.85721653135,31019.779473354683,12954.085149922535,855.2233149726785,4.649127846106334e-06,0.00012718828041161345,0.07246006365742427,0.01148808590755856,0.03010923337637772
150,-557.7892911439039,796031.918981683,748027.2204886373,117009.97318983686,59411.45363377745,49060.06292172051,17046.584492368285,2425.8386329924206,3525.4579728333847,2482.479088317791,81.39564975878234,179.17020720968267,917.4555340690947,27914.58879290019,25588.279928963977,1083.9997917944208,4.393066719704115e-06,4.586287246228299e-05,0.09045289605001673,0.013446254430289767,0.026717787707230888
151,-484.409915023855,803058.669727344,762538.0553798961,118256.94447891481,60877.461482514664,52558.89160521706,16720.776432026087,1913.0310593650197,3427.8292726248505,2580.56348780337,167.7093547347782,285.703062483303,779.609129824304,28881.14915110583,20596.277352030884,1033.7640328448172,4.020187035982631e-06,0.00010351677164840807,0.08863388647866727,0.011738690882257763,0.01703614277487782
152,-644.2928434744497,762937.4634434311,714602.0745520882,118118.92431675887,59683.203163166996,60653.54344709504,17704.029960843145,1895.6895262234632,3687.253558796238,2694.758996935767,187.53840411376495,195.6224083341888,729.2082206869499,28938.48247918825,16905.529413554254,1107.2082583436509,1.7012620480028891e-06,9.418254343154819e-05,0.08514859876311814,0.011551398993459463,0.028911851742160308
153,-470.6750907358369,817028.5130093666,726848.5432148391,118726.36800763592,64090.55282383856,51457.16274830753,16535.754411722908,4085.562388124316,3478.075281565196,2297.3135393425923,212.64978391212034,377.08377419477347,882.4425005907007,29961.485838798566,17021.980822358684,1063.481408091382,3.7741645723662096e-06,9.642660297036835e-05,0.08671114754821721,0.017254345607698316,0.02254047574864759
154,-477.0250802659617,765469.4533939348,691401.3674375557,119037.97506957664,61256.302287513,56875.43638099928,17304.88516633608,2664.095051787568,3901.2435051932325,2726.9069460137257,202.15472828998622,231.4953272661255,923.2009200473285,28619.232543373128,18379.22542854825,1040.159570248807,9.519748715561537e-07,0.00010067954376530771,0.08935105887566516,0.008085392402808407,0.027565205335940826
155,-569.6295453062734,794455.4801986823,742627.8140223757,117994.74390663434,60255.030113389046,48000.00000165122,16972.997632702423,2325.1333909958885,3637.6753955233316,2601.281320257048,129.37471705286075,204.73696704368174,676.2638305254897,29264.9502302297,17203.241364988517,949.9098599291167,3.3595417440154825e-06,7.615683112770295e-05,0.08467512507143567,0.011566129925357183,0.018646793875454815
156,-470.49170890854157,743977.4026932633,677305.592109527,119586.61092846292,61918.65064744829,55093.999553480106,17883.088201257786,2412.6644300409516,3774.894173449119,2560.4992953129,284.4197789004885,309.19797459983636,941.0543634347194,27807.395473809545,20177.366340430224,1146.914060992423,8.757945668559265e-07,7.089073139290809e-05,0.09934474324029288,0.014608792283163812,0.024343660500024736
157,-554.9122149719558,792683.3742305845,710843.1503689262,118590.75112803216,62573.18634903287,52028.36615393483,16620.3854518944,3500.4118817000203,3852.9577929183592,2521.1870974215894,181.88198894814624,383.5865097010216,1045.948713379514,29228.607203510634,16872.25758082457,1035.7671196937615,3.074696571400412e-06,8.961976618784902e-05,0.08440397451953106,0.011983355150201021,0.0160235195623175
158,-353.06886166553875,773452.2048265028,716505.2771427449,118009.30623962244,65455.92948751004,48667.38530682949,17129.84446057283,2040.492443002308,3934.426335102649,2508.327511903352,140.45355281384045,516.5575049588313,891.6081310700404,27957.235660231738,23924.976896039945,991.9245111111896,1.973312101438553e-06,5.747049545946215e-05,0.09815913339302489,0.011196523404340164,0.02106135941295156
159,-490.516981090021,781034.1688322522,743157.499932044,116637.94402463407,60434.67169788254,48538.73975720841,17509.789858171778,1509.155729178762,3640.8366497880456,2492.6138430633473,68.30583969559535,258.80904354006185,961.1227459074399,32651.34063478224,9998.272840652662,780.7376782284454,2.5278519283706693e-06,0.00016367207999132708,0.10267267447154094,0.010896896016867,0.026934981495216503
160,-554.4035081278134,773343.8254085801,732434.4501806928,116924.4478227456,63657.590358848865,48000.000000307016,16938.8778528847,2744.9914838465197,3018.107886002533,2225.165106865522,95.41397243333672,335.6953061253908,962.4302770531824,28177.557724142836,21351.10026002784,1005.8533848226541,5.91085782823531e-06,7.157239568156869e-05,0.09318800847120837,0.016007052381336092,0.012649256618504495
161,-444.02729116433005,786698.6573413465,663684.1584484151,120751.24121828502,58991.716620088635,48377.44224315791,17167.608458879036,4237.77435212165,3802.361181835727,2665.040374138462,391.17971634648694,130.4506746749037,710.7819324491061,27833.468182662004,24088.747381687648,1027.2419369022032,4.0129429274454034e-07,5.824332018330071e-05,0.08872485586817754,0.014772941942786774,0.01633832238657565
162,-587.1799060993044,811000.9114339257,700138.3322963614,118312.94560565815,60434.61365145659,53889.485024985326,16502.90593588391,3877.624782887092,3705.5468661277164,2425.1314748671352,210.65352826147847,223.90315978810685,945.658910535839,29222.73316480884,42946.79313244022,1149.0136509404276,1.3114038155762999e-06,5.926205232983437e-05,0.09955705014785622,0.01588272784954215,0.018939177331779182
163,-520.7638468322319,791057.3079744593,754443.5932235441,118782.26309312152,66190.93176663438,48000.0000000826,16811.495318587018,2285.3010623108653,3050.076775153723,2488.6755884395907,221.0358657043103,386.42354398029016,942.5898768639355,28499.208228922544,22349.37362705088,894.9329085350197,5.255560271871044e-06,5.870348522220522e-05,0.07113853452263351,0.011796414526673614,0.019065219757339675
164,-608.2880697274721,789502.4208469003,756031.0280562968,120897.68253139642,61607.26821139397,48000.00000014493,17104.202667289,1148.377314492826,3980.8581814727017,2639.978783826702,249.69683328687185,289.49947695396514,758.3385778546268,28105.975291226805,25173.216157736446,1029.9747368756732,1.2148421860348606e-06,4.2066815284062754e-05,0.09883894494582328,0.011708149857344216,0.022003314027723538
165,-549.277403024133,769523.8751738173,716955.9554483885,119040.0286938086,59633.56801077462,55706.915756363254,17175.762938336517,2267.0410310070824,3222.7614853879613,2554.3601054337805,259.1501201588463,196.483101051599,863.6618293494768,30316.842990119723,26050.096416170367,1088.083971740112,3.733291945407571e-06,8.517601761984071e-05,0.07521778067929621,0.013798073741438457,0.02048771374865582
166,-511.358879486634,745159.2825619304,680816.6703271429,120252.59143943917,66807.75199731483,48246.78604879819,18057.872613216045,2443.9053847461264,3519.185120766537,2253.9251557410694,280.21209943265205,633.4952156043721,1134.5286050498914,28209.68099318642,18062.274020758145,909.7014751457438,1.9067522891333532e-06,9.911052396882786e-05,0.12469516484048503,0.01290340014552778,0.021791682020953076
167,-339.5368646389506,783097.7918549435,726051.8420826041,119346.7741840624,62972.28376669429,48072.69809019249,16850.92496265998,2377.6683392863606,3680.700629804013,2663.3519192529225,209.32814096913387,405.55845360229415,1081.251854560493,30008.92975338811,14491.31590258685,883.8573190727868,3.0182744059116884e-06,0.0001252858050796252,0.07949709224381167,0.009891122887749453,0.018085083728932288
168,-499.01829828327965,785836.2430596107,757392.5910657422,119637.08202702661,58463.25588831816,58069.38842294547,16925.083108149967,1055.9843006810938,3771.4915479326423,2765.3813930030165,231.98025972693728,142.38300442665627,713.8741464205374,30806.73360372362,15437.748062535027,1031.9117806087022,2.1424169152796675e-06,0.00011296763859768624,0.08040725383998458,0.00820318579278598,0.03472895427214872
169,-591.4937773778781,817151.3531302833,744161.2625630501,118737.34665665803,62847.792945082474,48007.07201688685,16514.722993210045,3824.072346196618,3386.3474490653375,2426.419551588741,166.67469901985606,392.2198645209466,1093.065756344316,28867.809973526008,23331.720539460755,995.0887498852184,4.574333410549897e-06,9.44081286306071e-05,0.08965234425296464,0.009794305540788115,0.02662697669115909
170,-486.95718887081614,770563.9273240762,737319.9887857696,119769.60930343696,61506.697809096215,57836.46323640766,17152.668608898013,988.8569842341918,3935.978079582077,2647.410618065305,223.77399628544427,304.62540992901893,823.8573483239172,31082.79230096535,13952.856467916496,936.4535391722774,2.405039996750559e-07,0.0001326563524029941,0.10401971732266838,0.007805587121697034,0.02128263251026486
171,-472.91808630853546,778314.971760606,670251.224414258,118523.20653182258,59938.820767091995,48000.0000005831,16866.01658119344,4449.680238798566,3632.321526926685,2786.2941496664253,212.56478095828973,281.0531086505109,894.3294203945761,33185.073993538645,9992.95349472067,716.6321412860951,2.5702733348273198e-06,0.00019479657500448368,0.07392078856524566,0.008034821761564752,0.02048427694202678
172,-483.9849069424257,747181.5084567503,675695.1216273261,116304.65387216704,62253.28799647097,49243.07331341185,17499.28721465116,2614.599248752026,3499.8842824306857,2575.7123578804294,52.7433691506893,323.64876590951,812.1414157217902,29415.02961171199,11258.907309219647,834.812684059992,1.1935836846337863e-06,0.00014337083155713324,0.10604950713882315,0.009585346386821953,0.029633464698164302
173,-684.4751358986334,701457.1127946525,659351.1198846773,119111.39633763995,60116.333088962754,48000.000003653586,18522.087628300866,1847.9008519510705,3554.8986826165474,2481.1156961047504,211.21342457968007,196.1589529651266,669.6309276214203,27507.034724834408,14163.654656693057,958.1935817037034,2.5088776779734976e-06,7.758419429170147e-05,0.08897687717660219,0.01533502114104204,0.01858362575739913
174,-465.6413063542707,768920.1168120228,695948.9329806662,118147.84215262809,58748.11070978555,54163.07095436012,16956.650709838923,3087.8313730861805,3476.917185337901,2692.6874442138906,176.5269342733813,158.0193647216687,640.015143595251,28180.95343132424,17366.193434909615,971.4268584612837,2.6030846125383726e-06,0.00011067836984982556,0.07848568090397753,0.011638913838582704,0.03390269622377133
175,-543.7067987678947,772569.2786603415,725333.023887919,120100.33042970074,57605.720133075665,55268.02880082262,17060.07757413497,1949.24773007241,3662.5508517455673,2871.0318352832696,278.9901094269683,85.93062761293339,561.4405857813481,29464.059299916717,16875.75850433907,963.9843926396879,1.6292336061524125e-06,0.0001158246247641528,0.06709518604185039,0.013386108706876882,0.02444052716519603
176,-413.41106185845564,755907.4753783612,718868.1701681868,117848.05592040911,60475.28858144177,53630.77068546386,17702.360476613107,1437.8253684625488,3650.5846534607413,2628.9633195847227,156.16702110060973,184.62931755648643,863.0430421912213,28353.169020488927,17588.16530364571,1059.3295499180504,2.1834427880418976e-06,9.33289232329366e-05,0.08479739142348063,0.014478706659475666,0.030090992493085087
177,-555.878655287351,804435.5736712938,793422.7370244203,117265.54009598703,60412.82572349896,50858.38947909042,16300.774615917626,616.9010810200848,3278.0739407152246,2368.074989321447,117.25703529952149,223.35123987059833,756.1890375270414,29157.684595127866,20660.40807403702,1013.2705208978721,5.5258394339520175e-06,6.421635648878048e-05,0.08097291530872375,0.014904141105965309,0.018723477746601314
178,-611.6738775150311,763443.7303442686,721383.1466782304,117787.53698457939,61064.35777217413,51098.33272753326,17226.183945670564,1631.0454729249832,3789.914793814665,2579.0722910810036,122.74887432894178,243.98185775319675,861.9368071823411,28702.944268961393,21859.26173591289,955.6332982056666,1.8978382389714605e-06,0.0001038812938327426,0.09024825320666123,0.01005542038839406,0.026135347687188035
179,-370.8495639183178,779499.5936115169,709345.7142526943,116959.31364645339,65565.52927283196,48000.00000005191,17354.161987901076,3151.44819699898,3552.4631723014245,2301.955105290462,91.08715391896243,499.12158440095504,1142.4253525126421,31994.91708849393,9536.487586820977,738.0812754211277,4.168882856581315e-06,0.00018388262937816318,0.10611772462485945,0.009771930490610276,0.02588604187699055
180,-556.0326278350942,760252.3536082179,692376.7961225038,118756.2548167383,58962.62758973427,48000.00000025722,17134.41136281675,2451.659344402232,3886.894226858398,2658.564230175079,216.63922717682706,153.9804642133905,685.5616139688452,26954.888683704965,27447.871477799563,1038.807883820508,8.566166699052861e-07,5.6223717670288554e-05,0.09408263257645888,0.009880667254424979,0.025779326700991076
181,-555.1284123295341,787106.6159546572,750405.2421122104,117051.54893814992,61538.114651997545,48363.50289734587,17155.182727485888,1548.620317264283,3289.958075258534,2605.2212155027114,86.17855752251218,298.60784907912694,850.8257952584182,30841.445177463356,11791.909062030069,852.3642486226564,3.271685271558513e-06,0.00016341529973017946,0.08257459994709153,0.011699987014454143,0.02597778003167403
182,-554.7729048488586,778281.8278864396,728918.3175369608,120392.8424596418,60297.29234233374,48000.00000002922,17194.923477247627,2423.2279887201207,3285.3588894632385,2708.097111013252,273.31708955878014,199.95700719437238,750.133579419937,30028.761530139487,14501.75526259633,813.7510269430302,3.424580505168816e-06,0.00013411443250641402,0.0744521104082533,0.009685519770483373,0.02119506363611384
183,-641.944244362606,768195.1981310716,728725.1251112756,120320.47045516745,63996.75739979903,51462.21294060248,17012.343111912654,1851.577277213761,3307.505657175249,2409.1609015401673,378.67514091087105,431.29945428707435,1012.1565790984768,27436.7255823498,32672.52691241224,1203.353954699235,3.731885071662867e-06,2.2354343217786934e-05,0.08144295366221148,0.017590637764606454,0.019312598248218453
184,-595.5159676652149,834731.9932240717,787942.9796822505,122574.1271216851,63091.250050162926,62384.85611208031,16384.45839328249,2102.081970592275,3437.735286348415,2601.166343940706,434.45684182738637,385.74635935948817,988.9596766130054,33508.61385879229,14788.240676271727,1080.7458162377545,3.3924614220775066e-06,0.00012192598648444912,0.08117574948872369,0.012974943331836472,0.026838019255251346
185,-558.9678567574939,755045.6786992294,696900.7473458399,119644.8470576446,61243.5582029719,60892.84279743018,17408.69814520612,2306.7206725297124,3618.41200592681,2547.821025765893,244.92741852287608,271.56701911913945,811.3250440155895,29012.04529529203,20296.318871764008,1167.9836872635447,2.374726969945254e-06,8.144074881025488e-05,0.08999128194773535,0.013087176895709035,0.03354574036402758
186,-558.8243737886312,796756.3012103142,725552.3469793912,117897.53803509883,57594.357548419925,62088.746774971056,16738.61939997105,3109.97661799829,3512.8224360297513,2764.115812200217,134.5839168788709,106.330354965337,689.9520487206362,27671.726751881706,29083.142635653465,1357.1440115136581,3.0072635502422795e-06,4.9713664964700724e-05,0.06850730562841759,0.010593784927596422,0.028976192963800954
187,-510.72817535486456,812951.6777561539,709847.5140841213,116636.49746056157,60810.948955111664,52550.46019319385,16569.56550123815,4207.651105058016,3578.9255029274314,2523.823434594967,66.45324845360767,217.81896263534878,908.0154031274735,29275.039081511593,18648.88698258794,1038.5314277879063,3.0820295692997848e-06,9.523693649857035e-05,0.1027395400283602,0.009053027762428102,0.02617822948224182
188,-416.9450418618083,790263.9695737889,759358.7841002487,121167.50524272176,61305.83917459007,54499.98376879613,17161.711803557413,1100.7715669156157,3703.1927033593984,2638.8140513242147,391.71902693397095,245.22793057838382,806.5807304561563,29606.644721760546,16191.636443470037,1035.5702684920211,1.4487980332172434e-06,8.397246888202666e-05,0.08510195988363362,0.013581463477729563,0.023880616437534738
189,-389.3135943793269,772437.6224185331,699085.2293161339,121150.57308000073,61286.269592869125,57549.557189251565,17339.058797542108,3007.2237068463633,3689.5892172334297,2603.6294936429217,307.7053166184304,225.81128956976727,933.0102916102005,29272.39555878105,22744.753049467225,1106.4401328366241,2.0692909970921425e-06,8.851986349873371e-05,0.08019609790864236,0.012397427324936356,0.017635694386679147
190,-638.6705259756195,769065.1712921251,722281.9151609209,118675.82534568186,60795.29716419827,48000.00000212061,17158.655230051703,1640.640773658469,3939.5586584559715,2651.6912737296498,183.44538661860273,254.60112291186383,797.5905735287274,28241.895159512896,22626.305630674768,913.2763344995423,1.2830031009144958e-06,7.776719671810955e-05,0.09069933935141328,0.011671193210646906,0.024368162861715954
191,-470.0368756063383,801030.2442772178,717055.6299758275,117431.64646959155,60710.615045024926,48000.000000129665,16816.13342366764,3343.44144097339,3860.577264904818,2688.73740373648,112.02882132606673,273.51675988274854,844.1578923780081,31442.090720738925,11737.123603865093,854.5095387076245,2.4713464447756254e-06,0.00013967848036201767,0.09607624012135356,0.005512468585824414,0.027687653429938192
192,-615.9610243719293,798976.9923628436,774798.7672160615,117846.57660422006,66026.08550957011,52153.47314554171,17006.15953054016,1075.2600852535145,3503.180744539848,2581.179571579604,130.23911111107452,692.0215719781435,1029.8290699178897,30423.48369278831,14553.115389610948,977.6991325788811,3.7300072360860787e-06,0.00012393984102311808,0.09488557532003605,0.007827679254162905,0.025314089911357054
193,-526.2660393580684,742316.5444671395,721382.5445258645,117116.47016882466,68737.13334227235,58902.19964928891,17738.96606344361,786.9096522854989,3654.824607916531,2482.951978845484,87.96168605997963,721.6568148705092,1364.168470506024,27962.072948666926,20813.409392265952,1091.7126995684016,2.364371139999219e-06,0.00010697147432856296,0.09582807582941312,0.011266486947384396,0.02835091019718528
194,-599.4546693712709,782080.6768771064,733276.4469450911,119894.11336944571,59879.997065943964,63885.88635732687,16761.28976967152,1927.8350581098855,3642.596016389776,2669.528846360055,298.96940420506013,218.28505428248832,797.1402634693268,28188.252251038186,24083.763632074904,1235.4320036287158,1.8016891443498691e-06,6.796367121173456e-05,0.08165830733361479,0.01287478138788335,0.023827985829179974
195,-523.6006343156444,725693.7182550651,676202.3828513755,118594.03961108431,59637.54043812409,48025.56493145831,17713.27142955845,1906.5641715243194,3369.3509971982658,2550.487254009256,168.78631878080822,159.04148204954052,657.6156524285639,28557.213424111033,17172.242341321125,892.7982669340397,1.0848052672576074e-06,0.00011727878922629353,0.09664151647636433,0.011347802308486763,0.016220613300113724
